"OTR_RID_OST_TRAN","OTR_RID_COMMIT_TRN","OTR_RID_LINK_TRN","OTR_AMT_ACTUAL","OTR_AMT_REQUESTED","OTR_AMT_NEW_RELSE","OTR_CDE_TYPE","OTR_CDE_LOAN_PURP","OTR_CDE_OBJ_STATE","OTR_CDE_OB_ST_CTG","OTR_CDE_PROC_AREA","OTR_CDE_REPR_FREQ","OTR_CDE_ACCR_FREQ","OTR_CDE_RISK_TYPE","OTR_DTE_EFFECTIVE","OTR_DTE_RELEASE","OTR_DTE_REPRICING","OTR_IND_AUTO_RELSE","OTR_PID_SUBLIMIT","OTR_RID_GROUP_TRAN","OTR_CDE_GROUP_TYPE","OTR_RID_OUTSTANDNG","OTR_UID_PROCESSOR","OTR_IND_CREATE_TRN","OTR_TSP_REC_CREATE","OTR_TSP_REC_UPDATE","OTR_UID_REC_CREATE","OTR_UID_REC_UPDATE","OTR_IND_NON_ACCR","OTR_AMT_FUND_FROZN","OTR_IND_PMT_FR_BOR","OTR_IND_AUTO_RDUCE","OTR_AMT_SCHED_BAL","OTR_AMT_PREMIUM","OTR_CDE_TRNS_PURP","OTR_RID_ORIG_OST","OTR_IND_UPD_FLEX","OTR_TXT_APP_TYPE","OTR_TXT_SYS_SOURCE","OTR_DTE_ACCR_EFFEC","OST_AMT_DISCOUNT","OST_DTE_NOTE","OST_IND_ELG_99A","OTR_AMT_CAP_CL_AMT","OTR_AMT_CAPT_INCRE","OTR_AMT_DF_PIN_AMT","OTR_AMT_IN_CHO_AMT","OTR_CDE_TAX_W_METH","OTR_DTE_TRN","OTR_IND_ATO_RDE_EX","OTR_IND_DEFR_AMT","OTR_IND_FIX_RA_RT","OTR_IND_ISTAX_REV","OTR_IND_MANUAL_CR","OTR_IND_ONDEL","OTR_IND_PREPAYMENT","OTR_IND_RFL_ALD","OTR_IND_ST_TR_UNSC","OTR_IND_TMP_UPD","OTR_IND_UNFREEZE","OTR_IND_UPDATED","OTR_RID_BORR_RLSD","OTR_RID_CSHFLTRN","OTR_RID_INT_PMT","OTR_RID_LOAN_CONV","OTR_RID_PD_ITM_TN","OTR_UID_ORIG","OTR_CDE_AGNT_ALIAS","OTR_RID_AGNT_TRANS","OTR_OID_OST_TRAN","OTR_CDE_BRANCH"
"I6EI23N2","","","110123.45","110123.45","","ID   ","ACQ  ","LWREL","POTEN","EUOPS","1M   ","MON  ","LOANS","2021-03-05 00:00:00","","2021-04-06 00:00:00","N","","","","I6EI23LV","MANZANOS","Y","2020-10-14 19:41:46","2020-10-14 19:45:32","SMANZANO","MANZANOM","N","","Y","N","110123.45","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","385850999f52c831cf9eec2","CG852"
"I-EI2559","","","10000.65","10000.65","","ID   ","ACQ  ","AWSTA","POTEN","EUOPS","1M   ","MON  ","LOANS","2021-03-09 00:00:00","","2021-04-09 00:00:00","N","","","","I-EI254R","SMANZANO","Y","2020-10-14 19:54:41","2020-10-14 19:54:59","SMANZANO","SMANZANO","N","","N","N","10000.65","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","3858839a4ea8af8fdf9eecf","CG852"
"2PEI269Q","","","167670.5","167670.5","","ID   ","ACQ  ","AWSTA","POTEN","EUOPS","1M   ","MON  ","LOANS","2021-03-09 00:00:00","","2021-04-09 00:00:00","N","","","","2PEI269A","SMANZANO","Y","2020-10-14 20:13:00","2020-10-14 20:13:20","SMANZANO","SMANZANO","N","","N","N","167670.5","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","3858c760d00c86f5af9eedc","CG852"
":3EI3EDL","","","1000000","1000000","","ID   ","ACQ  ","LWREL","POTEN","EUOPS","1M   ","MON  ","LOANS","2021-03-10 00:00:00","","2021-04-12 00:00:00","N","","","",":3EI3ED3","LIQUSR03","Y","2020-10-15 11:03:53","2020-10-15 11:10:28","LIQUSR03","LIQAPCP3","N","","N","N","1000000","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","3865d5997170765bdf9ef42","CG852"
":7EI3D5E","",":7EI3D5B","-1000","-1000","","IBT  ","","RELSD","ACTUA","AUSAG","","","","2021-03-11 00:00:00","","","N","","","","D@EI1Q0R","SUPRON01","N","2020-10-15 11:39:36","2020-10-15 11:42:42","INPRON01","MGRRON01","","","Y","N","0","0","","","N","","","2021-03-11 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","38665e8fe3c40675bf9ef4f",""
":-EI3EMR","",":-EI3EMO","-1000","-1000","","IBT  ","","RELSD","ACTUA","AUSAG","","","","2021-03-11 00:00:00","","","N","","","","D@EI1Q0R","SUPRON01","N","2020-10-15 11:46:24","2020-10-15 11:49:35","INPRON01","MGRRON01","","","Y","N","0","0","","","N","","","2021-03-11 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","3866780d715d55243f9ef51",""
":5EI3G44","",":5EI3G41","-1000","-1000","","IBT  ","","AWSTA","POTEN","AUSAG","","","","2021-03-11 00:00:00","","","N","","","","D@EI1Q0R","MGRRON01","N","2020-10-15 11:57:10","2020-10-15 12:36:53","INPRON01","MGRRON01","","","Y","N","0","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","3866a061a5d61bb77f9ef56",""
":VEI3GHH","",":VEI3GHE","-1000","-1000","","IBT  ","","AWSTA","POTEN","AUSAG","","","","2021-03-11 00:00:00","","","N","","","","D@EI1Q0R","MGRRON01","N","2020-10-15 12:02:17","2020-10-15 12:36:53","INPRON01","MGRRON01","","","Y","N","0","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","3866b396d38d2d42ff9ef59",""
"6$EHL0P6","","6$EHL0P3","1000","1000","","IBT  ","","RELSD","ACTUA","AUSAG","","","","2021-01-19 00:00:00","","","N","","","","6$EHL0OE","SUPRON01","N","2020-10-05 12:51:01","2020-10-05 12:55:31","INPRON01","MGRRON01","","","Y","N","0","0","","","N","","","2021-01-19 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","379475113c6ca261d578729",""
"1:EHLCX2","","","10","10","","ID   ","ACQ  ","LWREL","POTEN","EUOPS","1M   ","MON  ","LOANS","2020-07-09 00:00:00","","2020-08-10 00:00:00","N","","","","1:EHLCWI","B116594 ","Y","2020-10-05 20:06:39","2020-10-07 13:41:43","A116594 ","LIQSVR05","N","","Y","N","10","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","379acffae2a506047578746","CG852"
"=REHMM8D","","","9750","9750","","ID   ","CONSH","LWREL","POTEN","EUOPS","1M   ","MON  ","LOANS","2020-07-09 00:00:00","","2020-08-10 00:00:00","N","","","","=REHMM72","RPTSUP01","Y","2020-10-06 10:13:18","2020-10-06 10:24:19","CMARTILL","RPTMGR01","N","","Y","N","9750","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","37a73fb298190c6be57874c","CG852"
"?EEHN4P8","","","10010","10010","","ID   ","ACQ  ","RELSD","ACTUA","EUOPS","7D   ","WEEK ","LOANS","2020-06-01 00:00:00","2020-07-10 00:00:00","2020-06-08 00:00:00","N","","","","?EEHN4OB","LIQSVR02","Y","2020-10-06 13:52:35","2020-10-08 11:12:12","LIQUSR05","LIQUSR02","N","","Y","N","10010","0","","","N","","","2020-06-01 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","37aa5f8ed22073621b71509","CG852"
"7MEHN25S","","","34500","34500","","RCMF ","CONSH","RELSD","ACTUA","EUOPS","1D   ","DAL  ","LOANS","2020-07-09 00:00:00","2020-07-09 00:00:00","2020-07-10 00:00:00","N","","7MEHN1Y1","LRP  ","7MEHN24H","CMARTILL","Y","2020-10-06 15:58:12","2020-10-06 17:16:43","CMARTILL","RPTMGR01","N","","Y","N","34500","0","","","N","","","2020-07-09 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","37ac4d948e7af8b2ab71531","CG852"
"7MEHN3WM","","","-34500","-34500","","PRDCR","","PEND ","POTEN","EUOPS","1D   ","","LOANS","2020-07-10 00:00:00","","2020-07-10 00:00:00","N","","7MEHN3WK","LRP  ","7MEHN24H","CMARTILL","N","2020-10-06 17:22:57","2020-10-06 17:22:57","CMARTILL","CMARTILL","","","Y","N","-34500","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","37ad8ea27f0b98f44b7155c","CG852"
"N$EHN65F","","","-5100","-5100","","PRDCR","","RELSD","ACTUA","EUOPS","1D   ","","LOANS","2020-05-29 00:00:00","2020-07-09 00:00:00","2020-05-29 00:00:00","N","","N$EHN65D","LRP  ","XHEFLBMZ","CMARTILL","N","2020-10-06 18:10:42","2020-10-06 19:37:39","CMARTILL","RPTSUP01","","","Y","N","-5100","0","","","N","","","2020-05-29 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","37ae42188b09e0d3ab71589","CG852"
"N$EHN6P6","","","-34500","-34500","","PRDCR","","PEND ","POTEN","EUOPS","1D   ","","LOANS","2020-07-10 00:00:00","","2020-07-10 00:00:00","N","","N$EHN6P4","LRP  ","7MEHN24H","CMARTILL","N","2020-10-06 18:22:56","2020-10-06 18:22:56","CMARTILL","CMARTILL","","","Y","N","-34500","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","37ae6fce7a3c39b7eb7159d","CG852"
"N$EHN6U9","","","87900","87900","","ID   ","ACQ  ","RELSD","ACTUA","EUOPS","1M   ","MON  ","LOANS","2020-07-09 00:00:00","2020-07-09 00:00:00","2020-07-17 00:00:00","N","","","","N$EHN6TC","CMARTILL","Y","2020-10-06 18:27:31","2020-10-06 19:08:09","CMARTILL","RPTMGR01","N","","Y","N","87900","0","","","N","","","2020-07-09 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","37ae7a2a9f1bab087b715a6","CG852"
"NJEHN9DE","","","10000","10000","","ID   ","ACQ  ","RELSD","ACTUA","EUOPS","3M   ","QUA  ","FIXED","2020-07-09 00:00:00","2020-07-09 00:00:00","2020-10-09 00:00:00","N","","NJEHN9A4","PCP  ","NJEHN9CR","LIQUSR03","Y","2020-10-06 19:22:01","2020-10-06 19:50:41","LIQUSR03","LIQUSR03","N","","Y","N","10000","0","","","N","","","2020-07-09 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","37af480abb7749371b715c6","CG852"
"#:EHOMTA","","","22500","22500","","ID   ","ACQ  ","RELSD","ACTUA","EUOPS","7D   ","WEEK ","LOANS","2020-06-09 00:00:00","2021-03-08 00:00:00","2020-06-16 00:00:00","N","","#:EHOMSI","PCP  ","#:EHOMSQ","LIQSVR05","Y","2020-10-07 09:40:56","2020-10-15 10:42:15","LIQSVR05","LIQUSR05","N","","Y","N","22500","0","","","N","","","2020-06-09 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","37bbdf6b532d24fc3b7160c","CG852"
":=EHOY1N","","","142000","142000","","ID   ","ACQ  ","RELSD","ACTUA","EUOPS","7D   ","WEEK ","LOANS","2020-07-09 00:00:00","2020-07-10 00:00:00","2020-07-16 00:00:00","N","",":=EHOY09","PCP  ",":=EHOY0Q","LIQUSR05","Y","2020-10-07 13:18:21","2020-10-08 09:45:15","LIQUSR05","LIQUSR02","N","","Y","N","142000","0","","","N","","","2020-07-09 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","37bf01ad06a768624b71649","CG852"
"04EHQOCW","","","-1500","-1500","","PRDCR","","LWREL","POTEN","EUOPS","1D   ","","LOANS","2020-05-29 00:00:00","","2020-05-29 00:00:00","N","","04EHQOCT","LRP  ","#!EFUH6R","CMARTILL","N","2020-10-08 15:37:45","2020-10-08 15:54:47","CMARTILL","RPTSUP01","","","Y","N","-1500","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","37d6343b28d80e5cdb71822","CG852"
"04EHQOGK","","","1000","1000","","RCMF ","CONSH","LWREL","POTEN","EUOPS","1D   ","DAL  ","LOANS","2020-05-29 00:00:00","","2020-05-29 00:00:00","N","","04EHQOCT","LRP  ","04EHQOF9","CMARTILL","Y","2020-10-08 15:41:57","2020-10-08 15:54:47","CMARTILL","RPTSUP01","N","","Y","N","1000","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","37d63a4798a5006c4b71829","CG852"
"!8EHQXMS","","!8EHQXMP","1000","1000","","IBT  ","","RELSD","ACTUA","AUSAG","","","","2021-01-28 00:00:00","","","N","","","","!8EHQXM0","SUPRON01","N","2020-10-08 18:09:24","2020-10-08 18:14:27","INPRON01","MGRRON01","","","Y","N","0","0","","","N","","","2021-01-28 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","37d866c9f7f555619b71893",""
"F)EHSGO6","","","-120000","-120000","","PRDCR","","LWREL","POTEN","EUOPS","1D   ","","LOANS","2020-07-13 00:00:00","","2020-07-13 00:00:00","N","","F)EHSGO4","LRP  ","4MEHS8E8","MANZANOM","N","2020-10-09 14:46:55","2020-10-09 14:59:12","MANZANOM","MANZANOS","","","Y","N","-120000","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","37ea8de86a217798cb71959","CG852"
"F)EHSGSC","","","130000","130000","","RCMF ","ACQ  ","LWREL","POTEN","EUOPS","1D   ","DAL  ","LOANS","2020-07-13 00:00:00","","2020-07-14 00:00:00","N","","F)EHSGO4","LRP  ","F)EHSGRK","MANZANOM","Y","2020-10-09 14:48:20","2020-10-09 14:59:12","MANZANOM","MANZANOS","N","","Y","N","130000","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","37ea90fa015fb1c22b71966","CG852"
"TREHY7RS","","","1000000","1000000","","ID   ","ACQ  ","AWSTA","POTEN","EUOPS","1M   ","MON  ","LOANS","2020-07-15 00:00:00","","2020-08-17 00:00:00","N","","","","TREHY7PZ","LIQUSR03","Y","2020-10-12 15:46:24","2020-10-12 15:46:40","LIQUSR03","LIQUSR03","N","","Y","N","1000000","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","382ab2f20adddda73b719f1","CG852"
"Q.EI3GUU","","Q.EI3GUR","-1000","-1000","","IBT  ","","RELSD","ACTUA","AUSAG","","","","2021-03-11 00:00:00","","","N","","","","D@EI1Q0R","SUPRON01","N","2020-10-15 12:33:29","2020-10-15 12:36:53","INPRON01","MGRRON01","","","Y","N","0","0","","","N","","","2021-03-11 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","38672890db7b9f9d3f9ef6f",""
"Q)EI3K40","","","1000000","1000000","","ID   ","ACQ  ","CNCLD","INACT","EUOPS","2M   ","M02  ","LOANS","2021-03-08 00:00:00","","2021-05-10 00:00:00","N","","","","Q)EI3K3H","LIQAPCP3","Y","2020-10-15 12:47:06","2020-10-15 12:47:17","LIQAPCP3","LIQAPCP3","N","","N","N","1000000","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","38675aa3155f243f4f9ef72","CG852"
"QJEI3KL0","","","1000000","1000000","","ID   ","ACQ  ","RELSD","ACTUA","EUOPS","2M   ","M02  ","LOANS","2021-03-08 00:00:00","2021-03-08 00:00:00","2021-05-10 00:00:00","N","","","","QJEI3KKH","LIQUSR03","Y","2020-10-15 12:49:30","2020-10-15 12:54:12","LIQUSR03","LIQAPCP3","N","","N","N","1000000","0","","","N","","","2021-03-08 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","38676425ea077da99f9ef79","CG852"
"EJEIATHI","","EJEIATH7","-1000000","-1000000","1000000","IBT  ","","RELSD","ACTUA","","","QUA  ","C3   ","2021-04-24 00:00:00","2021-04-24 00:00:00","","Y","","","","(WE9T5H7","LS2BATCH","N","2020-10-19 12:31:55","2020-10-19 12:31:55","LS2BATCH","LS2BATCH","","","","","-1000000","0","","","N","","","2021-04-24 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","7067367814c1ed6721291f",""
"$*EIF9TU","","$*EIF9TR","-1000","-1000","","IBT  ","","RELSD","ACTUA","AUSAG","","","","2021-05-05 00:00:00","","","N","","","","=-EIF208","SUPRON01","N","2020-10-21 20:06:41","2020-10-21 20:09:51","INPRON01","MGRRON01","","","Y","N","0","0","","","N","","","2021-05-05 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","38ec5c148f41a69ba4be90f",""
":(EIIF9P","","","50","50","","ID   ","ACQ  ","LWREL","POTEN","EUOPS","1M   ","MON  ","LOANS","2021-03-08 00:00:00","","2021-04-08 00:00:00","N","","","",":(EIIF95","B116594 ","Y","2020-10-23 16:22:41","2020-10-23 16:49:19","C116594 ","A116594 ","N","","Y","N","50","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","3913402e4090d3f67111878","CG852"
"UBEIQH2A","","UBEIQH22","-1000","-1000","1000","IBT  ","","RELSD","ACTUA","","","WEEK ","C3   ","2021-06-29 00:00:00","2021-06-29 00:00:00","","Y","","","","EUEGPXII","LS2BATCH","N","2020-10-27 23:25:14","2020-10-27 23:25:14","LS2BATCH","LS2BATCH","","","","","-1000","0","","","N","","","2021-06-29 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","4e5376b3c31aed6721291f",""
"=YEJ2X5C","","","80","80","","ID   ","ACQ  ","LWREL","POTEN","EUOPS","1M   ","MON  ","LOANS","2021-09-15 00:00:00","","2021-10-15 00:00:00","N","","","","=YEJ2X4S","B116594 ","Y","2020-11-03 19:10:03","2020-11-03 19:27:08","A116594 ","C116594 ","N","","Y","N","80","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","39fdb4895531eaf075b26ea","CG852"
":LEI3GS5","VWEHQEK3","","0","0","","ADJST","","PEND ","POTEN","EUOPS","1M   ","","LOANS","2021-03-08 00:00:00","","2021-04-08 00:00:00","N","","","",":LEI3GNT","CMARTILL","N","2020-10-15 12:05:14","2020-10-15 12:05:14","CMARTILL","CMARTILL","","0","Y","N","0","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","3866bf9a8d7b76dd3f9ef5f","CG852"
":LEI3GOQ","","","1250000","1250000","","ID   ","ACQ  ","RELSD","ACTUA","EUOPS","1M   ","MON  ","LOANS","2021-03-08 00:00:00","2021-03-08 00:00:00","2021-04-08 00:00:00","N","","","",":LEI3GNT","CMARTILL","Y","2020-10-15 12:05:14","2020-10-15 12:46:51","CMARTILL","RPTMGR01","N","","Y","N","1250000","0","","","N","","","2021-03-08 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","3866bb11737871e6ff9ef5b","CG852"
"Q;EI3M9G","","","-200000","-200000","","PPPMT","","LWREL","POTEN","EUOPS","2M   ","","LOANS","2021-03-08 00:00:00","","2021-05-10 00:00:00","N","","","","QJEI3KKH","LIQUSR03","N","2020-10-15 13:02:34","2020-10-15 13:05:32","LIQUSR03","LIQAPCP3","","","N","N","-200000","0","","QJEI3KKH","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","3867954537d007ad4f9ef80","CG852"
"QYEI3KYO","","","100000","100000","","ID   ","CONSH","LWREL","POTEN","EUOPS","1D   ","DAL  ","LOANS","2021-03-08 00:00:00","","2021-03-09 00:00:00","N","","","","QYEI3KXW","JAQUITAN","Y","2020-10-15 14:56:38","2020-10-15 15:10:26","SMANZANO","MANZANOS","N","","Y","N","100000","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","3869335fc446abc39f9efbc","CG852"
"RBEIDZGJ","","RBEIDZGG","100000","100000","","IBT  ","","RELSD","ACTUA","AUSAG","","","","2021-04-29 00:00:00","","","N","","","","RBEIDZFN","SUPRON01","N","2020-10-21 04:02:47","2020-10-21 04:06:23","INPRON01","MGRRON01","","","Y","N","0","0","","","N","","","2021-04-29 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","38de38b0f6d931b985b6af0",""
"64EIE3F4","","64EIE3F1","-1000","-1000","","IBT  ","","RELSD","ACTUA","AUSAG","","","","2021-04-29 00:00:00","","","N","","","","RBEIDZFN","SUPRON01","N","2020-10-21 04:27:31","2020-10-21 04:30:41","INPRON01","MGRRON01","","","Y","N","0","0","","","N","","","2021-04-29 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","38de9a3f038052a425b6af2",""
"6ZEIE4WD","","6ZEIE4WA","-1000","-1000","","IBT  ","","AWSTA","POTEN","AUSAG","","","","2021-04-29 00:00:00","","","N","","","","RBEIDZFN","MGRRON01","N","2020-10-21 04:41:31","2020-10-21 04:52:43","INPRON01","MGRRON01","","","Y","N","0","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","38decebf3cb30151f5b6af4",""
"69EIE59P","","69EIE59M","-1000","-1000","","IBT  ","","AWSTA","POTEN","AUSAG","","","","2021-04-29 00:00:00","","","N","","","","RBEIDZFN","MGRRON01","N","2020-10-21 04:45:06","2020-10-21 04:52:43","INPRON01","MGRRON01","","","Y","N","0","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","38dedc27786d3ba505b6af6",""
"6)EIE5NB","","6)EIE5N8","-1000","-1000","","IBT  ","","RELSD","ACTUA","AUSAG","","","","2021-04-29 00:00:00","","","N","","","","RBEIDZFN","SUPRON01","N","2020-10-21 04:49:33","2020-10-21 04:52:43","INPRON01","MGRRON01","","","Y","N","0","0","","","N","","","2021-04-29 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","38deecceabe9d607d5b6af8",""
"?LEIG4MZ","","","133350","133350","","ID   ","ACQ  ","AWSTA","POTEN","EUOPS","1D   ","DAL  ","LOANS","2021-03-08 00:00:00","","2021-03-09 00:00:00","N","","","","?LEIG4MH","SMANZANO","Y","2020-10-22 09:09:58","2020-10-22 09:10:17","SMANZANO","SMANZANO","N","","N","N","133350","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","38f7d422d27562b1111184e","CG852"
"-7EIHRP9","","-7EIHRP6","-1000","-1000","","IBT  ","","RELSD","ACTUA","AUSAG","","","","2021-05-06 00:00:00","","","N","","","","SPEIGB1X","SUPRON01","N","2020-10-23 04:26:21","2020-10-23 04:29:34","INPRON01","MGRRON01","","","Y","N","0","0","","","N","","","2021-05-06 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","3908c5b50f86a3fe811186c",""
":PEII6RP","","","10","10","","ID   ","ACQ  ","LWREL","POTEN","EUOPS","1M   ","MON  ","LOANS","2021-03-08 00:00:00","","2021-04-08 00:00:00","N","","","",":PEII6R5","B116594 ","Y","2020-10-23 13:21:56","2020-10-23 14:01:42","A116594 ","C116594 ","N","","Y","N","10","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","39109670159ac415011186e","CG852"
"IXEIGRRO","","","30","30","","ID   ","ACQ  ","AWRA ","POTEN","EUOPS","1M   ","MON  ","LOANS","2021-03-08 00:00:00","","2021-04-08 00:00:00","N","","","","IXEIGRR4","C116594 ","Y","2020-10-22 18:52:38","2020-10-22 20:46:29","A116594 ","C116594 ","N","","Y","N","30","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","39005b571090a91b711185c","CG852"
"SPEIGB2T","","SPEIGB2Q","100000","100000","","IBT  ","","RELSD","ACTUA","AUSAG","","","","2021-05-05 00:00:00","","","N","","","","SPEIGB1X","SUPRON01","N","2020-10-22 10:11:03","2020-10-22 10:14:27","INPRON01","MGRRON01","","","Y","N","0","0","","","N","","","2021-05-05 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","38f8b6bc74a42e937111856",""
