"RBP_CDE_RISK_BOOK","RBP_UID_USERID","RBP_TSP_REC_CREATE","RBP_TSP_REC_UPDATE","RBP_UID_REC_CREATE","RBP_UID_REC_UPDATE","RBP_IND_BUY_SELL","RBP_IND_MARK","RBP_IND_VIEW_PRCES","RBP_IND_PRIMARY"
"BPB  ","MGRRON02","2020-11-06 14:49:37","2020-11-06 14:49:37","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","MGRRON02","2020-11-06 14:49:37","2020-11-06 14:49:37","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","KINGMAN ","2020-11-10 21:06:36","2020-11-10 21:06:36","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BKGOV","KINGMAN ","2020-11-10 21:06:36","2020-11-10 21:06:36","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"GTS  ","KINGMAN ","2020-11-10 21:06:36","2020-11-10 21:06:36","ADMIN1  ","ADMIN1  ","Y","Y","N","N"
"DCM  ","KINGMAN ","2020-11-10 21:06:36","2020-11-10 21:06:36","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","KINGMAN ","2020-11-10 21:06:36","2020-11-10 21:06:36","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","KINGMAN ","2020-11-10 21:06:36","2020-11-10 21:06:36","ADMIN1  ","ADMIN1  ","Y","Y","Y","Y"
"BPB  ","KINGMAN ","2020-11-10 21:06:36","2020-11-10 21:06:36","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","KINGMAN ","2020-11-10 21:06:36","2020-11-10 21:06:36","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"LIQEU","KINGMAN ","2020-11-10 21:06:36","2020-11-10 21:06:36","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","KINGMAN ","2020-11-10 21:06:36","2020-11-10 21:06:36","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","KINGMAN ","2020-11-10 21:06:36","2020-11-10 21:06:36","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","INPCESS1","2020-11-24 13:17:54","2020-11-24 13:17:54","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"GTS  ","INPCESS1","2020-11-24 13:17:54","2020-11-24 13:17:54","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","INPCESS1","2020-11-24 13:17:54","2020-11-24 13:17:54","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","INPCESS1","2020-11-24 13:17:54","2020-11-24 13:17:54","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BKGOV","INPCESS1","2020-11-24 13:17:54","2020-11-24 13:17:54","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","INPCESS1","2020-11-24 13:17:54","2020-11-24 13:17:54","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"TEST ","INPCESS1","2020-11-24 13:17:54","2020-11-24 13:17:54","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","INPCESS1","2020-11-24 13:17:54","2020-11-24 13:17:54","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","INPCESS1","2020-11-24 13:17:54","2020-11-24 13:17:54","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","INPCESS1","2020-11-24 13:17:54","2020-11-24 13:17:54","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"LIQEU","INPCESS1","2020-11-24 13:17:54","2020-11-24 13:17:54","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","INPCESS1","2020-11-24 13:17:54","2020-11-24 13:17:54","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","TESTSUP ","2020-10-27 13:01:35","2020-10-27 13:01:35","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","TESTSUP ","2020-10-27 13:01:35","2020-10-27 13:01:35","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","TESTSUP ","2020-10-27 13:01:35","2020-10-27 13:01:35","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BKGOV","TESTSUP ","2020-10-27 13:01:35","2020-10-27 13:01:35","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","TESTSUP ","2020-10-27 13:01:35","2020-10-27 13:01:35","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","TESTSUP ","2020-10-27 13:01:35","2020-10-27 13:01:35","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","TESTSUP ","2020-10-27 13:01:35","2020-10-27 13:01:35","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"GTS  ","TESTSUP ","2020-10-27 13:01:35","2020-10-27 13:01:35","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","TESTSUP ","2020-10-27 13:01:35","2020-10-27 13:01:35","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","TESTSUP ","2020-10-27 13:01:35","2020-10-27 13:01:35","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RISKA","CGLINP00","2020-11-24 10:55:50","2020-11-24 10:56:46","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"LIQEU","CGLINP00","2020-11-24 10:55:50","2020-11-24 10:55:50","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","CGLINP00","2020-11-24 10:55:50","2020-11-24 10:55:50","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","CGLINP00","2020-11-24 10:55:50","2020-11-24 10:55:50","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","CGLINP00","2020-11-24 10:55:50","2020-11-24 10:55:50","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","CGLINP00","2020-11-24 10:55:50","2020-11-24 10:55:50","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RTZ  ","CGLINP00","2020-11-24 10:55:50","2020-11-24 10:55:50","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RISKI","CGLINP00","2020-11-24 10:55:50","2020-11-24 10:55:50","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RISKC","CGLINP00","2020-11-24 10:55:50","2020-11-24 10:55:50","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BKGOV","CGLINP00","2020-11-24 10:55:50","2020-11-24 10:55:50","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","CGLINP00","2020-11-24 10:55:50","2020-11-24 10:55:50","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","CGLINP00","2020-11-24 10:55:50","2020-11-24 10:55:50","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"TEST ","CGLINP00","2020-11-24 10:55:50","2020-11-24 10:55:50","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAM  ","CGLINP00","2020-11-24 10:55:50","2020-11-24 10:55:50","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","CGLINP00","2020-11-24 10:55:50","2020-11-24 10:55:50","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"GTS  ","CGLINP00","2020-11-24 10:55:50","2020-11-24 10:55:50","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","CGLINP00","2020-11-24 10:55:50","2020-11-24 10:55:50","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"GTS  ","CGLMGR01","2020-11-24 11:01:12","2020-11-24 11:01:12","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","CGLMGR01","2020-11-24 11:01:12","2020-11-24 11:01:12","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RISKC","CGLMGR01","2020-11-24 11:01:12","2020-11-24 11:01:12","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RTZ  ","CGLMGR01","2020-11-24 11:01:12","2020-11-24 11:01:12","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","CGLMGR01","2020-11-24 11:01:12","2020-11-24 11:01:12","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","CGLMGR01","2020-11-24 11:01:12","2020-11-24 11:01:12","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","CGLMGR01","2020-11-24 11:01:12","2020-11-24 11:01:12","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","CGLMGR01","2020-11-24 11:01:12","2020-11-24 11:01:12","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"TEST ","CGLMGR01","2020-11-24 11:01:12","2020-11-24 11:01:12","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"LIQEU","CGLMGR01","2020-11-24 11:01:12","2020-11-24 11:01:12","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RISKI","CGLMGR01","2020-11-24 11:01:12","2020-11-24 11:01:12","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BKGOV","CGLMGR01","2020-11-24 11:01:12","2020-11-24 11:01:12","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAM  ","CGLMGR01","2020-11-24 11:01:12","2020-11-24 11:01:12","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","CGLMGR01","2020-11-24 11:01:12","2020-11-24 11:01:12","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","CGLMGR01","2020-11-24 11:01:12","2020-11-24 11:01:12","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","CGLMGR01","2020-11-24 11:01:12","2020-11-24 11:01:12","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RISKA","CGLMGR01","2020-11-24 11:01:12","2020-11-24 11:01:12","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","CGLSUP01","2020-11-24 11:03:02","2020-11-24 11:03:02","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAM  ","CGLSUP01","2020-11-24 11:03:02","2020-11-24 11:03:02","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","CGLSUP01","2020-11-24 11:03:02","2020-11-24 11:03:02","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RISKC","CGLSUP01","2020-11-24 11:03:02","2020-11-24 11:03:02","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RISKA","CGLSUP01","2020-11-24 11:03:02","2020-11-24 11:03:02","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BKGOV","CGLSUP01","2020-11-24 11:03:02","2020-11-24 11:03:02","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RTZ  ","CGLSUP01","2020-11-24 11:03:02","2020-11-24 11:03:02","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","CGLSUP01","2020-11-24 11:03:02","2020-11-24 11:03:02","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","CGLSUP01","2020-11-24 11:03:02","2020-11-24 11:03:02","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"TEST ","CGLSUP01","2020-11-24 11:03:02","2020-11-24 11:03:02","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","CGLSUP01","2020-11-24 11:03:02","2020-11-24 11:03:02","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"GTS  ","CGLSUP01","2020-11-24 11:03:02","2020-11-24 11:03:02","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"LIQEU","CGLSUP01","2020-11-24 11:03:02","2020-11-24 11:03:02","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","CGLSUP01","2020-11-24 11:03:02","2020-11-24 11:03:02","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","CGLSUP01","2020-11-24 11:03:02","2020-11-24 11:03:02","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RISKI","CGLSUP01","2020-11-24 11:03:02","2020-11-24 11:03:02","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","CGLSUP01","2020-11-24 11:03:02","2020-11-24 11:03:02","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","SUPCESSL","2020-11-24 13:01:18","2020-11-24 13:01:18","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RISKA","SUPCESSL","2020-11-24 13:01:18","2020-11-24 13:01:18","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"TEST ","SUPCESSL","2020-11-24 13:01:18","2020-11-24 13:01:18","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BKGOV","SUPCESSL","2020-11-24 13:01:18","2020-11-24 13:01:18","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"GTS  ","SUPCESSL","2020-11-24 13:01:18","2020-11-24 13:01:18","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RISKC","SUPCESSL","2020-11-24 13:01:18","2020-11-24 13:01:18","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","SUPCESSL","2020-11-24 13:01:18","2020-11-24 13:01:18","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","SUPCESSL","2020-11-24 13:01:18","2020-11-24 13:01:18","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","SUPCESSL","2020-11-24 13:01:18","2020-11-24 13:01:18","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAM  ","SUPCESSL","2020-11-24 13:01:18","2020-11-24 13:01:18","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","SUPCESSL","2020-11-24 13:01:18","2020-11-24 13:01:18","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"LIQEU","SUPCESSL","2020-11-24 13:01:18","2020-11-24 13:01:18","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","SUPCESSL","2020-11-24 13:01:18","2020-11-24 13:01:18","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","SUPCESSL","2020-11-24 13:01:18","2020-11-24 13:01:18","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RISKI","SUPCESSL","2020-11-24 13:01:18","2020-11-24 13:01:18","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RTZ  ","SUPCESSL","2020-11-24 13:01:18","2020-11-24 13:01:18","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","SUPCESSL","2020-11-24 13:01:18","2020-11-24 13:01:18","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","MNGCESSL","2020-11-24 13:03:12","2020-11-24 13:03:12","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"LIQEU","MNGCESSL","2020-11-24 13:03:12","2020-11-24 13:03:12","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BKGOV","MNGCESSL","2020-11-24 13:03:12","2020-11-24 13:03:12","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RISKC","MNGCESSL","2020-11-24 13:03:12","2020-11-24 13:03:12","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RISKA","MNGCESSL","2020-11-24 13:03:12","2020-11-24 13:03:12","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"TEST ","MNGCESSL","2020-11-24 13:03:12","2020-11-24 13:03:12","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","MNGCESSL","2020-11-24 13:03:12","2020-11-24 13:03:12","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RISKI","MNGCESSL","2020-11-24 13:03:12","2020-11-24 13:03:12","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","MNGCESSL","2020-11-24 13:03:12","2020-11-24 13:03:12","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RTZ  ","MNGCESSL","2020-11-24 13:03:12","2020-11-24 13:03:12","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","MNGCESSL","2020-11-24 13:03:12","2020-11-24 13:03:12","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","MNGCESSL","2020-11-24 13:03:12","2020-11-24 13:03:12","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","MNGCESSL","2020-11-24 13:03:12","2020-11-24 13:03:12","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","MNGCESSL","2020-11-24 13:03:12","2020-11-24 13:03:12","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAM  ","MNGCESSL","2020-11-24 13:03:12","2020-11-24 13:03:12","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"GTS  ","MNGCESSL","2020-11-24 13:03:12","2020-11-24 13:03:12","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","MNGCESSL","2020-11-24 13:03:12","2020-11-24 13:03:12","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","SHSUPAU0","2020-11-24 19:34:13","2020-11-24 19:34:13","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","SHSUPAU0","2020-11-24 19:34:13","2020-11-24 19:34:13","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"GTS  ","SHSUPAU0","2020-11-24 19:34:13","2020-11-24 19:34:13","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BKGOV","SHSUPAU0","2020-11-24 19:34:13","2020-11-24 19:34:13","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","SHSUPAU0","2020-11-24 19:34:13","2020-11-24 19:34:13","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","SHSUPAU0","2020-11-24 19:34:13","2020-11-24 19:34:13","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","SHSUPAU0","2020-11-24 19:34:13","2020-11-24 19:34:13","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","SHSUPAU0","2020-11-24 19:34:13","2020-11-24 19:34:13","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","SHSUPAU0","2020-11-24 19:34:13","2020-11-24 19:34:13","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","SHSUPAU0","2020-11-24 19:34:13","2020-11-24 19:34:13","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","SHMANAU0","2020-11-24 19:34:48","2020-11-24 19:34:48","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","SHMANAU0","2020-11-24 19:34:48","2020-11-24 19:34:48","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","SHMANAU0","2020-11-24 19:34:48","2020-11-24 19:34:48","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"GTS  ","SHMANAU0","2020-11-24 19:34:48","2020-11-24 19:34:48","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","SHMANAU0","2020-11-24 19:34:48","2020-11-24 19:34:48","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","SHMANAU0","2020-11-24 19:34:48","2020-11-24 19:34:48","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","SHMANAU0","2020-11-24 19:34:48","2020-11-24 19:34:48","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BKGOV","SHMANAU0","2020-11-24 19:34:48","2020-11-24 19:34:48","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","SHMANAU0","2020-11-24 19:34:48","2020-11-24 19:34:48","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","SHMANAU0","2020-11-24 19:34:48","2020-11-24 19:34:48","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","GIBLINCH","2020-10-22 06:05:31","2020-10-22 06:05:31","LOANIQ01","LOANIQ01","Y","N","Y","N"
"PRFIN","GIBLINCH","2020-10-22 06:05:31","2020-10-22 06:05:31","LOANIQ01","LOANIQ01","Y","N","Y","N"
"BCF  ","GIBLINCH","2020-10-22 06:05:31","2020-10-22 06:05:31","LOANIQ01","LOANIQ01","Y","N","Y","N"
"SAF  ","GIBLINCH","2020-10-22 06:05:31","2020-10-22 06:05:31","LOANIQ01","LOANIQ01","Y","N","Y","N"
"CORPF","GIBLINCH","2020-10-22 06:05:31","2020-10-22 06:05:31","LOANIQ01","LOANIQ01","Y","N","Y","N"
"DCM  ","GIBLINCH","2020-10-22 06:05:31","2020-10-22 06:05:31","LOANIQ01","LOANIQ01","Y","N","Y","N"
"BPB  ","GIBLINCH","2020-10-22 06:05:31","2020-10-22 06:05:31","LOANIQ01","LOANIQ01","Y","N","Y","N"
"PRIEQ","GIBLINCH","2020-10-22 06:05:31","2020-10-22 06:05:31","LOANIQ01","LOANIQ01","Y","N","Y","N"
"GTS  ","TESTINP ","2020-10-27 11:53:58","2020-10-27 11:53:58","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","TESTINP ","2020-10-27 11:53:58","2020-10-27 11:53:58","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","TESTINP ","2020-10-27 11:53:58","2020-10-27 11:53:58","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BKGOV","TESTINP ","2020-10-27 11:53:58","2020-10-27 11:53:58","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","TESTINP ","2020-10-27 11:53:58","2020-10-27 11:53:58","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","TESTINP ","2020-10-27 11:53:58","2020-10-27 11:53:58","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","TESTINP ","2020-10-27 11:53:58","2020-10-27 11:53:58","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","TESTINP ","2020-10-27 11:53:58","2020-10-27 11:53:58","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","TESTINP ","2020-10-27 11:53:58","2020-10-27 11:53:58","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","TESTINP ","2020-10-27 11:53:58","2020-10-27 11:53:58","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","CGLINP01","2020-11-19 21:27:46","2020-11-19 21:27:46","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","CGLINP01","2020-11-19 21:27:46","2020-11-19 21:27:46","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","CGLINP01","2020-11-19 21:27:46","2020-11-19 21:27:46","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","CGLINP01","2020-11-19 21:27:46","2020-11-19 21:27:46","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BKGOV","CGLINP01","2020-11-19 21:27:46","2020-11-19 21:27:46","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","CGLINP01","2020-11-19 21:27:46","2020-11-19 21:27:46","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","CGLINP01","2020-11-19 21:27:46","2020-11-19 21:27:46","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"GTS  ","CGLINP01","2020-11-19 21:27:46","2020-11-19 21:27:46","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","CGLINP01","2020-11-19 21:27:46","2020-11-19 21:27:46","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAM  ","CGLINP01","2020-11-19 21:27:46","2020-11-19 21:27:46","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","CGLINP01","2020-11-19 21:27:46","2020-11-19 21:27:46","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"LIQEU","CGLINP01","2020-11-19 21:27:46","2020-11-19 21:27:46","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","CESSMNG1","2020-10-05 15:33:17","2020-10-05 15:33:17","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","CESSMNG1","2020-10-05 15:33:17","2020-10-05 15:33:17","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","CESSMNG1","2020-10-05 15:33:17","2020-10-05 15:33:17","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","CESSMNG1","2020-10-05 15:33:17","2020-10-05 15:33:17","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"GTS  ","CESSMNG1","2020-10-05 15:33:17","2020-10-05 15:33:17","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","CESSMNG1","2020-10-05 15:33:17","2020-10-05 15:33:17","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","CESSMNG1","2020-10-05 15:33:17","2020-10-05 15:33:17","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BKGOV","CESSMNG1","2020-10-05 15:33:17","2020-10-05 15:33:17","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","CESSMNG1","2020-10-05 15:33:17","2020-10-05 15:33:17","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","CESSMNG1","2020-10-05 15:33:17","2020-10-05 15:33:17","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"TEST ","CESSMNG1","2020-10-05 15:33:17","2020-10-05 15:33:17","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"LIQEU","CESSMNG1","2020-10-05 15:33:17","2020-10-05 15:33:17","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","LUCASINC","2020-10-06 17:06:33","2020-10-06 17:06:33","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","LUCASINC","2020-10-06 17:06:33","2020-10-06 17:06:33","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","LUCASINC","2020-10-06 17:06:33","2020-10-06 17:06:33","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","LUCASINC","2020-10-06 17:06:33","2020-10-06 17:06:33","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","LUCASINC","2020-10-06 17:06:33","2020-10-06 17:06:33","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","LUCASINC","2020-10-06 17:06:33","2020-10-06 17:06:33","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","LUCASINC","2020-10-06 17:06:33","2020-10-06 17:06:33","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","LUCASINC","2020-10-06 17:06:33","2020-10-06 17:06:33","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","LIQSVR03","2020-10-08 08:49:25","2020-10-08 08:49:25","LIQSVR05","LIQSVR05","Y","N","Y","N"
"PRIEQ","LIQSVR03","2020-10-08 08:49:25","2020-10-08 08:49:25","LIQSVR05","LIQSVR05","Y","N","Y","N"
"CORPF","LIQSVR03","2020-10-08 08:49:25","2020-10-08 08:49:25","LIQSVR05","LIQSVR05","Y","N","Y","N"
"LIQEU","LIQSVR03","2020-10-08 08:49:25","2020-10-08 08:49:25","LIQSVR05","LIQSVR05","Y","N","Y","N"
"RELEN","LIQSVR03","2020-10-08 08:49:25","2020-10-08 08:49:25","LIQSVR05","LIQSVR05","Y","N","Y","N"
"BCF  ","LIQSVR03","2020-10-08 08:49:25","2020-10-08 08:49:25","LIQSVR05","LIQSVR05","Y","N","Y","N"
"DCM  ","LIQSVR03","2020-10-08 08:49:25","2020-10-08 08:49:25","LIQSVR05","LIQSVR05","Y","N","Y","N"
"SAM  ","LIQSVR03","2020-10-08 08:49:25","2020-10-08 08:49:25","LIQSVR05","LIQSVR05","Y","N","Y","N"
"PRFIN","LIQSVR03","2020-10-08 08:49:25","2020-10-08 08:49:25","LIQSVR05","LIQSVR05","Y","N","Y","N"
