"SWF_RID_SWIFT_BANK","SWF_CDE_SWIFT_BIC","SWF_NME_FULL","SWF_IND_ACTIVE","SWF_IND_MAY_DEACT","SWF_UID_REC_CREATE","SWF_UID_REC_UPDATE","SWF_TSP_REC_CREATE","SWF_TSP_REC_UPDATE","SWF_IND_HOST_BANK","SWF_TXT_BRN_INFO"
"42284569","RBABCH22    ","RBA-ZENTRALBANK","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:17:59","2005-08-04 12:17:59","N",""
"42284575","RBABCH22350 ","AMTSERSPARNISKASSE THUN","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:17:59","2005-08-04 12:17:59","N",""
"42284581","RBABCH22365 ","DC BANK DEPOSITO CASSA DER","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:17:59","2005-08-04 12:17:59","N",""
"42284587","RBABCH22830 ","LIENHARDT - PARTNERS PRIVATE BK LTD","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:17:59","2005-08-04 12:17:59","N",""
"42284592","RBBANPKA    ","RASTRIYA BANIJYA BANK","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:17:59","2005-08-04 12:17:59","N",""
"42284600","RBNKTTPX    ","REPUBLIC BANK LTD","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:00","2005-08-04 12:18:00","N",""
"42284606","RBOSAU2S    ","THE ROYAL BK OF SCOTLAND PLC AUST","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:00","2005-08-04 12:18:00","N",""
"42284611","RBOSBSN1    ","THE ROYAL BANK OF SCOTLAND (NASSAU)","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:00","2005-08-04 12:18:00","N",""
"42284618","RBOSGB2L    ","THE ROYAL BANK OF SCOTLAND PLC","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:00","2005-08-04 12:18:00","N",""
"42284624","RBOSGB2LTCM ","ROYAL BANK OF SCOTLAND FIN MKTS","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:00","2005-08-04 12:18:00","N",""
"42284629","RBOSGB2M    ","ROYAL BANK OF SCOTLAND PLC","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:00","2005-08-04 12:18:00","N",""
"42284635","RBOSGB2RTCM ","RBS FIN MKTS FXD INCOME - IRD OPS","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:00","2005-08-04 12:18:00","N",""
"42284641","RBOSGB2S    ","ROYAL BANK OF SCOTLAND PLC","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:00","2005-08-04 12:18:00","N",""
"42284647","RBOSGB3L    ","ROYAL BANK OF SCOTLAND CLS ACCOUNT","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:00","2005-08-04 12:18:00","N",""
"42284654","RBOSGRAA    ","ROYAL BANK OF SCOTLAND PLC","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:01","2005-08-04 12:18:01","N",""
"42284661","RBOSHKHX    ","ROYAL BK OF SCOTLAND PLC","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:01","2005-08-04 12:18:01","N",""
"42284667","RBOSIMD2    ","ISLE OF MAN BANK LTD","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:01","2005-08-04 12:18:01","N",""
"42284673","RBOSITMM    ","THE ROYAL BANK OF SCOTLAND MILAN","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:01","2005-08-04 12:18:01","N",""
"42284678","RBOSJESH    ","NATWEST OFFSHORE LTD","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:01","2005-08-04 12:18:01","N",""
"42284684","RBOSJESX    ","ROYAL BANK OF SCOTLAND INTL LTD","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:01","2005-08-04 12:18:01","N",""
"42285959","RZTIAT22    ","RAIFFEISEN-LANDESBANK TIROL AG","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:13","2005-08-04 12:18:13","N",""
"42285965","SAAIYESA    ","SABA ISLAMIC BANK","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:13","2005-08-04 12:18:13","N",""
"42285971","SABADE5S    ","SAAR BANK","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:13","2005-08-04 12:18:13","N",""
"42285978","SABBSARI    ","SAUDI BRITISH BANK","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:13","2005-08-04 12:18:13","N",""
"42285984","SABNESMM    ","SANTANDER CENTRAL HISPANO INVESTMT","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:13","2005-08-04 12:18:13","N",""
"42285990","SABNPTPX    ","BANCO SANTANDER DE NEGOCIOS","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:14","2005-08-04 12:18:14","N",""
"42285996","SABRRUMM    ","SBERBANK OF TE RUSSIAN FEDERATION","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:14","2005-08-04 12:18:14","N",""
"42286002","SABUDE6S    ","SABU SCHUH AND MARKETING GMBH","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:14","2005-08-04 12:18:14","N",""
"42286009","SADCRUM1    ","SAKHADIAMONDBANK COMMERCIAL BANK","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:14","2005-08-04 12:18:14","N",""
"42286014","SAFRBRSP    ","BANCO SAFRA S.A.","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:14","2005-08-04 12:18:14","N",""
"42286020","SAIBJPJT    ","SAITAMA RESONA BANK","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:14","2005-08-04 12:18:14","N",""
"42286026","SAINIDJA    ","BANK UFJ INDONESIA PT","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:14","2005-08-04 12:18:14","N",""
"42286051","SAKBJPJZ    ","SAIKYO BANK LTD.","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:14","2005-08-04 12:18:14","N",""
"42286057","SAKSDE55    ","SPARKASSE SAARBRUECKEN","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:14","2005-08-04 12:18:14","N",""
"42286063","SALADE55    ","LANDESBANK SAAR GIROZENTRALE","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:14","2005-08-04 12:18:14","N",""
"42286069","SALBIT33    ","BANCA 121","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:14","2005-08-04 12:18:14","N",""
"42286075","SALLDK22    ","SALLING BANK","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:14","2005-08-04 12:18:14","N",""
"42286083","SAMBGB2L    ","SAMBA FINANCIAL GROUP","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:14","2005-08-04 12:18:14","N",""
"42286089","SAMBSARI    ","SAMBA FINANCIAL GROUP","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:14","2005-08-04 12:18:14","N",""
"42286095","SAMBSARIACS ","SAMBA FINANCIAL GROUP","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:14","2005-08-04 12:18:14","N",""
"42286101","SAMBSARIJCS ","SAMBA FINANCIAL GROUP","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:14","2005-08-04 12:18:14","N",""
"42286106","SANCCAT1    ","UFJ BANK CANADA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:15","2005-08-04 12:18:15","N",""
"42286112","SANTBRSP    ","BANCO SANTOS S.A.","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:15","2005-08-04 12:18:15","N",""
"42286118","SANWAU2S    ","UFJ AUSTRALIA LIMITED","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:15","2005-08-04 12:18:15","N",""
"42286124","SANWCHZ1    ","UFJ BANK (SCHWEIZ) AG","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:15","2005-08-04 12:18:15","N",""
"42286130","SANWCNBD    ","UFJ BANK LTD","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:15","2005-08-04 12:18:15","N",""
"42286137","SANWCNBJ    ","UFJ BANK LTD","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:15","2005-08-04 12:18:15","N",""
"42286143","SANWCNBS    ","UFJ BANK LTD","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:15","2005-08-04 12:18:15","N",""
"42286149","SANWCNBT    ","UFJ BANK LIMITED","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:15","2005-08-04 12:18:15","N",""
"42286154","SANWCNSH    ","UFJ BANK LTD","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:15","2005-08-04 12:18:15","N",""
"42286160","SANWDEDX    ","UFJ BANK LTD DUSSELDORF","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:15","2005-08-04 12:18:15","N",""
"42286165","SANWGB2L    ","UFJ BANK LTD LONDON","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:15","2005-08-04 12:18:15","N",""
"42286171","SANWHKHH    ","UFJ BANK LTD HONG KONG","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:15","2005-08-04 12:18:15","N",""
"42286177","SANWINDD    ","UFJ BANK LIMITED","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:15","2005-08-04 12:18:15","N",""
"42286183","SANWJPJT    ","UFJ BANK LIMITED","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:15","2005-08-04 12:18:15","N",""
"42286190","SANWKRSE    ","UFJ BANK LTD SEOUL","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:15","2005-08-04 12:18:15","N",""
"42286196","SANWSGSX    ","UFJ BANK LTD SINGAPORE","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:15","2005-08-04 12:18:15","N",""
"42286201","SANWTWTP    ","UFJ BANK LTD TAIPEI","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:16","2005-08-04 12:18:16","N",""
"42286207","SANWVNV1    ","UFJ BANK LTD","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:16","2005-08-04 12:18:16","N",""
"42286212","SAPBJPJP    ","THE SAPPORO BANK LTD","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:16","2005-08-04 12:18:16","N",""
"42286218","SARACHBB    ","BANK SARASIN AND CO. LTD","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:16","2005-08-04 12:18:16","N",""
"42286224","SARACHBBZRH ","SARASIN (A) - CIE","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:16","2005-08-04 12:18:16","N",""
"42286229","SARALULL    ","BANK SARASIN BENELUX S.A","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:16","2005-08-04 12:18:16","N",""
"42286235","SARDIT3S    ","BANCO DI SARDEGNA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:16","2005-08-04 12:18:16","N",""
"42286242","SARFFRPP    ","BANQUE SARADAR FRANCE SA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:16","2005-08-04 12:18:16","N",""
"42286248","SASIUS3N    ","SWISS AMERICAN SECURITIES INC","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:16","2005-08-04 12:18:16","N",""
"42286254","SAUDPKKA    ","SAUDI PAK COMMERCIAL BANK LTD","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:16","2005-08-04 12:18:16","N",""
"42286260","SAVICAM1    ","SAVINGS - INVESTMENT TRUST","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:16","2005-08-04 12:18:16","N",""
"42286265","SBAACY2I    ","BANQUE SBA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:16","2005-08-04 12:18:16","N",""
"42286271","SBAAFRPP    ","BANQUE SBA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:16","2005-08-04 12:18:16","N",""
"42286277","SBARNSHR001 ","CITIGROUP GLOBAL MARKETS INC","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:16","2005-08-04 12:18:16","N",""
"42286282","SBARNSHR002 ","CITIGROUP GLOBAL MARKETS INC","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:17","2005-08-04 12:18:17","N",""
"42286288","SBARNSHR003 ","CITIGROUP GLOBAL MARKETS INC","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:17","2005-08-04 12:18:17","N",""
"42330005","SBARNSHR004 ","CITIGROUP GLOBAL MKTS","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:17","2005-08-04 12:18:17","N",""
"42330047","SBARNSHR005 ","CITIGROUP GLOBAL MKTS INC OUTGOING","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:17","2005-08-04 12:18:17","N",""
"42330054","SBARNSHR006 ","CITIGROUP GLOBAL MKTS INC","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:17","2005-08-04 12:18:17","N",""
"42330413","SBARNSHR007 ","SMITH BARNEY INC. COUPON COLL","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:17","2005-08-04 12:18:17","N",""
"42330420","SBARNSHR008 ","SMITH BARNEY INC","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:17","2005-08-04 12:18:17","N",""
"42330427","SBARNSHR009 ","CITIGROUP GLOBAL MARKETS INC.","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:17","2005-08-04 12:18:17","N",""
"42330435","SBARNSHR011 ","CITIGROUP GLOBAL MARKETS INC.","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:17","2005-08-04 12:18:17","N",""
"42330441","SBARNSHR012 ","CITIGROUP GLOBAL MARKETS INC SPECIA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:17","2005-08-04 12:18:17","N",""
"42330447","SBARNSHR013 ","CITIGROUP GLOBAL MARKETS INC","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:17","2005-08-04 12:18:17","N",""
"42330453","SBARNSHR014 ","CITIGROUP GLOBAL MARKETS HOLDINGS","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:17","2005-08-04 12:18:17","N",""
"42330459","SBARNSHR016 ","SALOMON SMITH BARNEY INC","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:17","2005-08-04 12:18:17","N",""
"42330465","SBARNSHR017 ","CITIGROUP GLOBAL MARKETS INC","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:17","2005-08-04 12:18:17","N",""
"42330472","SBARNSHR018 ","SALOMON SMITH BARNEY INC","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:18","2005-08-04 12:18:18","N",""
"42330478","SBARNSHR019 ","CITIGROUP GLOBAL MARKETS HLDGS INC","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:18","2005-08-04 12:18:18","N",""
"42330484","SBARNSHR020 ","SALOMON SMITH BARNEY INC EUROPE LTD","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:18","2005-08-04 12:18:18","N",""
"42330492","SBARNSHR021 ","SALOMON SMITH BARNEY INC COMMERCIAL","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:18","2005-08-04 12:18:18","N",""
"42330498","SBARNSHR022 ","CITIGROUP GLOBAL MARKETS INC.","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:18","2005-08-04 12:18:18","N",""
"42330504","SBARNSHR023 ","SALOMON SMITH BARNEY INC","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:18","2005-08-04 12:18:18","N",""
"42330510","SBARNSHR025 ","CITIGROUP GLOBAL MARKETS (PUERTO","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:18","2005-08-04 12:18:18","N",""
"42330550","SBARNSHR026 ","SALOMON SMITH BARNEY INC","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:18","2005-08-04 12:18:18","N",""
"42330556","SBARNSHR027 ","SALOMON SMITH BARNEY INC","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:18","2005-08-04 12:18:18","N",""
"42330563","SBARNSHR029 ","CITIGROUP GLOBAL MARKETS HOLDINGS","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:18","2005-08-04 12:18:18","N",""
"42330569","SBARNSHR030 ","CITIGROUP GLOBAL MARKETS INC","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:18","2005-08-04 12:18:18","N",""
"42330575","SBARNSHR031 ","CITIGROUP FINANCIAL PRODUCTS INC","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:18","2005-08-04 12:18:18","N",""
"42330583","SBARNSHR032 ","CITIGROUP FINANCIAL PRODUCTS INC","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:18","2005-08-04 12:18:18","N",""
"42330589","SBARNSHR034 ","CITIGROUP FINANCIAL PRODUCTS INC","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:18","2005-08-04 12:18:18","N",""
"42330601","SBARNSHR048 ","CITIGROUP GLOBAL MARKETS INC","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:18","2005-08-04 12:18:18","N",""
"42330606","SBARNSHR049 ","CITIGROUP GLOBAL MARKETS REALTY COR","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:19","2005-08-04 12:18:19","N",""
"42330612","SBARNSHR050 ","CITIGROUP GLOBAL MARKETS INC. (DIV)","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:19","2005-08-04 12:18:19","N",""
"42330618","SBARNSHR051 ","CITIGROUP GLOBAL MARKETS INC-USD","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:19","2005-08-04 12:18:19","N",""
"42330624","SBARNSHR052 ","CITICORP SECURITIES SERVICES","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:19","2005-08-04 12:18:19","N",""
"42330629","SBARNSHR053 ","SCHRODER - CO. INC.","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:19","2005-08-04 12:18:19","N",""
"42330637","SBARNSHR054 ","SCHRODER - CO. INC.(PAIB) SPECIAL","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:19","2005-08-04 12:18:19","N",""
"42330643","SBARNSHR055 ","SCHRODER - CO. INC.","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:19","2005-08-04 12:18:19","N",""
"42330649","SBARNSHR058 ","SCHRODER - CO","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:19","2005-08-04 12:18:19","N",""
"42330655","SBARNSHR059 ","SCHRODER - CO INC","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:19","2005-08-04 12:18:19","N",""
"42330661","SBARNSHR060 ","SCHRODER - COMPANY INC","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:19","2005-08-04 12:18:19","N",""
"42330666","SBARNSHR065 ","SWAPCO REHYPOTHECATION","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:19","2005-08-04 12:18:19","N",""
"42330672","SBARNSHR066 ","THE GENEVA COMPANIES INC AFFILIATE","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:19","2005-08-04 12:18:19","N",""
"42330678","SBARNSHR067 ","THE GENEVA COMPANIES INC SPECIAL","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:19","2005-08-04 12:18:19","N",""
"42330684","SBARNSHR068 ","SB FUNDING CORP PROPRIETARY CASH AC","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:19","2005-08-04 12:18:19","N",""
"42330691","SBARNSHR069 ","SFJV-2002-1 LLC DDA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:19","2005-08-04 12:18:19","N",""
"42330697","SBARNSHR070 ","SFJV-2002-1 LLC-RESERVE ACCOUNT","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:20","2005-08-04 12:18:20","N",""
"42330703","SBARNSHR071 ","SBJV LLC-OPERATING ACCOUNT","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:20","2005-08-04 12:18:20","N",""
"42330708","SBARNSHR074 ","SFJV-2004-1","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:20","2005-08-04 12:18:20","N",""
"42330714","SBARNSHR075 ","SFJV-2004-1","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:20","2005-08-04 12:18:20","N",""
"42330720","SBARNSHR076 ","SFJV-2004-B","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:20","2005-08-04 12:18:20","N",""
"42330725","SBARNSHR077 ","CITIGROUP COMMERCIAL MORTGAGE","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:20","2005-08-04 12:18:20","N",""
"42330731","SBARNSHR078 ","REO MANAGEMENT 2004 INC","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:20","2005-08-04 12:18:20","N",""
"42330737","SBARNSHR079 ","REO MGMT 2002 INC OPERATING ACCT","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:20","2005-08-04 12:18:20","N",""
"42330744","SBARNSHR080 ","CGMI OPERATING CASH ACCOUNT","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:20","2005-08-04 12:18:20","N",""
"42330750","SBARNSHR086 ","EPHRIAM S HOROWITZ","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:20","2005-08-04 12:18:20","N",""
"42330756","SBBARUMM    ","SOBINBANK","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:20","2005-08-04 12:18:20","N",""
"42330762","SBBJINBB001 ","STATE BANK OF BIKANER - JAIPUR","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:20","2005-08-04 12:18:20","N",""
"42330767","SBCESI2X    ","BANKA CELJE D.D.","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:20","2005-08-04 12:18:20","N",""
"42330773","SBCLINBB    ","SBI COMMERCIAL - INT'L BANK LTD","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:20","2005-08-04 12:18:20","N",""
"42330779","SBFETM22    ","STATE BANK FOR FOREIGN ECONOMIC","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:20","2005-08-04 12:18:20","N",""
"42330784","SBGSAT2S    ","SALZBURGER SPARKASSE BANK AG","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:20","2005-08-04 12:18:20","N",""
"42330790","SBHYINBB    ","STATE BANK OF HYDERABAD","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:21","2005-08-04 12:18:21","N",""
"42330813","SBHYINBB001 ","STATE BANK OF HYDERABAD","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:21","2005-08-04 12:18:21","N",""
"42330825","SBHYINBB002 ","STATE BANK OF HYDERABAD","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:21","2005-08-04 12:18:21","N",""
"42330837","SBHYINBB004 ","STATE BANK OF HYDERABAD","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:21","2005-08-04 12:18:21","N",""
"42330850","SBICCDKX    ","STANBIC BANK CONGO SARL","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:21","2005-08-04 12:18:21","N",""
"42330862","SBICGHAC    ","STANBIC BANK GHANA LTD","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:21","2005-08-04 12:18:21","N",""
"42330874","SBICIMDX    ","STANDARD BANK ISLE OF MAN LIMITED","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:21","2005-08-04 12:18:21","N",""
"42330885","SBICJESH    ","STANDARD BANK CHANNEL ISLANDS LTD","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:21","2005-08-04 12:18:21","N",""
"42330898","SBICKENX    ","STANBIC BANK KENYA LTD","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:21","2005-08-04 12:18:21","N",""
"42330908","SBICLSMX    ","STANBIC BANK LESOTHO LTD.","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:21","2005-08-04 12:18:21","N",""
"42330924","SBICMUMU    ","STANDARD BANK (MAURITIUS)","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:21","2005-08-04 12:18:21","N",""
"42330934","SBICNGLX    ","STANBIC MERCHANT BANK OF","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:21","2005-08-04 12:18:21","N",""
"42330946","SBICSZMX    ","STANBIC BANK SWAZILAND LTD","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:21","2005-08-04 12:18:21","N",""
"42330956","SBICTZTX    ","STANBIC BANK TANZANIA LTD","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:21","2005-08-04 12:18:21","N",""
"42330966","SBICUGKX    ","STANBIC BANK UGANDA LIMITED","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:21","2005-08-04 12:18:21","N",""
"42330977","SBICZMLX    ","STANBIC BANK ZAMBIA LTD","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:22","2005-08-04 12:18:22","N",""
"42330988","SBICZWHX    ","STANBIC BANK ZIMBABWE LTD","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:22","2005-08-04 12:18:22","N",""
"42331000","SBINAU2S    ","STATE BANK OF INDIA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:22","2005-08-04 12:18:22","N",""
"42331011","SBINBDDH    ","STATE BANK OF INDIA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:22","2005-08-04 12:18:22","N",""
"42331026","SBINBE2X    ","STATE BANK OF INDIA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:22","2005-08-04 12:18:22","N",""
"42331037","SBINBHBM    ","STATE BANK OF INDIA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:22","2005-08-04 12:18:22","N",""
"42331048","SBINCATX    ","STATE BANK OF INDIA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:22","2005-08-04 12:18:22","N",""
"42331058","SBINDEFF    ","STATE BANK OF INDIA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:22","2005-08-04 12:18:22","N",""
"42331068","SBINFRPP    ","STATE BANK OF INDIA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:22","2005-08-04 12:18:22","N",""
"42331078","SBINGB2L    ","STATE BANK OF INDIA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:22","2005-08-04 12:18:22","N",""
"42331087","SBINHKHH    ","STATE BANK OF INDIA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:22","2005-08-04 12:18:22","N",""
"42331098","SBININBB    ","STATE BANK OF INDIA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:22","2005-08-04 12:18:22","N",""
"42331108","SBININBB102 ","STATE BANK OF INDIA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:22","2005-08-04 12:18:22","N",""
"42331120","SBININBB103 ","STATE BANK OF INDIA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:22","2005-08-04 12:18:22","N",""
"42331131","SBININBB104 ","STATE BANK OF INDIA","Y","Y","LS2BATCH","LS2BATCH","2005-08-04 12:18:22","2005-08-04 12:18:22","N",""
