"PRF_RID_RMTNC","PRF_RID_OWNER","PRF_CID_CUSTOMER","PRF_RID_SVC_GROUP","PRF_CDE_ROLE","PRF_UID_REC_UPDATE","PRF_UID_REC_CREATE","PRF_TSP_REC_UPDATE","PRF_TSP_REC_CREATE","PRF_TXT_FROM_STRNG","PRF_TXT_TO_STRNG","PRF_IND_TX_WTH_REQ","PRF_PCT_TX_WTHHLD","PRF_CDE_OWNER_TYPE","PRF_IND_FPML_ENBLD","PRF_CDE_BRANCH"
"??EJTAIM","??EJTAHW","AMDPAOVM","@*DZF8KQ","AGENT","DANUSR01","DANUSR01","2020-11-17 21:20:08","2020-11-17 21:20:08","","","N","0","DEA  ","N",""
"XEEJUMFA","XEEJUMEP","AMDPAOVM","@*DZF8KU","AGENT","KIDUENAS","KIDUENAS","2020-11-18 14:36:29","2020-11-18 14:36:29","","","N","0","DEA  ","N",""
"-FEJVGHR","-FEJVGH8","?ZE4CIA6","7NE4CQON","BORR ","KDINPUT ","KDINPUT ","2020-11-19 02:19:25","2020-11-19 02:19:25","","","N","0","DEA  ","N",""
"-FEJVGI4","-FEJVGH8","AMDPAOVM","@*DZF8KQ","AGENT","KDINPUT ","KDINPUT ","2020-11-19 02:21:16","2020-11-19 02:21:16","","","N","0","DEA  ","N",""
"-(EJVI41","-FEJVGH8","AMDPAOVM","@*DZF8KS","BENEF","KDINPUT ","KDINPUT ","2020-11-19 02:56:30","2020-11-19 02:56:30","","","N","0","DEA  ","N",""
":VEJWWK4",":VEJWWJO","J5E4FAXX","J5E4FAZ1","BORR ","INPALN01","INPALN01","2020-11-19 20:12:30","2020-11-19 20:12:30","","","N","0","DEA  ","N",""
":VEJWWKC",":VEJWWJO","J5E4FAZF","J5E4FB05","BORR ","INPALN01","INPALN01","2020-11-19 20:14:23","2020-11-19 20:14:23","","","N","0","DEA  ","N",""
":VEJWWKL",":VEJWWJO","3FE4FBRS","3FE4FBSR","BORR ","INPALN01","INPALN01","2020-11-19 20:16:17","2020-11-19 20:16:17","","","N","0","DEA  ","N",""
"QKEJWY4E","QKEJWY3Y","J5E4FAXX","J5E4FAZ1","BORR ","INPALN01","INPALN01","2020-11-19 21:40:07","2020-11-19 21:40:07","","","N","0","DEA  ","N",""
"QKEJWY4M","QKEJWY3Y","J5E4FAZF","J5E4FB05","BORR ","INPALN01","INPALN01","2020-11-19 21:42:19","2020-11-19 21:42:19","","","N","0","DEA  ","N",""
"QKEJWY4V","QKEJWY3Y","3FE4FBRS","3FE4FBSR","BORR ","INPALN01","INPALN01","2020-11-19 21:44:29","2020-11-19 21:44:29","","","N","0","DEA  ","N",""
"QKEJWY4Z","QKEJWY3Y","AMDPAOVM","@*DZF8KQ","AGENT","INPALN01","INPALN01","2020-11-19 21:46:49","2020-11-19 21:46:49","","","N","0","DEA  ","N",""
"*VEK3GJJ","*VEK3GJ3","J5E4FAXX","J5E4FAZ1","BORR ","INPALN01","INPALN01","2020-11-23 09:12:31","2020-11-23 09:12:31","","","N","0","DEA  ","N",""
"*VEK3GJR","*VEK3GJ3","J5E4FAZF","J5E4FB05","BORR ","INPALN01","INPALN01","2020-11-23 09:14:06","2020-11-23 09:14:06","","","N","0","DEA  ","N",""
"*VEK3GK0","*VEK3GJ3","3FE4FBRS","3FE4FBSR","BORR ","INPALN01","INPALN01","2020-11-23 09:15:43","2020-11-23 09:15:43","","","N","0","DEA  ","N",""
"*VEK3GK4","*VEK3GJ3","AMDPAOVM","@*DZF8KQ","AGENT","INPALN01","INPALN01","2020-11-23 09:17:36","2020-11-23 09:17:36","","","N","0","DEA  ","N",""
"**EK3I3H","**EK3I31","J5E4FAXX","J5E4FAZ1","BORR ","INPALN01","INPALN01","2020-11-23 10:13:39","2020-11-23 10:13:39","","","N","0","DEA  ","N",""
"**EK3I3P","**EK3I31","J5E4FAZF","J5E4FB05","BORR ","INPALN01","INPALN01","2020-11-23 10:15:19","2020-11-23 10:15:19","","","N","0","DEA  ","N",""
"**EK3I3Y","**EK3I31","3FE4FBRS","3FE4FBSR","BORR ","INPALN01","INPALN01","2020-11-23 10:17:00","2020-11-23 10:17:00","","","N","0","DEA  ","N",""
"**EK3I42","**EK3I31","AMDPAOVM","@*DZF8KQ","AGENT","INPALN01","INPALN01","2020-11-23 10:19:10","2020-11-23 10:19:10","","","N","0","DEA  ","N",""
"!OEK3UZ0","!OEK3UYL","P=E6K597","K0E9B6IG","BORR ","INPRON01","INPRON01","2020-11-23 14:56:44","2020-11-23 14:56:44","","","N","0","DEA  ","N",""
"A+EK3UEW","A+EK3U68","AMDPAOVM","@*DZF8KQ","AGENT","INPALN01","INPALN01","2020-11-23 15:17:06","2020-11-23 15:17:06","","","N","0","DEA  ","N",""
"PUEK43N9","PUEK43MQ","?ZE4CIA6","7NE4CQON","BORR ","KDINPUT ","KDINPUT ","2020-11-23 17:33:24","2020-11-23 17:33:24","","","N","0","DEA  ","N",""
"PUEK43NM","PUEK43MQ","AMDPAOVM","@*DZF8KQ","AGENT","KDINPUT ","KDINPUT ","2020-11-23 17:35:02","2020-11-23 17:35:02","","","N","0","DEA  ","N",""
"P.EK42Z8","P.EK42TY","J5E4FAXX","J5E4FAZ1","BORR ","INPAMT01","INPAMT01","2020-11-23 18:22:14","2020-11-23 18:22:14","","","N","0","DEA  ","N",""
"P.EK432T","P.EK42TY","AMDPAOVM","@*DZF8KU","AGENT","INPAMT01","INPAMT01","2020-11-23 18:24:20","2020-11-23 18:24:20","","","N","0","DEA  ","N",""
"FFEK5EFU","FFEK5EFE","J5E4FAXX","J5E4FAZ1","BORR ","INPALN01","INPALN01","2020-11-24 11:04:19","2020-11-24 11:04:19","","","N","0","DEA  ","N",""
"FFEK5EFY","FFEK5EFE","AMDPAOVM","@*DZF8KQ","AGENT","INPALN01","INPALN01","2020-11-24 11:06:29","2020-11-24 11:06:29","","","N","0","DEA  ","N",""
"ZAEK5JCR","ZAEK5JCA","J5E4FAXX","J5E4FAZ1","BORR ","INPAMT01","INPAMT01","2020-11-24 12:57:12","2020-11-24 12:57:12","","","N","0","DEA  ","N",""
"FQEK5J46","FQEK5IZJ","J5E4FAXX","J5E4FAZ1","BORR ","INPALN01","INPALN01","2020-11-24 13:08:30","2020-11-24 13:08:30","","","N","0","DEA  ","N",""
"FQEK5J83","FQEK5IZJ","AMDPAOVM","@*DZF8KQ","AGENT","INPALN01","INPALN01","2020-11-24 13:10:50","2020-11-24 13:10:50","","","N","0","DEA  ","N",""
"Z1EK5LK7","ZAEK5JCA","(KE4Q19S","M.EFIAQS","INVR ","MGRRON01","MGRRON01","2020-11-24 13:45:31","2020-11-24 13:45:31","","","N","0","DEA  ","N",""
"ZMEK5MIR","ZMEK5MC4","J5E4FAXX","J5E4FAZ1","BORR ","INPALN01","INPALN01","2020-11-24 14:22:22","2020-11-24 14:22:22","","","N","0","DEA  ","N",""
"ZMEK5MOM","ZMEK5MC4","AMDPAOVM","@*DZF8KQ","AGENT","INPALN01","INPALN01","2020-11-24 14:25:44","2020-11-24 14:25:44","","","N","0","DEA  ","N",""
"Z7EK5PCY","Z7EK5P7F","J5E4FAXX","J5E4FAZ1","BORR ","INPALN01","INPALN01","2020-11-24 15:23:30","2020-11-24 15:23:30","","","N","0","DEA  ","N",""
"Z7EK5PHR","Z7EK5P7F","AMDPAOVM","@*DZF8KQ","AGENT","INPALN01","INPALN01","2020-11-24 15:26:19","2020-11-24 15:26:19","","","N","0","DEA  ","N",""
"Z5EK5S5M","Z5EK5S00","J5E4FAXX","J5E4FAZ1","BORR ","INPALN01","INPALN01","2020-11-24 16:23:58","2020-11-24 16:23:58","","","N","0","DEA  ","N",""
"Z5EK5SAH","Z5EK5S00","AMDPAOVM","@*DZF8KQ","AGENT","INPALN01","INPALN01","2020-11-24 16:26:46","2020-11-24 16:26:46","","","N","0","DEA  ","N",""
"9)EK5U7W","9)EK5U7D","?ZE4CIA6","7NE4CQON","BORR ","KDINPUT ","KDINPUT ","2020-11-24 16:54:53","2020-11-24 16:54:53","","","N","0","DEA  ","N",""
"9)EK5U89","9)EK5U7D","AMDPAOVM","@*DZF8KQ","AGENT","KDINPUT ","KDINPUT ","2020-11-24 16:56:28","2020-11-24 16:56:28","","","N","0","DEA  ","N",""
"93EK5VSE","9)EK5U7D","AMDPAOVM","@*DZF8KS","BENEF","KDINPUT ","KDINPUT ","2020-11-24 17:28:15","2020-11-24 17:28:15","","","N","0","DEA  ","N",""
"9EEK5WGF","9EEK5WDW","P=E6K597","K0E9B6IG","BORR ","SKOUSR01","SKOUSR01","2020-11-24 17:56:31","2020-11-24 17:56:31","","","N","0","DEA  ","N",""
"9XEK601Y","9HEK5XPY","AMDPAOVM","@*DZF8KS","BENEF","KDINPUT ","KDINPUT ","2020-11-24 18:59:54","2020-11-24 18:59:54","","","N","0","DEA  ","N",""
"9HEK5XSY","9HEK5XPY","?ZE4CIA6","7NE4CQON","BORR ","KDINPUT ","KDINPUT ","2020-11-24 18:25:48","2020-11-24 18:25:48","","","N","0","DEA  ","N",""
"9*EK61KX","9*EK61KE","?ZE4CIA6","7NE4CQON","BORR ","KDINPUT ","KDINPUT ","2020-11-24 19:34:51","2020-11-24 19:34:51","","","N","0","DEA  ","N",""
"9MEK5ZRP","9MEK5ZRA","P=E6K597","K0E9B6IG","BORR ","SHINPAU0","SHINPAU0","2020-11-24 18:06:28","2020-11-24 18:06:28","","","N","0","DEA  ","N",""
"9MEK5ZRW","9MEK5ZRA","AMDPAOVM","@*DZF8KQ","AGENT","SHINPAU0","SHINPAU0","2020-11-24 18:09:25","2020-11-24 18:09:25","","","N","0","DEA  ","N",""
"9HEK5XW4","9HEK5XPY","AMDPAOVM","@*DZF8KQ","AGENT","KDINPUT ","KDINPUT ","2020-11-24 18:27:32","2020-11-24 18:27:32","","","N","0","DEA  ","N",""
"9EEK5YBE","9EEK5YAZ","P=E6K597","K0E9B6IG","BORR ","SKOUSR01","SKOUSR01","2020-11-24 18:31:02","2020-11-24 18:31:02","","","N","0","DEA  ","N",""
"9EEK5YBL","9EEK5YAZ","AMDPAOVM","@*DZF8KQ","AGENT","SKOUSR01","SKOUSR01","2020-11-24 18:33:02","2020-11-24 18:33:02","","","N","0","DEA  ","N",""
")7EK65NS",")7EK65ND","P=E6K597","K0E9B6IG","BORR ","INPCESS1","INPCESS1","2020-11-24 21:13:37","2020-11-24 21:13:37","","","N","0","DEA  ","N",""
"9*EK61LA","9*EK61KE","AMDPAOVM","@*DZF8KQ","AGENT","KDINPUT ","KDINPUT ","2020-11-24 19:36:43","2020-11-24 19:36:43","","","N","0","DEA  ","N",""
")(EK63AJ","9*EK61KE","AMDPAOVM","@*DZF8KS","BENEF","KDINPUT ","KDINPUT ","2020-11-24 20:11:03","2020-11-24 20:11:03","","","N","0","DEA  ","N",""
"99EK61LQ","99EK61EX","J5E4FAXX","J5E4FAZ1","BORR ","INPALN01","INPALN01","2020-11-24 19:48:08","2020-11-24 19:48:08","","","N","0","DEA  ","N",""
"99EK61RM","99EK61EX","AMDPAOVM","@*DZF8KQ","AGENT","INPALN01","INPALN01","2020-11-24 19:51:34","2020-11-24 19:51:34","","","N","0","DEA  ","N",""
")REK657K",")REK64YJ","J5E4FAXX","J5E4FAZ1","BORR ","INPALN01","INPALN01","2020-11-24 21:06:03","2020-11-24 21:06:03","","","N","0","DEA  ","N",""
")7EK65PA",")7EK65ND","AMDPAOVM","@*DZF8KQ","AGENT","INPCESS1","INPCESS1","2020-11-24 21:16:32","2020-11-24 21:16:32","","","N","0","DEA  ","N",""
")REK65DI",")REK64YJ","AMDPAOVM","@*DZF8KQ","AGENT","INPALN01","INPALN01","2020-11-24 21:09:36","2020-11-24 21:09:36","","","N","0","DEA  ","N",""
")IEK66WV",")IEK66WG","P=E6K597","K0E9B6IG","BORR ","INPCESS1","INPCESS1","2020-11-24 21:41:43","2020-11-24 21:41:43","","","N","0","DEA  ","N",""
")IEK6703",")IEK66WG","AMDPAOVM","@*DZF8KQ","AGENT","INPCESS1","INPCESS1","2020-11-24 21:44:27","2020-11-24 21:44:27","","","N","0","DEA  ","N",""
"L9EINMXK","L9EINMX5","P=E6K597","K0E9B6IG","BORR ","INPALN01","INPALN01","2020-10-26 09:28:01","2020-10-26 09:28:01","","","N","0","DEA  ","N",""
"L9EINMXU","L9EINMX5","AMDPAOVM","@*DZF8KQ","AGENT","INPALN01","INPALN01","2020-10-26 09:30:23","2020-10-26 09:30:23","","","N","0","DEA  ","N",""
"07EIPFN2","07EIPFMN","P=E6K597","K0E9B6IG","BORR ","INPRON01","INPRON01","2020-10-27 08:46:42","2020-10-27 08:46:42","","","N","0","DEA  ","N",""
"07EIPFN9","07EIPFMN","AMDPAOVM","@*DZF8KQ","AGENT","INPRON01","INPRON01","2020-10-27 08:47:56","2020-10-27 08:47:56","","","N","0","DEA  ","N",""
"07EIPFOF","07EIPFO0","P=E6K597","K0E9B6IG","BORR ","INPRON01","INPRON01","2020-10-27 09:06:11","2020-10-27 09:06:11","","","N","0","DEA  ","N",""
"07EIPFOM","07EIPFO0","AMDPAOVM","@*DZF8KQ","AGENT","INPRON01","INPRON01","2020-10-27 09:07:25","2020-10-27 09:07:25","","","N","0","DEA  ","N",""
"+0EIPNN3","+0EIPNMD","AMDPAOVM","@*DZF8KQ","AGENT","INPAMT01","INPAMT01","2020-10-27 12:06:27","2020-10-27 12:06:27","","","N","0","DEA  ","N",""
"@ZEITM3N","@ZEITM2X","FPE4MRNP","FPE4MSO6","AGENT","INPAMT01","INPAMT01","2020-10-29 15:28:03","2020-10-29 15:28:03","","","N","0","DEA  ","N",""
"CKEIU1J6","CKEIU1IO","JMEITF16","JNEITGWK","BORR ","INPAMT01","INPAMT01","2020-10-29 20:17:29","2020-10-29 20:17:29","","","N","0","DEA  ","N",""
"CKEIU1JE","CKEIU1IO","FPE4MRNP","FPE4MSO6","AGENT","INPAMT01","INPAMT01","2020-10-29 20:18:44","2020-10-29 20:18:44","","","N","0","DEA  ","N",""
";3EIU7PU",";3EIU7PC","CXEIU5IL",";8EIU7DZ","BORR ","INPAMT01","INPAMT01","2020-10-29 22:34:32","2020-10-29 22:34:32","","","N","0","DEA  ","N",""
";3EIU7Q2",";3EIU7PC","FPE4MRNP","FPE4MSO6","AGENT","INPAMT01","INPAMT01","2020-10-29 22:35:46","2020-10-29 22:35:46","","","N","0","DEA  ","N",""
"RBEIVA90","RBEIVA8I","CXEIU5IL",";8EIU7DZ","BORR ","INPAMT01","INPAMT01","2020-10-30 12:20:46","2020-10-30 12:20:46","","","N","0","DEA  ","N",""
"RBEIVA98","RBEIVA8I","FPE4MRNP","FPE4MSO6","AGENT","INPAMT01","INPAMT01","2020-10-30 12:21:57","2020-10-30 12:21:57","","","N","0","DEA  ","N",""
"6AEIVD5U","6AEIVD5F","P=E6K597","K0E9B6IG","BORR ","INPRON01","INPRON01","2020-10-30 13:30:30","2020-10-30 13:30:30","","","N","0","DEA  ","N",""
"M@EIVG8S","M@EIVG8A","CXEIU5IL",";8EIU7DZ","BORR ","INPAMT01","INPAMT01","2020-10-30 14:50:37","2020-10-30 14:50:37","","","N","0","DEA  ","N",""
"1:EJ2YIT","1:EJ2YIE","P=E6K597","K0E9B6IG","BORR ","INPRON01","INPRON01","2020-11-03 17:12:27","2020-11-03 17:12:27","","","N","0","DEA  ","N",""
"1:EJ2YJ0","1:EJ2YIE","AMDPAOVM","@*DZF8KQ","AGENT","INPRON01","INPRON01","2020-11-03 17:14:02","2020-11-03 17:14:02","","","N","0","DEA  ","N",""
"1LEJ30W7","1LEJ30VP","1-EJ2YO0","15EJ30J6","BORR ","INPAMT01","INPAMT01","2020-11-03 17:26:14","2020-11-03 17:26:14","","","N","0","DEA  ","N",""
"1LEJ30WF","1LEJ30VP","FPE4MRNP","FPE4MSO6","AGENT","INPAMT01","INPAMT01","2020-11-03 17:28:09","2020-11-03 17:28:09","","","N","0","DEA  ","N",""
"D)EJ4IS2","D)EJ4IPW","P=E6K597","K0E9B6IG","BORR ","INPRON01","INPRON01","2020-11-04 13:30:23","2020-11-04 13:30:23","","","N","0","DEA  ","N",""
"D#EJ4QSV","D#EJ4QSD","D6EJ4OKJ","D-EJ4QFT","BORR ","INPAMT01","INPAMT01","2020-11-04 14:49:35","2020-11-04 14:49:35","","","N","0","DEA  ","N",""
"71EJ7125","71EJ70ZI","HFEJ6T46","71EJ6ZCP","BORR ","INPAMT01","INPAMT01","2020-11-05 21:59:53","2020-11-05 21:59:53","","","N","0","DEA  ","N",""
"71EJ715H","71EJ70ZI","AMDPAOVM","@*DZF8KQ","AGENT","INPAMT01","INPAMT01","2020-11-05 22:02:15","2020-11-05 22:02:15","","","N","0","DEA  ","N",""
"71EJ71UW","71EJ71S8","HFEJ6T46","71EJ6ZCP","BORR ","INPAMT01","INPAMT01","2020-11-05 22:17:07","2020-11-05 22:17:07","","","N","0","DEA  ","N",""
"71EJ71YA","71EJ71S8","AMDPAOVM","@*DZF8KQ","AGENT","INPAMT01","INPAMT01","2020-11-05 22:19:32","2020-11-05 22:19:32","","","N","0","DEA  ","N",""
"NOEJ83MR","NOEJ83MC","P=E6K597","K0E9B6IG","BORR ","INPRON01","INPRON01","2020-11-06 11:11:22","2020-11-06 11:11:22","","","N","0","DEA  ","N",""
"NOEJ83MY","NOEJ83MC","AMDPAOVM","@*DZF8KQ","AGENT","INPRON01","INPRON01","2020-11-06 11:13:30","2020-11-06 11:13:30","","","N","0","DEA  ","N",""
"NWEJ88N0","NWEJ88MM","?ZE4CIA6","7NE4CQON","BORR ","CFRANCIS","CFRANCIS","2020-11-06 12:06:17","2020-11-06 12:06:17","","","N","0","DEA  ","N",""
"NWEJ88N8","NWEJ88MM","AMDPAOVM","@*DZF8KQ","AGENT","CFRANCIS","CFRANCIS","2020-11-06 12:08:28","2020-11-06 12:08:28","","","N","0","DEA  ","N",""
"-)EJ8LND","-)EJ8LMY","P=E6K597","K0E9B6IG","BORR ","INPRON01","INPRON01","2020-11-06 18:22:21","2020-11-06 18:22:21","","","N","0","DEA  ","N",""
"-)EJ8LPW","-)EJ8LMY","AMDPAOVM","@*DZF8KQ","AGENT","INPRON01","INPRON01","2020-11-06 18:25:05","2020-11-06 18:25:05","","","N","0","DEA  ","N",""
"#.EJ90UW","#.EJ90UF","HFEJ8UE1","#.EJ90U6","BORR ","INPAMT02","INPAMT02","2020-11-06 23:17:47","2020-11-06 23:17:47","","","N","0","DEA  ","N",""
"#.EJ958N","#.EJ956Y","P=E6K597","K0E9B6IG","BORR ","INPAMT02","INPAMT02","2020-11-07 01:26:42","2020-11-07 01:26:42","","","N","0","DEA  ","N",""
"#.EJ95AF","#.EJ956Y","AMDPAOVM","@*DZF8KQ","AGENT","INPAMT02","INPAMT02","2020-11-07 01:27:36","2020-11-07 01:27:36","","","N","0","DEA  ","N",""
"#.EJ95ZN","#.EJ95XY","P=E6K597","K0E9B6IG","BORR ","INPAMT02","INPAMT02","2020-11-07 01:42:54","2020-11-07 01:42:54","","","N","0","DEA  ","N",""
"#.EJ961H","#.EJ95XY","AMDPAOVM","@*DZF8KQ","AGENT","INPAMT02","INPAMT02","2020-11-07 01:43:50","2020-11-07 01:43:50","","","N","0","DEA  ","N",""
"B-EJDSQ4","B-EJDSPQ","P=E6K597","K0E9B6IG","BORR ","INPAMT02","INPAMT02","2020-11-09 12:28:10","2020-11-09 12:28:10","","","N","0","DEA  ","N",""
"B-EJDSQF","B-EJDSPQ","AMDPAOVM","@*DZF8KQ","AGENT","INPAMT02","INPAMT02","2020-11-09 12:29:02","2020-11-09 12:29:02","","","N","0","DEA  ","N",""
":SEJE7UV",":SEJE7UE","HFEJDN2Y",":REJE1E6","BORR ","INPRON02","INPRON02","2020-11-09 18:37:24","2020-11-09 18:37:24","","","N","0","DEA  ","N",""
":SEJE7V4",":SEJE7UE","AMDPAOVM","@*DZF8KQ","AGENT","INPRON02","INPRON02","2020-11-09 18:38:15","2020-11-09 18:38:15","","","N","0","DEA  ","N",""
":DEJEAC4",":DEJEA8F","P=E6K597","K0E9B6IG","BORR ","INPRON01","INPRON01","2020-11-09 20:05:09","2020-11-09 20:05:09","","","N","0","DEA  ","N",""
":DEJEAGD",":DEJEA8F","AMDPAOVM","@*DZF8KQ","AGENT","INPRON01","INPRON01","2020-11-09 20:07:42","2020-11-09 20:07:42","","","N","0","DEA  ","N",""
":VEJEE2P",":VEJEE29","$$EHNARP","A?EHQRTR","BORR ","CESSSUP1","CESSSUP1","2020-11-09 20:36:26","2020-11-09 20:36:26","","","N","0","DEA  ","N",""
":VEJEE2T",":VEJEE29","FPE4MRNP","FPE4MSO6","AGENT","CESSSUP1","CESSSUP1","2020-11-09 20:38:01","2020-11-09 20:38:01","","","N","0","DEA  ","N",""
":+EJEFSQ",":+EJEFS6","FPE4MRNP","FPE4MSO6","AGENT","CESSINP1","CESSINP1","2020-11-09 20:55:09","2020-11-09 20:55:09","","","N","0","DEA  ","N",""
"53EJELXR","53EJELXA","HFEJDN2Y",":REJE1E6","BORR ","INPRON02","INPRON02","2020-11-09 23:31:45","2020-11-09 23:31:45","","","N","0","DEA  ","N",""
"G(EJFE9N","G(EJFE5X","P=E6K597","K0E9B6IG","BORR ","INPRON01","INPRON01","2020-11-10 10:27:46","2020-11-10 10:27:46","","","N","0","DEA  ","N",""
"G(EJFEEA","G(EJFE5X","AMDPAOVM","@*DZF8KQ","AGENT","INPRON01","INPRON01","2020-11-10 10:30:36","2020-11-10 10:30:36","","","N","0","DEA  ","N",""
"0=EJFKB9","0=EJFKAS","HFEJ6T46","71EJ6ZCP","BORR ","INPAMT01","INPAMT01","2020-11-10 11:28:53","2020-11-10 11:28:53","","","N","0","DEA  ","N",""
"0=EJFKC1","0=EJFKBK","HFEJ6T46","71EJ6ZCP","BORR ","INPAMT01","INPAMT01","2020-11-10 11:36:05","2020-11-10 11:36:05","","","N","0","DEA  ","N",""
"0=EJFKC9","0=EJFKBK","AMDPAOVM","@*DZF8KQ","AGENT","INPAMT01","INPAMT01","2020-11-10 11:38:08","2020-11-10 11:38:08","","","N","0","DEA  ","N",""
"A@EJG3FN","A@EJG3F1","AMDPAOVM","@*DZF8KQ","AGENT","INPRON01","INPRON01","2020-11-10 18:19:15","2020-11-10 18:19:15","","","N","0","DEA  ","N",""
"!YEJGBYW","!YEJGBYH","P=E6K597","K0E9B6IG","BORR ","INPRON01","INPRON01","2020-11-10 21:29:28","2020-11-10 21:29:28","","","N","0","DEA  ","N",""
"!IEJGAC2","!IEJGAB6","AMDPAOVM","@*DZF8KQ","AGENT","KDINPUT ","KDINPUT ","2020-11-10 21:42:58","2020-11-10 21:42:58","","","N","0","DEA  ","N",""
"P)EJGD2L","P)EJGCZE","?ZE4CIA6","7NE4CQON","BORR ","KDINPUT ","KDINPUT ","2020-11-10 22:59:40","2020-11-10 22:59:40","","","N","0","DEA  ","N",""
"P)EJGD5V","P)EJGCZE","AMDPAOVM","@*DZF8KQ","AGENT","KDINPUT ","KDINPUT ","2020-11-10 23:01:25","2020-11-10 23:01:25","","","N","0","DEA  ","N",""
"!3EJGE9Y","!3EJGE78","HFEJDN2Y",":REJE1E6","BORR ","INPRON02","INPRON02","2020-11-10 23:25:31","2020-11-10 23:25:31","","","N","0","DEA  ","N",""
"PSEJGGJX","!3EJGE78","HFEJDN2Y",":REJE1E6","BENEF","INPRON02","INPRON02","2020-11-10 23:48:55","2020-11-10 23:48:55","","","N","0","DEA  ","N",""
"PHEJGGYZ","PHEJGGVP","HFEJ8RUQ","BUEJ9OL2","BORR ","JOBSUPER","JOBSUPER","2020-11-11 00:23:40","2020-11-11 00:23:40","","","N","0","DEA  ","N",""
"PHEJGH1W","PHEJGGVP","AMDPAOVM","@*DZF8KQ","AGENT","JOBSUPER","JOBSUPER","2020-11-11 00:25:25","2020-11-11 00:25:25","","","N","0","DEA  ","N",""
"4+EJGKG0","4+EJGKB0","AMDPAOVM","@*DZF8KQ","AGENT","DANUSR01","DANUSR01","2020-11-11 01:38:40","2020-11-11 01:38:40","","","N","0","DEA  ","N",""
"K9EJGNB3","K9EJGN7B","HFEJ8RUQ","BUEJ9OL2","BORR ","DANUSR01","DANUSR01","2020-11-11 02:40:39","2020-11-11 02:40:39","","","N","0","DEA  ","N",""
"UUEJH6NB","UUEJH6MT","HFEJ8RUQ","BUEJ9OL2","BORR ","DANUSR01","DANUSR01","2020-11-11 08:53:08","2020-11-11 08:53:08","","","N","0","DEA  ","N",""
"FIEJHGQO","FIEJHGQ7","HFEJ6T46","71EJ6ZCP","BORR ","INPAMT01","INPAMT01","2020-11-11 12:23:53","2020-11-11 12:23:53","","","N","0","DEA  ","N",""
"FIEJHGQW","FIEJHGQ7","AMDPAOVM","@*DZF8KQ","AGENT","INPAMT01","INPAMT01","2020-11-11 12:26:04","2020-11-11 12:26:04","","","N","0","DEA  ","N",""
"ZUEJHS9N","ZUEJHS93","J6EI07VT","ZUEJHS9H","BORR ","FOULISTR","FOULISTR","2020-11-11 14:09:36","2020-11-11 14:09:36","","","N","0","DEA  ","N",""
"ZUEJHS9S","ZUEJHS93","HFEJ4FCF","GTEJFNS2","AGENT","FOULISTR","FOULISTR","2020-11-11 14:10:50","2020-11-11 14:10:50","","","N","0","DEA  ","N",""
"9#EJHSC4","9#EJHSBP","P=E6K597","K0E9B6IG","BORR ","INPRON01","INPRON01","2020-11-11 16:10:50","2020-11-11 16:10:50","","","N","0","DEA  ","N",""
"9#EJHSCB","9#EJHSBP","AMDPAOVM","@*DZF8KQ","AGENT","INPRON01","INPRON01","2020-11-11 16:13:28","2020-11-11 16:13:28","","","N","0","DEA  ","N",""
"UUEJHROT","UUEJHRLW","HFEJ8RUQ","BUEJ9OL2","BORR ","DANUSR01","DANUSR01","2020-11-11 17:12:50","2020-11-11 17:12:50","","","N","0","DEA  ","N",""
"EAEJHV3K","EAEJHV2Y","AMDPAOVM","@*DZF8KQ","AGENT","INPRON01","INPRON01","2020-11-11 17:13:55","2020-11-11 17:13:55","","","N","0","DEA  ","N",""
"UUEJHRRL","UUEJHRLW","AMDPAOVM","@*DZF8KQ","AGENT","DANUSR01","DANUSR01","2020-11-11 17:14:30","2020-11-11 17:14:30","","","N","0","DEA  ","N",""
"(CEJLD93","(CEJLD74","P=E6K597","K0E9B6IG","BORR ","INPRON01","INPRON01","2020-11-13 15:51:50","2020-11-13 15:51:50","","","N","0","DEA  ","N",""
"(CEJLDEE","(CEJLD74","AMDPAOVM","@*DZF8KQ","AGENT","INPRON01","INPRON01","2020-11-13 15:55:02","2020-11-13 15:55:02","","","N","0","DEA  ","N",""
"M6EJQUDA","M6EJQU9C","?ZE4CIA6","7NE4CQON","BORR ","KIDUENAS","KIDUENAS","2020-11-16 14:49:58","2020-11-16 14:49:58","","","N","0","DEA  ","N",""
"UQEI91HU","UQEI91FA","?ZE4CIA6","7NE4CQON","BORR ","INPAMT01","INPAMT01","2020-10-18 13:39:47","2020-10-18 13:39:47","","","N","0","DEA  ","N",""
"UQEI91JW","UQEI91FA","AMDPAOVM","@*DZF8KQ","AGENT","INPAMT01","INPAMT01","2020-10-18 13:40:49","2020-10-18 13:40:49","","","N","0","DEA  ","N",""
"UQEI92BY","UQEI929Z","?ZE4CIA6","7NE4CQON","BORR ","INPAMT01","INPAMT01","2020-10-18 13:57:50","2020-10-18 13:57:50","","","N","0","DEA  ","N",""
"UQEI92E0","UQEI929Z","AMDPAOVM","@*DZF8KQ","AGENT","INPAMT01","INPAMT01","2020-10-18 13:58:53","2020-10-18 13:58:53","","","N","0","DEA  ","N",""
"ZEEI9URM","ZEEI9UR3","?ZE4CIA6","7NE4CQON","BORR ","INPAMT01","INPAMT01","2020-10-18 23:00:49","2020-10-18 23:00:49","","","N","0","DEA  ","N",""
