OST_RID_OUTSTANDNG,OST_NME_ALIAS,OST_CID_BORROWER,OST_PID_DEAL,OST_PID_FACILITY,OST_CDE_OUTSTD_TYP,OST_CDE_PRICE_OPT,OST_CDE_OBJ_STATE,OST_CDE_OB_ST_CTG,OST_TSP_REC_CREATE,OST_TSP_REC_UPDATE,OST_UID_REC_CREATE,OST_UID_REC_UPDATE,OST_AMT_BANK_GROSS,OST_AMT_BANK_NET,OST_IND_FLOAT_RATE,OST_IND_MATCH_FUND,OST_IND_HAS_RPR_DT,OST_CDE_PERF_STAT,OST_CDE_ENDTE_RULE,OST_IND_ACCRUABLE,OST_RTE_FC_RATE,OST_RTE_FC_HS_RATE,OST_AMT_FC_BNK_GRS,OST_AMT_FC_BNK_NET,OST_CDE_TRSRY_AREA,OST_CDE_RQST_CCY,OST_IND_AC_CF_ONLY,OST_AMT_FC_CURRENT,OST_CDE_CURRENCY,OST_CDE_LOAN_PURP,OST_DTE_REPRICING,OST_CDE_REPR_FREQ,OST_CDE_RISK_TYPE,OST_PID_SUBLIMIT,OST_DTE_EFFECTIVE,OST_AMT_ORIGINAL,OST_AMT_CURRENT,OST_CDE_ACR_PERIOD,OST_IND_AUTO_EXTND,OST_CDE_EXTENSION,OST_NUM_NOTIFICATN,OST_IND_REINSTATBL,OST_NUM_EXT_INCR,OST_DTE_EXPIRY_ENT,OST_DTE_EXPIRY_CLC,OST_DTE_EXPIRY_FNL,OST_CDE_SIC,OST_CDE_GL_CLASS,OST_IND_NOTF_RCVD,OST_IND_FACING_FEE,OST_IND_ISSUIN_FEE,OST_DTE_PAID_DOWN,OST_CDE_FRG_WTHHLD,OST_PCT_FRG_WTHHLD,OST_CDE_TAX_EXEMPT,OST_PCT_TAX_EXEMPT,OST_CDE_RAC_REPRIC,OST_CDE_SIC_CNTRY,OST_DTE_RAC_REPRIC,OST_CDE_ACT_ACR_RL,OST_RID_COLLAT_DEF,OST_IND_AC_SCD_BAL,OST_AMT_SCHED_BAL,OST_IND_AUTO_PREPF,OST_IND_BILL_BORR,OST_NUM_BILL_DAYS,OST_IND_DONT_PRNT,OST_IND_DONT_MAIL,OST_IND_BILL_MATR,OST_AMT_NACR_TLRNC,OST_PCT_NACR_TLRNC,OST_RID_LCHG_RULE,OST_CDE_OVERAGE_RL,OST_IND_SEPACRFEES,OST_IND_PMAT_INT,OST_IND_ANV_DTE_AP,OST_DTE_ANIVERSARY,OST_CDE_ANVDTE_EOM,OST_IND_INT_DUE_RP,OST_IND_SYNC_PC_RP,OST_DTE_ACT_REPRIC,OST_CDE_DEC_ROUND,OST_CDE_FRAC_ROUND,OST_CDE_DEC_PRECN,OST_CDE_FRAC_IRATE,OST_CDE_RAP_MTHD,OST_IND_INC_XMLBIL,OST_CDE_UNSCHP_MTH,OST_IND_CARE_OF,OST_AMT_PREP_FEE,OST_IND_TEMP_PYMT,OST_CDE_PLEDGE,OST_AMT_ADJBAL,OST_AMT_BASE_DISC,OST_AMT_SCH_DISC,OST_CDE_CON_BIL_OP,OST_CDE_F_ACR_CUR,OST_CDE_GRACE_CAL,OST_CDE_OWNER_TYPE,OST_CDE_PSD_IT_TYP,OST_CDE_STDTE_RULE,OST_CDE_STMT_FREQ,OST_DTE_ART_SET,OST_DTE_CDS_NEXT,OST_DTE_EOC_DDLPI,OST_DTE_EOM_DDLPI,OST_DTE_FFPMT_EFF,OST_DTE_FX_RATE,OST_DTE_IFPMT_EFF,OST_DTE_INTENT,OST_DTE_NOTE,OST_DTE_RATE_SETT,OST_IND_AUTO_GEN,OST_IND_AUTO_OPYMT,OST_IND_AUTO_RD_EX,OST_IND_AUTO_REL,OST_IND_AUTO_RTF,OST_IND_BULLET_PAY,OST_IND_CMP_INT,OST_IND_CSFL_FRMTO,OST_IND_DIR_NOTE,OST_IND_ELG_98,OST_IND_ELG_99DIV,OST_IND_FDPR_DATE,OST_IND_MRT_SET,OST_IND_PMT_PLAN,OST_IND_PSTDUE_ACR,OST_IND_RP_SCH_SYN,OST_IND_SEP_99AC,OST_IND_STA_HB_SHR,OST_IND_UNED_INT,OST_IND_WAIVE_STTX,OST_NME_ACCT_NAME,OST_NME_PROPERTY,OST_NUM_PDUE_GDAYS,OST_TXT_CONTRACTID,OST_RID_LINKED_DEP,OST_RID_OWNER,OST_RID_PSTD_ITEM,OST_RID_PSTDUE_PRA,OST_RTE_AC_HS_RATE,OST_RTE_ACR_RATE,OST_RTE_PURCHASED,OST_TXT_CNTNO,OST_TXT_EOC_SRP,OST_TXT_SRC_SYS_ID,OST_CDE_IMP_STAGE,OST_IND_CFA_CHO,OST_IND_IMP_ST_OVR,OST_IND_INSCH_RPDT,OST_IND_DEPO_PAYOF,OST_IND_ITEM_PAYOF,OST_DTE_MSD_PRC,OST_DTE_MSD_INT,OST_CDE_MSD_PRC,OST_CDE_MSD_INT,OST_IND_MSD_PRC,OST_IND_MSD_INT,OST_OID_OUTSTANDNG,OST_CDE_BRANCH
Z@EF81CF,"60000370       ",5QEF3VVU,V8EF4706,V8EF471U,"LOAN ",EURLI,"PEND ",POTEN,2020-08-20 14:51:36,2020-08-20 15:26:08,LIQUSR05,LIQSVR05,0,0,N,N,Y,"ACCR ","TOAD ",N,1,1,0,0,"NL   ",EUR,N,,EUR,"ACQ  ",2020-06-10 00:00:00,"7D   ",LOANS,,2020-06-03 00:00:00,51,,"WEEK ",N,,,N,,2027-06-25 00:00:00,,,"0130      ",,N,N,N,,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NEAR ","NEAR ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-05-29 00:00:00,,,,,2020-06-08 00:00:00,,2020-06-05 00:00:00,,2020-06-08 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,,,"LMTR ","LMTR ",N,N,33cbec2f2ef5e0b9c7921bd,CG852
Z;EF7ZNA,"60000378       ",SIEESUTN,0REF4EYL,0REF4FMA,"LOAN ",EURLI,LRELS,ACTUA,2020-08-20 16:14:29,2020-08-20 16:18:00,LIQUSR03,LIQUSR03,1200000,1200000,N,N,Y,"ACCR ","TOAD ",Y,1,1,1200000,1200000,"NZ   ",EUR,N,1200000,EUR,"ACQ  ",2020-11-27 00:00:00,"6M   ",FIXED,,2020-05-27 00:00:00,1200000,1200000,"SEM  ",N,,,N,,2022-05-27 00:00:00,,,"0124      ",FIXED,N,N,N,,,0,,0,,AU,,,,N,1200000,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NEAR ","NEAR ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-05-25 00:00:00,,,,,2020-11-25 00:00:00,,2020-11-24 00:00:00,,2020-11-25 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2022-05-27 00:00:00,2022-05-27 00:00:00,"LMTR ","LMTR ",N,N,33cd24c147b70364a792206,CG852
)PEF84DR,"60000395       ",ZHEF7YY1,9ZEF82FK,9ZEF82GL,"LOAN ",EURLI,"PEND ",POTEN,2020-08-20 17:53:05,2020-08-20 17:53:46,JAQUITAN,JAQUITAN,0,0,N,N,Y,"ACCR ","TOAD ",N,1,1,0,0,"NL   ",EUR,N,,EUR,"ACQ  ",2020-06-29 00:00:00,"1M   ",LOANS,,2020-05-27 00:00:00,100000,,"MON  ",,,,N,,2025-05-27 00:00:00,,,"2161      ",,,N,N,,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-05-25 00:00:00,,,,,2020-06-25 00:00:00,,2020-06-24 00:00:00,,2020-06-25 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,,,"LMTR ","LMTR ",N,N,33ce8e90b3f07df3e792298,CG852
ZFEF7YYO,"60000366       ",SIEESUTN,0REF4EYL,0REF4FMA,"LOAN ",EURLI,LRELS,ACTUA,2020-08-20 13:29:24,2020-08-20 15:18:03,LIQUSR03,LIQUSR03,1000000,1000000,N,N,Y,"ACCR ","TOAD ",Y,1,1,1000000,1000000,"NZ   ",EUR,N,1000000,EUR,"ACQ  ",2020-11-27 00:00:00,"6M   ",FIXED,,2020-05-27 00:00:00,1000000,1000000,"SEM  ",N,,,N,,2022-05-27 00:00:00,,,"0124      ",FIXED,N,N,N,,,0,,0,,AU,,,,N,1000000,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NEAR ","NEAR ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-05-25 00:00:00,,,,,2020-11-25 00:00:00,,2020-11-24 00:00:00,,2020-11-25 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2022-05-27 00:00:00,2022-05-27 00:00:00,"LMTR ","LMTR ",N,N,33caafd3cd09322157920f3,CG852
Z;EF7YBJ,"60000374       ",SIEESUTN,0REF4EYL,0REF4FMA,"LOAN ",EURLI,LRELS,ACTUA,2020-08-20 15:19:58,2020-08-20 15:41:59,LIQUSR03,LIQUSR03,1100000,1100000,N,N,Y,"ACCR ","TOAD ",Y,1,1,1100000,1100000,"NZ   ",EUR,N,1100000,EUR,"ACQ  ",2020-11-27 00:00:00,"6M   ",FIXED,,2020-05-27 00:00:00,1100000,1100000,"SEM  ",N,,,N,,2022-05-27 00:00:00,,,"0124      ",FIXED,N,N,N,,,0,,0,,AU,,,,N,1100000,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NEAR ","NEAR ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-05-25 00:00:00,,,,,2020-11-25 00:00:00,,2020-11-24 00:00:00,,2020-11-25 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2022-05-27 00:00:00,2022-05-27 00:00:00,"LMTR ","LMTR ",N,N,33cc5591660ff12a17921cd,CG852
ZIEF9M9Y,"60000418       ",5QEF3VVU,V8EF4706,V8EF471U,"LOAN ",EURLI,INCAN,INACT,2020-08-21 11:23:36,2020-09-30 09:50:11,LIQSVR05,LIQUSR05,0,0,N,N,Y,"ACCR ","TOAD ",Y,1,1,0,0,"NL   ",EUR,N,0,EUR,"ACQ  ",2020-06-03 00:00:00,"7D   ",LOANS,,2020-05-27 00:00:00,513,0,"WEEK ",N,,,N,,2027-06-25 00:00:00,,,"0130      ",OTHER,N,N,N,2020-05-27 00:00:00,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NEAR ","NEAR ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-05-25 00:00:00,,,,,2020-05-29 00:00:00,,2020-05-28 00:00:00,,2020-05-29 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2027-06-25 00:00:00,2027-06-25 00:00:00,"LMTR ","LMTR ",N,N,33ddf040f522b81af7923bb,CG852
ZIEF9MNN,"60000419       ",5QEF3VVU,V8EF4706,V8EF471U,"LOAN ",EURLI,LRELS,ACTUA,2020-08-21 11:30:04,2020-09-30 09:50:11,LIQSVR05,LIQUSR05,631,631,N,N,Y,"ACCR ","TOAD ",Y,1,1,631,631,"NL   ",EUR,N,631,EUR,"ACQ  ",2020-06-03 00:00:00,"7D   ",LOANS,,2020-05-27 00:00:00,631,631,"WEEK ",N,,,N,,2027-06-25 00:00:00,,,"0130      ",OTHER,N,N,N,,,0,,0,,AU,,,,N,631,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NEAR ","NEAR ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-05-25 00:00:00,,,,,2020-05-29 00:00:00,,2020-05-28 00:00:00,,2020-05-29 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2027-06-25 00:00:00,2027-06-25 00:00:00,"LMTR ","LMTR ",N,N,33de0f1410e71ca7a7923bf,CG852
ZIEF9NP7,"60000420       ",5QEF3VVU,V8EF4706,V8EF471U,"LOAN ",EURLI,LRELS,ACTUA,2020-08-21 11:52:30,2020-09-30 09:50:11,LIQSVR05,LIQUSR05,731,731,N,N,Y,"ACCR ","TOAD ",Y,1,1,731,731,"NL   ",EUR,N,731,EUR,"ACQ  ",2020-06-03 00:00:00,"7D   ",LOANS,,2020-05-27 00:00:00,731,731,"WEEK ",N,,,N,,2027-06-25 00:00:00,,,"0130      ",OTHER,N,N,N,,,0,,0,,AU,,,,N,731,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NEAR ","NEAR ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-05-25 00:00:00,,,,,2020-05-29 00:00:00,,2020-05-28 00:00:00,,2020-05-29 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2027-06-25 00:00:00,2027-06-25 00:00:00,"LMTR ","LMTR ",N,N,33de639c2cd51fbd47923c3,CG852
ZIEF9NY0,"60000421       ",5QEF3VVU,V8EF4706,V8EF471U,"LOAN ",EURLI,LRELS,ACTUA,2020-08-21 12:01:34,2020-10-15 10:45:29,LIQSVR05,LIQUSR05,0,0,N,N,Y,"ACCR ","TOAD ",Y,1,1,0,0,"NL   ",EUR,N,0,EUR,"ACQ  ",2020-06-03 00:00:00,"7D   ",LOANS,,2020-05-27 00:00:00,931,0,"WEEK ",N,,,N,,2027-06-25 00:00:00,,,"0130      ",OTHER,N,N,N,2020-06-03 00:00:00,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NEAR ","NEAR ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-05-25 00:00:00,,,,,2020-05-29 00:00:00,,2020-05-28 00:00:00,,2020-05-29 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2027-06-25 00:00:00,2027-06-25 00:00:00,"LMTR ","LMTR ",N,N,33de77689dd6cc3217923c7,CG852
86EFDXX2,"60000451       ",SIEESUTN,S#EESVPY,S#EESVR1,"LOAN ",EURLI,LRELS,ACTUA,2020-08-23 21:17:03,2020-08-26 17:42:28,CMARTILL,RPTSUP01,50000,50000,N,N,Y,"ACCR ","TOAD ",Y,1,1,50000,50000,"NZ   ",EUR,N,50000,EUR,CONSH,2020-05-28 00:00:00,"1D   ",LOANS,,2020-05-27 00:00:00,300000,50000,"DAL  ",N,,,N,,2025-05-27 00:00:00,,,"0124      ",OTHER,N,N,N,,,0,,0,,AU,,,,N,50000,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-05-25 00:00:00,,,,,2020-05-26 00:00:00,,2020-05-25 00:00:00,,2020-05-26 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2025-05-27 00:00:00,2025-05-27 00:00:00,"LMTR ","LMTR ",N,N,3410d793e10e705f7792525,CG852
J!EFFB21,"60000457       ",5QEF3VVU,V8EF4706,V8EF471U,"LOAN ",EURLI,LRELS,ACTUA,2020-08-24 12:20:43,2020-09-30 09:50:11,LIQUSR05,LIQUSR05,213,213,N,N,Y,"ACCR ","TOAD ",Y,1,1,213,213,"NL   ",EUR,N,213,EUR,"ACQ  ",2020-06-03 00:00:00,"7D   ",LOANS,,2020-05-27 00:00:00,213,213,"WEEK ",N,,,N,,2027-06-25 00:00:00,,,"0130      ",OTHER,N,N,N,,,0,,0,,AU,,,,N,213,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NEAR ","NEAR ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-05-25 00:00:00,,,,,2020-05-29 00:00:00,,2020-05-28 00:00:00,,2020-05-29 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2027-06-25 00:00:00,2027-06-25 00:00:00,"LMTR ","LMTR ",N,N,341dc44e8329515b47925a7,CG852
JLEFFB50,"60000459       ",SIEESUTN,Y5EFF54H,Y5EFF559,"LOAN ",EURLI,LRELS,ACTUA,2020-08-24 13:13:13,2020-09-21 16:25:27,LIQUSR03,LIQAPCP3,1000000,300000,N,N,Y,"ACCR ","TOAD ",Y,1,1,1000000,300000,"NZ   ",EUR,N,1000000,EUR,"ACQ  ",2020-11-27 00:00:00,"6M   ",LOANS,,2020-05-27 00:00:00,1000000,1000000,"SEM  ",N,,,N,,2024-05-27 00:00:00,,,"0124      ",OTHER,N,N,N,,,0,,0,,AU,,,,N,1000000,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-05-25 00:00:00,,,,,2020-11-25 00:00:00,,2020-11-24 00:00:00,,2020-11-25 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2024-05-27 00:00:00,2024-05-27 00:00:00,"LMTR ","LMTR ",N,N,341ed8a3e35614ce87925d2,CG852
Y@EFF7N9,"60000460       ",SIEESUTN,S#EESVPY,S#EESVR1,"LOAN ",EURLI,INACT,INACT,2020-08-24 13:53:30,2020-08-26 15:52:57,CMARTILL,RPTSUP01,0,0,N,N,Y,"ACCR ","TOAD ",Y,1,1,0,0,"NZ   ",EUR,N,0,EUR,CONSH,2020-05-28 00:00:00,"1D   ",LOANS,,2020-05-27 00:00:00,10000,0,"DAL  ",N,,,N,,2025-05-27 00:00:00,,,"0124      ",OTHER,N,N,N,2020-05-28 00:00:00,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-05-25 00:00:00,,,,,2020-05-26 00:00:00,,2020-05-25 00:00:00,,2020-05-26 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2025-05-27 00:00:00,2025-05-27 00:00:00,"LMTR ","LMTR ",N,N,341f6a90dea6d26847925e1,CG852
44EF64MK,"60000300       ",5QEF3VVU,V8EF4706,V8EF471U,"LOAN ",EURLI,CNCLD,INACT,2020-08-19 13:28:15,2020-08-20 14:34:33,LIQUSR05,LIQUSR05,0,0,N,N,Y,"ACCR ","TOAD ",N,1,1,0,0,"NL   ",EUR,N,,EUR,"ACQ  ",2020-06-10 00:00:00,"7D   ",LOANS,,2020-06-03 00:00:00,3900,,"WEEK ",N,,,N,,2027-06-25 00:00:00,,,"0130      ",,N,N,N,,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NEAR ","NEAR ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-05-29 00:00:00,,,,,2020-06-08 00:00:00,,2020-06-05 00:00:00,,2020-06-08 00:00:00,,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,,,"LMTR ","LMTR ",N,N,33b599acd24b828234eddea,CG852
F?EF7SNQ,"60000365       ",5QEF3VVU,V8EF4706,V8EF471U,"LOAN ",EURLI,LRELS,ACTUA,2020-08-20 11:32:18,2020-09-30 14:50:28,LIQUSR05,LIQUSR05,0,0,N,N,Y,"ACCR ","TOAD ",Y,1,1,0,0,"NL   ",EUR,N,0,EUR,"ACQ  ",2020-06-03 00:00:00,"7D   ",LOANS,,2020-05-27 00:00:00,251,0,"WEEK ",N,,,N,,2027-06-25 00:00:00,,,"0130      ",OTHER,N,N,N,2020-05-29 00:00:00,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NEAR ","NEAR ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-05-25 00:00:00,,,,,2020-05-29 00:00:00,,2020-05-28 00:00:00,,2020-05-29 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2027-06-25 00:00:00,2027-06-25 00:00:00,"LMTR ","LMTR ",N,N,33c8be700d25d07897920c9,CG852
Z5EF829L,"60000380       ",SIEESUTN,S#EESVPY,S#EESVR1,"LOAN ",FIXED,"PEND ",POTEN,2020-08-20 16:35:31,2020-08-20 17:45:49,CMARTILL,RPTMGR01,0,0,N,N,N,"ACCR ","TOAD ",N,1,1,0,0,"NZ   ",EUR,N,,EUR,CONSH,,,FIXED,,2020-05-27 00:00:00,100000,,"DAL  ",N,,,N,,2025-05-27 00:00:00,,,"0124      ",,N,N,N,,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,N,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-05-25 00:00:00,,,,,,,,,,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,,,"LMTR ","LMTR ",N,N,33cd6b5aff0afdd67792211,CG852
3PEFFD78,"60000461       ",SIEESUTN,Y5EFF54H,Y5EFF559,"LOAN ",EURLI,CNCLD,INACT,2020-08-24 13:57:53,2020-08-24 13:58:40,LIQUSR03,LIQUSR03,0,0,N,N,Y,"ACCR ","TOAD ",N,1,1,0,0,"NZ   ",EUR,N,,EUR,"ACQ  ",2020-11-27 00:00:00,"6M   ",LOANS,,2020-05-27 00:00:00,1500000,,"SEM  ",,,,N,,2024-05-27 00:00:00,,,"0124      ",,,N,N,,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-05-25 00:00:00,,,,,2020-11-25 00:00:00,,2020-11-24 00:00:00,,2020-11-25 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,,,"LMTR ","LMTR ",N,N,341f83f1de13265b47925e8,CG852
J+EFFDUL,"60000463       ",5QEF3VVU,V8EF4706,V8EF471U,"LOAN ",EURLI,"PEND ",POTEN,2020-08-24 14:04:13,2020-08-28 09:17:26,LIQUSR05,LIQSVR05,0,0,N,N,Y,"ACCR ","TOAD ",N,1,1,0,0,"NL   ",EUR,N,,EUR,"ACQ  ",2020-06-03 00:00:00,"7D   ",LOANS,,2020-05-27 00:00:00,6310,,"WEEK ",N,,,N,,2027-06-25 00:00:00,,,"0130      ",,N,N,N,,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NEAR ","NEAR ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-05-25 00:00:00,,,,,2020-05-29 00:00:00,,2020-05-28 00:00:00,,2020-05-29 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,,,"LMTR ","LMTR ",N,N,341f99c1236252b247925f8,CG852
J+EFFE78,"60000465       ",5QEF3VVU,V8EF4706,V8EF471U,"LOAN ",EURLI,"PEND ",POTEN,2020-08-24 14:13:01,2020-08-28 10:04:59,LIQUSR05,LIQSVR05,0,0,N,N,Y,"ACCR ","TOAD ",N,1,1,0,0,"NL   ",EUR,N,,EUR,"ACQ  ",2020-06-03 00:00:00,"7D   ",LOANS,,2020-05-27 00:00:00,731,,"WEEK ",N,,,N,,2027-06-25 00:00:00,,,"0130      ",,N,N,N,,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NEAR ","NEAR ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-05-25 00:00:00,,,,,2020-05-29 00:00:00,,2020-05-28 00:00:00,,2020-05-29 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,,,"LMTR ","LMTR ",N,N,341fbb87c78893f3279260d,CG852
J+EFFES6,"60000468       ",5QEF3VVU,V8EF4706,V8EF471U,"LOAN ",EURLI,"PEND ",POTEN,2020-08-24 14:25:28,2020-08-28 12:13:41,LIQUSR05,LIQUSR05,0,0,N,N,Y,"ACCR ","TOAD ",N,1,1,0,0,"NL   ",EUR,N,,EUR,"ACQ  ",2020-06-03 00:00:00,"7D   ",LOANS,,2020-05-27 00:00:00,2293,,"WEEK ",N,,,N,,2027-06-25 00:00:00,,,"0130      ",,N,N,N,,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NEAR ","NEAR ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-05-25 00:00:00,,,,,2020-05-29 00:00:00,,2020-05-28 00:00:00,,2020-05-29 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,,,"LMTR ","LMTR ",N,N,341feab2774d2484379263b,CG852
