"LOC_CDE_LOCATION","LOC_DSC_LOCATION","LOC_CDE_COUNTRY","LOC_CDE_STATE","LOC_IND_ACTIVE","LOC_IND_MAY_DEACT","LOC_TSP_REC_CREATE","LOC_TSP_REC_UPDATE","LOC_UID_REC_CREATE","LOC_UID_REC_UPDATE","LOC_CDE_COUNTY","LOC_CDE_PROVINCE"
"SHP  ","Scotch Plains, NJ","US","NJ","N","Y","1995-01-19 15:02:44","2019-04-03 23:47:18","LS2BATCH","LS2BATCH","",""
"SHR  ","Shreveport, LA","US","LA","N","Y","1993-06-11 23:23:06","2019-04-03 23:47:18","LS2BATCH","LS2BATCH","",""
"SHS  ","St Helens, United Kingdom","GB","","N","Y","1993-06-11 23:23:06","2019-04-03 23:47:18","LS2BATCH","LS2BATCH","",""
"SHT  ","Shelton, MO","US","MO","N","Y","1993-06-11 23:23:06","2019-04-03 23:47:18","LS2BATCH","LS2BATCH","",""
"SHV  ","Sharonville, OH","US","OH","N","Y","1993-06-11 23:23:06","2019-04-03 23:47:18","LS2BATCH","LS2BATCH","",""
"SHW  ","Shrewsbury, NJ","US","NJ","N","Y","1993-06-11 23:23:06","2019-04-03 23:47:18","LS2BATCH","LS2BATCH","",""
"SHY  ","Shelby, NC","US","NC","N","Y","1993-06-11 23:23:06","2019-04-03 23:47:19","LS2BATCH","LS2BATCH","",""
"SHZ  ","Shizuoka, Japan","JP","","Y","Y","1993-06-11 23:23:06","1993-06-11 23:23:06","LS2BATCH","LS2BATCH","",""
"SIB  ","Sibu, Malaysia","MY","","N","Y","1993-06-11 23:23:06","2019-04-03 23:47:19","LS2BATCH","LS2BATCH","",""
"SIC  ","Stonington, CT","US","CT","N","Y","1995-07-10 15:52:41","2019-04-03 23:47:19","LS2BATCH","LS2BATCH","",""
"SIE  ","Siena, Italy","IT","","N","Y","1993-06-11 23:23:06","2019-04-03 23:47:19","LS2BATCH","LS2BATCH","",""
"WSO  ","Weston, Canada","CA","","N","Y","1993-06-11 23:23:12","2019-04-03 23:48:01","LS2BATCH","LS2BATCH","",""
"WSP  ","West Perth, WA,Australia","AU","","Y","Y","1993-06-11 23:23:12","2019-04-03 23:48:01","LS2BATCH","LS2BATCH","","WA   "
"WSS  ","West Springfield, MA","US","MA","N","Y","1993-06-11 23:23:12","2019-04-03 23:48:01","LS2BATCH","LS2BATCH","",""
"WST  ","Westminster, MA","US","MA","N","Y","1993-06-11 23:23:12","2019-04-03 23:48:01","LS2BATCH","LS2BATCH","",""
"WSV  ","Westville, NJ","US","NJ","N","Y","1993-06-11 23:23:12","2019-04-03 23:48:01","LS2BATCH","LS2BATCH","",""
"WSW  ","Waedenswil, Switzerland","CH","","N","Y","1993-06-11 23:23:12","2019-04-03 23:48:01","LS2BATCH","LS2BATCH","",""
"WTD  ","Waterford, Ireland","IE","","N","Y","1993-06-11 23:23:12","2019-04-03 23:48:01","LS2BATCH","LS2BATCH","",""
"WTE  ","Watertown, MA","US","MA","N","Y","1993-06-11 23:23:12","2019-04-03 23:48:01","LS2BATCH","LS2BATCH","",""
"WTF  ","Watford, United Kingdom","GB","","N","Y","1993-06-11 23:23:12","2019-04-03 23:48:01","LS2BATCH","LS2BATCH","",""
"WTG  ","Wantagh, NY","US","NY","N","Y","1993-06-11 23:23:12","2019-04-03 23:48:01","LS2BATCH","LS2BATCH","",""
"WTH  ","Witham, United Kingdom","GB","","N","Y","1993-06-11 23:23:12","2019-04-03 23:48:01","LS2BATCH","LS2BATCH","",""
"WTL  ","Waterloo, NY","US","NY","N","Y","1993-06-11 23:23:12","2019-04-03 23:48:01","LS2BATCH","LS2BATCH","",""
"WTM  ","Westminster, CA","US","CA","N","Y","1993-06-11 23:23:12","2019-04-03 23:48:01","LS2BATCH","LS2BATCH","",""
"WTN  ","West Trenton, NJ","US","NJ","N","Y","1993-06-11 23:23:12","2019-04-03 23:48:02","LS2BATCH","LS2BATCH","",""
"WTO  ","West Orange, NJ","US","NJ","N","Y","1993-06-11 23:23:12","2019-04-03 23:48:02","LS2BATCH","LS2BATCH","",""
"WTP  ","Wall Township, NJ","US","NJ","N","Y","1993-06-11 23:23:12","2019-04-03 23:48:02","LS2BATCH","LS2BATCH","",""
"WTR  ","Wintertur, Switzerland","CH","","N","Y","1993-06-11 23:23:12","2019-04-03 23:48:02","LS2BATCH","LS2BATCH","",""
"WTS  ","Watsonville, CA","US","CA","N","Y","1993-06-11 23:23:12","2019-04-03 23:48:02","LS2BATCH","LS2BATCH","",""
"WTT  ","Wittelsbacherplat, Germany","DE","","N","Y","1993-06-11 23:23:12","2019-04-03 23:48:02","LS2BATCH","LS2BATCH","",""
"WTW  ","Watertown, SD","US","SD","N","Y","1993-06-11 23:23:12","2019-04-03 23:48:02","LS2BATCH","LS2BATCH","",""
"WTY  ","Westerly, RI","US","RI","N","Y","1993-06-11 23:23:12","2019-04-03 23:48:02","LS2BATCH","LS2BATCH","",""
"WVL  ","Waverly, NY","US","NY","N","Y","1993-06-11 23:23:12","2019-04-03 23:48:02","LS2BATCH","LS2BATCH","",""
"WWA  ","West Warren, MA","US","MA","N","Y","1993-06-11 23:23:12","2019-04-03 23:48:02","LS2BATCH","LS2BATCH","",""
"WWC  ","Warwick, United Kingdom","GB","","N","Y","1993-06-11 23:23:12","2019-04-03 23:48:02","LS2BATCH","LS2BATCH","",""
"WWD  ","Westwood, MA","US","MA","N","Y","1993-06-11 23:23:12","2019-04-03 23:48:02","LS2BATCH","LS2BATCH","",""
"WWI  ","Waterloo, WI","US","WI","N","Y","1995-09-28 12:03:57","2019-04-03 23:48:03","LS2BATCH","LS2BATCH","",""
"WWK  ","Warwick, RI","US","RI","N","Y","1993-06-11 23:23:12","2019-04-03 23:48:03","LS2BATCH","LS2BATCH","",""
"WWL  ","Wattwil, Switzerland","CH","","N","Y","1993-06-11 23:23:12","2019-04-03 23:48:03","LS2BATCH","LS2BATCH","",""
"WWO  ","Westwood, KS","US","KS","N","Y","1993-06-11 23:23:12","2019-04-03 23:48:03","LS2BATCH","LS2BATCH","",""
"WWS  ","Wauwatosa, WI","US","WI","N","Y","1993-06-11 23:23:12","2019-04-03 23:48:03","LS2BATCH","LS2BATCH","",""
"WYA  ","Wyandott, MI","US","MI","N","Y","1993-06-11 23:23:12","2019-04-03 23:48:03","LS2BATCH","LS2BATCH","",""
"WYM  ","Wynnewood, PA","US","PA","N","Y","1993-06-11 23:23:12","2019-04-03 23:48:03","LS2BATCH","LS2BATCH","",""
"WYN  ","Wayne, MI","US","MI","N","Y","1993-06-11 23:23:12","2019-04-03 23:48:03","LS2BATCH","LS2BATCH","",""
"WYO  ","Wyoming, MI","US","MI","N","Y","1993-06-11 23:23:12","2019-04-03 23:48:03","LS2BATCH","LS2BATCH","",""
"WYS  ","Wyomissing, PA","US","PA","N","Y","1993-06-11 23:23:12","2019-04-03 23:48:03","LS2BATCH","LS2BATCH","",""
"XXX  ","Unknown, NY","US","NY","N","Y","1993-06-11 23:23:12","2019-04-03 23:48:03","LS2BATCH","LS2BATCH","",""
"YED  ","Yeongdeungpo, Korea, North","KP","","N","Y","1993-06-11 23:23:12","2019-04-03 23:48:03","LS2BATCH","LS2BATCH","",""
"YEO  ","Yeovil, United Kingdom","GB","","N","Y","1993-06-11 23:23:12","2019-04-03 23:48:03","LS2BATCH","LS2BATCH","",""
"YGU  ","Yamaguchi, Japan","JP","","N","Y","1993-06-11 23:23:12","2019-04-03 23:48:03","LS2BATCH","LS2BATCH","",""
"YK   ","York, United Kingdom","GB","","N","Y","1993-06-11 23:23:12","2019-04-03 23:48:04","LS2BATCH","LS2BATCH","",""
"YKK  ","Yokkaichi City, Japan","JP","","N","Y","1993-06-11 23:23:12","2019-04-03 23:48:04","LS2BATCH","LS2BATCH","",""
"YMG  ","Yamagata, Japan","JP","","N","Y","1993-06-11 23:23:12","2019-04-03 23:48:04","LS2BATCH","LS2BATCH","",""
"YND  ","Yaounde, Cameroon","CM","","N","Y","1993-06-11 23:23:12","2019-04-03 23:48:04","LS2BATCH","LS2BATCH","",""
"YOK  ","Yokohama, Japan","JP","","Y","Y","1993-06-11 23:23:12","1993-06-11 23:23:12","LS2BATCH","LS2BATCH","",""
"YON  ","Yonkers, NY","US","NY","N","Y","1993-06-11 23:23:12","2019-04-03 23:48:04","LS2BATCH","LS2BATCH","",""
"YOR  ","York, PA","US","PA","N","Y","1993-06-11 23:23:12","2019-04-03 23:48:04","LS2BATCH","LS2BATCH","",""
"YOU  ","Youngstown, OH","US","OH","N","Y","1993-06-11 23:23:12","2019-04-03 23:48:04","LS2BATCH","LS2BATCH","",""
"YRD  ","Yardville, NJ","US","NJ","N","Y","1993-06-11 23:23:12","2019-04-03 23:48:04","LS2BATCH","LS2BATCH","",""
"YUM  ","Yuma, AZ","US","AZ","N","Y","1993-06-11 23:23:12","2019-04-03 23:48:04","LS2BATCH","LS2BATCH","",""
"YZC  ","Yazoo City, MS","US","MS","N","Y","1993-06-11 23:23:12","2019-04-03 23:48:05","LS2BATCH","LS2BATCH","",""
"Z    ","Zurich, Switzerland","CH","","N","Y","1993-06-11 23:23:12","2019-04-03 23:48:05","LS2BATCH","LS2BATCH","",""
"ZAA  ","Zaandam, Netherlands","NL","","N","Y","1993-06-11 23:23:12","2019-04-03 23:48:05","LS2BATCH","LS2BATCH","",""
"ZAG  ","Zagreb, Croatia","HR","","N","Y","1993-06-11 23:23:12","2019-04-03 23:48:05","LS2BATCH","LS2BATCH","",""
"ZAR  ","Zaragoza, Spain","ES","","N","Y","1993-06-11 23:23:12","2019-04-03 23:48:05","LS2BATCH","LS2BATCH","",""
"ZEE  ","Zeeland, MI","US","MI","N","Y","1993-06-11 23:23:12","2019-04-03 23:48:05","LS2BATCH","LS2BATCH","",""
"ZOL  ","Zollilcon, Switzerland","CH","","N","Y","1993-06-11 23:23:12","2019-04-03 23:48:05","LS2BATCH","LS2BATCH","",""
"ZUG  ","Zug, Switzerland","CH","","N","Y","1993-06-11 23:23:12","2019-04-03 23:48:05","LS2BATCH","LS2BATCH","",""
"ZUL  ","Zulte, Belgium","BE","","N","Y","1993-06-11 23:23:12","2019-04-03 23:48:05","LS2BATCH","LS2BATCH","",""
"ZVL  ","Zanesville, OH","US","OH","N","Y","1993-06-11 23:23:12","2019-04-03 23:48:05","LS2BATCH","LS2BATCH","",""
"ZZR  ","Zanzibar, Tanzania","TZ","","N","Y","1993-06-11 23:23:12","2019-04-03 23:48:05","LS2BATCH","LS2BATCH","",""
"RCD  ","Richardson, TX","US","TX","N","Y","1993-06-11 23:23:03","2019-04-03 23:47:02","LS2BATCH","LS2BATCH","",""
"RCH  ","Rochester, NY","US","NY","N","Y","1993-06-11 23:23:03","2019-04-03 23:47:02","LS2BATCH","LS2BATCH","",""
"RCK  ","Rockville, MD","US","MD","N","Y","1993-06-11 23:23:03","2019-04-03 23:47:02","LS2BATCH","LS2BATCH","",""
"RCL  ","Richland, WA","US","WA","N","Y","1993-06-11 23:23:03","2019-04-03 23:47:02","LS2BATCH","LS2BATCH","",""
"RCM  ","Richmond, CA,United States","US","CA","Y","Y","1993-06-11 23:23:03","2019-04-03 23:47:02","LS2BATCH","LS2BATCH","",""
"RCO  ","Rancho Cordova, CA","US","CA","N","Y","1993-06-11 23:23:03","2019-04-03 23:47:03","LS2BATCH","LS2BATCH","",""
"RCP  ","Rochelle Park, NJ","US","NJ","N","Y","1993-06-11 23:23:03","2019-04-03 23:47:03","LS2BATCH","LS2BATCH","",""
"RD   ","Rotterdam, Netherlands","NL","","Y","Y","1993-06-11 23:23:03","1993-06-11 23:23:03","LS2BATCH","LS2BATCH","",""
"RDC  ","Redcoal, Canada","CA","","N","Y","1993-06-11 23:23:03","2019-04-03 23:47:03","LS2BATCH","LS2BATCH","",""
"RDD  ","Redding, CA","US","CA","N","Y","1993-06-11 23:23:03","2019-04-03 23:47:03","LS2BATCH","LS2BATCH","",""
"RDF  ","Redfern, Australia","AU","","N","Y","1993-06-11 23:23:03","2019-04-03 23:47:03","LS2BATCH","LS2BATCH","",""
"RDG  ","Ridgefield, CT,United States","US","CT","Y","Y","1993-06-11 23:23:03","2019-04-03 23:47:03","LS2BATCH","LS2BATCH","",""
"RDH  ","Redditch, United Kingdom","GB","","Y","Y","1995-06-19 09:32:53","2019-04-03 23:47:03","LS2BATCH","LS2BATCH","",""
"RDN  ","Reading, MA","US","MA","N","Y","1993-06-11 23:23:03","2019-04-03 23:47:03","LS2BATCH","LS2BATCH","",""
"RDO  ","Redondo Beach, CA","US","CA","N","Y","1993-06-11 23:23:03","2019-04-03 23:47:03","LS2BATCH","LS2BATCH","",""
"RDS  ","Redlands, CA","US","CA","N","Y","1993-06-11 23:23:03","2019-04-03 23:47:03","LS2BATCH","LS2BATCH","",""
"RDT  ","Road Town, United Kingdom","GB","","N","Y","1993-06-11 23:23:03","2019-04-03 23:47:03","LS2BATCH","LS2BATCH","",""
"RDW  ","Ridgewood, Ny, NY","US","NY","N","Y","1993-06-11 23:23:04","2019-04-03 23:47:03","LS2BATCH","LS2BATCH","",""
"REA  ","Reading, United Kingdom","GB","","Y","Y","1993-06-11 23:23:04","1993-06-11 23:23:04","LS2BATCH","LS2BATCH","",""
"REB  ","Rebstein, Switzerland","CH","","N","Y","1993-06-11 23:23:04","2019-04-03 23:47:03","LS2BATCH","LS2BATCH","",""
"REC  ","Recife, Brazil","BR","","N","Y","1993-06-11 23:23:04","2019-04-03 23:47:04","LS2BATCH","LS2BATCH","",""
"RED  ","Redhill, United Kingdom","GB","","N","Y","1993-06-11 23:23:04","2019-04-03 23:47:04","LS2BATCH","LS2BATCH","",""
"REE  ","Reesteis, Switzerland","CH","","N","Y","1993-06-11 23:23:04","2019-04-03 23:47:04","LS2BATCH","LS2BATCH","",""
"REF  ","Refugio, TX","US","TX","N","Y","1993-06-11 23:23:04","2019-04-03 23:47:04","LS2BATCH","LS2BATCH","",""
"REG  ","Reading, PA","US","PA","N","Y","1993-06-11 23:23:04","2019-04-03 23:47:04","LS2BATCH","LS2BATCH","",""
"REI  ","Reigate, United Kingdom","GB","","N","Y","1993-06-11 23:23:04","2019-04-03 23:47:04","LS2BATCH","LS2BATCH","",""
"REL  ","Roeselare, Belgium","BE","","N","Y","1993-06-11 23:23:04","2019-04-03 23:47:04","LS2BATCH","LS2BATCH","",""
"REN  ","Reno, NV","US","NV","N","Y","1993-06-11 23:23:04","2019-04-03 23:47:04","LS2BATCH","LS2BATCH","",""
"RER  ","Rochester, MA","US","MA","N","Y","1993-06-11 23:23:04","2019-04-03 23:47:04","LS2BATCH","LS2BATCH","",""
"MSCT ","Mascot, NSW,Australia","AU","","Y","Y","2019-04-03 23:48:05","2019-04-03 23:48:05","LS2BATCH","LS2BATCH","","NSW  "
"MYW  ","Mayfield West, NSW,Australia","AU","","Y","Y","2019-04-03 23:48:06","2019-04-03 23:48:06","LS2BATCH","LS2BATCH","","NSW  "
"ALXA ","Alexandria, NSW,Australia","AU","","Y","Y","2019-04-03 23:48:06","2019-04-03 23:48:06","LS2BATCH","LS2BATCH","","NSW  "
"APP  ","Applecross, WA,Australia","AU","","Y","Y","2019-04-03 23:48:06","2019-04-03 23:48:06","LS2BATCH","LS2BATCH","","WA   "
"BJN  ","Bondi Junction, NSW,Australia","AU","","Y","Y","2019-04-03 23:48:06","2019-04-03 23:48:06","LS2BATCH","LS2BATCH","","NSW  "
"BOO  ","Booleroo Centre, SA,Australia","AU","","Y","Y","2019-04-03 23:48:06","2019-04-03 23:48:06","LS2BATCH","LS2BATCH","","SA   "
"HWN  ","Hawthorn, VIC,Australia","AU","","Y","Y","2019-04-03 23:48:06","2019-04-03 23:48:06","LS2BATCH","LS2BATCH","","VIC  "
"HWE  ","Hawthorn East, VIC,Australia","AU","","Y","Y","2019-04-03 23:48:06","2019-04-03 23:48:06","LS2BATCH","LS2BATCH","","VIC  "
"HLNS ","Helensvale, QLD,Australia","AU","","Y","Y","2019-04-03 23:48:06","2019-04-03 23:48:06","LS2BATCH","LS2BATCH","","QLD  "
"KBA  ","Karabar, NSW,Australia","AU","","Y","Y","2019-04-03 23:48:06","2019-04-03 23:48:06","LS2BATCH","LS2BATCH","","NSW  "
"KRNG ","Kooragang, NSW,Australia","AU","","Y","Y","2019-04-03 23:48:06","2019-04-03 23:48:06","LS2BATCH","LS2BATCH","","NSW  "
"LRA  ","Lara, VIC,Australia","AU","","Y","Y","2019-04-03 23:48:06","2019-04-03 23:48:06","LS2BATCH","LS2BATCH","","VIC  "
"LNSD ","Lonsdale, SA,Australia","AU","","Y","Y","2019-04-03 23:48:06","2019-04-03 23:48:06","LS2BATCH","LS2BATCH","","SA   "
"LCA  ","Lucia, QLD,Australia","AU","","Y","Y","2019-04-03 23:48:06","2019-04-03 23:48:06","LS2BATCH","LS2BATCH","","QLD  "
"MCP  ","Macquarie Park, NSW,Australia","AU","","Y","Y","2019-04-03 23:48:07","2019-04-03 23:48:07","LS2BATCH","LS2BATCH","","NSW  "
"MDTN ","Middleton, SA,Australia","AU","","Y","Y","2019-04-03 23:48:07","2019-04-03 23:48:07","LS2BATCH","LS2BATCH","","SA   "
"MSP  ","Milsons Point, NSW,Australia","AU","","Y","Y","2019-04-03 23:48:07","2019-04-03 23:48:07","LS2BATCH","LS2BATCH","","NSW  "
"MOLK ","Mollymook, NSW,Australia","AU","","Y","Y","2019-04-03 23:48:07","2019-04-03 23:48:07","LS2BATCH","LS2BATCH","","NSW  "
"MGV  ","Mulgrave, VIC,Australia","AU","","Y","Y","2019-04-03 23:48:07","2019-04-03 23:48:07","LS2BATCH","LS2BATCH","","VIC  "
"NDL  ","Nedlands, WA,Australia","AU","","Y","Y","2019-04-03 23:48:07","2019-04-03 23:48:07","LS2BATCH","LS2BATCH","","WA   "
"NMKT ","Newmarket, NSW,Australia","AU","","Y","Y","2019-04-03 23:48:07","2019-04-03 23:48:07","LS2BATCH","LS2BATCH","","NSW  "
"NST  ","Newstead, QLD,Australia","AU","","Y","Y","2019-04-03 23:48:07","2019-04-03 23:48:07","LS2BATCH","LS2BATCH","","QLD  "
"NRA  ","Noranda, WA,Australia","AU","","Y","Y","2019-04-03 23:48:07","2019-04-03 23:48:07","LS2BATCH","LS2BATCH","","WA   "
"NSYD ","North Sydney, NSW,Australia","AU","","Y","Y","2019-04-03 23:48:07","2019-04-03 23:48:07","LS2BATCH","LS2BATCH","","NSW  "
"OSP  ","Osborne Park, WA,Australia","AU","","Y","Y","2019-04-03 23:48:07","2019-04-03 23:48:07","LS2BATCH","LS2BATCH","","WA   "
"PKA  ","Pinkenba, QLD,Australia","AU","","Y","Y","2019-04-03 23:48:07","2019-04-03 23:48:07","LS2BATCH","LS2BATCH","","QLD  "
"SSV  ","San Salvo, Italy","IT","","N","Y","1993-06-11 23:23:07","2019-04-03 23:47:28","LS2BATCH","LS2BATCH","",""
"ST   ","Stockholm, Sweden","SE","","N","Y","1993-06-11 23:23:07","2019-04-03 23:47:28","LS2BATCH","LS2BATCH","",""
"STA  ","Stamford, CT","US","CT","N","Y","1993-06-11 23:23:07","2019-04-03 23:47:28","LS2BATCH","LS2BATCH","",""
"STB  ","Strousburg, PA","US","PA","N","Y","1993-06-11 23:23:07","2019-04-03 23:47:28","LS2BATCH","LS2BATCH","",""
"STC  ","State College, PA","US","PA","N","Y","1993-06-11 23:23:07","2019-04-03 23:47:28","LS2BATCH","LS2BATCH","",""
"STD  ","Stonehedge, CT","US","CT","N","Y","1993-06-11 23:23:07","2019-04-03 23:47:28","LS2BATCH","LS2BATCH","",""
"STE  ","Stevens Point, WI","US","WI","N","Y","1993-06-11 23:23:07","2019-04-03 23:47:28","LS2BATCH","LS2BATCH","",""
"STF  ","Southfield, MI","US","MI","N","Y","1993-06-11 23:23:07","2019-04-03 23:47:28","LS2BATCH","LS2BATCH","",""
"STG  ","Spartanburg, SC","US","SC","N","Y","1993-06-11 23:23:07","2019-04-03 23:47:29","LS2BATCH","LS2BATCH","",""
"STGN ","Stoughton, MA","US","MA","N","Y","1996-09-11 13:24:49","2019-04-03 23:47:29","LS2BATCH","LS2BATCH","",""
"STH  ","St Helier, Jersey","JE","","Y","Y","1993-06-11 23:23:07","2019-04-03 23:47:29","LS2BATCH","LS2BATCH","",""
"STHE ","St Helena, CA","US","CA","N","Y","1997-12-03 11:59:22","2019-04-03 23:47:29","LS2BATCH","LS2BATCH","",""
"STI  ","Stickney, IL","US","IL","N","Y","1993-06-11 23:23:07","2019-04-03 23:47:29","LS2BATCH","LS2BATCH","",""
"STINY","Staten Island, NY","US","NY","N","Y","1995-08-14 15:43:19","2019-04-03 23:47:29","LS2BATCH","LS2BATCH","",""
"STJ  ","St John, Canada","CA","","N","Y","1993-06-11 23:23:07","2019-04-03 23:47:29","LS2BATCH","LS2BATCH","",""
"STK  ","Stoke, United Kingdom","GB","","N","Y","1993-06-11 23:23:07","2019-04-03 23:47:29","LS2BATCH","LS2BATCH","",""
"STL  ","St Louis, MO","US","MO","N","Y","1993-06-11 23:23:07","2019-04-03 23:47:29","LS2BATCH","LS2BATCH","",""
"STM  ","South El Monte, CA","US","CA","N","Y","1993-06-11 23:23:07","2019-04-03 23:47:29","LS2BATCH","LS2BATCH","",""
"STN  ","Stanford, CA,United States","US","CA","Y","Y","1993-06-11 23:23:07","2019-04-03 23:47:29","LS2BATCH","LS2BATCH","",""
"STO  ","San Antonio, TX","US","TX","N","Y","1993-06-11 23:23:07","2019-04-03 23:47:29","LS2BATCH","LS2BATCH","",""
"STP  ","Stockport, United Kingdom","GB","","N","Y","1993-06-11 23:23:07","2019-04-03 23:47:29","LS2BATCH","LS2BATCH","",""
"STQ  ","St Quentin En Yve, France","FR","","N","Y","1993-06-11 23:23:07","2019-04-03 23:47:30","LS2BATCH","LS2BATCH","",""
"STR  ","Strasbourg, France","FR","","N","Y","1993-06-11 23:23:07","2019-04-03 23:47:30","LS2BATCH","LS2BATCH","",""
"STRCT","Stratford, CT","US","CT","N","Y","1995-07-25 17:00:46","2019-04-03 23:47:30","LS2BATCH","LS2BATCH","",""
"STS  ","Sterling Heights, MI","US","MI","N","Y","1993-06-11 23:23:07","2019-04-03 23:47:30","LS2BATCH","LS2BATCH","",""
"STT  ","Stanton, VA","US","VA","N","Y","1993-06-11 23:23:07","2019-04-03 23:47:30","LS2BATCH","LS2BATCH","",""
"STTHS","St Thomas, US Virgin Islands","VI","","N","Y","1995-07-24 11:57:07","2019-04-03 23:47:30","LS2BATCH","LS2BATCH","",""
"STU  ","Stuttgart, Germany","DE","","N","Y","1993-06-11 23:23:07","2019-04-03 23:47:30","LS2BATCH","LS2BATCH","",""
"STV  ","Stavanger, Norway","NO","","Y","Y","1993-06-11 23:23:07","1993-06-11 23:23:07","LS2BATCH","LS2BATCH","",""
"STW  ","Stanwood, WA","US","WA","N","Y","1993-06-11 23:23:07","2019-04-03 23:47:30","LS2BATCH","LS2BATCH","",""
"STY  ","Stayton, OR","US","OR","N","Y","1993-06-11 23:23:07","2019-04-03 23:47:30","LS2BATCH","LS2BATCH","",""
"STZ  ","Schertz, TX","US","TX","N","Y","1993-06-11 23:23:07","2019-04-03 23:47:30","LS2BATCH","LS2BATCH","",""
"SUD  ","Stroud, United Kingdom","GB","","N","Y","1993-06-11 23:23:07","2019-04-03 23:47:30","LS2BATCH","LS2BATCH","",""
"SUG  ","Sturgis, MI","US","MI","N","Y","1993-06-11 23:23:07","2019-04-03 23:47:30","LS2BATCH","LS2BATCH","",""
"SUL  ","Sulgen, Switzerland","CH","","N","Y","1993-06-11 23:23:07","2019-04-03 23:47:30","LS2BATCH","LS2BATCH","",""
"SUM  ","Summit, NJ","US","NJ","N","Y","1993-06-11 23:23:08","2019-04-03 23:47:31","LS2BATCH","LS2BATCH","",""
"TSU  ","Tsuchiura City, Japan","JP","","N","Y","1993-06-11 23:23:08","2019-04-03 23:47:41","LS2BATCH","LS2BATCH","",""
"TT   ","Toronto, Canada","CA","","Y","Y","1993-06-11 23:23:08","2019-04-03 23:47:41","LS2BATCH","LS2BATCH","","ONT  "
"TTS  ","Titusville, FL","US","FL","N","Y","1993-06-11 23:23:08","2019-04-03 23:47:41","LS2BATCH","LS2BATCH","",""
"TUC  ","Tucson, AZ","US","AZ","N","Y","1993-06-11 23:23:08","2019-04-03 23:47:41","LS2BATCH","LS2BATCH","",""
"TUK  ","Tukwila, WA","US","WA","N","Y","1996-04-17 18:16:17","2019-04-03 23:47:41","LS2BATCH","LS2BATCH","",""
"TUL  ","Tulsa, OK","US","OK","N","Y","1993-06-11 23:23:09","2019-04-03 23:47:41","LS2BATCH","LS2BATCH","",""
"TUN  ","Tunis, Tunisia","TN","","N","Y","1993-06-11 23:23:09","2019-04-03 23:47:41","LS2BATCH","LS2BATCH","",""
"TUNMI","Tunica, MS","US","MS","N","Y","1994-05-27 15:51:08","2019-04-03 23:47:41","LS2BATCH","LS2BATCH","",""
"TUP  ","Tupelo, MS","US","MS","N","Y","1993-06-11 23:23:09","2019-04-03 23:47:42","LS2BATCH","LS2BATCH","",""
"TUR  ","Turin (Torino), Italy","IT","","N","Y","1993-06-11 23:23:09","2019-04-03 23:47:42","LS2BATCH","LS2BATCH","",""
"TUS  ","Tustin, CA","US","CA","N","Y","1993-06-11 23:23:09","2019-04-03 23:47:42","LS2BATCH","LS2BATCH","",""
"TVLE ","Thomasville, NC","US","NC","N","Y","1997-02-13 18:55:18","2019-04-03 23:47:42","LS2BATCH","LS2BATCH","",""
"TVS  ","Travis, TX","US","TX","N","Y","1993-06-11 23:23:09","2019-04-03 23:47:42","LS2BATCH","LS2BATCH","",""
"TWB  ","Twinsburg, OH","US","OH","N","Y","1993-06-11 23:23:09","2019-04-03 23:47:42","LS2BATCH","LS2BATCH","",""
"TWF  ","Twin Falls, ID","US","ID","N","Y","1993-06-11 23:23:09","2019-04-03 23:47:42","LS2BATCH","LS2BATCH","",""
"TWN  ","Twickenham, United Kingdom","GB","","N","Y","1993-06-11 23:23:09","2019-04-03 23:47:42","LS2BATCH","LS2BATCH","",""
"TXA  ","Texarkana, TX","US","TX","N","Y","1993-06-11 23:23:09","2019-04-03 23:47:42","LS2BATCH","LS2BATCH","",""
"UBE  ","Uberlingen, Germany","DE","","N","Y","1993-06-11 23:23:09","2019-04-03 23:47:42","LS2BATCH","LS2BATCH","",""
"UDI  ","Udine, Italy","IT","","N","Y","1993-06-11 23:23:09","2019-04-03 23:47:42","LS2BATCH","LS2BATCH","",""
"UMB  ","Upper Marlboro, MD","US","MD","N","Y","1993-06-11 23:23:09","2019-04-03 23:47:42","LS2BATCH","LS2BATCH","",""
"UMR  ","Umhlanga Rocks, South Africa","ZA","","N","Y","1993-06-11 23:23:09","2019-04-03 23:47:43","LS2BATCH","LS2BATCH","",""
"UNC  ","Union Cy, NJ","US","NJ","N","Y","1993-06-11 23:23:09","2019-04-03 23:47:43","LS2BATCH","LS2BATCH","",""
"UND  ","Uniondale, NY","US","NY","N","Y","1993-06-11 23:23:09","2019-04-03 23:47:43","LS2BATCH","LS2BATCH","",""
"UNI  ","University City, MO","US","MO","N","Y","1993-06-11 23:23:09","2019-04-03 23:47:43","LS2BATCH","LS2BATCH","",""
"UNK  ","UNKNOWN","US","","N","N","1999-11-22 17:00:52","2020-01-20 20:15:49","LS2BATCH","LS2BATCH","",""
"UNN  ","Union, NJ","US","NJ","N","Y","1997-06-25 15:57:27","2019-04-03 23:47:43","LS2BATCH","LS2BATCH","",""
"UNT  ","Uniontown, PA","US","PA","N","Y","1993-06-11 23:23:09","2019-04-03 23:47:43","LS2BATCH","LS2BATCH","",""
"UNV  ","Universal City, CA","US","CA","N","Y","1993-06-11 23:23:09","2019-04-03 23:47:43","LS2BATCH","LS2BATCH","",""
