"LEV_RID_LEND_EVENT","LEV_IID_INV_ID","LEV_FID_FAC_INV_ID","LEV_CDE_EVENT_TYPE","LEV_DTE_EFFECTIVE","LEV_PID_DEAL","LEV_PID_FACILITY","LEV_TSP_REC_CREATE","LEV_TSP_REC_UPDATE","LEV_UID_REC_CREATE","LEV_UID_REC_UPDATE","LEV_TXT_EVENT_CMT","LEV_RID_TRADE_TKT","LEV_CDE_BRANCH"
"G(EHQR7J","VWEHQEJI","","CFCAN","2020-07-10 00:00:00","IREFMCO3","","2020-10-08 13:38:57","2020-10-08 13:38:57","LIQSVR02","LIQSVR02","Cashflow from CBA AMSTERDAM(CG852), servicing group LOAN(alias:OL)(Amsterdam, Netherlands) for EUR 2,391,150.00.  Cashflow from CBA AMSTERDAM(CG852), servicing group LOAN(alias:OL)(Amsterdam, Netherlands) for GBP 5,005.00.","","CG852"
"G(EHQR8H","VWEHQEJI","","CRTP ","2020-07-10 00:00:00","IREFMCO3","","2020-10-08 13:39:47","2020-10-08 13:39:47","LIQSVR02","LIQSVR02","","","CG852"
"G(EHQR8L","VWEHQEJO","","CRTP ","2020-07-10 00:00:00","IREFMCO3","","2020-10-08 13:39:47","2020-10-08 13:39:47","LIQSVR02","LIQSVR02","","","CG852"
"G(EHQRDG","VWEHQEJI","","STA  ","2020-07-10 00:00:00","IREFMCO3","","2020-10-08 13:42:46","2020-10-08 13:42:46","LIQSVR02","LIQSVR02","Warnings occurred during validation: N","","CG852"
"G(EHQRDJ","VWEHQEJO","","STA  ","2020-07-10 00:00:00","IREFMCO3","","2020-10-08 13:42:46","2020-10-08 13:42:46","LIQSVR02","LIQSVR02","Warnings occurred during validation: N","","CG852"
"*MEHQRT1","VWEHQEJO","","APRVD","2020-07-10 00:00:00","IREFMCO3","","2020-10-08 13:46:38","2020-10-08 13:46:38","LIQUSR03","LIQUSR03","","","CG852"
"*HEHQS73","VWEHQEJI","","APRVD","2020-07-10 00:00:00","IREFMCO3","","2020-10-08 13:54:57","2020-10-08 13:54:57","LIQUSR02","LIQUSR02","","","CG852"
"*HEHQS7L","VWEHQEJI","","STSA ","2020-07-10 00:00:00","IREFMCO3","","2020-10-08 13:55:48","2020-10-08 13:55:48","LIQUSR02","LIQUSR02","Warnings occurred during validation: No","","CG852"
"*HEHQS7N","VWEHQEJO","","STSA ","2020-07-10 00:00:00","IREFMCO3","","2020-10-08 13:55:48","2020-10-08 13:55:48","LIQUSR02","LIQUSR02","Warnings occurred during validation: No","","CG852"
"*2EHQT9J","VWEHQEJI","","APPST","2020-07-10 00:00:00","IREFMCO3","","2020-10-08 14:17:28","2020-10-08 14:17:28","LIQAPP05","LIQAPP05","Approval completed.  Approver: AMSTERDAM, LIQAPP05. Job Function: Senior Deal Administrator; Ranking: 10. Location: Amsterdam, Netherlands.","","CG852"
"*2EHQT9S","VWEHQEJO","","APPST","2020-07-10 00:00:00","IREFMCO3","","2020-10-08 14:18:08","2020-10-08 14:18:08","LIQAPP05","LIQAPP05","Approval completed.  Approver: AMSTERDAM, LIQAPP05. Job Function: Senior Deal Administrator; Ranking: 10. Location: Amsterdam, Netherlands.","","CG852"
"G(EHQTKR","VWEHQEJO","","STA  ","2020-07-10 00:00:00","IREFMCO3","","2020-10-08 14:30:22","2020-10-08 14:30:22","LIQSVR02","LIQSVR02","Warnings occurred during validation: N","","CG852"
"G(EHQTKU","VWEHQEJI","","STA  ","2020-07-10 00:00:00","IREFMCO3","","2020-10-08 14:30:22","2020-10-08 14:30:22","LIQSVR02","LIQSVR02","Warnings occurred during validation: N","","CG852"
"*2EHQTOD","VWEHQEJI","","APRVD","2020-07-10 00:00:00","IREFMCO3","","2020-10-08 14:32:30","2020-10-08 14:32:30","LIQAPP05","LIQAPP05","","","CG852"
"G(EHQUVY","VWEHQEJO","","STSA ","2020-07-10 00:00:00","IREFMCO3","","2020-10-08 14:58:41","2020-10-08 14:58:41","LIQSVR02","LIQSVR02","Warnings occurred during validation: No","","CG852"
"G(EHQUW0","VWEHQEJI","","STSA ","2020-07-10 00:00:00","IREFMCO3","","2020-10-08 14:58:41","2020-10-08 14:58:41","LIQSVR02","LIQSVR02","Warnings occurred during validation: No","","CG852"
"AKEHQUZW","VWEHQEJO","","APPST","2020-07-10 00:00:00","IREFMCO3","","2020-10-08 15:01:01","2020-10-08 15:01:01","LIQAPP04","LIQAPP04","Approval completed.  Approver: AMSTERDAM, LIQAPP04. Job Function: Senior Deal Administrator; Ranking: 10. Location: Amsterdam, Netherlands.","","CG852"
"AJEHQVMX","VWEHQEJI","","APPST","2020-07-10 00:00:00","IREFMCO3","","2020-10-08 15:09:06","2020-10-08 15:09:06","LIQUSR03","LIQUSR03","Approval completed.  Approver: AMSTER, LIQUSER THREE. Job Function: Deal Administration Manager; Ranking: 10. Location: Amsterdam, Netherlands.","","CG852"
"ANEHR1L0","VWEHQEJI","","CFCAN","2020-07-10 00:00:00","IREFMCO3","","2020-10-08 16:14:18","2020-10-08 16:14:18","LIQUSR05","LIQUSR05","Cashflow to COMMONWEALTH BANK AU-OBU(CB022), servicing group LENDING(alias:OL)(Sydney, NSW,Australia) for EUR 8,900.00.  Cashflow from CBA AMSTERDAM(CG852), servicing group LOAN(alias:OL)(Amsterdam, Netherlands) for EUR 8,900.00.","","CG852"
"ANEHR1LH","VWEHQEJI","","CRTP ","2020-07-10 00:00:00","IREFMCO3","","2020-10-08 16:15:48","2020-10-08 16:15:48","LIQUSR05","LIQUSR05","","","CG852"
"ANEHR1LL","VWEHQEJO","","CRTP ","2020-07-10 00:00:00","IREFMCO3","","2020-10-08 16:15:48","2020-10-08 16:15:48","LIQUSR05","LIQUSR05","","","CG852"
"ANEHR1MB","VWEHQEJO","","STA  ","2020-07-10 00:00:00","IREFMCO3","","2020-10-08 16:16:41","2020-10-08 16:16:41","LIQUSR05","LIQUSR05","Warnings occurred during validation: N","","CG852"
"ANEHR1MF","VWEHQEJI","","STA  ","2020-07-10 00:00:00","IREFMCO3","","2020-10-08 16:16:41","2020-10-08 16:16:41","LIQUSR05","LIQUSR05","Warnings occurred during validation: N","","CG852"
"ANEHR1MM","VWEHQEJO","","CRTP ","2020-07-10 00:00:00","IREFMCO3","","2020-10-08 16:17:07","2020-10-08 16:17:07","LIQUSR05","LIQUSR05","","","CG852"
"ANEHR1MO","VWEHQEJI","","CRTP ","2020-07-10 00:00:00","IREFMCO3","","2020-10-08 16:17:07","2020-10-08 16:17:07","LIQUSR05","LIQUSR05","","","CG852"
"ANEHR1MV","VWEHQEJI","","FNDG ","","IREFMCO3","","2020-10-08 16:18:52","2020-10-08 16:18:52","LIQUSR05","LIQUSR05","Funding status changed to Needs Review. The following data, which may affect the details of the funding memo, has changed:            Fees Paid By Buyer           Fees Paid By Seller","","CG852"
"ANEHR1MW","VWEHQEJO","","FNDG ","","IREFMCO3","","2020-10-08 16:18:52","2020-10-08 16:18:52","LIQUSR05","LIQUSR05","Funding status changed to Needs Review. The following data, which may affect the details of the funding memo, has changed:            Fees Paid By Buyer           Fees Paid By Seller","","CG852"
"ANEHR1N3","VWEHQEJO","","STA  ","2020-07-10 00:00:00","IREFMCO3","","2020-10-08 16:22:11","2020-10-08 16:22:11","LIQUSR05","LIQUSR05","Warnings occurred during validation: N","","CG852"
"ANEHR1N6","VWEHQEJI","","STA  ","2020-07-10 00:00:00","IREFMCO3","","2020-10-08 16:22:11","2020-10-08 16:22:11","LIQUSR05","LIQUSR05","Warnings occurred during validation: N","","CG852"
"AIEHR1ZV","VWEHQEJO","","APRVD","2020-07-10 00:00:00","IREFMCO3","","2020-10-08 16:26:12","2020-10-08 16:26:12","LIQAPP04","LIQAPP04","","","CG852"
"ABEHR2TG","VWEHQEJO","","APPST","2020-07-10 00:00:00","IREFMCO3","","2020-10-08 16:46:39","2020-10-08 16:46:39","RPTSUP01","RPTSUP01","Approval completed.  Approver: SUPERVISOR, RODEL. Job Function: Deal Administration Manager; Ranking: 10. Location: Amsterdam, Netherlands.","","CG852"
"ALEHR36E","VWEHQEJI","","APPST","2020-07-10 00:00:00","IREFMCO3","","2020-10-08 16:50:33","2020-10-08 16:50:33","LIQUSR02","LIQUSR02","Approval completed.  Approver: AMSTER, LIQUSER. Job Function: Deal Administration Manager; Ranking: 10. Location: Amsterdam, Netherlands.","","CG852"
"42EHSA6L","42EHSA6I","","CRTE ","","42EHS9YE","","2020-10-09 11:17:07","2020-10-09 11:17:07","LIQUSR03","LIQUSR03","","","CG852"
"42EHSA6V","42EHSA6I","","CIRD ","2020-07-10 00:00:00","42EHS9YE","","2020-10-09 11:17:49","2020-10-09 11:17:49","LIQUSR03","LIQUSR03","Facility: FACILITY A circled for 1,000,000,000.00 EUR.","","CG852"
"42EHSA70","42EHSA6I","","PORTF","2020-07-10 00:00:00","42EHS9YE","","2020-10-09 11:18:03","2020-10-09 11:18:03","LIQUSR03","LIQUSR03","","","CG852"
"TYEHY5VO",".XEHY4TX","","APPST","2020-07-13 00:00:00",".XEHY4LC","","2020-10-12 15:33:11","2020-10-12 15:33:11","LIQAPCP3","LIQAPCP3","Approval completed.  Approver: MANUAL CP APPROVER 3, LIQ. Job Function: Deal Administration Manager; Ranking: 10. Location: Amsterdam, Netherlands.","","CG852"
"TJEHY687","TJEHY684","","CRTE ","",".XEHY4LC","","2020-10-12 15:35:01","2020-10-12 15:35:01","LIQUSR03","LIQUSR03","","","CG852"
"TJEHY68H","TJEHY684","","CIRD ","2020-07-13 00:00:00",".XEHY4LC","","2020-10-12 15:38:48","2020-10-12 15:38:48","LIQUSR03","LIQUSR03","Facility: FACILITY A circled for 400,000,000.00 AUD.","","CG852"
"TJEHY68N","TJEHY684","","STSA ","2020-07-13 00:00:00",".XEHY4LC","","2020-10-12 15:39:24","2020-10-12 15:39:24","LIQUSR03","LIQUSR03","Warnings occurred during validation: No","","CG852"
"T(EHY6L2","TJEHY684","","APPST","2020-07-13 00:00:00",".XEHY4LC","","2020-10-12 15:41:48","2020-10-12 15:41:48","LIQAPCP3","LIQAPCP3","Approval completed.  Approver: MANUAL CP APPROVER 3, LIQ. Job Function: Deal Administration Manager; Ranking: 10. Location: Amsterdam, Netherlands.","","CG852"
"#XEHOR3K","#XEHOR3G","","CRTE ","","#XEHOQ6X","","2020-10-07 11:41:30","2020-10-07 11:41:30","LIQSVR04","LIQSVR04","","","CG852"
"#:EHORD1","#XEHOR3G","","APPST","2020-07-09 00:00:00","#XEHOQ6X","","2020-10-07 11:47:12","2020-10-07 11:47:12","LIQSVR05","LIQSVR05","Approval completed.  Approver: AMSTERDAM, LIQSVR. Job Function: Senior Deal Administrator; Ranking: 10. Location: Amsterdam, Netherlands.","","CG852"
"#:EHORJJ","#XEHOR3G","","CLDT ","2020-07-09 00:00:00","#XEHOQ6X","","2020-10-07 11:51:03","2020-10-07 11:51:03","LIQSVR05","LIQSVR05","","","CG852"
"#XEHORWD","#XEHORW0","","CRTE ","","#XEHOQ6X","","2020-10-07 11:58:40","2020-10-07 11:58:40","LIQSVR04","LIQSVR04","","","CG852"
"#:EHOSPI","#XEHORW0","","STA  ","2020-07-09 00:00:00","#XEHOQ6X","","2020-10-07 12:16:16","2020-10-07 12:16:16","LIQSVR05","LIQSVR05","Warnings occurred during validation: N","","CG852"
"AIEHR208","VWEHQEJO","","FNDG ","","IREFMCO3","","2020-10-08 16:28:31","2020-10-08 16:28:31","LIQAPP04","LIQAPP04","Funding status changed to Funding.","","CG852"
"AIEHR207","VWEHQEJI","","FNDG ","","IREFMCO3","","2020-10-08 16:28:31","2020-10-08 16:28:31","LIQAPP04","LIQAPP04","Funding status changed to Funding.","","CG852"
"AIEHR26M","VWEHQEJI","","FNDG ","","IREFMCO3","","2020-10-08 16:34:43","2020-10-08 16:34:43","LIQAPP04","LIQAPP04","Funding status changed to Funding/Memo Sent.","","CG852"
"AIEHR26N","VWEHQEJO","","FNDG ","","IREFMCO3","","2020-10-08 16:34:43","2020-10-08 16:34:43","LIQAPP04","LIQAPP04","Funding status changed to Funding/Memo Sent.","","CG852"
"AXEHR2M4","VWEHQEJO","","STSA ","2020-07-10 00:00:00","IREFMCO3","","2020-10-08 16:42:17","2020-10-08 16:42:17","LIQAPP05","LIQAPP05","Warnings occurred during validation: No","","CG852"
"AXEHR2M7","VWEHQEJI","","STSA ","2020-07-10 00:00:00","IREFMCO3","","2020-10-08 16:42:17","2020-10-08 16:42:17","LIQAPP05","LIQAPP05","Warnings occurred during validation: No","","CG852"
"AXEHR2NR","VWEHQEJI","","CFREL","2020-07-10 00:00:00","IREFMCO3","","2020-10-08 16:53:10","2020-10-08 16:53:10","LIQAPP05","LIQAPP05","Cashflow from CBA AMSTERDAM(CG852), servicing group LOAN(alias:OL)(Amsterdam, Netherlands) for EUR 2,391,150.00.  Cashflow from CBA AMSTERDAM(CG852), servicing group LOAN(alias:OL)(Amsterdam, Netherlands) for GBP 5,005.00.","","CG852"
"AXEHR2NP","VWEHQEJI","","CFREL","2020-07-10 00:00:00","IREFMCO3","","2020-10-08 16:53:10","2020-10-08 16:53:10","LIQAPP05","LIQAPP05","Cashflow to COMMONWEALTH BANK AU-OBU(CB022), servicing group LENDING(alias:OL)(Sydney, NSW,Australia) for EUR 2,391,150.00.  Cashflow to COMMONWEALTH BANK AU-OBU(CB022), servicing group LENDING(alias:OL)(Sydney, NSW,Australia) for GBP 5,005.00.","","CG852"
".XEHY4U1",".XEHY4TX","","CRTE ","",".XEHY4LC","","2020-10-12 15:30:01","2020-10-12 15:30:01","LIQUSR03","LIQUSR03","","","CG852"
".XEHY4UB",".XEHY4TX","","CIRD ","2020-07-13 00:00:00",".XEHY4LC","","2020-10-12 15:30:38","2020-10-12 15:30:38","LIQUSR03","LIQUSR03","Facility: FACILITY A circled for 600,000,000.00 AUD.","","CG852"
".XEHY4UG",".XEHY4TX","","PORTF","2020-07-13 00:00:00",".XEHY4LC","","2020-10-12 15:30:48","2020-10-12 15:30:48","LIQUSR03","LIQUSR03","","","CG852"
".XEHY4UL",".XEHY4TX","","STSA ","2020-07-13 00:00:00",".XEHY4LC","","2020-10-12 15:31:04","2020-10-12 15:31:04","LIQUSR03","LIQUSR03","Warnings occurred during validation: No","","CG852"
"T;EHY7BY",".XEHY4TX","","CLDT ","2020-07-13 00:00:00",".XEHY4LC","","2020-10-12 15:44:01","2020-10-12 15:44:01","LIQAPCP3","LIQAPCP3","","","CG852"
"T;EHY7C1","TJEHY684","","CLDT ","2020-07-13 00:00:00",".XEHY4LC","","2020-10-12 15:44:01","2020-10-12 15:44:01","LIQAPCP3","LIQAPCP3","","","CG852"
"@5EI03JU","@5EI03EZ","","PORTF","2021-03-01 00:00:00","@EEI01UV","","2020-10-13 14:43:33","2020-10-13 14:43:33","LIQUSR05","LIQUSR05","","","CG852"
"@5EI03K3","@5EI03EZ","","STSA ","2021-03-01 00:00:00","@EEI01UV","","2020-10-13 14:43:41","2020-10-13 14:43:41","LIQUSR05","LIQUSR05","Warnings occurred during validation: No","","CG852"
"@5EI03F3","@5EI03EZ","","CRTE ","","@EEI01UV","","2020-10-13 14:40:41","2020-10-13 14:40:41","LIQUSR05","LIQUSR05","","","CG852"
"@5EI03J5","@5EI03EZ","","CIRD ","2021-03-01 00:00:00","@EEI01UV","","2020-10-13 14:43:08","2020-10-13 14:43:08","LIQUSR05","LIQUSR05","Facility: 10M_FAC_AGNCY_AUD circled for 6,000,000.00 AUD.","","CG852"
"@5EI03LI","@5EI03LF","","CRTE ","","@EEI01UV","","2020-10-13 14:44:32","2020-10-13 14:44:32","LIQUSR05","LIQUSR05","","","CG852"
"#XEHOR5C","#XEHOR3G","","CIRD ","2020-07-09 00:00:00","#XEHOQ6X","","2020-10-07 11:42:34","2020-10-07 11:42:34","LIQSVR04","LIQSVR04","Facility: RPA 100M FACILITY circled for 100,000,000.00 EUR.","","CG852"
"#XEHOR9T","#XEHOR3G","","PORTF","2020-07-09 00:00:00","#XEHOQ6X","","2020-10-07 11:45:16","2020-10-07 11:45:16","LIQSVR04","LIQSVR04","","","CG852"
"#XEHORAC","#XEHOR3G","","STSA ","2020-07-09 00:00:00","#XEHOQ6X","","2020-10-07 11:45:35","2020-10-07 11:45:35","LIQSVR04","LIQSVR04","Warnings occurred during validation: No","","CG852"
"#XEHOS8U","#XEHORW0","","PORTF","2020-07-09 00:00:00","#XEHOQ6X","","2020-10-07 12:06:17","2020-10-07 12:06:17","LIQSVR04","LIQSVR04","","","CG852"
"#XEHOS91","#XEHORW0","","STA  ","2020-07-09 00:00:00","#XEHOQ6X","","2020-10-07 12:06:24","2020-10-07 12:06:24","LIQSVR04","LIQSVR04","Warnings occurred during validation: N","","CG852"
"#:EHOSBJ","#XEHORW0","","APRVD","2020-07-09 00:00:00","#XEHOQ6X","","2020-10-07 12:07:53","2020-10-07 12:07:53","LIQSVR05","LIQSVR05","","","CG852"
"#:EHOSKM","#XEHORW0","","CRTP ","2020-07-09 00:00:00","#XEHOQ6X","","2020-10-07 12:13:21","2020-10-07 12:13:21","LIQSVR05","LIQSVR05","","","CG852"
"VSEHQEZ0","VWEHQEJI","","APRVD","2020-07-10 00:00:00","IREFMCO3","","2020-10-08 08:45:20","2020-10-08 08:45:20","LIQSVR05","LIQSVR05","","","CG852"
"?(EI1Q3V","DXEI1OTG","","APPST","2021-03-10 00:00:00","D3EI1MRL","","2020-10-14 14:49:15","2020-10-14 14:49:15","JANICEA1","JANICEA1","Approval completed.  Approver: JANICEA1, JANICEA1. Job Function: Deal Administration Manager; Ranking: 10. Location: Amsterdam, Netherlands.","","CG852"
"BPEI37JW","BPEI37JU","","CRTE ","","#+EI35Q6","","2020-10-15 09:11:46","2020-10-15 09:11:46","JAQUITAN","JAQUITAN","","","CG852"
"BPEI37KP","BPEI37JU","","CIRD ","2021-03-05 00:00:00","#+EI35Q6","","2020-10-15 09:12:47","2020-10-15 09:12:47","JAQUITAN","JAQUITAN"," ","","CG852"
"BPEI37LA","BPEI37L6","","CRTE ","","#+EI35Q6","","2020-10-15 09:13:22","2020-10-15 09:13:22","JAQUITAN","JAQUITAN","","","CG852"
"BPEI37QV","BPEI37JU","","CAN  ","2021-03-05 00:00:00","#+EI35Q6","","2020-10-15 09:24:25","2020-10-15 09:24:25","JAQUITAN","JAQUITAN","Lender commitment cancelled effective 05-Mar-2021. Reason: Other.","","CG852"
"BPEI37R4","BPEI37L6","","CAN  ","2021-03-05 00:00:00","#+EI35Q6","","2020-10-15 09:24:41","2020-10-15 09:24:41","JAQUITAN","JAQUITAN","Lender commitment cancelled effective 05-Mar-2021. Reason: Other.","","CG852"
"BPEI37RC","BPEI37RA","","CRTE ","","#+EI35Q6","","2020-10-15 09:25:11","2020-10-15 09:25:11","JAQUITAN","JAQUITAN","","","CG852"
"BPEI37RP","BPEI37RL","","CRTE ","","#+EI35Q6","","2020-10-15 09:26:10","2020-10-15 09:26:10","JAQUITAN","JAQUITAN","","","CG852"
"BPEI37S4","BPEI37RA","","CIRD ","2021-03-05 00:00:00","#+EI35Q6","","2020-10-15 09:27:40","2020-10-15 09:27:40","JAQUITAN","JAQUITAN","Facility: FAC_USD circled for 6,000,000.00 USD.","","CG852"
"BPEI37SA","BPEI37RL","","CIRD ","2021-03-05 00:00:00","#+EI35Q6","","2020-10-15 09:27:56","2020-10-15 09:27:56","JAQUITAN","JAQUITAN","Facility: FAC_USD circled for 4,000,000.00 USD.","","CG852"
"BPEI37SF","BPEI37RL","","PORTF","2021-03-05 00:00:00","#+EI35Q6","","2020-10-15 09:28:07","2020-10-15 09:28:07","JAQUITAN","JAQUITAN","","","CG852"
"BPEI37SP","BPEI37RL","","STSA ","2021-03-05 00:00:00","#+EI35Q6","","2020-10-15 09:28:11","2020-10-15 09:28:11","JAQUITAN","JAQUITAN","Warnings occurred during validation: No","","CG852"
"BKEI385P","BPEI37RL","","APPST","2021-03-05 00:00:00","#+EI35Q6","","2020-10-15 09:31:46","2020-10-15 09:31:46","MANZANOS","MANZANOS","Approval completed.  Approver: APPROVER1, SHINE. Job Function: Deal Administration Manager; Ranking: 10. Location: Amsterdam, Netherlands.","","CG852"
"BKEI3870","BPEI37RL","","CLDT ","2021-03-05 00:00:00","#+EI35Q6","","2020-10-15 09:32:17","2020-10-15 09:32:17","MANZANOS","MANZANOS","","","CG852"
"BKEI3875","BPEI37RA","","CLDT ","2021-03-05 00:00:00","#+EI35Q6","","2020-10-15 09:32:19","2020-10-15 09:32:19","MANZANOS","MANZANOS","","","CG852"
"*4EI53TW","*4EI53TT","","CRTE ","","*4EI53P2","","2020-10-16 09:39:54","2020-10-16 09:39:54","ARFELI01","ARFELI01","","","CG852"
"*4EI53UB","*4EI53TT","","PORTF","2021-03-08 00:00:00","*4EI53P2","","2020-10-16 09:43:05","2020-10-16 09:43:05","ARFELI01","ARFELI01","","","CG852"
"*4EI53UF","*4EI53TT","","CIRD ","2021-03-08 00:00:00","*4EI53P2","","2020-10-16 09:43:59","2020-10-16 09:43:59","ARFELI01","ARFELI01","Facility: CEU_FAC_16102020091820FAW circled for 100,000.00 EUR.","","CG852"
"@2EI04J1","@5EI03LF","","APPST","2021-03-01 00:00:00","@EEI01UV","","2020-10-13 14:49:19","2020-10-13 14:49:19","LIQSVR05","LIQSVR05","Approval completed.  Approver: AMSTERDAM, LIQSVR. Job Function: Senior Deal Administrator; Ranking: 10. Location: Amsterdam, Netherlands.","","CG852"
"@SEHZYEY","@SEHZYBS","","CIRD ","2021-03-01 00:00:00",")YEHXS7X","","2020-10-13 15:53:54","2020-10-13 15:53:54","RPTINP01","RPTINP01","Facility: FACILITY B circled for 70,000,000.00 EUR.","","CG852"
"DXEI1OT1","DXEI1OSZ","","CRTE ","","D3EI1MRL","","2020-10-14 14:16:46","2020-10-14 14:16:46","JAQUITAN","JAQUITAN","","","CG852"
"DXEI1OTK","DXEI1OTG","","CRTE ","","D3EI1MRL","","2020-10-14 14:21:08","2020-10-14 14:21:08","JAQUITAN","JAQUITAN","","","CG852"
"DXEI1OYD","DXEI1OTG","","CIRD ","2021-03-03 00:00:00","D3EI1MRL","","2020-10-14 14:24:26","2020-10-14 14:24:26","JAQUITAN","JAQUITAN","Facility: SYNDICATED_NOK_FAC1_OA circled for 8,000,000.00 NOK.","","CG852"
"DXEI1OYO","DXEI1OTG","","PORTF","2021-03-09 00:00:00","D3EI1MRL","","2020-10-14 14:24:38","2020-10-14 14:24:38","JAQUITAN","JAQUITAN","","","CG852"
"DXEI1OYY","DXEI1OTG","","STSA ","2021-03-09 00:00:00","D3EI1MRL","","2020-10-14 14:24:41","2020-10-14 14:24:41","JAQUITAN","JAQUITAN","Warnings occurred during validation: No","","CG852"
"?(EI1QAH","DXEI1OTG","","CLDT ","2021-03-03 00:00:00","D3EI1MRL","","2020-10-14 14:52:56","2020-10-14 14:52:56","JANICEA1","JANICEA1","","","CG852"
"?(EI1QAM","DXEI1OSZ","","CLDT ","2021-03-03 00:00:00","D3EI1MRL","","2020-10-14 14:52:57","2020-10-14 14:52:57","JANICEA1","JANICEA1","","","CG852"
":6EI3GLH",":6EI3GL0","","CIRD ","2021-03-08 00:00:00",":6EI3GEF","","2020-10-15 12:14:20","2020-10-15 12:14:20","LIQUSR03","LIQUSR03","Facility: FACILITY A circled for 400,000.00 AUD.  Facility: FACILITY B circled for 400,000.00 AUD.","","CG852"
"Q4EI3HGE","Q4EI3HGC","","CRTE ","",":6EI3GEF","","2020-10-15 12:17:36","2020-10-15 12:17:36","LIQUSR03","LIQUSR03","","","CG852"
":YEI3I6I",":YEI3I6G","","CRTE ","",":YEI3G9Q","","2020-10-15 13:51:15","2020-10-15 13:51:15","CESSINP1","CESSINP1","","","CG852"
":YEI3NHH",":YEI3NHF","","CRTE ","",":YEI3LNB","","2020-10-15 15:45:47","2020-10-15 15:45:47","CESSINP1","CESSINP1","","","CG852"
"C9EI044E","@5EI03EZ","","CLDT ","2021-03-01 00:00:00","@EEI01UV","","2020-10-13 14:51:37","2020-10-13 14:51:37","LIQSVR04","LIQSVR04","","","CG852"
"C9EI044H","@5EI03LF","","CLDT ","2021-03-01 00:00:00","@EEI01UV","","2020-10-13 14:51:45","2020-10-13 14:51:45","LIQSVR04","LIQSVR04","","","CG852"
"@SEHZY9L","@SEHZY0O","","PORTF","2021-03-01 00:00:00",")YEHXS7X","","2020-10-13 15:50:41","2020-10-13 15:50:41","RPTINP01","RPTINP01","","","CG852"
"@SEHZYAA","@SEHZY0O","","STSA ","2021-03-01 00:00:00",")YEHXS7X","","2020-10-13 15:51:10","2020-10-13 15:51:10","RPTINP01","RPTINP01","Warnings occurred during validation: No","","CG852"
"@SEHZYBU","@SEHZYBS","","CRTE ","",")YEHXS7X","","2020-10-13 15:52:07","2020-10-13 15:52:07","RPTINP01","RPTINP01","","","CG852"
"$QEI1OPI","$QEI1OP4","","CIRD ","2021-03-03 00:00:00","$QEI1OJW","","2020-10-14 13:08:24","2020-10-14 13:08:24","LIQUSR03","LIQUSR03","Facility: FACILITY A circled for 400,000,000.00 AUD.","","CG852"
"$QEI1OPN","$QEI1OP4","","PORTF","2021-03-03 00:00:00","$QEI1OJW","","2020-10-14 13:08:36","2020-10-14 13:08:36","LIQUSR03","LIQUSR03","","","CG852"
"$QEI1OPS","$QEI1OP4","","STSA ","2021-03-03 00:00:00","$QEI1OJW","","2020-10-14 13:08:52","2020-10-14 13:08:52","LIQUSR03","LIQUSR03","Warnings occurred during validation: No","","CG852"
"DZEI1PR1","$QEI1OP4","","APPST","2021-03-03 00:00:00","$QEI1OJW","","2020-10-14 13:10:45","2020-10-14 13:10:45","LIQAPCP3","LIQAPCP3","Approval completed.  Approver: MANUAL CP APPROVER 3, LIQ. Job Function: Deal Administration Manager; Ranking: 10. Location: Amsterdam, Netherlands.","","CG852"
"@SEHZY0S","@SEHZY0O","","CRTE ","",")YEHXS7X","","2020-10-13 15:44:40","2020-10-13 15:44:40","RPTINP01","RPTINP01","","","CG852"
"@SEHZY80","@SEHZY0O","","CIRD ","2021-03-01 00:00:00",")YEHXS7X","","2020-10-13 15:49:44","2020-10-13 15:49:44","RPTINP01","RPTINP01","Facility: FACILITY B circled for 30,000,000.00 EUR.","","CG852"
"CHEHZYSU","@SEHZY0O","","APPST","2021-03-01 00:00:00",")YEHXS7X","","2020-10-13 16:00:46","2020-10-13 16:00:46","RPTMGR01","RPTMGR01","Approval completed.  Approver: MANAGER, RODEL. Job Function: Deal Administration Manager; Ranking: 10. Location: Amsterdam, Netherlands.","","CG852"
"CHEHZZBU","@SEHZY0O","","CLDT ","2021-03-01 00:00:00",")YEHXS7X","","2020-10-13 16:13:36","2020-10-13 16:13:36","RPTMGR01","RPTMGR01","","","CG852"
"CHEHZZBZ","@SEHZYBS","","CLDT ","2021-03-01 00:00:00",")YEHXS7X","","2020-10-13 16:13:56","2020-10-13 16:13:56","RPTMGR01","RPTMGR01","","","CG852"
")=EIAU4R",")=EIAU49","","PORTF","2021-03-08 00:00:00",")=EIATZI","","2020-10-19 12:46:27","2020-10-19 12:46:27","ARFELI01","ARFELI01","","","CG852"
"E=EIAUUT",")=EIAU49","","CLDT ","2021-03-08 00:00:00",")=EIATZI","","2020-10-19 12:55:16","2020-10-19 12:55:16","ARFELM01","ARFELM01","","","CG852"
":YEI3L3S",":YEI3L3Q","","CRTE ","",":YEI3J7H","","2020-10-15 14:54:10","2020-10-15 14:54:10","CESSINP1","CESSINP1","","","CG852"
")6EIASJC",")6EIASIY","","CRTE ","",")(EIAR32","","2020-10-19 11:18:12","2020-10-19 11:18:12","DELINP01","DELINP01","","","CG852"
")6EIASJQ",")6EIASJD","","CRTE ","",")(EIAR32","","2020-10-19 11:18:12","2020-10-19 11:18:12","DELINP01","DELINP01","","","CG852"
