"TRE_RID_OBJECT","TRE_CDE_ACTION","TRE_DTE_EFFECTIVE","TRE_RID_TRAN_EVENT","TRE_IND_ACTIVE","TRE_TSP_REC_CREATE","TRE_TSP_REC_UPDATE","TRE_UID_REC_CREATE","TRE_UID_REC_UPDATE","TRE_CDE_TIP_TYPE","TRE_RID_TIP","TRE_NUM_LENDER_CNT","TRE_CDE_OBJ_TYP","TRE_CDE_VOL_TRACK","TRE_NUM_PART_CNT","TRE_DTE_EFFCT_PREV","TRE_TXT_COMMENT","TRE_CDE_BRANCH"
"!AEHAN38","RELSD","2021-01-11 00:00:00","!PEHAO8V","Y","2020-09-29 23:57:35","2020-09-29 23:57:35","MGRELY01","MGRELY01","","","","REMIT","","","","",""
"!AEHAN38","STA  ","2021-01-11 00:00:00","!AEHAN3J","Y","2020-09-29 23:46:03","2020-09-29 23:46:03","INPELY01","INPELY01","","","","REMIT","","","","Warnings occurred during validation: N",""
"!AEHAN3L","APRVD","2021-01-11 00:00:00","!!EHANW7","Y","2020-09-29 23:51:58","2020-09-29 23:51:58","SUPELY01","SUPELY01","","","","REMIT","","","","Partially approved.  Approver: SUPLIQ, SUPLIQ L. Job Function: Deal Administration Manager; Ranking: 10. Location: .",""
"!AEHAN3L","APRVD","2021-01-11 00:00:00","!PEHAO8Q","Y","2020-09-29 23:56:22","2020-09-29 23:56:22","MGRELY01","MGRELY01","","","","REMIT","","","","Approval completed.  Approver: MGRLIQ, MGRLIQ L. Job Function: Deal Administration Manager; Ranking: 10. Location: .",""
"!AEHAN3L","NEW  ","2021-01-11 00:00:00","!AEHAN3P","Y","2020-09-29 23:46:38","2020-09-29 23:46:38","INPELY01","INPELY01","","","","REMIT","","","","",""
"!AEHAN3L","RELSD","2021-01-11 00:00:00","!PEHAO91","Y","2020-09-29 23:58:07","2020-09-29 23:58:07","MGRELY01","MGRELY01","","","","REMIT","","","","",""
"!AEHAN3L","STA  ","2021-01-11 00:00:00","!AEHANBN","Y","2020-09-29 23:47:01","2020-09-29 23:47:01","INPELY01","INPELY01","","","","REMIT","","","","Warnings occurred during validation: N",""
"!AEHANBP","APRVD","2021-01-11 00:00:00","!!EHANW9","Y","2020-09-29 23:52:33","2020-09-29 23:52:33","SUPELY01","SUPELY01","","","","REMIT","","","","Partially approved.  Approver: SUPLIQ, SUPLIQ L. Job Function: Deal Administration Manager; Ranking: 10. Location: .",""
"!AEHANBP","APRVD","2021-01-11 00:00:00","!PEHAO8T","Y","2020-09-29 23:56:59","2020-09-29 23:56:59","MGRELY01","MGRELY01","","","","REMIT","","","","Approval completed.  Approver: MGRLIQ, MGRLIQ L. Job Function: Deal Administration Manager; Ranking: 10. Location: .",""
"!AEHANBP","NEW  ","2021-01-11 00:00:00","!AEHANBT","Y","2020-09-29 23:47:41","2020-09-29 23:47:41","INPELY01","INPELY01","","","","REMIT","","","","",""
"!AEHANBP","RELSD","2021-01-11 00:00:00","!PEHAO95","Y","2020-09-29 23:58:39","2020-09-29 23:58:39","MGRELY01","MGRELY01","","","","REMIT","","","","",""
"!AEHANBP","STA  ","2021-01-11 00:00:00","!AEHANJR","Y","2020-09-29 23:48:02","2020-09-29 23:48:02","INPELY01","INPELY01","","","","REMIT","","","","Warnings occurred during validation: N",""
"!BEK3XCK","APRVD","2021-11-08 00:00:00","!:EK3XP8","Y","2020-11-23 16:08:07","2020-11-23 16:08:07","MGRRON01","MGRRON01","","","","GTR  ","","","","Approval completed.  Approver: MGRLIQ, MGRLIQ L. Job Function: Deal Administration Manager; Ranking: 10. Location: .",""
"!BEK3XCK","NEW  ","2021-11-08 00:00:00","!BEK3XCL","Y","2020-11-23 16:02:59","2020-11-23 16:02:59","INPRON01","INPRON01","","","","GTR  ","","","","",""
"!BEK3XCK","RELSD","2021-11-08 00:00:00","!:EK3XP9","Y","2020-11-23 16:09:02","2020-11-23 16:09:02","MGRRON01","MGRRON01","","","","GTR  ","","","","",""
"!BEK3XCK","STA  ","2021-11-08 00:00:00","!BEK3XCT","Y","2020-11-23 16:05:32","2020-11-23 16:05:32","INPRON01","INPRON01","","","","GTR  ","","","","Warnings occurred during validation: N",""
"!DEK3SDD","CFCAN","2021-11-02 00:00:00","!DEK3SE5","Y","2020-11-23 16:08:30","2020-11-23 16:08:30","C116594 ","C116594 ","CFL  ","!DEK3SDD","","CFL  ","","","","",""
"!DEK3SDD","CFREL","2021-11-02 00:00:00","!DEK3SDY","Y","2020-11-23 16:05:09","2020-11-23 16:05:09","C116594 ","C116594 ","CFL  ","!DEK3SDD","","CFL  ","","","","",""
"!DEK3SE7","CFCAN","2021-11-02 00:00:00","!DEK3SEZ","Y","2020-11-23 16:09:56","2020-11-23 16:09:56","C116594 ","C116594 ","CFL  ","!DEK3SE7","","CFL  ","","","","",""
"!DEK3SE7","CFREL","2021-11-02 00:00:00","!DEK3SES","Y","2020-11-23 16:09:24","2020-11-23 16:09:24","C116594 ","C116594 ","CFL  ","!DEK3SE7","","CFL  ","","","","",""
"!DEK3SF1","CFCAN","2021-11-02 00:00:00","9QEK5WTB","Y","2020-11-24 19:36:32","2020-11-24 19:36:32","C116594 ","C116594 ","CFL  ","!DEK3SF1","","CFL  ","","","","",""
"!DEK3SF1","CFREL","2021-11-02 00:00:00","!DEK3SFM","Y","2020-11-23 16:13:36","2020-11-23 16:13:36","C116594 ","C116594 ","CFL  ","!DEK3SF1","","CFL  ","","","","",""
"!EEIPWD5","EXMSD","2021-06-08 00:00:00","!EEIPWER","Y","2020-10-27 14:35:45","2020-10-27 14:35:45","INPALN01","INPALN01","","","","FMC  ","","","","Externally Generated Notices",""
"!GEG56NW","APRVD","2020-06-02 00:00:00","!0EG56WG","Y","2020-09-07 14:33:31","2020-09-07 14:33:31","RPTSUP01","RPTSUP01","","","","ACP  ","","","","Approval completed.  Approver: SUPERVISOR, RODEL. Job Function: Deal Administration Manager; Ranking: 10. Location: Amsterdam, Netherlands. Warnings occurred during validation.","CG852"
"!GEG56NW","CFREL","2020-06-01 00:00:00","PJEG5DSQ","Y","2020-09-07 17:02:06","2020-09-07 17:02:06","RPTMGR01","RPTMGR01","","","","ACP  ","","","","Cashflow to CUSTAMSTER, servicing group MARTILLANO(alias:CM)(Amsterdam, Netherlands) for EUR 0.78.","CG852"
"!GEG56NW","CSHFL","2020-06-03 00:00:00","PJEG5DSS","Y","2020-09-07 17:02:06","2020-09-07 17:02:06","RPTMGR01","RPTMGR01","","","","ACP  ","","","","","CG852"
"!GEG56NW","GENLS","2020-06-02 00:00:00","!GEG56PD","Y","2020-09-07 14:29:22","2020-09-07 14:29:22","CMARTILL","CMARTILL","","","","ACP  ","","","","","CG852"
"!GEG56NW","NEW  ","2020-06-02 00:00:00","!GEG56NY","Y","2020-09-07 14:29:22","2020-09-07 14:29:22","CMARTILL","CMARTILL","","","","ACP  ","","","","MCP_OST_REV_RLSED_TC003","CG852"
"!GEG56NW","RELSD","2020-06-01 00:00:00","PJEG5DSW","Y","2020-09-07 17:02:06","2020-09-07 17:02:06","RPTMGR01","RPTMGR01","","","","ACP  ","","","","","CG852"
"!GEG56NW","STA  ","2020-06-02 00:00:00","!GEG56UU","Y","2020-09-07 14:32:31","2020-09-07 14:32:31","CMARTILL","CMARTILL","","","","ACP  ","","","","Warnings occurred during validation: Y","CG852"
"!GEG56RY","CFREL","2020-06-03 00:00:00","PJEG5DSO","Y","2020-09-07 17:02:06","2020-09-07 17:02:06","RPTMGR01","RPTMGR01","CFL  ","!GEG56RY","","CFL  ","","","","",""
"!GEG56RY","CSHFL","2020-06-03 00:00:00","PJEG5DSP","Y","2020-09-07 17:02:06","2020-09-07 17:02:06","RPTMGR01","RPTMGR01","CFL  ","!GEG56RY","","CFL  ","","","","",""
"!GEG58BI","CFREL","2020-06-02 00:00:00","PJEG59P4","Y","2020-09-07 15:30:29","2020-09-07 15:30:29","RPTMGR01","RPTMGR01","CFL  ","!GEG58BI","","CFL  ","","","","",""
"!GEG58BI","CSHFL","2020-06-02 00:00:00","PJEG59P5","Y","2020-09-07 15:30:29","2020-09-07 15:30:29","RPTMGR01","RPTMGR01","CFL  ","!GEG58BI","","CFL  ","","","","",""
"!GEG58KC","CFREL","2020-06-02 00:00:00","!0EG595D","Y","2020-09-07 15:21:42","2020-09-07 15:21:42","RPTSUP01","RPTSUP01","CFL  ","!GEG58KC","","CFL  ","","","","",""
"!GEG58KC","CSHFL","2020-06-02 00:00:00","!0EG595E","Y","2020-09-07 15:21:42","2020-09-07 15:21:42","RPTSUP01","RPTSUP01","CFL  ","!GEG58KC","","CFL  ","","","","",""
"!GEG59RI","APRVD","2020-06-02 00:00:00","PJEG5ABY","Y","2020-09-07 15:47:41","2020-09-07 15:47:41","RPTMGR01","RPTMGR01","","","","OTR  ","","","","Approval completed.  Approver: MANAGER, RODEL. Job Function: Deal Administration Manager; Ranking: 10. Location: Amsterdam, Netherlands.","CG852"
"!GEG59RI","CFCAN","2020-06-02 00:00:00","!GEG5PRA","Y","2020-09-07 21:21:00","2020-09-07 21:21:00","CMARTILL","CMARTILL","","","","OTR  ","","","","Cashflow from CUSTAMSTER, servicing group MARTILLANO(alias:CM)(Amsterdam, Netherlands) for EUR 500.00.","CG852"
"!GEG59RI","CFREL","2020-06-02 00:00:00","PJEG5ACT","Y","2020-09-07 15:48:17","2020-09-07 15:48:17","RPTMGR01","RPTMGR01","","","","OTR  ","","","","Cashflow from CUSTAMSTER, servicing group MARTILLANO(alias:CM)(Amsterdam, Netherlands) for EUR 500.00.","CG852"
"!GEG59RI","GENLS","2020-06-02 00:00:00","!GEG59TN","Y","2020-09-07 15:36:40","2020-09-07 15:36:40","CMARTILL","CMARTILL","","","","OTR  ","","","","","CG852"
"!GEG59RI","NEW  ","2020-06-02 00:00:00","!GEG59RJ","Y","2020-09-07 15:36:40","2020-09-07 15:36:40","CMARTILL","CMARTILL","","","","OTR  ","","","","new principal payment tc02 CASS","CG852"
"!GEG59RI","STA  ","2020-06-02 00:00:00","!GEG59V6","Y","2020-09-07 15:37:32","2020-09-07 15:37:32","CMARTILL","CMARTILL","","","","OTR  ","","","","Warnings occurred during validation: N","CG852"
"!GEG59TY","CFCAN","2020-06-03 00:00:00","!GEG5PR6","Y","2020-09-07 21:21:00","2020-09-07 21:21:00","CMARTILL","CMARTILL","CFL  ","!GEG59TY","","CFL  ","","","","",""
"!GEG59TY","CFREL","2020-06-02 00:00:00","PJEG5ACS","Y","2020-09-07 15:48:17","2020-09-07 15:48:17","RPTMGR01","RPTMGR01","CFL  ","!GEG59TY","","CFL  ","","","","",""
"!GEG59VF","APRVD","2020-06-02 00:00:00","PJEG5A4I","Y","2020-09-07 15:43:11","2020-09-07 15:43:11","RPTMGR01","RPTMGR01","","","","ACP  ","","","","Approval completed.  Approver: MANAGER, RODEL. Job Function: Deal Administration Manager; Ranking: 10. Location: Amsterdam, Netherlands.","CG852"
"!GEG59VF","CFCAN","2020-06-02 00:00:00","!GEG5PEZ","Y","2020-09-07 21:13:36","2020-09-07 21:13:36","CMARTILL","CMARTILL","","","","ACP  ","","","","Cashflow from CUSTAMSTER, servicing group MARTILLANO(alias:CM)(Amsterdam, Netherlands) for EUR 0.58.","CG852"
"!GEG59VF","CFREL","2020-06-02 00:00:00","PJEG5A4V","Y","2020-09-07 15:43:24","2020-09-07 15:43:24","RPTMGR01","RPTMGR01","","","","ACP  ","","","","Cashflow from CUSTAMSTER, servicing group MARTILLANO(alias:CM)(Amsterdam, Netherlands) for EUR 0.58.","CG852"
"!GEG59VF","GENLS","2020-06-02 00:00:00","!GEG59W2","Y","2020-09-07 15:38:12","2020-09-07 15:38:12","CMARTILL","CMARTILL","","","","ACP  ","","","","","CG852"
"!GEG59VF","NEW  ","2020-06-02 00:00:00","!GEG59VH","Y","2020-09-07 15:38:12","2020-09-07 15:38:12","CMARTILL","CMARTILL","","","","ACP  ","","","","Amount generated by: Cycle Due tc03","CG852"
"!GEG59VF","STA  ","2020-06-02 00:00:00","!GEG59ZK","Y","2020-09-07 15:40:10","2020-09-07 15:40:10","CMARTILL","CMARTILL","","","","ACP  ","","","","Warnings occurred during validation: N","CG852"
"!GEG59WG","CFCAN","2020-06-03 00:00:00","!GEG5PEV","Y","2020-09-07 21:13:36","2020-09-07 21:13:36","CMARTILL","CMARTILL","CFL  ","!GEG59WG","","CFL  ","","","","",""
"!GEG59WG","CFREL","2020-06-02 00:00:00","PJEG5A4U","Y","2020-09-07 15:43:24","2020-09-07 15:43:24","RPTMGR01","RPTMGR01","CFL  ","!GEG59WG","","CFL  ","","","","",""
"!GEG5CGU","APRVD","2020-06-03 00:00:00","PJEG5CLL","Y","2020-09-07 16:36:26","2020-09-07 16:36:26","RPTMGR01","RPTMGR01","","","","OTR  ","","","","Approval completed.  Approver: MANAGER, RODEL. Job Function: Deal Administration Manager; Ranking: 10. Location: Amsterdam, Netherlands. Warnings occurred during validation.","CG852"
"!GEG5CGU","CFREL","2020-06-01 00:00:00","PJEG5CSJ","Y","2020-09-07 16:41:00","2020-09-07 16:41:00","RPTMGR01","RPTMGR01","","","","OTR  ","","","","Cashflow to CUSTAMSTER, servicing group MARTILLANO(alias:CM)(Amsterdam, Netherlands) for EUR 2,700.00.","CG852"
"!GEG5CGU","CSHFL","2020-06-03 00:00:00","PJEG5CSL","Y","2020-09-07 16:41:00","2020-09-07 16:41:00","RPTMGR01","RPTMGR01","","","","OTR  ","","","","","CG852"
"!GEG5CGU","GENLS","2020-06-03 00:00:00","!GEG5CI2","Y","2020-09-07 16:34:22","2020-09-07 16:34:22","CMARTILL","CMARTILL","","","","OTR  ","","","","","CG852"
"!GEG5CGU","NEW  ","2020-06-03 00:00:00","!GEG5CGV","Y","2020-09-07 16:34:22","2020-09-07 16:34:22","CMARTILL","CMARTILL","","","","OTR  ","","","","MCP_OST_REV_RLSED_TC002CASS","CG852"
"!GEG5CGU","RELSD","2020-06-01 00:00:00","PJEG5CSU","Y","2020-09-07 16:41:00","2020-09-07 16:41:00","RPTMGR01","RPTMGR01","","","1","OTR  ","PYMNT","0","","","CG852"
"!GEG5CGU","STA  ","2020-06-03 00:00:00","!GEG5CJI","Y","2020-09-07 16:35:08","2020-09-07 16:35:08","CMARTILL","CMARTILL","","","","OTR  ","","","","Warnings occurred during validation: Y","CG852"
"!GEG5CIE","CFREL","2020-06-03 00:00:00","PJEG5CSH","Y","2020-09-07 16:41:00","2020-09-07 16:41:00","RPTMGR01","RPTMGR01","CFL  ","!GEG5CIE","","CFL  ","","","","",""
"!GEG5CIE","CSHFL","2020-06-03 00:00:00","PJEG5CSI","Y","2020-09-07 16:41:00","2020-09-07 16:41:00","RPTMGR01","RPTMGR01","CFL  ","!GEG5CIE","","CFL  ","","","","",""
"!GEG5G05","APRVD","2020-06-03 00:00:00","PJEG5GUW","Y","2020-09-07 18:08:49","2020-09-07 18:08:49","RPTMGR01","RPTMGR01","","","","OTR  ","","","","Approval completed.  Approver: MANAGER, RODEL. Job Function: Deal Administration Manager; Ranking: 10. Location: Amsterdam, Netherlands.","CG852"
"!GEG5G05","CFREL","2020-06-03 00:00:00","PJEG5GXM","Y","2020-09-07 18:10:23","2020-09-07 18:10:23","RPTMGR01","RPTMGR01","","","","OTR  ","","","","Cashflow from CUSTAMSTER, servicing group MARTILLANO(alias:CM)(Amsterdam, Netherlands) for EUR 650.00.","CG852"
"!GEG5G05","CSHFL","2020-06-03 00:00:00","PJEG5H2N","Y","2020-09-07 18:13:06","2020-09-07 18:13:06","RPTMGR01","RPTMGR01","","","","OTR  ","","","","","CG852"
"!GEG5G05","GENLS","2020-06-03 00:00:00","!GEG5G1A","Y","2020-09-07 17:50:51","2020-09-07 17:50:51","CMARTILL","CMARTILL","","","","OTR  ","","","","","CG852"
"!GEG5G05","NEW  ","2020-06-03 00:00:00","!GEG5G06","Y","2020-09-07 17:50:51","2020-09-07 17:50:51","CMARTILL","CMARTILL","","","","OTR  ","","","","MCP_OST_REV_RLSED_TC002","CG852"
"!GEG5G05","RELSD","2020-06-03 00:00:00","PJEG5H2X","Y","2020-09-07 18:13:06","2020-09-07 18:13:06","RPTMGR01","RPTMGR01","","","1","OTR  ","PYMNT","0","","","CG852"
"!GEG5G05","STA  ","2020-06-03 00:00:00","!GEG5G59","Y","2020-09-07 17:53:12","2020-09-07 17:53:12","CMARTILL","CMARTILL","","","","OTR  ","","","","Warnings occurred during validation: N","CG852"
"!GEG5G1L","CFREL","2020-06-03 00:00:00","PJEG5GXL","Y","2020-09-07 18:10:23","2020-09-07 18:10:23","RPTMGR01","RPTMGR01","CFL  ","!GEG5G1L","","CFL  ","","","","",""
"!GEG5G1L","CSHFL","2020-06-03 00:00:00","PJEG5H2M","Y","2020-09-07 18:13:06","2020-09-07 18:13:06","RPTMGR01","RPTMGR01","CFL  ","!GEG5G1L","","CFL  ","","","","",""
"!GEG5G8N","APRVD","2020-06-03 00:00:00","PJEG5GPN","Y","2020-09-07 18:05:32","2020-09-07 18:05:32","RPTMGR01","RPTMGR01","","","","ACP  ","","","","Approval completed.  Approver: MANAGER, RODEL. Job Function: Deal Administration Manager; Ranking: 10. Location: Amsterdam, Netherlands.","CG852"
"!GEG5G8N","CFREL","2020-06-03 00:00:00","PJEG5GQR","Y","2020-09-07 18:06:16","2020-09-07 18:06:16","RPTMGR01","RPTMGR01","","","","ACP  ","","","","Cashflow from CUSTAMSTER, servicing group MARTILLANO(alias:CM)(Amsterdam, Netherlands) for EUR 0.78.","CG852"
"!GEG5G8N","CSHFL","2020-06-03 00:00:00","PJEG5H6J","Y","2020-09-07 18:15:43","2020-09-07 18:15:43","RPTMGR01","RPTMGR01","","","","ACP  ","","","","","CG852"
"!GEG5G8N","GENLS","2020-06-03 00:00:00","!GEG5G93","Y","2020-09-07 17:55:37","2020-09-07 17:55:37","CMARTILL","CMARTILL","","","","ACP  ","","","","","CG852"
"!GEG5G8N","NEW  ","2020-06-03 00:00:00","!GEG5G8P","Y","2020-09-07 17:55:37","2020-09-07 17:55:37","CMARTILL","CMARTILL","","","","ACP  ","","","","Amount generated by: Cycle Due","CG852"
"!GEG5G8N","RELSD","2020-06-03 00:00:00","PJEG5H6N","Y","2020-09-07 18:15:43","2020-09-07 18:15:43","RPTMGR01","RPTMGR01","","","","ACP  ","","","","","CG852"
"!GEG5G8N","STA  ","2020-06-03 00:00:00","!GEG5GG2","Y","2020-09-07 17:59:41","2020-09-07 17:59:41","CMARTILL","CMARTILL","","","","ACP  ","","","","Warnings occurred during validation: N","CG852"
"!GEG5G9H","CFREL","2020-06-03 00:00:00","PJEG5GQQ","Y","2020-09-07 18:06:16","2020-09-07 18:06:16","RPTMGR01","RPTMGR01","CFL  ","!GEG5G9H","","CFL  ","","","","",""
"!GEG5G9H","CSHFL","2020-06-03 00:00:00","PJEG5H6I","Y","2020-09-07 18:15:43","2020-09-07 18:15:43","RPTMGR01","RPTMGR01","CFL  ","!GEG5G9H","","CFL  ","","","","",""
"!GEG5HI3","APRVD","2020-06-03 00:00:00","PJEG5HMM","Y","2020-09-07 18:25:05","2020-09-07 18:25:05","RPTMGR01","RPTMGR01","","","","OTR  ","","","","Approval completed.  Approver: MANAGER, RODEL. Job Function: Deal Administration Manager; Ranking: 10. Location: Amsterdam, Netherlands.","CG852"
"!GEG5HI3","CFCAN","2020-06-03 00:00:00","!GEG5OFD","Y","2020-09-07 20:52:15","2020-09-07 20:52:15","CMARTILL","CMARTILL","","","","OTR  ","","","","Cashflow to CUSTAMSTER, servicing group MARTILLANO(alias:CM)(Amsterdam, Netherlands) for EUR 650.00.","CG852"
"!GEG5HI3","CFREL","2020-06-03 00:00:00","PJEG5HN1","Y","2020-09-07 18:25:17","2020-09-07 18:25:17","RPTMGR01","RPTMGR01","","","","OTR  ","","","","Cashflow to CUSTAMSTER, servicing group MARTILLANO(alias:CM)(Amsterdam, Netherlands) for EUR 650.00.","CG852"
"!GEG5HI3","GENLS","2020-06-03 00:00:00","!GEG5HJG","Y","2020-09-07 18:23:12","2020-09-07 18:23:12","CMARTILL","CMARTILL","","","","OTR  ","","","","","CG852"
"!GEG5HI3","NEW  ","2020-06-03 00:00:00","!GEG5HI4","Y","2020-09-07 18:23:12","2020-09-07 18:23:12","CMARTILL","CMARTILL","","","","OTR  ","","","","reverse payment tc02 principal","CG852"
"!GEG5HI3","STA  ","2020-06-03 00:00:00","!GEG5HKY","Y","2020-09-07 18:24:06","2020-09-07 18:24:06","CMARTILL","CMARTILL","","","","OTR  ","","","","Warnings occurred during validation: N","CG852"
"!GEG5HJS","CFCAN","2020-06-03 00:00:00","!GEG5OF9","Y","2020-09-07 20:52:15","2020-09-07 20:52:15","CMARTILL","CMARTILL","CFL  ","!GEG5HJS","","CFL  ","","","","",""
"!GEG5HJS","CFREL","2020-06-03 00:00:00","PJEG5HN0","Y","2020-09-07 18:25:17","2020-09-07 18:25:17","RPTMGR01","RPTMGR01","CFL  ","!GEG5HJS","","CFL  ","","","","",""
"!GEG5HT4","APRVD","2020-06-03 00:00:00","PJEG5HXH","Y","2020-09-07 18:31:44","2020-09-07 18:31:44","RPTMGR01","RPTMGR01","","","","ACP  ","","","","Approval completed.  Approver: MANAGER, RODEL. Job Function: Deal Administration Manager; Ranking: 10. Location: Amsterdam, Netherlands.","CG852"
"!GEG5HT4","CFCAN","2020-06-03 00:00:00","!GEG5NZG","Y","2020-09-07 20:42:41","2020-09-07 20:42:41","CMARTILL","CMARTILL","","","","ACP  ","","","","Cashflow to CUSTAMSTER, servicing group MARTILLANO(alias:CM)(Amsterdam, Netherlands) for EUR 0.78.","CG852"
"!GEG5HT4","CFREL","2020-06-03 00:00:00","PJEG5HZQ","Y","2020-09-07 18:33:05","2020-09-07 18:33:05","RPTMGR01","RPTMGR01","","","","ACP  ","","","","Cashflow to CUSTAMSTER, servicing group MARTILLANO(alias:CM)(Amsterdam, Netherlands) for EUR 0.78.","CG852"
"!GEG5HT4","GENLS","2020-06-03 00:00:00","!GEG5HTU","Y","2020-09-07 18:29:40","2020-09-07 18:29:40","CMARTILL","CMARTILL","","","","ACP  ","","","","","CG852"
"!GEG5HT4","NEW  ","2020-06-03 00:00:00","!GEG5HT6","Y","2020-09-07 18:29:40","2020-09-07 18:29:40","CMARTILL","CMARTILL","","","","ACP  ","","","","REVERSE INTEREST PAYMENT TR03 RLSED","CG852"
"!GEG5HT4","STA  ","2020-06-03 00:00:00","!GEG5HWF","Y","2020-09-07 18:31:03","2020-09-07 18:31:03","CMARTILL","CMARTILL","","","","ACP  ","","","","Warnings occurred during validation: N","CG852"
"!GEG5HU8","CFCAN","2020-06-03 00:00:00","!GEG5NZC","Y","2020-09-07 20:42:41","2020-09-07 20:42:41","CMARTILL","CMARTILL","CFL  ","!GEG5HU8","","CFL  ","","","","",""
"!GEG5HU8","CFREL","2020-06-03 00:00:00","PJEG5HZP","Y","2020-09-07 18:33:05","2020-09-07 18:33:05","RPTMGR01","RPTMGR01","CFL  ","!GEG5HU8","","CFL  ","","","","",""
"!GEJGEE6","CFCAN","2021-10-22 00:00:00","!*EJGF6D","Y","2020-11-10 22:45:51","2020-11-10 22:45:51","KDUENAPP","KDUENAPP","CFL  ","!GEJGEE6","","CFL  ","","","","",""
"!GEJGEE6","CFREL","2021-10-22 00:00:00","!*EJGF6A","Y","2020-11-10 21:49:21","2020-11-10 21:49:21","KDUENAPP","KDUENAPP","CFL  ","!GEJGEE6","","CFL  ","","","","",""
"!IEGO0O9","CFREL","2020-11-24 00:00:00","!BEGO1J4","Y","2020-09-17 18:02:25","2020-09-17 18:02:25","MGRAMT01","MGRAMT01","CFL  ","!IEGO0O9","","CFL  ","","","","",""
"!IEGO0O9","CSHFL","2020-11-24 00:00:00","!BEGO1J5","Y","2020-09-17 18:02:25","2020-09-17 18:02:25","MGRAMT01","MGRAMT01","CFL  ","!IEGO0O9","","CFL  ","","","","",""
"!IEI60U0","CFREL","2021-04-09 00:00:00","!-EI61OC","Y","2020-10-16 21:58:20","2020-10-16 21:58:20","MGRAMT01","MGRAMT01","CFL  ","!IEI60U0","","CFL  ","","","","",""
"!IEI60U0","CSHFL","2021-04-09 00:00:00","!-EI61PN","Y","2020-10-16 21:59:09","2020-10-16 21:59:09","MGRAMT01","MGRAMT01","CFL  ","!IEI60U0","","CFL  ","","","","",""
"!KEF5UVV","NEW  ","2020-05-27 00:00:00","!KEF5UVW","Y","2020-08-19 10:03:34","2020-08-19 10:03:34","LIQSVR05","LIQSVR05","","","","FTR  ","","","","","CG852"
"!KEK3T8B","CFREL","2021-11-08 00:00:00","!TEK3UGT","Y","2020-11-23 14:37:06","2020-11-23 14:37:06","MGRRON01","MGRRON01","CFL  ","!KEK3T8B","","CFL  ","","","","",""
"!KEK3T8B","CSHFL","2021-11-08 00:00:00","!TEK3UJT","Y","2020-11-23 14:40:19","2020-11-23 14:40:19","MGRRON01","MGRRON01","CFL  ","!KEK3T8B","","CFL  ","","","","",""
"!KEK3T8D","CFREL","2021-11-08 00:00:00","!TEK3UH1","Y","2020-11-23 14:38:44","2020-11-23 14:38:44","MGRRON01","MGRRON01","CFL  ","!KEK3T8D","","CFL  ","","","","",""
"!KEK3T8D","CSHFL","2021-11-08 00:00:00","!TEK3UJY","Y","2020-11-23 14:40:19","2020-11-23 14:40:19","MGRRON01","MGRRON01","CFL  ","!KEK3T8D","","CFL  ","","","","",""
"!KEK3T8F","CFREL","2021-11-08 00:00:00","!TEK3UGK","Y","2020-11-23 14:36:01","2020-11-23 14:36:01","MGRRON01","MGRRON01","CFL  ","!KEK3T8F","","CFL  ","","","","",""
"!KEK3T8F","CSHFL","2021-11-08 00:00:00","!TEK3UJO","Y","2020-11-23 14:40:19","2020-11-23 14:40:19","MGRRON01","MGRRON01","CFL  ","!KEK3T8F","","CFL  ","","","","",""
"!LEK3Z21","CFREL","2021-11-08 00:00:00","!+EK40AR","Y","2020-11-23 16:44:41","2020-11-23 16:44:41","MGRRON01","MGRRON01","CFL  ","!LEK3Z21","","CFL  ","","","","",""
"!LEK3Z21","CSHFL","2021-11-08 00:00:00","!+EK40DO","Y","2020-11-23 16:46:21","2020-11-23 16:46:21","MGRRON01","MGRRON01","CFL  ","!LEK3Z21","","CFL  ","","","","",""
"!LEK3Z23","CFREL","2021-11-08 00:00:00","!+EK40AJ","Y","2020-11-23 16:42:56","2020-11-23 16:42:56","MGRRON01","MGRRON01","CFL  ","!LEK3Z23","","CFL  ","","","","",""
"!LEK3Z23","CSHFL","2021-11-08 00:00:00","!+EK40DJ","Y","2020-11-23 16:46:21","2020-11-23 16:46:21","MGRRON01","MGRRON01","CFL  ","!LEK3Z23","","CFL  ","","","","",""
"!LEK3Z25","CFREL","2021-11-08 00:00:00","!+EK40AA","Y","2020-11-23 16:41:50","2020-11-23 16:41:50","MGRRON01","MGRRON01","CFL  ","!LEK3Z25","","CFL  ","","","","",""
"!LEK3Z25","CSHFL","2021-11-08 00:00:00","!+EK40DE","Y","2020-11-23 16:46:21","2020-11-23 16:46:21","MGRRON01","MGRRON01","CFL  ","!LEK3Z25","","CFL  ","","","","",""
"!MEK3RK8","APRVD","2021-11-02 00:00:00","!1EK3SR9","Y","2020-11-23 15:36:13","2020-11-23 15:36:13","A116594 ","A116594 ","","","","OTR  ","","","","Approval completed.  Approver: A116594, A116594. Job Function: Deal Administration Manager; Ranking: 10. Location: Amsterdam, Netherlands.","CG852"
"!MEK3RK8","CFCAN","2021-11-02 00:00:00","!DEK3SDF","Y","2020-11-23 16:03:52","2020-11-23 16:03:52","C116594 ","C116594 ","","","","OTR  ","","","","Cashflow to WSS_JANICE, servicing group DOE(alias:JD)(Amsterdam, Netherlands) for EUR 150.00.","CG852"
