"VAH_RID_VAL_HIST","VAH_RID_OWNER","VAH_CDE_OWNER_TYPE","VAH_CDE_VALUE_TYPE","VAH_DTE_START","VAH_DTE_END","VAH_DEC_VALUE","VAH_IND_VALUE","VAH_UID_REC_CREATE","VAH_UID_REC_UPDATE","VAH_TSP_REC_CREATE","VAH_TSP_REC_UPDATE","VAH_TXT_VALUE","VAH_CDE_BRANCH"
"RVEGI77E","I-ECYO4C","FRA  ","FRA  ","2011-06-15 00:00:00","2011-06-15 00:00:00","0.0585","N","LOANIQ01","LOANIQ01","2020-09-14 15:04:20","2020-09-15 16:11:22","",""
"RVEGK4MQ","(JDP9HLC","FRA  ","FRA  ","2011-06-16 00:00:00","2011-06-16 00:00:00","0.0586","N","LOANIQ01","LOANIQ01","2020-09-15 16:03:57","2020-09-15 16:13:59","",""
"RVEGK4Z1","I-ECYO4C","FRA  ","FRA  ","2011-06-16 00:00:00","2011-06-16 00:00:00","0.0586","N","LOANIQ01","LOANIQ01","2020-09-15 16:11:22","2020-09-15 16:22:22","",""
"RVEGK53H","(JDP9HLC","FRA  ","FRA  ","2011-06-17 00:00:00","2011-06-17 00:00:00","0.0587","N","LOANIQ01","LOANIQ01","2020-09-15 16:13:59","2020-09-15 16:38:05","",""
"RVEGK5HE","I-ECYO4C","FRA  ","FRA  ","2011-06-17 00:00:00","2011-06-17 00:00:00","0.0587","N","LOANIQ01","LOANIQ01","2020-09-15 16:22:22","2020-09-15 16:43:23","",""
"RVEGK67O","(JDP9HLC","FRA  ","FRA  ","2011-06-18 00:00:00","2019-03-05 00:00:00","0.0588","N","LOANIQ01","LOANIQ01","2020-09-15 16:38:05","2020-10-09 17:34:25","",""
"RVEGLLH6","I-ECYO4C","FRA  ","FRA  ","2011-06-18 00:00:00","2019-03-05 00:00:00","0.0588","N","LOANIQ01","LOANIQ01","2020-09-16 11:05:23","2020-10-09 17:34:25","",""
"RVEGYJA4","(JDP9HLK","FRA  ","FRA  ","2020-07-01 00:00:00","2020-07-01 00:00:00","0.003987","N","LOANIQ01","LOANIQ01","2020-09-23 10:46:48","2020-09-28 16:42:38","",""
"RVEGYJAB","RVEGYJAA","FRA  ","FRA  ","2020-07-01 00:00:00","2020-07-02 00:00:00","0.003987","N","LOANIQ01","LOANIQ01","2020-09-23 10:46:48","2020-09-28 18:00:48","",""
"RVEGYJDF","(JDP9HLO","FRA  ","FRA  ","2020-07-01 00:00:00","","0.003987","","LOANIQ01","LOANIQ01","2020-09-23 10:48:49","2020-09-23 10:48:49","",""
"RVEGYJDK","RVEGYJDJ","FRA  ","FRA  ","2020-07-01 00:00:00","","0.003987","","LOANIQ01","LOANIQ01","2020-09-23 10:48:49","2020-09-23 10:48:49","",""
"RVEGYJGT","(JDP9HLS","FRA  ","FRA  ","2020-07-01 00:00:00","2020-07-01 00:00:00","0.003987","N","LOANIQ01","LOANIQ01","2020-09-23 10:50:49","2020-09-23 13:19:05","",""
"RVEGYJH0","RVEGYJGZ","FRA  ","FRA  ","2020-07-01 00:00:00","2020-07-01 00:00:00","0.003987","N","LOANIQ01","LOANIQ01","2020-09-23 10:50:49","2020-09-23 13:19:05","",""
"RVEGYQBY","(JDP9HLS","FRA  ","FRA  ","2020-07-02 00:00:00","2020-08-09 00:00:00","0.03247","N","LOANIQ01","LOANIQ01","2020-09-23 13:19:05","2020-09-23 14:49:56","",""
"RVEGYQC8","RVEGYJGZ","FRA  ","FRA  ","2020-07-02 00:00:00","","0.03247","","LOANIQ01","LOANIQ01","2020-09-23 13:19:05","2020-09-23 13:19:05","",""
"RVEGYUJE","(JDP9HLS","FRA  ","FRA  ","2020-08-10 00:00:00","2020-08-10 00:00:00","0.0168456","N","LOANIQ01","LOANIQ01","2020-09-23 14:49:56","2020-09-23 15:04:00","",""
"RVEGYV7Y","(JDP9HLS","FRA  ","FRA  ","2020-08-11 00:00:00","","0.052456","","LOANIQ01","LOANIQ01","2020-09-23 15:04:00","2020-09-23 15:04:00","",""
"RVEGYXZO","RVEGYXZN","FRA  ","FRA  ","2020-08-13 00:00:00","","0.007634","","LOANIQ01","LOANIQ01","2020-09-23 16:04:34","2020-09-23 16:04:34","",""
"RVEGYXZR","RVEGYXZQ","FRA  ","FRA  ","2020-08-13 00:00:00","","0.007634","","LOANIQ01","LOANIQ01","2020-09-23 16:04:34","2020-09-23 16:04:34","",""
"RVEGYY8Z","RVEGYY8Y","FRA  ","FRA  ","2020-08-13 00:00:00","","0.062435","","LOANIQ01","LOANIQ01","2020-09-23 16:10:10","2020-09-23 16:10:10","",""
"RVEH8939","(JDP9HLK","FRA  ","FRA  ","2020-07-02 00:00:00","2020-07-02 00:00:00","0.004234","N","LOANIQ01","LOANIQ01","2020-09-28 16:42:38","2020-09-28 16:52:40","",""
"RVEH89JY","(JDP9HLK","FRA  ","FRA  ","2020-07-03 00:00:00","","0.004236","","LOANIQ01","LOANIQ01","2020-09-28 16:52:40","2020-09-28 16:52:40","",""
"RVEH8CPE","RVEGYJAA","FRA  ","FRA  ","2020-07-03 00:00:00","","0.004236","","LOANIQ01","LOANIQ01","2020-09-28 18:00:48","2020-09-28 18:00:48","",""
"RZEFHIRN","RZEFHIPO","ORT  ","OTPSS","2020-05-27 00:00:00","","","","SMANZANO","SMANZANO","2020-08-25 19:12:12","2020-08-25 19:12:12","OFF","CG852"
"RZEFHIRO","RZEFHIPO","ORT  ","OSTPS","2020-05-27 00:00:00","","0","","SMANZANO","SMANZANO","2020-08-25 19:12:12","2020-08-25 19:12:12","","CG852"
"RZEFHIS4","RZEFHIPO","ORT  ","RWBRT","2020-05-27 00:00:00","","0.03","","SMANZANO","SMANZANO","2020-08-25 19:14:21","2020-08-25 19:14:21","","CG852"
"RZEFHISF","RZEFHIPO","ORT  ","OSTRT","2020-05-27 00:00:00","","0.03","","SMANZANO","SMANZANO","2020-08-25 19:14:21","2020-08-25 19:14:21","","CG852"
"S!EFKY2Z","S!EFKY10","ORT  ","OTPSS","2020-05-28 00:00:00","","","","SMANZANO","SMANZANO","2020-08-27 15:18:39","2020-08-27 15:18:39","OFF","CG852"
"S!EFKY30","S!EFKY10","ORT  ","OSTPS","2020-05-28 00:00:00","","0","","SMANZANO","SMANZANO","2020-08-27 15:18:39","2020-08-27 15:18:39","","CG852"
"S!EFKY3G","S!EFKY10","ORT  ","RWBRT","2020-05-28 00:00:00","","0.03","","SMANZANO","SMANZANO","2020-08-27 15:19:27","2020-08-27 15:19:27","","CG852"
"S!EFKY3J","S!EFKY10","ORT  ","OSTRT","2020-05-28 00:00:00","","0.03","","SMANZANO","SMANZANO","2020-08-27 15:19:27","2020-08-27 15:19:27","","CG852"
"S)E5C6L7","S9E5C647","IBC  ","OSTFX","2020-02-13 00:00:00","","1","","MWHEELER","MWHEELER","2020-02-10 03:38:18","2020-02-10 03:38:18","",""
"S)EI1XUY","S)EI1XSS","ORT  ","OTPSS","2021-03-03 00:00:00","","","","LIQUSR03","LIQUSR03","2020-10-14 15:46:49","2020-10-14 15:46:49","OFF","CG852"
"S)EI1XUZ","S)EI1XSS","ORT  ","OSTPS","2021-03-03 00:00:00","","0","","LIQUSR03","LIQUSR03","2020-10-14 15:46:49","2020-10-14 15:46:49","","CG852"
"S)EI1XVH","S)EI1XSS","ORT  ","RWBRT","2021-03-03 00:00:00","","0.035","","LIQUSR03","LIQUSR03","2020-10-14 15:46:52","2020-10-14 15:46:52","","CG852"
"S)EI1XVS","S)EI1XSS","ORT  ","OSTRT","2021-03-03 00:00:00","","0.035","","LIQUSR03","LIQUSR03","2020-10-14 15:46:52","2020-10-14 15:46:52","","CG852"
"S3EI20J3","S3EI20H4","ORT  ","OTPSS","2021-03-05 00:00:00","","","","SMANZANO","SMANZANO","2020-10-14 15:31:10","2020-10-14 15:31:10","OFF","CG852"
"S3EI20J4","S3EI20H4","ORT  ","OSTPS","2021-03-05 00:00:00","","0","","SMANZANO","SMANZANO","2020-10-14 15:31:10","2020-10-14 15:31:10","","CG852"
"S3EI20JM","S3EI20H4","ORT  ","RWBRT","2021-03-05 00:00:00","","0.031215","","SMANZANO","SMANZANO","2020-10-14 15:31:15","2020-10-14 15:31:15","","CG852"
"S3EI20JX","S3EI20H4","ORT  ","OSTRT","2021-03-05 00:00:00","","0.031215","","SMANZANO","SMANZANO","2020-10-14 15:31:15","2020-10-14 15:31:15","","CG852"
"S9EBXPOF","SUEBXL0I","DEA  ","PSPD ","2020-05-27 00:00:00","","","N","RPTSUPAM","RPTSUPAM","2020-06-17 19:17:43","2020-06-17 19:17:43","","CG852"
"S9EBXPS2","SUEBXL1J","FEE  ","FEERT","2020-05-19 00:00:00","","0.02","","RPTSUPAM","RPTSUPAM","2020-06-17 19:19:44","2020-06-17 19:19:44","","CG852"
"S9EBXPSD","SUEBXL2M","FEE  ","FEERT","2020-05-19 00:00:00","","0.02","","RPTSUPAM","RPTSUPAM","2020-06-17 19:19:44","2020-06-17 19:19:44","","CG852"
"S9EBXPSG","SUEBXL2B","FAC  ","FMTDT","2020-05-19 00:00:00","","","","RPTSUPAM","RPTSUPAM","2020-06-17 19:19:44","2020-06-17 19:19:44","2025-05-19","CG852"
"S9EBXPSH","SUEBXL18","FAC  ","FMTDT","2020-05-19 00:00:00","","","","RPTSUPAM","RPTSUPAM","2020-06-17 19:19:44","2020-06-17 19:19:44","2025-05-27","CG852"
"S@EFKWCB","HZEFJ1HI","ORT  ","ALLIN","2020-05-28 00:00:00","","","N","LS2BATCH","LS2BATCH","2020-08-27 15:28:56","2020-08-27 15:28:56","","CG852"
"S@EFKWCK","HREFIU8K","ORT  ","ALLIN","2020-05-28 00:00:00","","","N","LS2BATCH","LS2BATCH","2020-08-27 15:28:58","2020-08-27 15:28:58","","CG852"
"S@EFKWCM","HREFIUFD","ORT  ","ALLIN","2020-05-28 00:00:00","","","N","LS2BATCH","LS2BATCH","2020-08-27 15:28:58","2020-08-27 15:28:58","","CG852"
"SBEBZ5BS","SBEBZ5BR","NCS  ","FRS  ","2020-05-27 00:00:00","","0","","RPTSUPAM","RPTSUPAM","2020-06-18 12:31:36","2020-06-18 12:31:36","",""
"SBEBZ5BU","SDEBZ23K","OST  ","OSTFX","2020-05-27 00:00:00","","1","","RPTSUPAM","RPTSUPAM","2020-06-18 12:31:36","2020-06-18 12:31:36","","CG852"
"SBEBZ5BV","SDEBZ23V","ORT  ","PCTRF","2020-05-27 00:00:00","","1","","RPTSUPAM","RPTSUPAM","2020-06-18 12:31:36","2020-06-18 12:31:36","LAST","CG852"
"SBEBZ5BW","SDEBZ23K","OST  ","RPRGF","2020-05-27 00:00:00","","","","RPTSUPAM","RPTSUPAM","2020-06-18 12:31:36","2020-06-18 12:31:36","1D","CG852"
"SBEBZ5BX","SDEBZ23K","OST  ","RDGIF","2020-05-27 00:00:00","","","","RPTSUPAM","RPTSUPAM","2020-06-18 12:31:36","2020-06-18 12:31:36","1/8","CG852"
"SBEBZ5BY","SDEBZ23K","OST  ","RDGFM","2020-05-27 00:00:00","","","","RPTSUPAM","RPTSUPAM","2020-06-18 12:31:36","2020-06-18 12:31:36","NONE","CG852"
"SBEBZ5BZ","SDEBZ23K","OST  ","RDGDP","2020-05-27 00:00:00","","","","RPTSUPAM","RPTSUPAM","2020-06-18 12:31:36","2020-06-18 12:31:36","3","CG852"
"SBEBZ5C0","SDEBZ23K","OST  ","RDGDM","2020-05-27 00:00:00","","","","RPTSUPAM","RPTSUPAM","2020-06-18 12:31:36","2020-06-18 12:31:36","NONE","CG852"
"SBEBZ5C1","SDEBZ23K","OST  ","RDGAM","2020-05-27 00:00:00","","","","RPTSUPAM","RPTSUPAM","2020-06-18 12:31:36","2020-06-18 12:31:36","BASEF","CG852"
"SBEBZ5C2","SDEBZ23V","ORT  ","ALLIN","2020-05-27 00:00:00","","0.06","","RPTSUPAM","RPTSUPAM","2020-06-18 12:31:36","2020-06-18 12:31:36","","CG852"
"SBEBZ5CG","SDEBZ23K","OST  ","OSTPO","2020-05-27 00:00:00","","","","RPTSUPAM","RPTSUPAM","2020-06-18 12:31:36","2020-06-18 12:31:36","EURLI","CG852"
"SBEBZ5CK","SDEBZ23V","ORT  ","OSTSD","2020-05-27 00:00:00","","0.03","","RPTSUPAM","RPTSUPAM","2020-06-18 12:31:36","2020-06-18 12:31:36","","CG852"
"SBEBZ5CM","SDEBZ23V","ORT  ","OSTNM","2020-05-27 00:00:00","","","","RPTSUPAM","RPTSUPAM","2020-06-18 12:31:36","2020-06-18 12:31:36","NMFCF","CG852"
"SBEBZ5CO","SDEBZ23V","ORT  ","OSTNA","2020-05-27 00:00:00","","","","RPTSUPAM","RPTSUPAM","2020-06-18 12:31:36","2020-06-18 12:31:36","","CG852"
"SBEBZ5CQ","SDEBZ23V","ORT  ","OSTRB","2020-05-27 00:00:00","","","","RPTSUPAM","RPTSUPAM","2020-06-18 12:31:36","2020-06-18 12:31:36","G365","CG852"
"SCEBYVSO","SCEBYVSN","NCS  ","FRS  ","2020-05-21 00:00:00","","0","","RPTSUPAM","RPTSUPAM","2020-06-18 10:09:50","2020-06-18 10:09:50","",""
"SCEBYVSQ","SJEBYUH5","OST  ","OSTFX","2020-05-21 00:00:00","","1","","RPTSUPAM","RPTSUPAM","2020-06-18 10:09:50","2020-06-18 10:09:50","","CG852"
"SCEBYVSR","SJEBYUHG","ORT  ","PCTRF","2020-05-21 00:00:00","","1","","RPTSUPAM","RPTSUPAM","2020-06-18 10:09:50","2020-06-18 10:09:50","LAST","CG852"
"SCEBYVSS","SJEBYUH5","OST  ","RPRGF","2020-05-21 00:00:00","","","","RPTSUPAM","RPTSUPAM","2020-06-18 10:09:50","2020-06-18 10:09:50","1D","CG852"
"SCEBYVST","SJEBYUH5","OST  ","RDGIF","2020-05-21 00:00:00","","","","RPTSUPAM","RPTSUPAM","2020-06-18 10:09:50","2020-06-18 10:09:50","1/8","CG852"
"SCEBYVSU","SJEBYUH5","OST  ","RDGFM","2020-05-21 00:00:00","","","","RPTSUPAM","RPTSUPAM","2020-06-18 10:09:50","2020-06-18 10:09:50","NONE","CG852"
"SCEBYVSV","SJEBYUH5","OST  ","RDGDP","2020-05-21 00:00:00","","","","RPTSUPAM","RPTSUPAM","2020-06-18 10:09:50","2020-06-18 10:09:50","3","CG852"
"SCEBYVSW","SJEBYUH5","OST  ","RDGDM","2020-05-21 00:00:00","","","","RPTSUPAM","RPTSUPAM","2020-06-18 10:09:50","2020-06-18 10:09:50","NONE","CG852"
"SCEBYVSX","SJEBYUH5","OST  ","RDGAM","2020-05-21 00:00:00","","","","RPTSUPAM","RPTSUPAM","2020-06-18 10:09:50","2020-06-18 10:09:50","BASEF","CG852"
"SCEBYVSY","SJEBYUHG","ORT  ","ALLIN","2020-05-21 00:00:00","","0.04","","RPTSUPAM","RPTSUPAM","2020-06-18 10:09:50","2020-06-18 10:09:50","","CG852"
"SCEBYVTC","SJEBYUH5","OST  ","OSTPO","2020-05-21 00:00:00","","","","RPTSUPAM","RPTSUPAM","2020-06-18 10:09:50","2020-06-18 10:09:50","EURLI","CG852"
"SCEBYVTG","SJEBYUHG","ORT  ","OSTSD","2020-05-21 00:00:00","","0.03","","RPTSUPAM","RPTSUPAM","2020-06-18 10:09:50","2020-06-18 10:09:50","","CG852"
"SCEBYVTI","SJEBYUHG","ORT  ","OSTNM","2020-05-21 00:00:00","","","","RPTSUPAM","RPTSUPAM","2020-06-18 10:09:50","2020-06-18 10:09:50","NMFCF","CG852"
"SCEBYVTK","SJEBYUHG","ORT  ","OSTNA","2020-05-21 00:00:00","","","","RPTSUPAM","RPTSUPAM","2020-06-18 10:09:50","2020-06-18 10:09:50","","CG852"
"SCEBYVTM","SJEBYUHG","ORT  ","OSTRB","2020-05-21 00:00:00","","","","RPTSUPAM","RPTSUPAM","2020-06-18 10:09:50","2020-06-18 10:09:50","G365","CG852"
"SDEBZ25J","SDEBZ23V","ORT  ","OTPSS","2020-05-27 00:00:00","","","","RPTINPAM","RPTINPAM","2020-06-18 12:03:29","2020-06-18 12:03:29","OFF","CG852"
"SDEBZ25K","SDEBZ23V","ORT  ","OSTPS","2020-05-27 00:00:00","","0","","RPTINPAM","RPTINPAM","2020-06-18 12:03:29","2020-06-18 12:03:29","","CG852"
"SDEBZ25X","SDEBZ23V","ORT  ","RWBRT","2020-05-27 00:00:00","","0.03","","RPTINPAM","RPTINPAM","2020-06-18 12:03:33","2020-06-18 12:03:33","","CG852"
"SDEBZ268","SDEBZ23V","ORT  ","OSTRT","2020-05-27 00:00:00","","0.03","","RPTINPAM","RPTINPAM","2020-06-18 12:03:33","2020-06-18 12:03:33","","CG852"
"SHEBZ0GN","SHEBZ0EB","ORT  ","OTPSS","2020-05-29 00:00:00","","","","RPTINPAM","RPTINPAM","2020-06-18 11:42:53","2020-06-18 11:42:53","OFF","CG852"
"SHEBZ0GO","SHEBZ0EB","ORT  ","OSTPS","2020-05-29 00:00:00","","0","","RPTINPAM","RPTINPAM","2020-06-18 11:42:53","2020-06-18 11:42:53","","CG852"
"SHEBZ0H4","SHEBZ0EB","ORT  ","RWBRT","2020-05-29 00:00:00","","0.03","","RPTINPAM","RPTINPAM","2020-06-18 11:43:02","2020-06-18 11:43:02","","CG852"
"SHEBZ0HF","SHEBZ0EB","ORT  ","OSTRT","2020-05-29 00:00:00","","0.03","","RPTINPAM","RPTINPAM","2020-06-18 11:43:02","2020-06-18 11:43:02","","CG852"
"SIEESUTY","SIEESUTX","CRA  ","CRATG","2020-05-27 00:00:00","","","","CMARTILL","CMARTILL","2020-08-12 10:51:45","2020-08-12 10:51:45","Aaa","CG852"
"SJE5C8CM","SJE5C8CL","NCS  ","FRS  ","2020-02-13 00:00:00","","0","","DHENDERS","DHENDERS","2020-02-10 04:13:23","2020-02-10 04:13:23","",""
"SJEBYUJX","SJEBYUHG","ORT  ","OTPSS","2020-05-21 00:00:00","","","","RPTINPAM","RPTINPAM","2020-06-18 10:05:49","2020-06-18 10:05:49","OFF","CG852"
"SJEBYUJY","SJEBYUHG","ORT  ","OSTPS","2020-05-21 00:00:00","","0","","RPTINPAM","RPTINPAM","2020-06-18 10:05:49","2020-06-18 10:05:49","","CG852"
"SJEBYUKE","SJEBYUHG","ORT  ","RWBRT","2020-05-21 00:00:00","","0.01","","RPTINPAM","RPTINPAM","2020-06-18 10:05:55","2020-06-18 10:05:55","","CG852"
"SJEBYUKP","SJEBYUHG","ORT  ","OSTRT","2020-05-21 00:00:00","","0.01","","RPTINPAM","RPTINPAM","2020-06-18 10:05:55","2020-06-18 10:05:55","","CG852"
"SJEI2043","SJEI2041","DFR  ","DEAFR","2020-06-02 00:00:00","","1","N","MANZANOS","MANZANOS","2020-10-14 15:27:56","2020-10-14 15:27:56","",""
"SJEI2047","SJEI2045","DFR  ","DEAFR","2020-06-02 00:00:00","","1","N","MANZANOS","MANZANOS","2020-10-14 15:27:56","2020-10-14 15:27:56","",""
"SKEIGBYG","SPEIGB1X","IBC  ","OSTFX","2021-05-05 00:00:00","","1","","MGRRON01","MGRRON01","2020-10-22 10:14:27","2020-10-22 10:14:27","",""
"SLEI1UWU","SLEI1UW7","FRCVR","FREC ","2021-03-10 00:00:00","","","","CFRANCIS","CFRANCIS","2020-10-14 16:32:16","2020-10-14 16:32:16","BG_COL",""
"SOEI1ZQO","SOEI1ZQM","DFR  ","DEAFR","2020-06-02 00:00:00","","1","N","SMANZANO","SMANZANO","2020-10-14 15:25:19","2020-10-14 15:25:19","",""
"SOEI1ZQS","SOEI1ZQQ","DFR  ","DEAFR","2020-06-02 00:00:00","","1","N","SMANZANO","SMANZANO","2020-10-14 15:25:19","2020-10-14 15:25:19","",""
"SREBYXSL","SREBYXSK","NCS  ","FRS  ","2020-05-27 00:00:00","","0","","RPTINPAM","RPTINPAM","2020-06-18 11:15:22","2020-06-18 11:15:22","",""
"SREBYXSN","?2EBX2O1","OST  ","OSTFX","2020-05-27 00:00:00","","1","","RPTINPAM","RPTINPAM","2020-06-18 11:15:22","2020-06-18 11:15:22","","CG852"
"SREBYXSO","?2EBX2OA","ORT  ","PCTRF","2020-05-27 00:00:00","","1","","RPTINPAM","RPTINPAM","2020-06-18 11:15:22","2020-06-18 11:15:22","LAST","CG852"
"SREBYXSP","?2EBX2O1","OST  ","RPRGF","2020-05-27 00:00:00","","","","RPTINPAM","RPTINPAM","2020-06-18 11:15:22","2020-06-18 11:15:22","1D","CG852"
"SREBYXSQ","?2EBX2O1","OST  ","RDGIF","2020-05-27 00:00:00","","","","RPTINPAM","RPTINPAM","2020-06-18 11:15:22","2020-06-18 11:15:22","1/8","CG852"
"SREBYXSR","?2EBX2O1","OST  ","RDGFM","2020-05-27 00:00:00","","","","RPTINPAM","RPTINPAM","2020-06-18 11:15:22","2020-06-18 11:15:22","NONE","CG852"
"SREBYXSS","?2EBX2O1","OST  ","RDGDP","2020-05-27 00:00:00","","","","RPTINPAM","RPTINPAM","2020-06-18 11:15:22","2020-06-18 11:15:22","3","CG852"
"SREBYXST","?2EBX2O1","OST  ","RDGDM","2020-05-27 00:00:00","","","","RPTINPAM","RPTINPAM","2020-06-18 11:15:22","2020-06-18 11:15:22","NONE","CG852"
"SREBYXSU","?2EBX2O1","OST  ","RDGAM","2020-05-27 00:00:00","","","","RPTINPAM","RPTINPAM","2020-06-18 11:15:22","2020-06-18 11:15:22","BASEF","CG852"
"SREBYXSV","?2EBX2OA","ORT  ","ALLIN","2020-05-27 00:00:00","","0.05","","RPTINPAM","RPTINPAM","2020-06-18 11:15:22","2020-06-18 11:15:22","","CG852"
"SREBYXTA","?2EBX2O1","OST  ","OSTPO","2020-05-27 00:00:00","","","","RPTINPAM","RPTINPAM","2020-06-18 11:15:22","2020-06-18 11:15:22","EURLI","CG852"
"SREBYXTE","?2EBX2OA","ORT  ","OSTSD","2020-05-27 00:00:00","","0.03","","RPTINPAM","RPTINPAM","2020-06-18 11:15:22","2020-06-18 11:15:22","","CG852"
"SREBYXTG","?2EBX2OA","ORT  ","OSTNM","2020-05-27 00:00:00","","","","RPTINPAM","RPTINPAM","2020-06-18 11:15:22","2020-06-18 11:15:22","NMFCF","CG852"
"SREBYXTI","?2EBX2OA","ORT  ","OSTNA","2020-05-27 00:00:00","","","","RPTINPAM","RPTINPAM","2020-06-18 11:15:22","2020-06-18 11:15:22","","CG852"
"SREBYXTK","?2EBX2OA","ORT  ","OSTRB","2020-05-27 00:00:00","","","","RPTINPAM","RPTINPAM","2020-06-18 11:15:22","2020-06-18 11:15:22","G365","CG852"
"SREBYXZ8","SREBYXUY","ORT  ","OTPSS","2020-05-27 00:00:00","","","","RPTINPAM","RPTINPAM","2020-06-18 11:19:59","2020-06-18 11:19:59","OFF","CG852"
"SREBYXZ9","SREBYXUY","ORT  ","OSTPS","2020-05-27 00:00:00","","0","","RPTINPAM","RPTINPAM","2020-06-18 11:19:59","2020-06-18 11:19:59","","CG852"
"SREBYXZN","SREBYXUY","ORT  ","RWBRT","2020-05-27 00:00:00","","0.02","","RPTINPAM","RPTINPAM","2020-06-18 11:20:04","2020-06-18 11:20:04","","CG852"
"SREBYXZX","SREBYXUY","ORT  ","OSTRT","2020-05-27 00:00:00","","0.02","","RPTINPAM","RPTINPAM","2020-06-18 11:20:04","2020-06-18 11:20:04","","CG852"
"STEI1SDW","STEI1SBW","ORT  ","OTPSS","2021-03-05 00:00:00","","","","JAQUITAN","JAQUITAN","2020-10-14 15:33:26","2020-10-14 15:33:26","OFF","CG852"
"STEI1SDX","STEI1SBW","ORT  ","OSTPS","2021-03-05 00:00:00","","0","","JAQUITAN","JAQUITAN","2020-10-14 15:33:26","2020-10-14 15:33:26","","CG852"
"STEI1SEF","STEI1SBW","ORT  ","RWBRT","2021-03-05 00:00:00","","0.02","","JAQUITAN","JAQUITAN","2020-10-14 15:33:36","2020-10-14 15:33:36","","CG852"
"STEI1SEQ","STEI1SBW","ORT  ","OSTRT","2021-03-05 00:00:00","","0.02","","JAQUITAN","JAQUITAN","2020-10-14 15:33:36","2020-10-14 15:33:36","","CG852"
"SWEBYZY0","SWEBYZXZ","NCS  ","FRS  ","2020-05-27 00:00:00","","0","","RPTSUPAM","RPTSUPAM","2020-06-18 11:35:30","2020-06-18 11:35:30","",""
"SWEBYZY2","SREBYXUN","OST  ","OSTFX","2020-05-27 00:00:00","","1","","RPTSUPAM","RPTSUPAM","2020-06-18 11:35:30","2020-06-18 11:35:30","","CG852"
"SWEBYZY3","SREBYXUY","ORT  ","PCTRF","2020-05-27 00:00:00","","1","","RPTSUPAM","RPTSUPAM","2020-06-18 11:35:30","2020-06-18 11:35:30","LAST","CG852"
"SWEBYZY4","SREBYXUN","OST  ","RDGIF","2020-05-27 00:00:00","","","","RPTSUPAM","RPTSUPAM","2020-06-18 11:35:30","2020-06-18 11:35:30","1/8","CG852"
"SWEBYZY5","SREBYXUN","OST  ","RDGFM","2020-05-27 00:00:00","","","","RPTSUPAM","RPTSUPAM","2020-06-18 11:35:30","2020-06-18 11:35:30","NONE","CG852"
"SWEBYZY6","SREBYXUN","OST  ","RDGDP","2020-05-27 00:00:00","","","","RPTSUPAM","RPTSUPAM","2020-06-18 11:35:30","2020-06-18 11:35:30","3","CG852"
"SWEBYZY7","SREBYXUN","OST  ","RDGDM","2020-05-27 00:00:00","","","","RPTSUPAM","RPTSUPAM","2020-06-18 11:35:30","2020-06-18 11:35:30","NONE","CG852"
"SWEBYZY8","SREBYXUN","OST  ","RDGAM","2020-05-27 00:00:00","","","","RPTSUPAM","RPTSUPAM","2020-06-18 11:35:30","2020-06-18 11:35:30","BASEF","CG852"
"SWEBYZY9","SREBYXUY","ORT  ","ALLIN","2020-05-27 00:00:00","","0.05","","RPTSUPAM","RPTSUPAM","2020-06-18 11:35:30","2020-06-18 11:35:30","","CG852"
"SWEBYZYN","SREBYXUN","OST  ","OSTPO","2020-05-27 00:00:00","","","","RPTSUPAM","RPTSUPAM","2020-06-18 11:35:30","2020-06-18 11:35:30","FIXED","CG852"
"SWEBYZYR","SREBYXUY","ORT  ","OSTSD","2020-05-27 00:00:00","","0.03","","RPTSUPAM","RPTSUPAM","2020-06-18 11:35:30","2020-06-18 11:35:30","","CG852"
"SWEBYZYT","SREBYXUY","ORT  ","OSTNM","2020-05-27 00:00:00","","","","RPTSUPAM","RPTSUPAM","2020-06-18 11:35:30","2020-06-18 11:35:30","NMFCF","CG852"
"SWEBYZYV","SREBYXUY","ORT  ","OSTNA","2020-05-27 00:00:00","","","","RPTSUPAM","RPTSUPAM","2020-06-18 11:35:30","2020-06-18 11:35:30","","CG852"
"SWEBYZYX","SREBYXUY","ORT  ","OSTRB","2020-05-27 00:00:00","","","","RPTSUPAM","RPTSUPAM","2020-06-18 11:35:30","2020-06-18 11:35:30","G365","CG852"
"SXEBZH85","SXEBZH7M","UBB  ","UBCV ","2020-05-27 00:00:00","","125000","","RPTINP01","RPTINP01","2020-06-18 18:15:56","2020-06-18 18:15:56","",""
"SXEBZH87","SXEBZH7M","UBB  ","UBIA ","2020-05-27 00:00:00","","25000","","RPTINP01","RPTINP01","2020-06-18 18:15:56","2020-06-18 18:15:56","",""
"SXEBZH89","SXEBZH7M","UBB  ","UBAR ","2020-05-27 00:00:00","","1","","RPTINP01","RPTINP01","2020-06-18 18:15:56","2020-06-18 18:15:56","",""
"SXEBZH8B","SXEBZH7M","UBB  ","UBLV ","2020-05-27 00:00:00","","100000","","RPTINP01","RPTINP01","2020-06-18 18:15:56","2020-06-18 18:15:56","",""
"SXEBZH8D","SXEBZH7M","UBB  ","UBCFA","2020-05-27 00:00:00","","100000","","RPTINP01","RPTINP01","2020-06-18 18:15:56","2020-06-18 18:15:56","",""
