"IRI_RID_IMT_RI_MSG","IRI_CDE_MSG_TYPE","IRI_RID_REM_INSTR","IRI_TSP_REC_CREATE","IRI_TSP_REC_UPDATE","IRI_UID_REC_CREATE","IRI_UID_REC_UPDATE","IRI_CDE_INST_CODE","IRI_TXT_REG_REF","IRI_IND_USE_SRCOR","IRI_CDE_DTLS_CHGES","IRI_TXT_ADD_INFO","IRI_CDE_BNK_OP","IRI_TXT_ADD_PARTY","IRI_TXT_PAYMT_DTLS","IRI_TXT_SDR_RVR_TX","IRI_DSC_NARRATIVE","IRI_CDE_BRANCH"
";UEI06EC","MT202",";UEI0618","2020-10-13 18:39:17","2020-10-13 18:39:17","SMANZANO","SMANZANO","     ","                                   ","Y","","","","","","","",""
";UEI06LG","MT210",";UEI0618","2020-10-13 18:39:45","2020-10-13 18:39:45","SMANZANO","SMANZANO","     ","                                   ","Y","BEN  ","","","","","","",""
"AVEI5NCP","MT103","AVEI5NCF","2020-10-16 16:30:35","2020-10-16 16:30:35","KIDUENAS","KIDUENAS","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"ZMEIA3IM","MT103","ZMEIA3IC","2020-10-19 02:09:15","2020-10-19 02:09:15","DANUSR01","DANUSR01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"ZMEIA3QQ","MT103","ZMEIA3QG","2020-10-19 02:10:06","2020-10-19 02:10:06","DANUSR01","DANUSR01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"M1EIEJO7","MT103","M1EIEJNX","2020-10-21 11:31:34","2020-10-21 11:31:34","MIGGY_IN","MIGGY_IN","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"M1EIEJWB","MT103","M1EIEJW1","2020-10-21 11:32:43","2020-10-21 11:32:43","MIGGY_IN","MIGGY_IN","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"1#EJ2Z1I","MT103","1#EJ2Z18","2020-11-03 17:02:06","2020-11-03 17:02:06","INPAMT01","INPAMT01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"1#EJ2Z9M","MT103","1#EJ2Z9C","2020-11-03 17:03:23","2020-11-03 17:03:23","INPAMT01","INPAMT01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"7VEJ77N9","MT103","7VEJ77MZ","2020-11-06 00:19:05","2020-11-06 00:19:05","DANUSR01","DANUSR01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"7VEJ77VD","MT103","7VEJ77V3","2020-11-06 00:20:03","2020-11-06 00:20:03","DANUSR01","DANUSR01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"7VEJ7842","MT103","7VEJ783S","2020-11-06 00:24:25","2020-11-06 00:24:25","DANUSR01","DANUSR01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"7VEJ78C6","MT103","7VEJ78BW","2020-11-06 00:25:23","2020-11-06 00:25:23","DANUSR01","DANUSR01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"N.EJ8246","MT103","N.EJ823W","2020-11-06 10:10:27","2020-11-06 10:10:27","INPRON01","INPRON01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"N.EJ82CA","MT103","N.EJ82C0","2020-11-06 10:11:32","2020-11-06 10:11:32","INPRON01","INPRON01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"-SEJ8SQI","MT103","-SEJ8SQ8","2020-11-06 20:52:54","2020-11-06 20:52:54","DANUSR01","DANUSR01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"-SEJ8SYM","MT103","-SEJ8SYC","2020-11-06 20:53:50","2020-11-06 20:53:50","DANUSR01","DANUSR01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"-SEJ8T7B","MT103","-SEJ8T71","2020-11-06 20:57:58","2020-11-06 20:57:58","DANUSR01","DANUSR01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"-SEJ8TFF","MT103","-SEJ8TF5","2020-11-06 20:58:56","2020-11-06 20:58:56","DANUSR01","DANUSR01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"#MEJ9694","MT103","#MEJ968U","2020-11-07 01:25:54","2020-11-07 01:25:54","DANUSR01","DANUSR01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"#MEJ96H8","MT103","#MEJ96GY","2020-11-07 01:26:53","2020-11-07 01:26:53","DANUSR01","DANUSR01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"#MEJ96PX","MT103","#MEJ96PN","2020-11-07 01:30:57","2020-11-07 01:30:57","DANUSR01","DANUSR01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"#MEJ96Y1","MT103","#MEJ96XR","2020-11-07 01:31:53","2020-11-07 01:31:53","DANUSR01","DANUSR01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"#1EJ984E","MT103","#1EJ9844","2020-11-07 01:58:18","2020-11-07 01:58:18","DANUSR01","DANUSR01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"#1EJ98CI","MT103","#1EJ98C8","2020-11-07 01:59:16","2020-11-07 01:59:16","DANUSR01","DANUSR01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"#1EJ98L7","MT103","#1EJ98KX","2020-11-07 02:03:32","2020-11-07 02:03:32","DANUSR01","DANUSR01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"#1EJ98TB","MT103","#1EJ98T1","2020-11-07 02:04:30","2020-11-07 02:04:30","DANUSR01","DANUSR01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"#?EJ99ZO","MT103","#?EJ99ZE","2020-11-07 02:42:03","2020-11-07 02:42:03","DANUSR01","DANUSR01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"#?EJ9A7S","MT103","#?EJ9A7I","2020-11-07 02:43:03","2020-11-07 02:43:03","DANUSR01","DANUSR01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"#?EJ9AGH","MT103","#?EJ9AG7","2020-11-07 02:47:21","2020-11-07 02:47:21","DANUSR01","DANUSR01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"#?EJ9AOL","MT103","#?EJ9AOB","2020-11-07 02:48:20","2020-11-07 02:48:20","DANUSR01","DANUSR01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"#XEJ9C4H","MT103","#XEJ9C47","2020-11-07 03:27:02","2020-11-07 03:27:02","DANUSR01","DANUSR01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"#XEJ9CCL","MT103","#XEJ9CCB","2020-11-07 03:28:06","2020-11-07 03:28:06","DANUSR01","DANUSR01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"#XEJ9CLA","MT103","#XEJ9CL0","2020-11-07 03:32:30","2020-11-07 03:32:30","DANUSR01","DANUSR01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"#XEJ9CTE","MT103","#XEJ9CT4","2020-11-07 03:33:31","2020-11-07 03:33:31","DANUSR01","DANUSR01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"##EJ9E9A","MT103","##EJ9E90","2020-11-07 04:10:48","2020-11-07 04:10:48","DANUSR01","DANUSR01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"##EJ9EHE","MT103","##EJ9EH4","2020-11-07 04:11:48","2020-11-07 04:11:48","DANUSR01","DANUSR01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"##EJ9EQ3","MT103","##EJ9EPT","2020-11-07 04:16:14","2020-11-07 04:16:14","DANUSR01","DANUSR01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"##EJ9EY7","MT103","##EJ9EXX","2020-11-07 04:17:14","2020-11-07 04:17:14","DANUSR01","DANUSR01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"#5EJ9I7L","MT103","#5EJ9I7B","2020-11-07 04:56:59","2020-11-07 04:56:59","DANUSR01","DANUSR01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"*UEHA564","MT103","*UEHA55U","2020-09-29 16:03:38","2020-09-29 16:03:38","INPELY01","INPELY01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"*DEHAA86","MT103","*DEHAA7W","2020-09-29 17:56:07","2020-09-29 17:56:07","MIGGY_IN","MIGGY_IN","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"*DEHAAGA","MT103","*DEHAAG0","2020-09-29 17:57:07","2020-09-29 17:57:07","MIGGY_IN","MIGGY_IN","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"!AEHAN3V","MT103","!AEHAN3L","2020-09-29 23:46:44","2020-09-29 23:46:44","INPELY01","INPELY01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"!AEHANBZ","MT103","!AEHANBP","2020-09-29 23:47:46","2020-09-29 23:47:46","INPELY01","INPELY01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"4?EHBZFF","MT103","4?EHBZF5","2020-09-30 15:59:03","2020-09-30 15:59:03","MIGGY_IN","MIGGY_IN","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
".LEHDXY9","MT103",".LEHDXXZ","2020-10-01 18:33:50","2020-10-01 18:33:50","INPELY01","INPELY01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
".LEHDY6D","MT103",".LEHDY63","2020-10-01 18:34:49","2020-10-01 18:34:49","INPELY01","INPELY01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"W:EHL93X","MT103","W:EHL93N","2020-10-05 16:29:32","2020-10-05 16:29:32","MIGGY_IN","MIGGY_IN","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"7;EHMZ3P","MT103","7;EHMZ3F","2020-10-06 15:37:12","2020-10-06 15:37:12","ARFELI01","ARFELI01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"7CEJ6XUV","MT103","7CEJ6XUH","2020-11-05 20:50:37","2020-11-05 20:50:37","INPAMT01","INPAMT01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"7CEJ6Y2Z","MT103","7CEJ6Y2P","2020-11-05 20:51:41","2020-11-05 20:51:41","INPAMT01","INPAMT01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"#FEJ8ZC9","MT103","#FEJ8ZBZ","2020-11-06 23:02:17","2020-11-06 23:02:17","INPAMT02","INPAMT02","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"#FEJ8ZKD","MT103","#FEJ8ZK3","2020-11-06 23:03:08","2020-11-06 23:03:08","INPAMT02","INPAMT02","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"#YEJ928O","MT103","#YEJ9289","2020-11-07 00:21:41","2020-11-07 00:21:41","DANUSR01","DANUSR01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"#YEJ92GS","MT103","#YEJ92GI","2020-11-07 00:22:44","2020-11-07 00:22:44","DANUSR01","DANUSR01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"#YEJ92PH","MT103","#YEJ92P7","2020-11-07 00:27:20","2020-11-07 00:27:20","DANUSR01","DANUSR01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"#YEJ92XL","MT103","#YEJ92XB","2020-11-07 00:28:13","2020-11-07 00:28:13","DANUSR01","DANUSR01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"#@EJ9451","MT103","#@EJ944R","2020-11-07 00:54:08","2020-11-07 00:54:08","DANUSR01","DANUSR01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"#@EJ94D5","MT103","#@EJ94CV","2020-11-07 00:55:03","2020-11-07 00:55:03","DANUSR01","DANUSR01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"#@EJ94LU","MT103","#@EJ94LK","2020-11-07 00:59:07","2020-11-07 00:59:07","DANUSR01","DANUSR01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"#@EJ94TY","MT103","#@EJ94TO","2020-11-07 01:00:02","2020-11-07 01:00:02","DANUSR01","DANUSR01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"#5EJ9IFP","MT103","#5EJ9IFF","2020-11-07 04:57:46","2020-11-07 04:57:46","DANUSR01","DANUSR01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"#5EJ9IOE","MT103","#5EJ9IO4","2020-11-07 05:01:17","2020-11-07 05:01:17","DANUSR01","DANUSR01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"#5EJ9IWI","MT103","#5EJ9IW8","2020-11-07 05:02:03","2020-11-07 05:02:03","DANUSR01","DANUSR01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"#+EJ9KKZ","MT103","#+EJ9KKP","2020-11-07 05:29:12","2020-11-07 05:29:12","DANUSR01","DANUSR01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"#+EJ9KT3","MT103","#+EJ9KST","2020-11-07 05:29:58","2020-11-07 05:29:58","DANUSR01","DANUSR01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"#+EJ9L1S","MT103","#+EJ9L1I","2020-11-07 05:33:30","2020-11-07 05:33:30","DANUSR01","DANUSR01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"#+EJ9L9W","MT103","#+EJ9L9M","2020-11-07 05:34:16","2020-11-07 05:34:16","DANUSR01","DANUSR01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"BPEJ9MQ0","MT103","BPEJ9MPQ","2020-11-07 06:12:55","2020-11-07 06:12:55","DANUSR01","DANUSR01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"BPEJ9MY4","MT103","BPEJ9MXU","2020-11-07 06:13:43","2020-11-07 06:13:43","DANUSR01","DANUSR01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"BPEJ9N6T","MT103","BPEJ9N6J","2020-11-07 06:17:24","2020-11-07 06:17:24","DANUSR01","DANUSR01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"BPEJ9NEX","MT103","BPEJ9NEN","2020-11-07 06:18:13","2020-11-07 06:18:13","DANUSR01","DANUSR01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
":(EJDZWL","MT103",":(EJDZWB","2020-11-09 16:18:16","2020-11-09 16:18:16","INPRON02","INPRON02","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
":(EJE04P","MT103",":(EJE04F","2020-11-09 16:19:05","2020-11-09 16:19:05","INPRON02","INPRON02","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"GTEJFM2Q","CV202","GTEJFM2G","2020-11-10 09:28:52","2020-11-10 09:28:52","FOULISTR","FOULISTR","     ","                                   ","N","","","","","","","",""
"GTEJFMW4","MT103","GTEJFM2G","2020-11-10 09:34:16","2020-11-10 09:34:16","FOULISTR","FOULISTR","     ","                                   ","N","BEN  ","","CRED ","","","","",""
"GTEJFNHZ","MT202","GTEJFM2G","2020-11-10 09:39:01","2020-11-10 09:39:01","FOULISTR","FOULISTR","     ","                                   ","N","","","","","","","",""
"ZUEJHS19","MT103","ZUEJHS0Z","2020-11-11 14:05:41","2020-11-11 14:05:41","FOULISTR","FOULISTR","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"M8EJQRW0","MT103","M8EJQRVQ","2020-11-16 12:34:59","2020-11-16 12:34:59","INPAMT01","INPAMT01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"M8EJQS44","MT103","M8EJQS3U","2020-11-16 12:36:00","2020-11-16 12:36:00","INPAMT01","INPAMT01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"2!EJV42J","MT100","2!EJV2QZ","2020-11-18 22:05:56","2020-11-18 22:05:56","DANUSR01","DANUSR01","     ","                                   ","Y","BEN  ","","","","","","",""
"2!EJV4A6","MT100","2!EJV49W","2020-11-18 22:11:43","2020-11-18 22:11:43","DANUSR01","DANUSR01","     ","                                   ","Y","BEN  ","","","","","","",""
"2WEJV980","MT100","2WEJV97F","2020-11-18 23:57:58","2020-11-18 23:57:58","DANUSR01","DANUSR01","     ","                                   ","Y","BEN  ","","","","","","",""
"2WEJV9ES","MT100","2WEJV9EI","2020-11-19 00:00:28","2020-11-19 00:00:28","DANUSR01","DANUSR01","     ","                                   ","Y","BEN  ","","","","","","",""
"*UEHA4Y0","MT103","*UEHA4XQ","2020-09-29 16:02:44","2020-09-29 16:02:44","INPELY01","INPELY01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"PPEHBQ8R","MT103","PPEHBQ8H","2020-09-30 12:32:21","2020-09-30 12:32:21","MIGGY_IN","MIGGY_IN","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"PPEHBQGV","MT103","PPEHBQGL","2020-09-30 12:33:28","2020-09-30 12:33:28","MIGGY_IN","MIGGY_IN","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
".MEHDUAW","MT103",".MEHDUAM","2020-10-01 17:14:23","2020-10-01 17:14:23","INPELY01","INPELY01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
".MEHDUJ0","MT103",".MEHDUIQ","2020-10-01 17:15:25","2020-10-01 17:15:25","INPELY01","INPELY01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"89EHEAO9","MT103","89EHEANZ","2020-10-01 22:32:32","2020-10-01 22:32:32","INPELY01","INPELY01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"89EHEAWD","MT103","89EHEAW3","2020-10-01 22:33:34","2020-10-01 22:33:34","INPELY01","INPELY01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"8JEHEGQX","MT103","8JEHEGQN","2020-10-02 00:05:28","2020-10-02 00:05:28","INPELY01","INPELY01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"8JEHEGZ1","MT103","8JEHEGYR","2020-10-02 00:06:38","2020-10-02 00:06:38","INPELY01","INPELY01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"(CEHFV5H","MT202","(CEHFUQU","2020-10-02 17:43:55","2020-10-02 17:43:55","FI717102","FI717102","     ","                                   ","Y","","","","","","","",""
"?EEHN5UP","MT210","?EEHN5J7","2020-10-06 14:03:26","2020-10-06 14:03:26","LIQUSR05","LIQUSR05","     ","                                   ","Y","BEN  ","","","","","","",""
"7;EHMZBT","MT103","7;EHMZBJ","2020-10-06 15:38:07","2020-10-06 15:38:07","ARFELI01","ARFELI01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"7QEHN4ZV","MT103","7QEHN4ZL","2020-10-06 16:27:26","2020-10-06 16:27:26","ARFELI01","ARFELI01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"N1EHN7OO","MT103","N1EHN7OE","2020-10-06 17:40:46","2020-10-06 17:40:46","ARFELI01","ARFELI01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"NSEHN5AS","MT103","NSEHN5AI","2020-10-06 17:51:25","2020-10-06 17:51:25","MIGGY_IN","MIGGY_IN","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"BNEHOJU0","MT103","BNEHOJTQ","2020-10-07 11:29:58","2020-10-07 11:29:58","ARFELI01","ARFELI01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"QIEHOXN2","MT103","QIEHOXMS","2020-10-07 15:49:20","2020-10-07 15:49:20","CESSINP1","CESSINP1","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"LWEHP465","MT103","LWEHP45V","2020-10-07 18:21:47","2020-10-07 18:21:47","CESSINP1","CESSINP1","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"LWEHP4E9","MT103","LWEHP4DZ","2020-10-07 18:22:56","2020-10-07 18:22:56","CESSINP1","CESSINP1","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"A@EHQNKF","MT103","A@EHQNJZ","2020-10-08 15:20:41","2020-10-08 15:20:41","MIGGY_IN","MIGGY_IN","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"CGEI06QB","MT202","CGEI06PI","2020-10-13 18:29:19","2020-10-13 18:29:19","CMARTILL","CMARTILL","     ","                                   ","Y","","","","","","","",""
"CGEI06QG","MT202","CGEI06PI","2020-10-13 18:29:19","2020-10-13 18:29:19","CMARTILL","CMARTILL","     ","                                   ","Y","","","","","","","",""
"CGEI06PV","MT103","CGEI06PI","2020-10-13 18:29:19","2020-10-13 18:29:19","CMARTILL","CMARTILL","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"CGEI06Q1","MT103","CGEI06PI","2020-10-13 18:29:19","2020-10-13 18:29:19","CMARTILL","CMARTILL","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"CGEI06QP","MT210","CGEI06PI","2020-10-13 18:29:19","2020-10-13 18:29:19","CMARTILL","CMARTILL","     ","                                   ","Y","BEN  ","","","","","","",""
"CGEI06QT","MT210","CGEI06PI","2020-10-13 18:29:19","2020-10-13 18:29:19","CMARTILL","CMARTILL","     ","                                   ","Y","BEN  ","","","","","","",""
"CGEI06P3","MT202","CGEI06OA","2020-10-13 18:29:34","2020-10-13 18:29:34","CMARTILL","CMARTILL","     ","                                   ","Y","","","","","","","",""
"CGEI06P8","MT202","CGEI06OA","2020-10-13 18:29:34","2020-10-13 18:29:34","CMARTILL","CMARTILL","     ","                                   ","Y","","","","","","","",""
"CGEI06ON","MT103","CGEI06OA","2020-10-13 18:29:34","2020-10-13 18:29:34","CMARTILL","CMARTILL","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"CGEI06OT","MT103","CGEI06OA","2020-10-13 18:29:34","2020-10-13 18:29:34","CMARTILL","CMARTILL","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"CGEI06PH","MT210","CGEI06OA","2020-10-13 18:29:34","2020-10-13 18:29:34","CMARTILL","CMARTILL","     ","                                   ","Y","BEN  ","","","","","","",""
"CGEI06RX","MT210","CGEI06OA","2020-10-13 18:29:34","2020-10-13 18:29:34","CMARTILL","CMARTILL","     ","                                   ","Y","BEN  ","","","","","","",""
"D#EI1WGO","MT103","D#EI1W1R","2020-10-14 14:02:54","2020-10-14 14:02:54","MANZANOM","MANZANOM","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"D#EI1WX8","MT202","D#EI1W1R","2020-10-14 14:07:13","2020-10-14 14:07:13","MANZANOM","MANZANOM","     ","                                   ","Y","","","","","","","",""
"DQEI1XWL","MT103","DQEI1XW8","2020-10-14 14:11:16","2020-10-14 14:11:16","MANZANOS","MANZANOS","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"DQEI1XWR","MT103","DQEI1XW8","2020-10-14 14:11:16","2020-10-14 14:11:16","MANZANOS","MANZANOS","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"DQEI1XX1","MT202","DQEI1XW8","2020-10-14 14:11:16","2020-10-14 14:11:16","MANZANOS","MANZANOS","     ","                                   ","Y","","","","","","","",""
"DQEI1XX6","MT202","DQEI1XW8","2020-10-14 14:11:16","2020-10-14 14:11:16","MANZANOS","MANZANOS","     ","                                   ","Y","","","","","","","",""
"DQEI1XY6","MT210","DQEI1XW8","2020-10-14 14:12:36","2020-10-14 14:12:36","MANZANOS","MANZANOS","     ","                                   ","Y","BEN  ","","","","","","",""
"?5EI1U9K","MT103","?5EI1U5R","2020-10-14 14:47:01","2020-10-14 14:47:01","LIQUSR03","LIQUSR03","     ","                                   ","Y","BEN  ","","SPAY ","","","","",""
"?5EI1UHB","MT202","?5EI1U5R","2020-10-14 14:47:07","2020-10-14 14:47:07","LIQUSR03","LIQUSR03","     ","                                   ","Y","","","","","","","",""
":LEI3H34","MT103",":LEI3H23","2020-10-15 12:26:37","2020-10-15 12:26:37","CMARTILL","CMARTILL","     ","                                   ","Y","BEN  ","","SPAY ","","","","",""
":LEI3H3D","MT103",":LEI3H23","2020-10-15 12:26:37","2020-10-15 12:26:37","CMARTILL","CMARTILL","     ","                                   ","Y","BEN  ","","SPAY ","","","","",""
":LEI3H4A","MT210",":LEI3H23","2020-10-15 12:26:37","2020-10-15 12:26:37","CMARTILL","CMARTILL","     ","                                   ","Y","BEN  ","","","","","","",""
":LEI3H4F","MT210",":LEI3H23","2020-10-15 12:26:37","2020-10-15 12:26:37","CMARTILL","CMARTILL","     ","                                   ","Y","BEN  ","","","","","","",""
":LEI3H3Q","MT202",":LEI3H23","2020-10-15 12:26:37","2020-10-15 12:26:37","CMARTILL","CMARTILL","     ","                                   ","Y","","","","","","","",""
":LEI3H3Y","MT202",":LEI3H23","2020-10-15 12:26:37","2020-10-15 12:26:37","CMARTILL","CMARTILL","     ","                                   ","Y","","","","","","","",""
":LEI3H2G","CV202",":LEI3H23","2020-10-15 12:26:37","2020-10-15 12:26:37","CMARTILL","CMARTILL","     ","                                   ","Y","","","","","","","",""
":LEI3H2Q","CV202",":LEI3H23","2020-10-15 12:26:37","2020-10-15 12:26:37","CMARTILL","CMARTILL","     ","                                   ","Y","","","","","","","",""
"49EIQ1RQ","MT103","49EIQ1RG","2020-10-27 17:46:31","2020-10-27 17:46:31","TESTINP ","TESTINP ","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"49EIQ1ZU","MT103","49EIQ1ZK","2020-10-27 17:47:52","2020-10-27 17:47:52","TESTINP ","TESTINP ","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"46EIQ8EV","MT103","46EIQ8EL","2020-10-27 19:02:26","2020-10-27 19:02:26","INPALN01","INPALN01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"46EIQ8MZ","MT103","46EIQ8MP","2020-10-27 19:03:43","2020-10-27 19:03:43","INPALN01","INPALN01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"4MEIQ59N","MT103","4MEIQ59D","2020-10-27 19:07:11","2020-10-27 19:07:11","INPAMT01","INPAMT01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"4MEIQ5HR","MT103","4MEIQ5HH","2020-10-27 19:08:37","2020-10-27 19:08:37","INPAMT01","INPAMT01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"F)EIRA13","MT103","F)EIRA0T","2020-10-28 08:30:40","2020-10-28 08:30:40","INPALN01","INPALN01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"F)EIRA97","MT103","F)EIRA8X","2020-10-28 08:31:58","2020-10-28 08:31:58","INPALN01","INPALN01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
"Y(EITD2G","MT103","Y(EITD26","2020-10-29 11:21:56","2020-10-29 11:21:56","INPAMT01","INPAMT01","     ","                                   ","Y","BEN  ","","CRED ","","","","",""
