"UDP_UID_USERID","UDP_CDE_DEPT","UDP_TSP_REC_CREATE","UDP_TSP_REC_UPDATE","UDP_UID_REC_CREATE","UDP_UID_REC_UPDATE","UDP_IND_PRIMARY"
"LQDLGA01","GLB  ","2020-09-08 09:12:00","2020-09-08 09:12:00","LOANIQ01","LOANIQ01","Y"
"TSTCNS90","GLB  ","2020-09-11 11:02:58","2020-09-11 11:02:58","LOANIQ01","LOANIQ01","Y"
"MAKINP00","GLB  ","2020-09-25 16:25:05","2020-09-25 16:25:05","LOANIQ01","LOANIQ01","Y"
"TSTCNS89","GLB  ","2020-09-11 13:20:19","2020-09-11 13:20:19","LOANIQ01","LOANIQ01","Y"
"JOBINP00","GLB  ","2020-09-25 16:22:03","2020-09-25 16:22:03","LOANIQ01","LOANIQ01","Y"
"MAKSUP00","GLB  ","2020-09-25 17:13:33","2020-09-25 17:13:33","LOANIQ01","LOANIQ01","Y"
"INPCGLAM","GLB  ","2020-09-25 18:06:41","2020-09-25 18:06:41","LOANIQ01","LOANIQ01","Y"
"SUPCGLAM","GLB  ","2020-09-25 18:17:03","2020-09-25 18:17:03","LOANIQ01","LOANIQ01","Y"
"MGRCGLAM","GLB  ","2020-09-25 18:29:15","2020-09-25 18:29:15","LOANIQ01","LOANIQ01","Y"
"COPEAMST","GLB  ","2020-09-25 18:50:17","2020-09-25 18:50:17","LOANIQ01","LOANIQ01","Y"
"C116594 ","GLB  ","2020-10-06 14:46:27","2020-10-06 14:46:27","ADMIN3  ","ADMIN3  ","N"
"LIQTST02","GLB  ","2020-11-04 17:17:24","2020-11-04 17:17:24","ADMIN1  ","ADMIN1  ","N"
"INPAMT02","GLB  ","2020-11-06 14:37:24","2020-11-06 14:37:24","ADMIN1  ","ADMIN1  ","N"
"MGRAMT02","GLB  ","2020-11-06 14:44:03","2020-11-06 14:44:03","ADMIN1  ","ADMIN1  ","N"
"SKOSUP01","GLB  ","2020-11-18 14:58:28","2020-11-18 14:58:28","ADMIN1  ","ADMIN1  ","N"
"SKOMGR01","GLB  ","2020-11-18 15:00:25","2020-11-18 15:00:25","ADMIN1  ","ADMIN1  ","N"
"INPCESSL","GLB  ","2020-11-19 11:06:55","2020-11-19 11:06:55","ADMIN1  ","ADMIN1  ","Y"
"IN0101  ","GLB  ","2020-11-19 13:20:53","2020-11-19 13:20:53","ADMIN1  ","ADMIN1  ","N"
"SU0101  ","GLB  ","2020-11-19 13:21:40","2020-11-19 13:21:40","ADMIN1  ","ADMIN1  ","N"
"MG0101  ","GLB  ","2020-11-19 13:22:31","2020-11-19 13:22:31","ADMIN1  ","ADMIN1  ","N"
"SHINPAU0","GLB  ","2020-11-19 16:50:58","2020-11-19 16:50:58","ADMIN1  ","ADMIN1  ","N"
"CGLINP00","GLB  ","2020-11-24 10:46:03","2020-11-24 10:46:03","LOANIQ01","LOANIQ01","Y"
"INPCESS1","GLB  ","2020-11-24 13:11:54","2020-11-24 13:11:54","LOANIQ01","LOANIQ01","Y"
"SUPCC01 ","GLB  ","2020-09-29 14:53:03","2020-09-29 14:53:03","ADMIN1  ","ADMIN1  ","N"
"KDINPUT ","GLB  ","2020-11-10 20:57:37","2020-11-10 20:57:37","ADMIN1  ","ADMIN1  ","N"
"KINGSUP ","GLB  ","2020-11-10 21:08:44","2020-11-10 21:08:44","ADMIN1  ","ADMIN1  ","N"
"SKOUSR01","GLB  ","2020-11-18 14:50:10","2020-11-18 14:50:10","ADMIN1  ","ADMIN1  ","N"
"CGLINP01","GLB  ","2020-11-24 11:38:57","2020-11-24 11:38:57","ADMIN1  ","ADMIN1  ","N"
"KD_SUPER","GLB  ","2020-10-14 20:44:48","2020-10-14 20:44:48","ADMIN1  ","ADMIN1  ","N"
"CIELO008","GLB  ","2020-10-30 10:26:33","2020-10-30 10:26:33","LOANIQ01","LOANIQ01","Y"
