"LGE_RID_EVENT","LGE_CHR_USER_ID","LGE_CHR_LOGIN_ID","LGE_CHR_NODE","LGE_CDE_EVENT","LGE_TXT_COMMENT","LGE_TSP_REC_CREATE","LGE_TSP_REC_UPDATE","LGE_UID_REC_CREATE","LGE_UID_REC_UPDATE"
"7?EJTIMV","INPRON01","INPRON01                                                        ","00000A752056","SLGIN","SuccessfulLogin","2020-11-18 09:25:43","2020-11-18 09:25:43","LS2LOCK ","LS2LOCK "
"7SEJTIT7","RPTINP01","RPTINP01                                                        ","00000A752077","SLGIN","SuccessfulLogin","2020-11-18 09:29:31","2020-11-18 09:29:31","LS2LOCK ","LS2LOCK "
"77EJTJPS","        ","MGRRON01                                                        ","00000A752056","UNKEV","EventUnknown","2020-11-18 09:49:03","2020-11-18 09:49:03","LS2LOCK ","LS2LOCK "
"7NEJTJU1","        ","MGRRON01                                                        ","00000A752056","UNKEV","EventUnknown","2020-11-18 09:51:37","2020-11-18 09:51:37","LS2LOCK ","LS2LOCK "
"7IEJTJU2","MGRRON01","MGRRON01                                                        ","00000A752056","SLGIN","SuccessfulLogin","2020-11-18 09:51:38","2020-11-18 09:51:38","LS2LOCK ","LS2LOCK "
"72EJTJV4","        ","SUPRON01                                                        ","00000A752056","UNKEV","EventUnknown","2020-11-18 09:52:15","2020-11-18 09:52:15","LS2LOCK ","LS2LOCK "
"7-EJTJVF","        ","SUPRON01                                                        ","00000A752056","UNKEV","EventUnknown","2020-11-18 09:52:27","2020-11-18 09:52:27","LS2LOCK ","LS2LOCK "
"7BEJTJVH","SUPRON01","SUPRON01                                                        ","00000A752056","SLGIN","SuccessfulLogin","2020-11-18 09:52:29","2020-11-18 09:52:29","LS2LOCK ","LS2LOCK "
")CEHX4WC","SAMGR01 ","SAMGR01                                                         ","00000A752014","SLGIN","SuccessfulLogin","2020-10-12 11:12:12","2020-10-12 11:12:12","LS2LOCK ","LS2LOCK "
"E@EHX7XL","CCUISIA ","CCUISIA                                                         ","00000A752014","SLGIN","SuccessfulLogin","2020-10-12 12:17:45","2020-10-12 12:17:45","LS2LOCK ","LS2LOCK "
"ECEHX7YG","SAMGR01 ","SAMGR01                                                         ","00000A752014","SLGIN","SuccessfulLogin","2020-10-12 12:18:16","2020-10-12 12:18:16","LS2LOCK ","LS2LOCK "
"E;EHX83S","SUPCC01 ","SUPCC01                                                         ","00000A752014","SLGIN","SuccessfulLogin","2020-10-12 12:21:28","2020-10-12 12:21:28","LS2LOCK ","LS2LOCK "
"E1EHX8GB","SUPCC02 ","SUPCC02                                                         ","00000A752014","SLGIN","SuccessfulLogin","2020-10-12 12:28:59","2020-10-12 12:28:59","LS2LOCK ","LS2LOCK "
"EDEHX8KD","CCUISIA ","CCUISIA                                                         ","00000A752014","SLGIN","SuccessfulLogin","2020-10-12 12:31:25","2020-10-12 12:31:25","LS2LOCK ","LS2LOCK "
"E?EHX8S7","CESSINP1","CESSINP1                                                        ","00000A15D864","SLGIN","SuccessfulLogin","2020-10-12 12:36:07","2020-10-12 12:36:07","LS2LOCK ","LS2LOCK "
"ESEHX9BD","CESSINP1","CESSINP1                                                        ","00000A15D864","SLGIN","SuccessfulLogin","2020-10-12 12:47:37","2020-10-12 12:47:37","LS2LOCK ","LS2LOCK "
"E7EHX9NF","CFRANCIS","CFRANCIS                                                        ","00000A752096","SLGIN","SuccessfulLogin","2020-10-12 12:54:51","2020-10-12 12:54:51","LS2LOCK ","LS2LOCK "
"EXEHXAO8","CESSINP1","CESSINP1                                                        ","00000A15D864","SLGIN","SuccessfulLogin","2020-10-12 13:16:56","2020-10-12 13:16:56","LS2LOCK ","LS2LOCK "
"EIEHXBXH","CESSINP1","CESSINP1                                                        ","00000A15D864","SLGIN","SuccessfulLogin","2020-10-12 13:44:05","2020-10-12 13:44:05","LS2LOCK ","LS2LOCK "
"E2EHXC05","INPDEL01","INPDEL01                                                        ","00000A75206D","SLGIN","SuccessfulLogin","2020-10-12 13:45:41","2020-10-12 13:45:41","LS2LOCK ","LS2LOCK "
"E:EHXCY1","DELINP01","DELINP01                                                        ","00000A75206D","SLGIN","SuccessfulLogin","2020-10-12 14:06:01","2020-10-12 14:06:01","LS2LOCK ","LS2LOCK "
"EQEHXCZX","DELINP01","DELINP01                                                        ","00000A75206D","SLGIN","SuccessfulLogin","2020-10-12 14:07:09","2020-10-12 14:07:09","LS2LOCK ","LS2LOCK "
"ELEHXD00","DELINP01","DELINP01                                                        ","00000A75206D","SLGIN","SuccessfulLogin","2020-10-12 14:07:12","2020-10-12 14:07:12","LS2LOCK ","LS2LOCK "
"EVEHXD2Z","INPUTNCB","INPUTNCB                                                        ","00000A752033","SLGIN","SuccessfulLogin","2020-10-12 14:08:59","2020-10-12 14:08:59","LS2LOCK ","LS2LOCK "
"EGEHXD6J","ADMIN1  ","ADMIN1                                                          ","00000A75206D","SLGIN","SuccessfulLogin","2020-10-12 14:11:07","2020-10-12 14:11:07","LS2LOCK ","LS2LOCK "
"E0EHXDC5","CESSINP1","CESSINP1                                                        ","00000A15D864","SLGIN","SuccessfulLogin","2020-10-12 14:14:29","2020-10-12 14:14:29","LS2LOCK ","LS2LOCK "
".!EHXDL2","DELMGR01","DELMGR01                                                        ","00000A75206D","SLGIN","SuccessfulLogin","2020-10-12 14:19:50","2020-10-12 14:19:50","LS2LOCK ","LS2LOCK "
".4EHXDL4","DELMGR01","DELMGR01                                                        ","00000A75206D","SLGIN","SuccessfulLogin","2020-10-12 14:19:52","2020-10-12 14:19:52","LS2LOCK ","LS2LOCK "
".XEHXF0K","LIQUSR03","LIQUSR03                                                        ","00000A754164","SLGIN","SuccessfulLogin","2020-10-12 14:50:44","2020-10-12 14:50:44","LS2LOCK ","LS2LOCK "
"TAEHXF2V","CESSINP1","CESSINP1                                                        ","00000A15D864","SLGIN","SuccessfulLogin","2020-10-12 14:52:07","2020-10-12 14:52:07","LS2LOCK ","LS2LOCK "
"T.EHXGOJ","MIGGY_IN","MIGGY_IN                                                        ","00000A7520FD","SLGIN","SuccessfulLogin","2020-10-12 15:26:43","2020-10-12 15:26:43","LS2LOCK ","LS2LOCK "
"TOEHXGX0","LIQUSR03","LIQUSR03                                                        ","00000A754164","SLGIN","SuccessfulLogin","2020-10-12 15:31:48","2020-10-12 15:31:48","LS2LOCK ","LS2LOCK "
"TYEHXGXU","LIQAPCP3","LIQAPCP3                                                        ","00000A754164","SLGIN","SuccessfulLogin","2020-10-12 15:32:18","2020-10-12 15:32:18","LS2LOCK ","LS2LOCK "
"TJEHXGZM","LIQUSR03","LIQUSR03                                                        ","00000A754164","SLGIN","SuccessfulLogin","2020-10-12 15:33:22","2020-10-12 15:33:22","LS2LOCK ","LS2LOCK "
"T3EHXH48","CFRANCIS","CFRANCIS                                                        ","00000A752096","SLGIN","SuccessfulLogin","2020-10-12 15:36:08","2020-10-12 15:36:08","LS2LOCK ","LS2LOCK "
"T(EHXHA3","LIQAPCP3","LIQAPCP3                                                        ","00000A754164","SLGIN","SuccessfulLogin","2020-10-12 15:39:39","2020-10-12 15:39:39","LS2LOCK ","LS2LOCK "
"T@EHXHDU","CESSINP1","CESSINP1                                                        ","00000A15D864","SLGIN","SuccessfulLogin","2020-10-12 15:41:54","2020-10-12 15:41:54","LS2LOCK ","LS2LOCK "
"TCEHXHDZ","LIQUSR03","LIQUSR03                                                        ","00000A754164","SLGIN","SuccessfulLogin","2020-10-12 15:41:59","2020-10-12 15:41:59","LS2LOCK ","LS2LOCK "
"T;EHXHFM","LIQAPCP3","LIQAPCP3                                                        ","00000A754164","SLGIN","SuccessfulLogin","2020-10-12 15:42:58","2020-10-12 15:42:58","LS2LOCK ","LS2LOCK "
"TREHXHIH","LIQUSR03","LIQUSR03                                                        ","00000A754164","SLGIN","SuccessfulLogin","2020-10-12 15:44:41","2020-10-12 15:44:41","LS2LOCK ","LS2LOCK "
"T$EHXIS2","INPCHER ","INPCHER                                                         ","00000A7520EF","SLGIN","SuccessfulLogin","2020-10-12 16:12:02","2020-10-12 16:12:02","LS2LOCK ","LS2LOCK "
"T2EHXJVS","INPCARL ","INPCARL                                                         ","00000A15DD0E","SLGIN","SuccessfulLogin","2020-10-12 16:35:52","2020-10-12 16:35:52","LS2LOCK ","LS2LOCK "
"T#EHXK7W","CFRANCIS","CFRANCIS                                                        ","00000A752096","SLGIN","SuccessfulLogin","2020-10-12 16:43:08","2020-10-12 16:43:08","LS2LOCK ","LS2LOCK "
"TBEHXKAY","MIGGY_IN","MIGGY_IN                                                        ","00000A7520FD","SLGIN","SuccessfulLogin","2020-10-12 16:44:58","2020-10-12 16:44:58","LS2LOCK ","LS2LOCK "
"OJEHXQ3L","MIGGY_MA","MIGGY_MA                                                        ","00000A7520FD","SLGIN","SuccessfulLogin","2020-10-12 18:50:09","2020-10-12 18:50:09","LS2LOCK ","LS2LOCK "
"O(EHXQAN","MIGGY_IN","MIGGY_IN                                                        ","00000A7520FD","SLGIN","SuccessfulLogin","2020-10-12 18:54:23","2020-10-12 18:54:23","LS2LOCK ","LS2LOCK "
"O@EHXQB2","INPDEL01","INPDEL01                                                        ","00000A75206D","SLGIN","SuccessfulLogin","2020-10-12 18:54:38","2020-10-12 18:54:38","LS2LOCK ","LS2LOCK "
"O=EHXTAU","MIGGY_IN","MIGGY_IN                                                        ","00000A7520FD","SLGIN","SuccessfulLogin","2020-10-12 19:59:18","2020-10-12 19:59:18","LS2LOCK ","LS2LOCK "
"O$EHXUY2","INPCARL ","INPCARL                                                         ","00000A15DD0E","SLGIN","SuccessfulLogin","2020-10-12 20:34:50","2020-10-12 20:34:50","LS2LOCK ","LS2LOCK "
"ODEHXVJY","MIGGY_IN","MIGGY_IN                                                        ","00000A7520FD","SLGIN","SuccessfulLogin","2020-10-12 20:47:58","2020-10-12 20:47:58","LS2LOCK ","LS2LOCK "
"O7EHXW9Z","INPCARL ","INPCARL                                                         ","00000A15DD0E","SLGIN","SuccessfulLogin","2020-10-12 21:03:35","2020-10-12 21:03:35","LS2LOCK ","LS2LOCK "
"YBEHY3J0","MIGGY_IN","MIGGY_IN                                                        ","00000A7520FD","SLGIN","SuccessfulLogin","2020-10-12 23:40:12","2020-10-12 23:40:12","LS2LOCK ","LS2LOCK "
"Y+EHY5E7","MIGGY_IN","MIGGY_IN                                                        ","00000A7520FD","SLGIN","SuccessfulLogin","2020-10-13 00:20:31","2020-10-13 00:20:31","LS2LOCK ","LS2LOCK "
"Y*EHY5KR","MIGGY_IN","MIGGY_IN                                                        ","00000A7520FD","SLGIN","SuccessfulLogin","2020-10-13 00:24:27","2020-10-13 00:24:27","LS2LOCK ","LS2LOCK "
"TFEHXFWV","JCUSR01 ","JCUSR01                                                         ","00000A7520AC","SLGIN","SuccessfulLogin","2020-10-12 15:10:07","2020-10-12 15:10:07","LS2LOCK ","LS2LOCK "
"TZEHXFZK","CESSINP1","CESSINP1                                                        ","00000A15D864","SLGIN","SuccessfulLogin","2020-10-12 15:11:44","2020-10-12 15:11:44","LS2LOCK ","LS2LOCK "
"T9EHXG01","LOANIQ01","LOANIQ01                                                        ","00000A752111","SLGIN","SuccessfulLogin","2020-10-12 15:12:01","2020-10-12 15:12:01","LS2LOCK ","LS2LOCK "
"T)EHXG16","CFRANCIS","CFRANCIS                                                        ","00000A752096","SLGIN","SuccessfulLogin","2020-10-12 15:12:42","2020-10-12 15:12:42","LS2LOCK ","LS2LOCK "
"TMEHXIBV","ADMIN1  ","ADMIN1                                                          ","00000A752096","SLGIN","SuccessfulLogin","2020-10-12 16:02:19","2020-10-12 16:02:19","LS2LOCK ","LS2LOCK "
"T1EHXIN7","MIGGY_IN","MIGGY_IN                                                        ","00000A7520FD","SLGIN","SuccessfulLogin","2020-10-12 16:09:07","2020-10-12 16:09:07","LS2LOCK ","LS2LOCK "
"T7EHXJ2G","SUPAMT01","SUPAMT01                                                        ","00000A752096","SLGIN","SuccessfulLogin","2020-10-12 16:18:16","2020-10-12 16:18:16","LS2LOCK ","LS2LOCK "
"TNEHXJ51","MGRAMT01","MGRAMT01                                                        ","00000A752096","SLGIN","SuccessfulLogin","2020-10-12 16:19:49","2020-10-12 16:19:49","LS2LOCK ","LS2LOCK "
"TXEHXJ9A","CFRANCIS","CFRANCIS                                                        ","00000A752096","SLGIN","SuccessfulLogin","2020-10-12 16:22:22","2020-10-12 16:22:22","LS2LOCK ","LS2LOCK "
"TIEHXJG7","CFRANCIS","CFRANCIS                                                        ","00000A752096","SLGIN","SuccessfulLogin","2020-10-12 16:26:31","2020-10-12 16:26:31","LS2LOCK ","LS2LOCK "
"T:EHXKC9","MGRAMT01","MGRAMT01                                                        ","00000A752096","SLGIN","SuccessfulLogin","2020-10-12 16:45:45","2020-10-12 16:45:45","LS2LOCK ","LS2LOCK "
"TVEHXKK9","CFRANCIS","CFRANCIS                                                        ","00000A752096","SLGIN","SuccessfulLogin","2020-10-12 16:50:33","2020-10-12 16:50:33","LS2LOCK ","LS2LOCK "
"T+EHXKP1","CFRANCIS","CFRANCIS                                                        ","00000A752096","SLGIN","SuccessfulLogin","2020-10-12 16:53:25","2020-10-12 16:53:25","LS2LOCK ","LS2LOCK "
"8PEHXL12","MIGGY_IN","MIGGY_IN                                                        ","00000A7520FD","SLGIN","SuccessfulLogin","2020-10-12 17:00:38","2020-10-12 17:00:38","LS2LOCK ","LS2LOCK "
"8+EHXM58","JOBSUPER","JOBSUPER                                                        ","00000A7520AB","SLGIN","SuccessfulLogin","2020-10-12 17:24:44","2020-10-12 17:24:44","LS2LOCK ","LS2LOCK "
"OPEHXN7E","MIGGY_IN","MIGGY_IN                                                        ","00000A7520FD","SLGIN","SuccessfulLogin","2020-10-12 17:47:38","2020-10-12 17:47:38","LS2LOCK ","LS2LOCK "
"OUEHXNVW","MIGGY_IN","MIGGY_IN                                                        ","00000A7520FD","SLGIN","SuccessfulLogin","2020-10-12 18:02:20","2020-10-12 18:02:20","LS2LOCK ","LS2LOCK "
"OFEHXO3T","ADMIN1  ","ADMIN1                                                          ","00000A75206D","SLGIN","SuccessfulLogin","2020-10-12 18:07:05","2020-10-12 18:07:05","LS2LOCK ","LS2LOCK "
"OZEHXOC6","DELINP01","DELINP01                                                        ","00000A75206D","SLGIN","SuccessfulLogin","2020-10-12 18:12:06","2020-10-12 18:12:06","LS2LOCK ","LS2LOCK "
"O9EHXOSF","        ","DONATELO                                                        ","00000A15DD0E","FLGIU","InvalidUser","2020-10-12 18:21:50","2020-10-12 18:21:50","LS2LOCK ","LS2LOCK "
"O)EHXOZC","        ","INPCALRL                                                        ","00000A15DD0E","FLGIU","InvalidUser","2020-10-12 18:26:00","2020-10-12 18:26:00","LS2LOCK ","LS2LOCK "
"OEEHXOZP","INPCARL ","INPCARL                                                         ","00000A15DD0E","SLGIN","SuccessfulLogin","2020-10-12 18:26:13","2020-10-12 18:26:13","LS2LOCK ","LS2LOCK "
"O.EHXPB6","INPCARL ","INPCARL                                                         ","00000A15DD0E","SLGIN","SuccessfulLogin","2020-10-12 18:33:06","2020-10-12 18:33:06","LS2LOCK ","LS2LOCK "
"OTEHXPNM","MIGGY_IN","MIGGY_IN                                                        ","00000A7520FD","SLGIN","SuccessfulLogin","2020-10-12 18:40:34","2020-10-12 18:40:34","LS2LOCK ","LS2LOCK "
"OHEHXT7U","INPAMT01","INPAMT01                                                        ","00000A75412D","SLGIN","SuccessfulLogin","2020-10-12 19:57:30","2020-10-12 19:57:30","LS2LOCK ","LS2LOCK "
"O1EHXT96","INPAMT01","INPAMT01                                                        ","00000A75412D","SLGIN","SuccessfulLogin","2020-10-12 19:58:18","2020-10-12 19:58:18","LS2LOCK ","LS2LOCK "
"O?EHXW46","MIGGY_SU","MIGGY_SU                                                        ","00000A7520FD","SLGIN","SuccessfulLogin","2020-10-12 21:00:06","2020-10-12 21:00:06","LS2LOCK ","LS2LOCK "
"OSEHXW9K","MIGGY_MA","MIGGY_MA                                                        ","00000A7520FD","SLGIN","SuccessfulLogin","2020-10-12 21:03:20","2020-10-12 21:03:20","LS2LOCK ","LS2LOCK "
"ONEHXWFI","INPAMT01","INPAMT01                                                        ","00000A75412D","SLGIN","SuccessfulLogin","2020-10-12 21:06:54","2020-10-12 21:06:54","LS2LOCK ","LS2LOCK "
"OXEHXWXO","MIGGY_IN","MIGGY_IN                                                        ","00000A7520FD","SLGIN","SuccessfulLogin","2020-10-12 21:17:48","2020-10-12 21:17:48","LS2LOCK ","LS2LOCK "
"OIEHXY7E","MIGGY_IN","MIGGY_IN                                                        ","00000A7520FD","SLGIN","SuccessfulLogin","2020-10-12 21:45:14","2020-10-12 21:45:14","LS2LOCK ","LS2LOCK "
"O-EHXZDM","MIGGY_IN","MIGGY_IN                                                        ","00000A7520FD","SLGIN","SuccessfulLogin","2020-10-12 22:10:34","2020-10-12 22:10:34","LS2LOCK ","LS2LOCK "
"Y)EHY0GU","MIGGY_IN","MIGGY_IN                                                        ","00000A7520FD","SLGIN","SuccessfulLogin","2020-10-12 22:34:06","2020-10-12 22:34:06","LS2LOCK ","LS2LOCK "
"Y7EHY1FN","MIGGY_MA","MIGGY_MA                                                        ","00000A7520FD","SLGIN","SuccessfulLogin","2020-10-12 22:54:59","2020-10-12 22:54:59","LS2LOCK ","LS2LOCK "
"YNEHY1NJ","MANCARL ","MANCARL                                                         ","00000A754163","SLGIN","SuccessfulLogin","2020-10-12 22:59:43","2020-10-12 22:59:43","LS2LOCK ","LS2LOCK "
"Y-EHY3CD","MIGGY_MA","MIGGY_MA                                                        ","00000A7520FD","SLGIN","SuccessfulLogin","2020-10-12 23:36:13","2020-10-12 23:36:13","LS2LOCK ","LS2LOCK "
"G$EJET2Z","INPAMT02","INPAMT02                                                        ","00000A7520B8","SLGIN","SuccessfulLogin","2020-11-10 10:47:23","2020-11-10 10:47:23","LS2LOCK ","LS2LOCK "
"GDEJET5B","INPAMT02","INPAMT02                                                        ","00000A7520B8","SLGIN","SuccessfulLogin","2020-11-10 10:48:47","2020-11-10 10:48:47","LS2LOCK ","LS2LOCK "
"G?EJET8S","JCUSR01 ","JCUSR01                                                         ","00000A752069","SLGIN","SuccessfulLogin","2020-11-10 10:50:52","2020-11-10 10:50:52","LS2LOCK ","LS2LOCK "
"0HEJEU5M","INPAMT01","INPAMT01                                                        ","00000A7520B8","SLGIN","SuccessfulLogin","2020-11-10 11:10:34","2020-11-10 11:10:34","LS2LOCK ","LS2LOCK "
"01EJEUGD","SUPRON01","SUPRON01                                                        ","00000A75205D","SLGIN","SuccessfulLogin","2020-11-10 11:17:01","2020-11-10 11:17:01","LS2LOCK ","LS2LOCK "
"0XEJEUZB","CESSINP1","CESSINP1                                                        ","00000A75209B","SLGIN","SuccessfulLogin","2020-11-10 11:28:23","2020-11-10 11:28:23","LS2LOCK ","LS2LOCK "
"0IEJEV18","INPRON01","INPRON01                                                        ","00000A75205D","SLGIN","SuccessfulLogin","2020-11-10 11:29:32","2020-11-10 11:29:32","LS2LOCK ","LS2LOCK "
"02EJEV2H","INPALN01","INPALN01                                                        ","00000A752048","SLGIN","SuccessfulLogin","2020-11-10 11:30:17","2020-11-10 11:30:17","LS2LOCK ","LS2LOCK "
"00EJEXSV","INPRON02","INPRON02                                                        ","00000A754138","SLGIN","SuccessfulLogin","2020-11-10 12:29:19","2020-11-10 12:29:19","LS2LOCK ","LS2LOCK "
"0+EJEXT6","INPRON02","INPRON02                                                        ","00000A754138","SLGIN","SuccessfulLogin","2020-11-10 12:29:30","2020-11-10 12:29:30","LS2LOCK ","LS2LOCK "
"MREIURWJ","SUPALN01","SUPALN01                                                        ","00000A75205E","SLGIN","SuccessfulLogin","2020-10-30 15:09:55","2020-10-30 15:09:55","LS2LOCK ","LS2LOCK "
"M6EIUS1C","INPALN01","INPALN01                                                        ","00000A75205E","SLGIN","SuccessfulLogin","2020-10-30 15:12:48","2020-10-30 15:12:48","LS2LOCK ","LS2LOCK "
"MMEIUS6Z","MGRALN01","MGRALN01                                                        ","00000A75205E","SLGIN","SuccessfulLogin","2020-10-30 15:16:11","2020-10-30 15:16:11","LS2LOCK ","LS2LOCK "
"MHEIUSE4","INPALN01","INPALN01                                                        ","00000A75205E","SLGIN","SuccessfulLogin","2020-10-30 15:20:28","2020-10-30 15:20:28","LS2LOCK ","LS2LOCK "
"M?EIUSNN","SUPAMT01","SUPAMT01                                                        ","00000A754144","SLGIN","SuccessfulLogin","2020-10-30 15:26:11","2020-10-30 15:26:11","LS2LOCK ","LS2LOCK "
"MSEIUSSQ","INPAMT01","INPAMT01                                                        ","00000A754144","SLGIN","SuccessfulLogin","2020-10-30 15:29:14","2020-10-30 15:29:14","LS2LOCK ","LS2LOCK "
"M7EIUSX0","TESTSUP ","TESTSUP                                                         ","00000A752107","SLGIN","SuccessfulLogin","2020-10-30 15:31:48","2020-10-30 15:31:48","LS2LOCK ","LS2LOCK "
"MNEIUSXR","INPAMT01","INPAMT01                                                        ","00000A754144","SLGIN","SuccessfulLogin","2020-10-30 15:32:15","2020-10-30 15:32:15","LS2LOCK ","LS2LOCK "
"WZEIUZL9","INPRON01","INPRON01                                                        ","00000A7540FD","SLGIN","SuccessfulLogin","2020-10-30 17:55:57","2020-10-30 17:55:57","LS2LOCK ","LS2LOCK "
"W9EIUZMV","SUPRON01","SUPRON01                                                        ","00000A7540FD","SLGIN","SuccessfulLogin","2020-10-30 17:56:55","2020-10-30 17:56:55","LS2LOCK ","LS2LOCK "
"W?EJ0DNX","A116594 ","A116594                                                         ","00000AF21A6B","SLGIN","SuccessfulLogin","2020-11-02 15:47:57","2020-11-02 15:47:57","LS2LOCK ","LS2LOCK "
"WSEJ0E6N","B116594 ","B116594                                                         ","00000AF21A6B","SLGIN","SuccessfulLogin","2020-11-02 15:59:11","2020-11-02 15:59:11","LS2LOCK ","LS2LOCK "
"W7EJ0EPL","C116594 ","C116594                                                         ","00000AF21A6B","SLGIN","SuccessfulLogin","2020-11-02 16:10:33","2020-11-02 16:10:33","LS2LOCK ","LS2LOCK "
"WNEJ0GIC","C116594 ","C116594                                                         ","00000AF21A6B","SLGIN","SuccessfulLogin","2020-11-02 16:49:24","2020-11-02 16:49:24","LS2LOCK ","LS2LOCK "
"WXEJ0HN2","B116594 ","B116594                                                         ","00000AF21A6B","SLGIN","SuccessfulLogin","2020-11-02 17:13:50","2020-11-02 17:13:50","LS2LOCK ","LS2LOCK "
"WIEJ0JO1","A116594 ","A116594                                                         ","00000AF21A6B","SLGIN","SuccessfulLogin","2020-11-02 17:57:37","2020-11-02 17:57:37","LS2LOCK ","LS2LOCK "
"W2EJ0K5Z","C116594 ","C116594                                                         ","00000AF21A6B","SLGIN","SuccessfulLogin","2020-11-02 18:08:23","2020-11-02 18:08:23","LS2LOCK ","LS2LOCK "
"W-EJ0L10","A116594 ","A116594                                                         ","00000AF21A6B","SLGIN","SuccessfulLogin","2020-11-02 18:27:00","2020-11-02 18:27:00","LS2LOCK ","LS2LOCK "
"W#EJ0L8S","B116594 ","B116594                                                         ","00000AF21A6B","SLGIN","SuccessfulLogin","2020-11-02 18:31:40","2020-11-02 18:31:40","LS2LOCK ","LS2LOCK "
"WBEJ0LKO","C116594 ","C116594                                                         ","00000AF21A6B","SLGIN","SuccessfulLogin","2020-11-02 18:38:48","2020-11-02 18:38:48","LS2LOCK ","LS2LOCK "
"W:EJ0MB0","B116594 ","B116594                                                         ","00000AF21A6B","SLGIN","SuccessfulLogin","2020-11-02 18:54:36","2020-11-02 18:54:36","LS2LOCK ","LS2LOCK "
"WQEJ0MPW","A116594 ","A116594                                                         ","00000AF21A6B","SLGIN","SuccessfulLogin","2020-11-02 19:03:32","2020-11-02 19:03:32","LS2LOCK ","LS2LOCK "
"W5EJ0O38","B116594 ","B116594                                                         ","00000AF21A6B","SLGIN","SuccessfulLogin","2020-11-02 19:33:08","2020-11-02 19:33:08","LS2LOCK ","LS2LOCK "
"WLEJ0OQC","C116594 ","C116594                                                         ","00000AF21A6B","SLGIN","SuccessfulLogin","2020-11-02 19:47:00","2020-11-02 19:47:00","LS2LOCK ","LS2LOCK "
"WVEJ0Q8D","MANCARL ","MANCARL                                                         ","00000A754163","SLGIN","SuccessfulLogin","2020-11-02 20:19:25","2020-11-02 20:19:25","LS2LOCK ","LS2LOCK "
"WGEJ0QWK","C116594 ","C116594                                                         ","00000AF21A6B","SLGIN","SuccessfulLogin","2020-11-02 20:33:56","2020-11-02 20:33:56","LS2LOCK ","LS2LOCK "
"W0EJ0S7A","C116594 ","C116594                                                         ","00000AF21A6B","SLGIN","SuccessfulLogin","2020-11-02 21:01:58","2020-11-02 21:01:58","LS2LOCK ","LS2LOCK "
"W+EJ0ZLV","MANCARL ","MANCARL                                                         ","00000A754163","SLGIN","SuccessfulLogin","2020-11-02 23:41:55","2020-11-02 23:41:55","LS2LOCK ","LS2LOCK "
"W*EJ119F","MANCARL ","MANCARL                                                         ","00000A754163","SLGIN","SuccessfulLogin","2020-11-03 00:17:39","2020-11-03 00:17:39","LS2LOCK ","LS2LOCK "
"HAEJ16G8","MANCARL ","MANCARL                                                         ","00000A754163","SLGIN","SuccessfulLogin","2020-11-03 02:09:44","2020-11-03 02:09:44","LS2LOCK ","LS2LOCK "
"HYEJ1M3H","LOANIQ01","LOANIQ01                                                        ","00000A15D85F","SLGIN","SuccessfulLogin","2020-11-03 07:47:41","2020-11-03 07:47:41","LS2LOCK ","LS2LOCK "
"18EJ24K7","DANUSR01","DANUSR01                                                        ","00000A7520FB","SLGIN","SuccessfulLogin","2020-11-03 14:26:31","2020-11-03 14:26:31","LS2LOCK ","LS2LOCK "
"13EJ25XX","MANCARL ","MANCARL                                                         ","00000A754163","SLGIN","SuccessfulLogin","2020-11-03 14:56:21","2020-11-03 14:56:21","LS2LOCK ","LS2LOCK "
"1(EJ2652","SUPRON01","SUPRON01                                                        ","00000A7540FD","SLGIN","SuccessfulLogin","2020-11-03 15:00:38","2020-11-03 15:00:38","LS2LOCK ","LS2LOCK "
"1@EJ26B2","INPRON01","INPRON01                                                        ","00000A7540FD","SLGIN","SuccessfulLogin","2020-11-03 15:04:14","2020-11-03 15:04:14","LS2LOCK ","LS2LOCK "
"1CEJ26DD","SUPRON01","SUPRON01                                                        ","00000A7540FD","SLGIN","SuccessfulLogin","2020-11-03 15:05:37","2020-11-03 15:05:37","LS2LOCK ","LS2LOCK "
"1;EJ26PN","INPAMT01","INPAMT01                                                        ","00000A752072","SLGIN","SuccessfulLogin","2020-11-03 15:12:59","2020-11-03 15:12:59","LS2LOCK ","LS2LOCK "
"1REJ26UV","INPAMT01","INPAMT01                                                        ","00000A752072","SLGIN","SuccessfulLogin","2020-11-03 15:16:07","2020-11-03 15:16:07","LS2LOCK ","LS2LOCK "
"1HEJ27VR","B116594 ","B116594                                                         ","00000AF219DD","SLGIN","SuccessfulLogin","2020-11-03 15:38:15","2020-11-03 15:38:15","LS2LOCK ","LS2LOCK "
"1$EJ2867","INPRON01","INPRON01                                                        ","00000A7540FD","SLGIN","SuccessfulLogin","2020-11-03 15:44:31","2020-11-03 15:44:31","LS2LOCK ","LS2LOCK "
"=PEJ2EN2","MGRAMT01","MGRAMT01                                                        ","00000A752072","SLGIN","SuccessfulLogin","2020-11-03 18:04:14","2020-11-03 18:04:14","LS2LOCK ","LS2LOCK "
"=4EJ2ETN","INPAMT01","INPAMT01                                                        ","00000A752072","SLGIN","SuccessfulLogin","2020-11-03 18:08:11","2020-11-03 18:08:11","LS2LOCK ","LS2LOCK "
"=FEJ2G0Y","A116594 ","A116594                                                         ","00000AF219DD","SLGIN","SuccessfulLogin","2020-11-03 18:34:10","2020-11-03 18:34:10","LS2LOCK ","LS2LOCK "
