"RMA_RID_RMT_ASC","RMA_RID_RMT_CNTNR","RMA_RID_RMT_INST","RMA_UID_REC_UPDATE","RMA_UID_REC_CREATE","RMA_TSP_REC_UPDATE","RMA_TSP_REC_CREATE","RMA_IND_AUTO_DOIT","RMA_IND_HOST_CORRS","RMA_CDE_DBL_IMPCT","RMA_CDE_BRANCH"
"+TEHQIN0","+TEHQILX","-#EGLTAU","ARFELI01","ARFELI01","2020-10-08 13:33:34","2020-10-08 13:33:34","Y","N","","CG852"
"+TEHQIMR","+TEHQILX","-#EGLZ5K","ARFELI01","ARFELI01","2020-10-08 13:33:34","2020-10-08 13:33:34","Y","N","","CG852"
"+TEHQIMT","+TEHQILX","-#EGM0DP","ARFELI01","ARFELI01","2020-10-08 13:33:34","2020-10-08 13:33:34","Y","N","","CG852"
"+TEHQIN5","+TEHQILX","6UE4ZZWB","ARFELI01","ARFELI01","2020-10-08 13:33:34","2020-10-08 13:33:34","Y","N","","CG852"
"+TEHQIMV","+TEHQILX","-#EGM1LV","ARFELI01","ARFELI01","2020-10-08 13:33:34","2020-10-08 13:33:34","Y","N","","CG852"
"+TEHQIMX","+TEHQILX","-#EGM2U1","ARFELI01","ARFELI01","2020-10-08 13:33:34","2020-10-08 13:33:34","Y","N","","CG852"
"+TEHQIN3","+TEHQILX","-#EGM4A3","ARFELI01","ARFELI01","2020-10-08 13:33:34","2020-10-08 13:33:34","Y","N","","CG852"
"+TEHQIMY","+TEHQILX","-#EGLU0B","ARFELI01","ARFELI01","2020-10-08 13:33:34","2020-10-08 13:33:34","Y","N","","CG852"
"+TEHQIMN","+TEHQILX","-#EGLWNX","ARFELI01","ARFELI01","2020-10-08 13:33:34","2020-10-08 13:33:34","Y","N","","CG852"
"+TEHQIN2","+TEHQILX","-#EGLW1G","ARFELI01","ARFELI01","2020-10-08 13:33:34","2020-10-08 13:33:34","Y","N","","CG852"
"+TEHQIN6","+TEHQILX","6UE5010J","ARFELI01","ARFELI01","2020-10-08 13:33:34","2020-10-08 13:33:34","Y","N","","CG852"
"+TEHQIN4","+TEHQILX","-#EGM3HX","ARFELI01","ARFELI01","2020-10-08 13:33:34","2020-10-08 13:33:34","N","N","","CG852"
"+TEHQIMU","+TEHQILX","-#EGM0ZS","ARFELI01","ARFELI01","2020-10-08 13:33:34","2020-10-08 13:33:34","Y","N","","CG852"
"+TEHQIMQ","+TEHQILX","-#EGLYJH","ARFELI01","ARFELI01","2020-10-08 13:33:34","2020-10-08 13:33:34","Y","N","","CG852"
"+TEHQIN7","+TEHQILX","6UE501U6","ARFELI01","ARFELI01","2020-10-08 13:33:34","2020-10-08 13:33:34","Y","N","","CG852"
"+TEHQIMZ","+TEHQILX","-#EGLUQP","ARFELI01","ARFELI01","2020-10-08 13:33:34","2020-10-08 13:33:34","Y","N","","CG852"
"+TEHQIMP","+TEHQILX","-#EGLXXE","ARFELI01","ARFELI01","2020-10-08 13:33:34","2020-10-08 13:33:34","Y","N","","CG852"
"+TEHQIN1","+TEHQILX","-#EGLVFD","ARFELI01","ARFELI01","2020-10-08 13:33:34","2020-10-08 13:33:34","Y","N","","CG852"
"+TEHQIMO","+TEHQILX","-#EGLXB8","ARFELI01","ARFELI01","2020-10-08 13:33:34","2020-10-08 13:33:34","Y","N","","CG852"
"+TEHQIMW","+TEHQILX","-#EGM27Y","ARFELI01","ARFELI01","2020-10-08 13:33:34","2020-10-08 13:33:34","Y","N","","CG852"
"+TEHQIMS","+TEHQILX","-#EGLZRM","ARFELI01","ARFELI01","2020-10-08 13:33:34","2020-10-08 13:33:34","Y","N","","CG852"
"+TEHQIN8","+TEHQILX","6UE502IL","ARFELI01","ARFELI01","2020-10-08 13:33:34","2020-10-08 13:33:34","Y","N","","CG852"
"AREHQR6H","AREHQR6D","BNEHOJL9","ARFELI01","ARFELI01","2020-10-08 16:02:18","2020-10-08 16:02:18","Y","N","","CG852"
"AREHQR6J","AREHQR6D","BNEHOJTQ","ARFELI01","ARFELI01","2020-10-08 16:02:18","2020-10-08 16:02:18","Y","N","","CG852"
"AREHQR6I","AREHQR6D","BNEHOJLM","ARFELI01","ARFELI01","2020-10-08 16:02:18","2020-10-08 16:02:18","Y","N","","CG852"
"4GEHSAZB","4GEHSAZ5","BNEHOJTQ","ARFELI01","ARFELI01","2020-10-09 11:29:11","2020-10-09 11:29:11","Y","N","","CG852"
"4GEHSAZ9","4GEHSAZ5","BNEHOJL9","ARFELI01","ARFELI01","2020-10-09 11:29:11","2020-10-09 11:29:11","Y","N","","CG852"
"4GEHSAZA","4GEHSAZ5","BNEHOJLM","ARFELI01","ARFELI01","2020-10-09 11:29:11","2020-10-09 11:29:11","Y","N","","CG852"
"4GEHSB02","4GEHSAZE","-#EGLXB8","ARFELI01","ARFELI01","2020-10-09 11:30:31","2020-10-09 11:30:31","Y","N","","CG852"
"4GEHSB0L","4GEHSAZE","6UE501U6","ARFELI01","ARFELI01","2020-10-09 11:30:31","2020-10-09 11:30:31","Y","N","","CG852"
"4GEHSB0K","4GEHSAZE","6UE5010J","ARFELI01","ARFELI01","2020-10-09 11:30:31","2020-10-09 11:30:31","Y","N","","CG852"
"4GEHSB01","4GEHSAZE","-#EGLWNX","ARFELI01","ARFELI01","2020-10-09 11:30:31","2020-10-09 11:30:31","Y","N","","CG852"
"4GEHSB07","4GEHSAZE","-#EGM0DP","ARFELI01","ARFELI01","2020-10-09 11:30:31","2020-10-09 11:30:31","Y","N","","CG852"
"4GEHSB03","4GEHSAZE","-#EGLXXE","ARFELI01","ARFELI01","2020-10-09 11:30:31","2020-10-09 11:30:31","Y","N","","CG852"
"4GEHSB0E","4GEHSAZE","-#EGLTAU","ARFELI01","ARFELI01","2020-10-09 11:30:31","2020-10-09 11:30:31","Y","N","","CG852"
"4GEHSB0F","4GEHSAZE","-#EGLVFD","ARFELI01","ARFELI01","2020-10-09 11:30:31","2020-10-09 11:30:31","Y","N","","CG852"
"4GEHSB0J","4GEHSAZE","6UE4ZZWB","ARFELI01","ARFELI01","2020-10-09 11:30:31","2020-10-09 11:30:31","Y","N","","CG852"
"4GEHSB04","4GEHSAZE","-#EGLYJH","ARFELI01","ARFELI01","2020-10-09 11:30:31","2020-10-09 11:30:31","Y","N","","CG852"
"4GEHSB0B","4GEHSAZE","-#EGM2U1","ARFELI01","ARFELI01","2020-10-09 11:30:31","2020-10-09 11:30:31","Y","N","","CG852"
"4GEHSB05","4GEHSAZE","-#EGLZ5K","ARFELI01","ARFELI01","2020-10-09 11:30:31","2020-10-09 11:30:31","Y","N","","CG852"
"4GEHSB0G","4GEHSAZE","-#EGLW1G","ARFELI01","ARFELI01","2020-10-09 11:30:31","2020-10-09 11:30:31","Y","N","","CG852"
"4GEHSB08","4GEHSAZE","-#EGM0ZS","ARFELI01","ARFELI01","2020-10-09 11:30:31","2020-10-09 11:30:31","Y","N","","CG852"
"4GEHSB0I","4GEHSAZE","-#EGM3HX","ARFELI01","ARFELI01","2020-10-09 11:30:31","2020-10-09 11:30:31","N","N","","CG852"
"4GEHSB0C","4GEHSAZE","-#EGLU0B","ARFELI01","ARFELI01","2020-10-09 11:30:31","2020-10-09 11:30:31","Y","N","","CG852"
"4GEHSB09","4GEHSAZE","-#EGM1LV","ARFELI01","ARFELI01","2020-10-09 11:30:31","2020-10-09 11:30:31","Y","N","","CG852"
"4GEHSB0D","4GEHSAZE","-#EGLUQP","ARFELI01","ARFELI01","2020-10-09 11:30:31","2020-10-09 11:30:31","Y","N","","CG852"
"4GEHSB06","4GEHSAZE","-#EGLZRM","ARFELI01","ARFELI01","2020-10-09 11:30:31","2020-10-09 11:30:31","Y","N","","CG852"
"4GEHSB0A","4GEHSAZE","-#EGM27Y","ARFELI01","ARFELI01","2020-10-09 11:30:31","2020-10-09 11:30:31","Y","N","","CG852"
"4GEHSB0M","4GEHSAZE","6UE502IL","ARFELI01","ARFELI01","2020-10-09 11:30:31","2020-10-09 11:30:31","Y","N","","CG852"
"4GEHSB0H","4GEHSAZE","-#EGM4A3","ARFELI01","ARFELI01","2020-10-09 11:30:31","2020-10-09 11:30:31","Y","N","","CG852"
"4GEHSB1R","4GEHSB1M","BNEHOJLM","ARFELI01","ARFELI01","2020-10-09 11:54:22","2020-10-09 11:54:22","Y","N","","CG852"
"4GEHSB1Q","4GEHSB1M","BNEHOJL9","ARFELI01","ARFELI01","2020-10-09 11:54:22","2020-10-09 11:54:22","Y","N","","CG852"
"4GEHSB1S","4GEHSB1M","BNEHOJTQ","ARFELI01","ARFELI01","2020-10-09 11:54:22","2020-10-09 11:54:22","Y","N","","CG852"
"4GEHSB2O","4GEHSB1V","-#EGM0DP","ARFELI01","ARFELI01","2020-10-09 11:55:49","2020-10-09 11:55:49","Y","N","","CG852"
"4GEHSB2J","4GEHSB1V","-#EGLXB8","ARFELI01","ARFELI01","2020-10-09 11:55:49","2020-10-09 11:55:49","Y","N","","CG852"
"4GEHSB2S","4GEHSB1V","-#EGM2U1","ARFELI01","ARFELI01","2020-10-09 11:55:49","2020-10-09 11:55:49","Y","N","","CG852"
"4GEHSB31","4GEHSB1V","6UE5010J","ARFELI01","ARFELI01","2020-10-09 11:55:49","2020-10-09 11:55:49","Y","N","","CG852"
"4GEHSB2M","4GEHSB1V","-#EGLZ5K","ARFELI01","ARFELI01","2020-10-09 11:55:49","2020-10-09 11:55:49","Y","N","","CG852"
"4GEHSB2N","4GEHSB1V","-#EGLZRM","ARFELI01","ARFELI01","2020-10-09 11:55:49","2020-10-09 11:55:49","Y","N","","CG852"
"4GEHSB2Y","4GEHSB1V","-#EGM4A3","ARFELI01","ARFELI01","2020-10-09 11:55:49","2020-10-09 11:55:49","Y","N","","CG852"
"4GEHSB2Z","4GEHSB1V","-#EGM3HX","ARFELI01","ARFELI01","2020-10-09 11:55:49","2020-10-09 11:55:49","N","N","","CG852"
"4GEHSB2L","4GEHSB1V","-#EGLYJH","ARFELI01","ARFELI01","2020-10-09 11:55:49","2020-10-09 11:55:49","Y","N","","CG852"
"4GEHSB2R","4GEHSB1V","-#EGM27Y","ARFELI01","ARFELI01","2020-10-09 11:55:49","2020-10-09 11:55:49","Y","N","","CG852"
"4GEHSB2U","4GEHSB1V","-#EGLUQP","ARFELI01","ARFELI01","2020-10-09 11:55:49","2020-10-09 11:55:49","Y","N","","CG852"
"4GEHSB2V","4GEHSB1V","-#EGLTAU","ARFELI01","ARFELI01","2020-10-09 11:55:49","2020-10-09 11:55:49","Y","N","","CG852"
"4GEHSB30","4GEHSB1V","6UE4ZZWB","ARFELI01","ARFELI01","2020-10-09 11:55:49","2020-10-09 11:55:49","Y","N","","CG852"
"4GEHSB2Q","4GEHSB1V","-#EGM1LV","ARFELI01","ARFELI01","2020-10-09 11:55:49","2020-10-09 11:55:49","Y","N","","CG852"
"4GEHSB2P","4GEHSB1V","-#EGM0ZS","ARFELI01","ARFELI01","2020-10-09 11:55:49","2020-10-09 11:55:49","Y","N","","CG852"
"4GEHSB32","4GEHSB1V","6UE501U6","ARFELI01","ARFELI01","2020-10-09 11:55:49","2020-10-09 11:55:49","Y","N","","CG852"
"4GEHSB2X","4GEHSB1V","-#EGLW1G","ARFELI01","ARFELI01","2020-10-09 11:55:49","2020-10-09 11:55:49","Y","N","","CG852"
"4GEHSB2K","4GEHSB1V","-#EGLXXE","ARFELI01","ARFELI01","2020-10-09 11:55:49","2020-10-09 11:55:49","Y","N","","CG852"
"4GEHSB2W","4GEHSB1V","-#EGLVFD","ARFELI01","ARFELI01","2020-10-09 11:55:49","2020-10-09 11:55:49","Y","N","","CG852"
"4GEHSB2T","4GEHSB1V","-#EGLU0B","ARFELI01","ARFELI01","2020-10-09 11:55:49","2020-10-09 11:55:49","Y","N","","CG852"
"4GEHSB2I","4GEHSB1V","-#EGLWNX","ARFELI01","ARFELI01","2020-10-09 11:55:49","2020-10-09 11:55:49","Y","N","","CG852"
"4GEHSB33","4GEHSB1V","6UE502IL","ARFELI01","ARFELI01","2020-10-09 11:55:49","2020-10-09 11:55:49","Y","N","","CG852"
"4GEHSB5A","4GEHSB4C","-#EGLU0B","ARFELI01","ARFELI01","2020-10-09 12:14:30","2020-10-09 12:14:30","Y","N","","CG852"
"4GEHSB5D","4GEHSB4C","-#EGLVFD","ARFELI01","ARFELI01","2020-10-09 12:14:30","2020-10-09 12:14:30","Y","N","","CG852"
"4GEHSB5G","4GEHSB4C","-#EGM3HX","ARFELI01","ARFELI01","2020-10-09 12:14:30","2020-10-09 12:14:30","N","N","","CG852"
"4GEHSB57","4GEHSB4C","-#EGM1LV","ARFELI01","ARFELI01","2020-10-09 12:14:30","2020-10-09 12:14:30","Y","N","","CG852"
"4GEHSB52","4GEHSB4C","-#EGLYJH","ARFELI01","ARFELI01","2020-10-09 12:14:30","2020-10-09 12:14:30","Y","N","","CG852"
"4GEHSB54","4GEHSB4C","-#EGLZRM","ARFELI01","ARFELI01","2020-10-09 12:14:30","2020-10-09 12:14:30","Y","N","","CG852"
"4GEHSB5C","4GEHSB4C","-#EGLTAU","ARFELI01","ARFELI01","2020-10-09 12:14:30","2020-10-09 12:14:30","Y","N","","CG852"
"4GEHSB56","4GEHSB4C","-#EGM0ZS","ARFELI01","ARFELI01","2020-10-09 12:14:30","2020-10-09 12:14:30","Y","N","","CG852"
"4GEHSB5E","4GEHSB4C","-#EGLW1G","ARFELI01","ARFELI01","2020-10-09 12:14:30","2020-10-09 12:14:30","Y","N","","CG852"
"4GEHSB5K","4GEHSB4C","6UE502IL","ARFELI01","ARFELI01","2020-10-09 12:14:30","2020-10-09 12:14:30","Y","N","","CG852"
"4GEHSB5F","4GEHSB4C","-#EGM4A3","ARFELI01","ARFELI01","2020-10-09 12:14:30","2020-10-09 12:14:30","Y","N","","CG852"
"4GEHSB5B","4GEHSB4C","-#EGLUQP","ARFELI01","ARFELI01","2020-10-09 12:14:30","2020-10-09 12:14:30","Y","N","","CG852"
"4GEHSB50","4GEHSB4C","-#EGLXB8","ARFELI01","ARFELI01","2020-10-09 12:14:30","2020-10-09 12:14:30","Y","N","","CG852"
"4GEHSB5J","4GEHSB4C","6UE501U6","ARFELI01","ARFELI01","2020-10-09 12:14:30","2020-10-09 12:14:30","Y","N","","CG852"
"4GEHSB53","4GEHSB4C","-#EGLZ5K","ARFELI01","ARFELI01","2020-10-09 12:14:30","2020-10-09 12:14:30","Y","N","","CG852"
"4GEHSB58","4GEHSB4C","-#EGM27Y","ARFELI01","ARFELI01","2020-10-09 12:14:30","2020-10-09 12:14:30","Y","N","","CG852"
"4GEHSB59","4GEHSB4C","-#EGM2U1","ARFELI01","ARFELI01","2020-10-09 12:14:30","2020-10-09 12:14:30","Y","N","","CG852"
"4GEHSB5I","4GEHSB4C","6UE5010J","ARFELI01","ARFELI01","2020-10-09 12:14:30","2020-10-09 12:14:30","Y","N","","CG852"
"4GEHSB55","4GEHSB4C","-#EGM0DP","ARFELI01","ARFELI01","2020-10-09 12:14:30","2020-10-09 12:14:30","Y","N","","CG852"
"4GEHSB51","4GEHSB4C","-#EGLXXE","ARFELI01","ARFELI01","2020-10-09 12:14:30","2020-10-09 12:14:30","Y","N","","CG852"
"4GEHSB4Z","4GEHSB4C","-#EGLWNX","ARFELI01","ARFELI01","2020-10-09 12:14:30","2020-10-09 12:14:30","Y","N","","CG852"
"4GEHSB5H","4GEHSB4C","6UE4ZZWB","ARFELI01","ARFELI01","2020-10-09 12:14:30","2020-10-09 12:14:30","Y","N","","CG852"
"4GEHSB6O","4GEHSB6K","BNEHOJL9","ARFELI01","ARFELI01","2020-10-09 12:38:46","2020-10-09 12:38:46","Y","N","","CG852"
"4GEHSB6Q","4GEHSB6K","BNEHOJTQ","ARFELI01","ARFELI01","2020-10-09 12:38:46","2020-10-09 12:38:46","Y","N","","CG852"
"4GEHSB6P","4GEHSB6K","BNEHOJLM","ARFELI01","ARFELI01","2020-10-09 12:38:46","2020-10-09 12:38:46","Y","N","","CG852"
"4GEHSB7L","4GEHSB6T","-#EGLZRM","ARFELI01","ARFELI01","2020-10-09 12:40:00","2020-10-09 12:40:00","Y","N","","CG852"
"4GEHSB7X","4GEHSB6T","-#EGM3HX","ARFELI01","ARFELI01","2020-10-09 12:40:00","2020-10-09 12:40:00","N","N","","CG852"
"4GEHSB7Q","4GEHSB6T","-#EGM2U1","ARFELI01","ARFELI01","2020-10-09 12:40:00","2020-10-09 12:40:00","Y","N","","CG852"
"4GEHSB7T","4GEHSB6T","-#EGLTAU","ARFELI01","ARFELI01","2020-10-09 12:40:00","2020-10-09 12:40:00","Y","N","","CG852"
"4GEHSB7Z","4GEHSB6T","6UE5010J","ARFELI01","ARFELI01","2020-10-09 12:40:00","2020-10-09 12:40:00","Y","N","","CG852"
"4GEHSB7G","4GEHSB6T","-#EGLWNX","ARFELI01","ARFELI01","2020-10-09 12:40:00","2020-10-09 12:40:00","Y","N","","CG852"
"4GEHSB7R","4GEHSB6T","-#EGLU0B","ARFELI01","ARFELI01","2020-10-09 12:40:00","2020-10-09 12:40:00","Y","N","","CG852"
"4GEHSB7P","4GEHSB6T","-#EGM27Y","ARFELI01","ARFELI01","2020-10-09 12:40:00","2020-10-09 12:40:00","Y","N","","CG852"
"4GEHSB7K","4GEHSB6T","-#EGLZ5K","ARFELI01","ARFELI01","2020-10-09 12:40:00","2020-10-09 12:40:00","Y","N","","CG852"
"4GEHSB80","4GEHSB6T","6UE501U6","ARFELI01","ARFELI01","2020-10-09 12:40:00","2020-10-09 12:40:00","Y","N","","CG852"
"4GEHSB7J","4GEHSB6T","-#EGLYJH","ARFELI01","ARFELI01","2020-10-09 12:40:00","2020-10-09 12:40:00","Y","N","","CG852"
"4GEHSB7O","4GEHSB6T","-#EGM1LV","ARFELI01","ARFELI01","2020-10-09 12:40:00","2020-10-09 12:40:00","Y","N","","CG852"
"4GEHSB7M","4GEHSB6T","-#EGM0DP","ARFELI01","ARFELI01","2020-10-09 12:40:00","2020-10-09 12:40:00","Y","N","","CG852"
"4GEHSB7I","4GEHSB6T","-#EGLXXE","ARFELI01","ARFELI01","2020-10-09 12:40:00","2020-10-09 12:40:00","Y","N","","CG852"
"4GEHSB7U","4GEHSB6T","-#EGLVFD","ARFELI01","ARFELI01","2020-10-09 12:40:00","2020-10-09 12:40:00","Y","N","","CG852"
"4GEHSB81","4GEHSB6T","6UE502IL","ARFELI01","ARFELI01","2020-10-09 12:40:00","2020-10-09 12:40:00","Y","N","","CG852"
"4GEHSB7V","4GEHSB6T","-#EGLW1G","ARFELI01","ARFELI01","2020-10-09 12:40:00","2020-10-09 12:40:00","Y","N","","CG852"
"4GEHSB7S","4GEHSB6T","-#EGLUQP","ARFELI01","ARFELI01","2020-10-09 12:40:00","2020-10-09 12:40:00","Y","N","","CG852"
"4GEHSB7W","4GEHSB6T","-#EGM4A3","ARFELI01","ARFELI01","2020-10-09 12:40:00","2020-10-09 12:40:00","Y","N","","CG852"
"#XEHOQB2","#XEHOQAI","5QEF3VX2","LIQSVR04","LIQSVR04","2020-10-07 11:24:29","2020-10-07 11:24:29","Y","N","","CG852"
"AREHQR7N","AREHQR6M","-#EGLVFD","ARFELI01","ARFELI01","2020-10-08 16:03:33","2020-10-08 16:03:33","Y","N","","CG852"
"AREHQR7D","AREHQR6M","-#EGLZ5K","ARFELI01","ARFELI01","2020-10-08 16:03:33","2020-10-08 16:03:33","Y","N","","CG852"
"AREHQR7M","AREHQR6M","-#EGLTAU","ARFELI01","ARFELI01","2020-10-08 16:03:33","2020-10-08 16:03:33","Y","N","","CG852"
"AREHQR7U","AREHQR6M","6UE502IL","ARFELI01","ARFELI01","2020-10-08 16:03:33","2020-10-08 16:03:33","Y","N","","CG852"
"AREHQR7B","AREHQR6M","-#EGLXXE","ARFELI01","ARFELI01","2020-10-08 16:03:33","2020-10-08 16:03:33","Y","N","","CG852"
"AREHQR7I","AREHQR6M","-#EGM27Y","ARFELI01","ARFELI01","2020-10-08 16:03:33","2020-10-08 16:03:33","Y","N","","CG852"
"AREHQR7J","AREHQR6M","-#EGM2U1","ARFELI01","ARFELI01","2020-10-08 16:03:33","2020-10-08 16:03:33","Y","N","","CG852"
"AREHQR79","AREHQR6M","-#EGLWNX","ARFELI01","ARFELI01","2020-10-08 16:03:33","2020-10-08 16:03:33","Y","N","","CG852"
"AREHQR7T","AREHQR6M","6UE501U6","ARFELI01","ARFELI01","2020-10-08 16:03:33","2020-10-08 16:03:33","Y","N","","CG852"
"AREHQR7F","AREHQR6M","-#EGM0DP","ARFELI01","ARFELI01","2020-10-08 16:03:33","2020-10-08 16:03:33","Y","N","","CG852"
"AREHQR7S","AREHQR6M","6UE5010J","ARFELI01","ARFELI01","2020-10-08 16:03:33","2020-10-08 16:03:33","Y","N","","CG852"
"AREHQR7L","AREHQR6M","-#EGLUQP","ARFELI01","ARFELI01","2020-10-08 16:03:33","2020-10-08 16:03:33","Y","N","","CG852"
"AREHQR7H","AREHQR6M","-#EGM1LV","ARFELI01","ARFELI01","2020-10-08 16:03:33","2020-10-08 16:03:33","Y","N","","CG852"
"AREHQR7K","AREHQR6M","-#EGLU0B","ARFELI01","ARFELI01","2020-10-08 16:03:33","2020-10-08 16:03:33","Y","N","","CG852"
"AREHQR7P","AREHQR6M","-#EGM4A3","ARFELI01","ARFELI01","2020-10-08 16:03:33","2020-10-08 16:03:33","Y","N","","CG852"
"AREHQR7Q","AREHQR6M","-#EGM3HX","ARFELI01","ARFELI01","2020-10-08 16:03:33","2020-10-08 16:03:33","N","N","","CG852"
"AREHQR7C","AREHQR6M","-#EGLYJH","ARFELI01","ARFELI01","2020-10-08 16:03:33","2020-10-08 16:03:33","Y","N","","CG852"
"AREHQR7R","AREHQR6M","6UE4ZZWB","ARFELI01","ARFELI01","2020-10-08 16:03:33","2020-10-08 16:03:33","Y","N","","CG852"
"AREHQR7G","AREHQR6M","-#EGM0ZS","ARFELI01","ARFELI01","2020-10-08 16:03:33","2020-10-08 16:03:33","Y","N","","CG852"
"AREHQR7A","AREHQR6M","-#EGLXB8","ARFELI01","ARFELI01","2020-10-08 16:03:33","2020-10-08 16:03:33","Y","N","","CG852"
"AREHQR7O","AREHQR6M","-#EGLW1G","ARFELI01","ARFELI01","2020-10-08 16:03:33","2020-10-08 16:03:33","Y","N","","CG852"
"AREHQR7E","AREHQR6M","-#EGLZRM","ARFELI01","ARFELI01","2020-10-08 16:03:33","2020-10-08 16:03:33","Y","N","","CG852"
"42EHSA0Y","42EHSA02","*FEGNZNL","LIQUSR03","LIQUSR03","2020-10-09 11:06:55","2020-10-09 11:06:55","N","N","","CG852"
"42EHSA0Q","42EHSA02","*FEGNU2H","LIQUSR03","LIQUSR03","2020-10-09 11:06:55","2020-10-09 11:06:55","Y","N","","CG852"
"42EHSA12","42EHSA02","-BEGLZ8K","LIQUSR03","LIQUSR03","2020-10-09 11:06:55","2020-10-09 11:06:55","N","N","","CG852"
"42EHSA15","42EHSA02","-BEGM078","LIQUSR03","LIQUSR03","2020-10-09 11:06:55","2020-10-09 11:06:55","N","N","","CG852"
"42EHSA0S","42EHSA02","*FEGNX49","LIQUSR03","LIQUSR03","2020-10-09 11:06:55","2020-10-09 11:06:55","Y","N","","CG852"
"42EHSA18","42EHSA02","L*EGNKW6","LIQUSR03","LIQUSR03","2020-10-09 11:06:55","2020-10-09 11:06:55","Y","N","","CG852"
"42EHSA17","42EHSA02","-BEGM0UC","LIQUSR03","LIQUSR03","2020-10-09 11:06:55","2020-10-09 11:06:55","N","N","","CG852"
"42EHSA11","42EHSA02","-BEGLYTU","LIQUSR03","LIQUSR03","2020-10-09 11:06:55","2020-10-09 11:06:55","Y","N","","CG852"
"42EHSA0Z","42EHSA02","B+EGMANH","LIQUSR03","LIQUSR03","2020-10-09 11:06:55","2020-10-09 11:06:55","N","N","","CG852"
"42EHSA0T","42EHSA02","*FEGNXJH","LIQUSR03","LIQUSR03","2020-10-09 11:06:55","2020-10-09 11:06:55","Y","N","","CG852"
"42EHSA0V","42EHSA02","*FEGNYDX","LIQUSR03","LIQUSR03","2020-10-09 11:06:55","2020-10-09 11:06:55","Y","N","","CG852"
"42EHSA10","42EHSA02","*FEGO07C","LIQUSR03","LIQUSR03","2020-10-09 11:06:55","2020-10-09 11:06:55","Y","N","","CG852"
"42EHSA0P","42EHSA02","*FEGO06Z","LIQUSR03","LIQUSR03","2020-10-09 11:06:55","2020-10-09 11:06:55","Y","N","","CG852"
"42EHSA0U","42EHSA02","*FEGNXYP","LIQUSR03","LIQUSR03","2020-10-09 11:06:55","2020-10-09 11:06:55","Y","N","","CG852"
"42EHSA16","42EHSA02","-BEGM0IS","LIQUSR03","LIQUSR03","2020-10-09 11:06:55","2020-10-09 11:06:55","N","N","","CG852"
"42EHSA0W","42EHSA02","*FEGNYT5","LIQUSR03","LIQUSR03","2020-10-09 11:06:55","2020-10-09 11:06:55","Y","N","","CG852"
"42EHSA14","42EHSA02","-BEGLZVO","LIQUSR03","LIQUSR03","2020-10-09 11:06:55","2020-10-09 11:06:55","N","N","","CG852"
"42EHSA1A","42EHSA02","SIEESUUM","LIQUSR03","LIQUSR03","2020-10-09 11:06:55","2020-10-09 11:06:55","Y","N","","CG852"
"42EHSA0X","42EHSA02","*FEGNZ8D","LIQUSR03","LIQUSR03","2020-10-09 11:06:55","2020-10-09 11:06:55","Y","N","","CG852"
"42EHSA0R","42EHSA02","*FEGNWMC","LIQUSR03","LIQUSR03","2020-10-09 11:06:55","2020-10-09 11:06:55","Y","N","","CG852"
"42EHSA19","42EHSA02","L*EGNL86","LIQUSR03","LIQUSR03","2020-10-09 11:06:55","2020-10-09 11:06:55","Y","N","","CG852"
"42EHSA13","42EHSA02","-BEGLZK4","LIQUSR03","LIQUSR03","2020-10-09 11:06:55","2020-10-09 11:06:55","N","N","","CG852"
"4GEHSB49","4GEHSB43","BNEHOJTQ","ARFELI01","ARFELI01","2020-10-09 12:12:54","2020-10-09 12:12:54","Y","N","","CG852"
"4GEHSB47","4GEHSB43","BNEHOJL9","ARFELI01","ARFELI01","2020-10-09 12:12:54","2020-10-09 12:12:54","Y","N","","CG852"
"4GEHSB48","4GEHSB43","BNEHOJLM","ARFELI01","ARFELI01","2020-10-09 12:12:54","2020-10-09 12:12:54","Y","N","","CG852"
"4GEHSB7Y","4GEHSB6T","6UE4ZZWB","ARFELI01","ARFELI01","2020-10-09 12:40:00","2020-10-09 12:40:00","Y","N","","CG852"
"4GEHSB7N","4GEHSB6T","-#EGM0ZS","ARFELI01","ARFELI01","2020-10-09 12:40:00","2020-10-09 12:40:00","Y","N","","CG852"
"4GEHSB7H","4GEHSB6T","-#EGLXB8","ARFELI01","ARFELI01","2020-10-09 12:40:00","2020-10-09 12:40:00","Y","N","","CG852"
"FYEHSEIN","FYEHSEI5","+PEHQGMF","ARFELI01","ARFELI01","2020-10-09 14:00:23","2020-10-09 14:00:23","Y","N","","CG852"
"FYEHSEIO","FYEHSEI5","+PEHQGMS","ARFELI01","ARFELI01","2020-10-09 14:00:23","2020-10-09 14:00:23","Y","N","","CG852"
"FYEHSEIP","FYEHSEI5","+PEHQGUW","ARFELI01","ARFELI01","2020-10-09 14:00:23","2020-10-09 14:00:23","Y","N","","CG852"
"FYEHSELF","FYEHSEK8","-#EGM4A3","ARFELI01","ARFELI01","2020-10-09 14:01:29","2020-10-09 14:01:29","Y","N","","CG852"
"FYEHSEL5","FYEHSEK8","-#EGM0DP","ARFELI01","ARFELI01","2020-10-09 14:01:29","2020-10-09 14:01:29","Y","N","","CG852"
"FYEHSELA","FYEHSEK8","-#EGLU0B","ARFELI01","ARFELI01","2020-10-09 14:01:29","2020-10-09 14:01:29","Y","N","","CG852"
