"SIC_CDE_SIC","SIC_CDE_COUNTRY","SIC_DSC_SIC","SIC_CDE_CPIC","SIC_IND_ACTIVE","SIC_IND_MAY_DEACT","SIC_UID_REC_CREATE","SIC_UID_REC_UPDATE","SIC_TSP_REC_CREATE","SIC_TSP_REC_UPDATE","SIC_CDE_SIC_MAP","SIC_IND_1098_ELIG"
"8431      ","AU","Higher Education                                  ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:52:53","2019-04-03 23:52:53","","N"
"8432      ","AU","Technical And Further Education                   ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:52:53","2019-04-03 23:52:53","","N"
"8440      ","AU","Other Education                                   ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:52:53","2019-04-03 23:52:53","","N"
"8611      ","AU","Hospitals (Except Psychiatric)                    ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:52:54","2019-04-03 23:52:54","","N"
"8612      ","AU","Psychiatric Hospitals                             ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:52:54","2019-04-03 23:52:54","","N"
"8613      ","AU","Nursing Homes                                     ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:52:54","2019-04-03 23:52:54","","N"
"8621      ","AU","General Practice Medical Services                 ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:52:54","2019-04-03 23:52:54","","N"
"8622      ","AU","Specialist Medical Services                       ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:52:54","2019-04-03 23:52:54","","N"
"8623      ","AU","Dental Services                                   ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:52:54","2019-04-03 23:52:54","","N"
"8631      ","AU","Pathology Services                                ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:52:54","2019-04-03 23:52:54","","N"
"4713      ","AU","Dairy Produce Wholesaling                         ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:14","2019-04-03 23:50:14","","N"
"4714      ","AU","Fish Wholesaling                                  ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:14","2019-04-03 23:50:14","","N"
"4717      ","AU","Liquor Wholesaling                                ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:21","2019-04-03 23:50:21","","N"
"4718      ","AU","Tobacco Product Wholesaling                       ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:21","2019-04-03 23:50:21","","N"
"4719      ","AU","Grocery Wholesaling N.E.C                         ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:21","2019-04-03 23:50:21","","N"
"4721      ","AU","Textile Product Wholesaling                       ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:21","2019-04-03 23:50:21","","N"
"4722      ","AU","Clothing Wholesaling                              ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:21","2019-04-03 23:50:21","","N"
"4723      ","AU","Footwear Wholesaling                              ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:21","2019-04-03 23:50:21","","N"
"4731      ","AU","Household Appliance Wholesaling                   ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:21","2019-04-03 23:50:21","","N"
"4732      ","AU","Furniture Wholesaling                             ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:21","2019-04-03 23:50:21","","N"
"4733      ","AU","Floor Covering Wholesaling                        ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:22","2019-04-03 23:50:22","","N"
"4739      ","AU","Household Good Wholesaling N.E.C                  ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:22","2019-04-03 23:50:22","","N"
"4791      ","AU","Photographic Equipment Wholesaling                ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:22","2019-04-03 23:50:22","","N"
"4795      ","AU","Paper Product Wholesaling                         ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:25","2019-04-03 23:50:25","","N"
"4799      ","AU","Wholesaling Nec                                   ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:27","2019-04-03 23:50:27","","N"
"5112      ","AU","Convenience Stores                                ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:28","2019-04-03 23:50:28","","N"
"5123      ","AU","Liquor Retailing                                  ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:31","2019-04-03 23:50:31","","N"
"5125      ","AU","Takeaway Food Retailing                           ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:32","2019-04-03 23:50:32","","N"
"5126      ","AU","Milk Vending                                      ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:32","2019-04-03 23:50:32","","N"
"5129      ","AU","Specialised Food Retailing N.E.C                  ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:32","2019-04-03 23:50:32","","N"
"5210      ","AU","Department Stores                                 ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:32","2019-04-03 23:50:32","","N"
"5221      ","AU","Clothing Retailing                                ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:32","2019-04-03 23:50:32","","N"
"5222      ","AU","Footwear Retailing                                ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:32","2019-04-03 23:50:32","","N"
"5231      ","AU","Furniture Retailing                               ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:34","2019-04-03 23:50:34","","N"
"5232      ","AU","Floor Covering Retailing                          ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:34","2019-04-03 23:50:34","","N"
"5234      ","AU","Domestic Appliance Retailing                      ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:35","2019-04-03 23:50:35","","N"
"5235      ","AU","Recorded Music Retailing                          ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:35","2019-04-03 23:50:35","","N"
"5236      ","AU","Computer and Software Retailing                   ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:36","2019-04-03 23:50:36","","N"
"5244      ","AU","Photographic Equipment Retailing                  ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:40","2019-04-03 23:50:40","","N"
"5245      ","AU","Marine Equipment Retailing                        ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:40","2019-04-03 23:50:40","","N"
"5253      ","AU","Garden Equipment Retailing                        ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:43","2019-04-03 23:50:43","","N"
"5254      ","AU","Flower Retailing                                  ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:43","2019-04-03 23:50:43","","N"
"5255      ","AU","Watch & Jewellery Retailing                       ","","Y","Y","LS2BATCH","KANDERSO","2019-04-03 23:50:44","2019-04-05 16:14:37","","N"
"5257      ","AU","Electronic Shopping and Mail-Order Houses         ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:47","2019-04-03 23:50:47","","N"
"5259      ","AU","Retailing N.E.C                                   ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:47","2019-04-03 23:50:47","","N"
"5261      ","AU","Household Equipment Repair Services (Electri      ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:47","2019-04-03 23:50:47","","N"
"5269      ","AU","Household Equipment Repair Services N.E.C         ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:47","2019-04-03 23:50:47","","N"
"5311      ","AU","Car Retailing                                     ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:48","2019-04-03 23:50:48","","N"
"5312      ","AU","Motor Cycle Dealing                               ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:48","2019-04-03 23:50:48","","N"
"5313      ","AU","Trailer & Caravan Dealing                         ","","Y","Y","LS2BATCH","KANDERSO","2019-04-03 23:50:49","2019-04-05 16:15:02","","N"
"5321      ","AU","Automotive Fuel Retailing                         ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:49","2019-04-03 23:50:49","","N"
"5322      ","AU","Automotive Electrical Services                    ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:49","2019-04-03 23:50:49","","N"
"5323      ","AU","Smash Repairing                                   ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:49","2019-04-03 23:50:49","","N"
"5324      ","AU","Tyre Retailing                                    ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:49","2019-04-03 23:50:49","","N"
"5329      ","AU","Automotive Repair & Services N.E.C                ","","Y","Y","LS2BATCH","KANDERSO","2019-04-03 23:50:50","2019-04-05 16:15:36","","N"
"5710      ","AU","Accomodation                                      ","","Y","Y","LS2BATCH","JFERNAND","2019-04-03 23:50:52","2020-02-26 07:10:17","","N"
"5711      ","AU","Hotel Accommodation                               ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:52","2019-04-03 23:50:52","","N"
"5712      ","AU","Motel Accommodation                               ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:52","2019-04-03 23:50:52","","N"
"5713      ","AU","Other Accommodation                               ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:52","2019-04-03 23:50:52","","N"
"5720      ","AU","Pubs, Taverns & Bars                              ","","Y","Y","LS2BATCH","KANDERSO","2019-04-03 23:50:53","2019-04-05 16:15:52","","N"
"5730      ","AU","Cafes & Restaurants                               ","","Y","Y","LS2BATCH","KANDERSO","2019-04-03 23:50:54","2019-04-05 16:16:10","","N"
"5731      ","AU","Cafes and Restaurants                             ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:55","2019-04-03 23:50:55","","N"
"5732      ","AU","Caterers and Food Service Contractors             ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:55","2019-04-03 23:50:55","","N"
"5740      ","AU","Clubs (Hospitality)                               ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:55","2019-04-03 23:50:55","","N"
"6110      ","AU","Road Freight Transport                            ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:55","2019-04-03 23:50:55","","N"
"6121      ","AU","Long Distance Bus Transport                       ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:55","2019-04-03 23:50:55","","N"
"6122      ","AU","Short Distance Bus Transport (Incl Tramway)       ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:55","2019-04-03 23:50:55","","N"
"6123      ","AU","Taxi & Other Road Passenger Transport             ","","Y","Y","LS2BATCH","KANDERSO","2019-04-03 23:50:56","2019-04-05 16:16:28","","N"
"6200      ","AU","Rail Transport                                    ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:57","2019-04-03 23:50:57","","N"
"6301      ","AU","International Sea Transport                       ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:57","2019-04-03 23:50:57","","N"
"6302      ","AU","Coastal Water Transport                           ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:57","2019-04-03 23:50:57","","N"
"6303      ","AU","Inland Water Transport                            ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:57","2019-04-03 23:50:57","","N"
"6401      ","AU","Scheduled International Air Transport             ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:57","2019-04-03 23:50:57","","N"
"6402      ","AU","Scheduled Domestic Air Transport                  ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:57","2019-04-03 23:50:57","","N"
"6501      ","AU","Pipeline Transport                                ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:58","2019-04-03 23:50:58","","N"
"6509      ","AU","Transport N.E.C                                   ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:58","2019-04-03 23:50:58","","N"
"6611      ","AU","Parking Services                                  ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:59","2019-04-03 23:50:59","","N"
"6619      ","AU","Services To Road Transport N.E.C                  ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:59","2019-04-03 23:50:59","","N"
"6621      ","AU","Stevedoring                                       ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:59","2019-04-03 23:50:59","","N"
"6622      ","AU","Water Transport Terminals                         ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:59","2019-04-03 23:50:59","","N"
"6623      ","AU","Port Operators                                    ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:59","2019-04-03 23:50:59","","N"
"6629      ","AU","Services To Water Transport N.E.C                 ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:59","2019-04-03 23:50:59","","N"
"6630      ","AU","Services To Air Transport                         ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:59","2019-04-03 23:50:59","","N"
"6641      ","AU","Travel Agency Services                            ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:59","2019-04-03 23:50:59","","N"
"6642      ","AU","Road Freight Forwarding                           ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:59","2019-04-03 23:50:59","","N"
"6643      ","AU","Freight Forwarding (Except Road)                  ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:59","2019-04-03 23:50:59","","N"
"6644      ","AU","Customs Agency Services                           ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:59","2019-04-03 23:50:59","","N"
"6649      ","AU","Services To Transport N.E.C                       ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:50:59","2019-04-03 23:50:59","","N"
"6701      ","AU","Grain Storage                                     ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:51:00","2019-04-03 23:51:00","","N"
"6709      ","AU","Storage N.E.C                                     ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:51:00","2019-04-03 23:51:00","","N"
"7111      ","AU","Postal Services                                   ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:51:00","2019-04-03 23:51:00","","N"
"7112      ","AU","Courier Services                                  ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:51:00","2019-04-03 23:51:00","","N"
"7120      ","AU","Telecommunication Services                        ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:51:00","2019-04-03 23:51:00","","N"
"7121      ","AU","Wired Telecommunications Carriers                 ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:51:00","2019-04-03 23:51:00","","N"
"7122      ","AU","Mobile Telecommunications Carriers                ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:51:00","2019-04-03 23:51:00","","N"
"7123      ","AU","Telecommunications Resellers                      ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:51:00","2019-04-03 23:51:00","","N"
"7124      ","AU","Internet Service Providers                        ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:51:00","2019-04-03 23:51:00","","N"
"7129      ","AU","Other Telecommunication Services                  ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:51:00","2019-04-03 23:51:00","","N"
"7310      ","AU","Central Bank                                      ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:51:00","2019-04-03 23:51:00","","N"
"7314      ","AU","Overseas Central Banks - Oecd                     ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:51:00","2019-04-03 23:51:00","","N"
"7315      ","AU","Overseas Central Banks - Non-Oecd                 ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:51:01","2019-04-03 23:51:01","","N"
"7318      ","AU","Overseas Banks - Oecd                             ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:51:01","2019-04-03 23:51:01","","N"
"7319      ","AU","Overseas Banks - Non-Oecd                         ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:51:01","2019-04-03 23:51:01","","N"
"7321      ","AU","Banks                                             ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:51:01","2019-04-03 23:51:01","","N"
"7322      ","AU","Building Societies                                ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:51:01","2019-04-03 23:51:01","","N"
"7323      ","AU","Credit Unions                                     ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:51:01","2019-04-03 23:51:01","","N"
"7324      ","AU","Money Market Dealers                              ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:51:01","2019-04-03 23:51:01","","N"
"7325      ","AU","National and Regional Commercial Banks            ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:51:01","2019-04-03 23:51:01","","N"
"7326      ","AU","Unit / Property Trusts                            ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:51:01","2019-04-03 23:51:01","","N"
"7327      ","AU","Finance Companies                                 ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:51:01","2019-04-03 23:51:01","","N"
"7328      ","AU","Investment Banks / Securities Houses              ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:51:01","2019-04-03 23:51:01","","N"
"7329      ","AU","Deposit Taking Financiers N.E.C                   ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:51:01","2019-04-03 23:51:01","","N"
"7330      ","AU","Other Financiers                                  ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:51:01","2019-04-03 23:51:01","","N"
"7338      ","AU","State Central Borrowing Authorities               ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:51:02","2019-04-03 23:51:02","","N"
"7340      ","AU","Financial Asset Investors                         ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:51:02","2019-04-03 23:51:02","","N"
"7346      ","AU","Cash Management Trusts                            ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:51:02","2019-04-03 23:51:02","","N"
"7411      ","AU","Life Insurance                                    ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:51:02","2019-04-03 23:51:02","","N"
"7412      ","AU","Superannuation Funds                              ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:51:02","2019-04-03 23:51:02","","N"
"7421      ","AU","Health Insurance                                  ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:51:02","2019-04-03 23:51:02","","N"
"7422      ","AU","General Insurance                                 ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:51:02","2019-04-03 23:51:02","","N"
"2152      ","AU","Cereal Food And Baking Mix Manufacturing          ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:51:02","2019-04-03 23:51:02","","N"
"2161      ","AU","Bread Manufacturing                               ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:51:02","2019-04-03 23:51:02","","N"
"2163      ","AU","Biscuit Manufacturing                             ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:51:04","2019-04-03 23:51:04","","N"
"2171      ","AU","Sugar Manufacturing                               ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:51:04","2019-04-03 23:51:04","","N"
"2172      ","AU","Confectionery Manufacturing                       ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:51:04","2019-04-03 23:51:04","","N"
"2173      ","AU","Seafood Processing                                ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:51:04","2019-04-03 23:51:04","","N"
"2179      ","AU","Food Manufacturing N.E.C                          ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:51:06","2019-04-03 23:51:06","","N"
"2182      ","AU","Beer And Malt Manufacturing                       ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:51:07","2019-04-03 23:51:07","","N"
"2183      ","AU","Wine Manufacturing                                ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:51:08","2019-04-03 23:51:08","","N"
"2184      ","AU","Spirit Manufacturing                              ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:51:08","2019-04-03 23:51:08","","N"
"2190      ","AU","Tobacco Product Manufacturing                     ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:51:08","2019-04-03 23:51:08","","N"
"2211      ","AU","Wool Scouring                                     ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:51:08","2019-04-03 23:51:08","","N"
"2212      ","AU","Synthetic Fibre Textile Manufacturing             ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:51:08","2019-04-03 23:51:08","","N"
"2213      ","AU","Cotton Textile Manufacturing                      ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:51:08","2019-04-03 23:51:08","","N"
"2214      ","AU","Wool Textile Manufacturing                        ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:51:08","2019-04-03 23:51:08","","N"
"2215      ","AU","Textile Finishing                                 ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:51:08","2019-04-03 23:51:08","","N"
"2221      ","AU","Made-Up Textile Product Manufacturing             ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:51:08","2019-04-03 23:51:08","","N"
"2222      ","AU","Textile Floor Covering Manufacturing              ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:51:08","2019-04-03 23:51:08","","N"
"2824      ","AU","Aircraft Manufacturing                            ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:51:46","2019-04-03 23:51:46","","N"
"2829      ","AU","Transport Equipment Manufacturing N.E.C           ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:51:47","2019-04-03 23:51:47","","N"
"2849      ","AU","Electronic Equipment Manufacturing N.E.C          ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:51:53","2019-04-03 23:51:53","","N"
"2851      ","AU","Household Appliance Manufacturing                 ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:51:53","2019-04-03 23:51:53","","N"
"2853      ","AU","Battery Manufacturing                             ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:51:54","2019-04-03 23:51:54","","N"
"2859      ","AU","Electrical Equipment Manufacturing N.E.C          ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:51:56","2019-04-03 23:51:56","","N"
"2861      ","AU","Agricultural Machinery Manufacturing              ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:51:56","2019-04-03 23:51:56","","N"
"2863      ","AU","Food Processing Machinery Manufacturing           ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:51:57","2019-04-03 23:51:57","","N"
"2911      ","AU","Prefabricated Metal Building Manufacturing        ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:52:03","2019-04-03 23:52:03","","N"
"2919      ","AU","Prefabricated Building Manufacturing N.E.C        ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:52:03","2019-04-03 23:52:03","","N"
"2922      ","AU","Sheet Metal Furniture Manufacturing               ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:52:06","2019-04-03 23:52:06","","N"
"2923      ","AU","Mattress Manufacturing (Except Rubber)            ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:52:06","2019-04-03 23:52:06","","N"
"2929      ","AU","Furniture Manufacturing N.E.C                     ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:52:06","2019-04-03 23:52:06","","N"
"2949      ","AU","Manufacturing N.E.C                               ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:52:09","2019-04-03 23:52:09","","N"
"3610      ","AU","Electricity Supply                                ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:52:09","2019-04-03 23:52:09","","N"
"3611      ","AU","Electricity Generation                            ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:52:09","2019-04-03 23:52:09","","N"
"3612      ","AU","Electricity Transmission                          ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:52:09","2019-04-03 23:52:09","","N"
"3613      ","AU","Electricity Distribution                          ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:52:09","2019-04-03 23:52:09","","N"
"3620      ","AU","Gas Supply                                        ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:52:09","2019-04-03 23:52:09","","N"
"3701      ","AU","Water Supply                                      ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:52:09","2019-04-03 23:52:09","","N"
"4111      ","AU","House Construction                                ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:52:11","2019-04-03 23:52:11","","N"
"4112      ","AU","Residential Building Construction N.E.C           ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:52:11","2019-04-03 23:52:11","","N"
"4113      ","AU","Non-Residential Building Construction             ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:52:11","2019-04-03 23:52:11","","N"
"4114      ","AU","Commercial and Industrial Building Construction   ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:52:11","2019-04-03 23:52:11","","N"
"4115      ","AU","Institutional Building Construction               ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:52:11","2019-04-03 23:52:11","","N"
"4122      ","AU","Non-Building Construction N.E.C                   ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:52:12","2019-04-03 23:52:12","","N"
"4210      ","AU","Site Preparation Services                         ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:52:12","2019-04-03 23:52:12","","N"
"4221      ","AU","Concreting Services                               ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:52:13","2019-04-03 23:52:13","","N"
"4222      ","AU","Bricklaying Services                              ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:52:13","2019-04-03 23:52:13","","N"
"4223      ","AU","Roofing Services                                  ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:52:13","2019-04-03 23:52:13","","N"
"4224      ","AU","Structural Steel Erection Services                ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:52:13","2019-04-03 23:52:13","","N"
"4231      ","AU","Plumbing Services                                 ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:52:13","2019-04-03 23:52:13","","N"
"4232      ","AU","Electrical Services                               ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:52:13","2019-04-03 23:52:13","","N"
"4242      ","AU","Carpentry Services                                ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:52:17","2019-04-03 23:52:17","","N"
"4245      ","AU","Glazing Services                                  ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:52:20","2019-04-03 23:52:20","","N"
"4251      ","AU","Landscaping Services                              ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:52:20","2019-04-03 23:52:20","","N"
"4259      ","AU","Constructions Services N.E.C                      ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:52:20","2019-04-03 23:52:20","","N"
"4511      ","AU","Wool Wholesaling                                  ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:52:20","2019-04-03 23:52:20","","N"
"4512      ","AU","Cereal Grain Wholesaling                          ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:52:20","2019-04-03 23:52:20","","N"
"4521      ","AU","Petroleum Product Wholesaling                     ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:52:22","2019-04-03 23:52:22","","N"
"4523      ","AU","Chemical Wholesaling                              ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:52:23","2019-04-03 23:52:23","","N"
"4531      ","AU","Timber Wholesaling                                ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:52:23","2019-04-03 23:52:23","","N"
"4539      ","AU","Building Supplies Wholesaling N.E.C               ","","Y","Y","LS2BATCH","LS2BATCH","2019-04-03 23:52:23","2019-04-03 23:52:23","","N"
