"IMR_RID_SWFT_ROLE","IMR_CDE_SWFT_RTYP","IMR_RID_REM_INSTR","IMR_CDE_OWNER_TYPE","IMR_UID_REC_CREATE","IMR_UID_REC_UPDATE","IMR_TSP_REC_CREATE","IMR_TSP_REC_UPDATE","IMR_RID_SWFT_ID","IMR_TXT_ACCT_NO","IMR_TXT_CLG_CODE","IMR_TXT_TELEX_NO","IMR_TXT_ANSWRBACK","IMR_CDE_LOCCL_TYPE","IMR_TXT_DESC","IMR_CDE_BRANCH"
"W!EIVMYW","BENCR","W!EIVMYV","IRI  ","INPAMT01","INPAMT01","2020-10-30 17:12:31","2020-10-30 17:12:31","","","","","","","CUSTLEGAL00121",""
"1REJ2TMS","BENCR","1REJ2TMR","IRI  ","INPAMT01","INPAMT01","2020-11-03 15:26:18","2020-11-03 15:26:18","","","","","","","CUSTLEGAL12147",""
"1REJ2TMT","ORCSR","1REJ2TMR","IRI  ","INPAMT01","INPAMT01","2020-11-03 15:26:18","2020-11-03 15:26:18","","","","","","","CUSTLEGAL12147",""
"1REJ2TUX","ORCSR","1REJ2TUV","IRI  ","INPAMT01","INPAMT01","2020-11-03 15:27:41","2020-11-03 15:27:41","","","","","","","CUSTLEGAL12147",""
"1REJ2TUW","BENCR","1REJ2TUV","IRI  ","INPAMT01","INPAMT01","2020-11-03 15:27:41","2020-11-03 15:27:41","","","","","","","CUSTLEGAL12147",""
"DMEJ4OY4","ORCSR","DMEJ4OY2","IRI  ","INPAMT01","INPAMT01","2020-11-04 14:27:07","2020-11-04 14:27:07","","","","","","","CUSTLEGAL14136",""
"DMEJ4OY3","BENCR","DMEJ4OY2","IRI  ","INPAMT01","INPAMT01","2020-11-04 14:27:07","2020-11-04 14:27:07","","","","","","","CUSTLEGAL14136",""
"DMEJ4P68","ORCSR","DMEJ4P66","IRI  ","INPAMT01","INPAMT01","2020-11-04 14:28:18","2020-11-04 14:28:18","","","","","","","CUSTLEGAL14136",""
"DMEJ4P67","BENCR","DMEJ4P66","IRI  ","INPAMT01","INPAMT01","2020-11-04 14:28:18","2020-11-04 14:28:18","","","","","","","CUSTLEGAL14136",""
"#@EJ94D7","ORCSR","#@EJ94D5","IRI  ","DANUSR01","DANUSR01","2020-11-07 00:55:03","2020-11-07 00:55:03","","","","","","","ESPS1 2010632",""
"#@EJ94LW","ORCSR","#@EJ94LU","IRI  ","DANUSR01","DANUSR01","2020-11-07 00:59:07","2020-11-07 00:59:07","","","","","","","ESPS1 2010632",""
"#@EJ94LV","BENCR","#@EJ94LU","IRI  ","DANUSR01","DANUSR01","2020-11-07 00:59:07","2020-11-07 00:59:07","","","","","","","ESPS1 2010632",""
"#@EJ94TZ","BENCR","#@EJ94TY","IRI  ","DANUSR01","DANUSR01","2020-11-07 01:00:02","2020-11-07 01:00:02","","","","","","","ESPS1 2010632",""
"#@EJ94U0","ORCSR","#@EJ94TY","IRI  ","DANUSR01","DANUSR01","2020-11-07 01:00:02","2020-11-07 01:00:02","","","","","","","ESPS1 2010632",""
"#1EJ98L9","ORCSR","#1EJ98L7","IRI  ","DANUSR01","DANUSR01","2020-11-07 02:03:32","2020-11-07 02:03:32","","","","","","","ESPS1 2010632",""
"#1EJ98TC","BENCR","#1EJ98TB","IRI  ","DANUSR01","DANUSR01","2020-11-07 02:04:30","2020-11-07 02:04:30","","","","","","","ESPS1 2010632",""
"#1EJ98TD","ORCSR","#1EJ98TB","IRI  ","DANUSR01","DANUSR01","2020-11-07 02:04:30","2020-11-07 02:04:30","","","","","","","ESPS1 2010632",""
"#?EJ99ZQ","ORCSR","#?EJ99ZO","IRI  ","DANUSR01","DANUSR01","2020-11-07 02:42:03","2020-11-07 02:42:03","","","","","","","ESPS1 2010632",""
"#?EJ99ZP","BENCR","#?EJ99ZO","IRI  ","DANUSR01","DANUSR01","2020-11-07 02:42:03","2020-11-07 02:42:03","","","","","","","ESPS1 2010632",""
"#?EJ9A7U","ORCSR","#?EJ9A7S","IRI  ","DANUSR01","DANUSR01","2020-11-07 02:43:03","2020-11-07 02:43:03","","","","","","","ESPS1 2010632",""
"#?EJ9A7T","BENCR","#?EJ9A7S","IRI  ","DANUSR01","DANUSR01","2020-11-07 02:43:03","2020-11-07 02:43:03","","","","","","","ESPS1 2010632",""
"#?EJ9AGJ","ORCSR","#?EJ9AGH","IRI  ","DANUSR01","DANUSR01","2020-11-07 02:47:21","2020-11-07 02:47:21","","","","","","","ESPS1 2010632",""
"#?EJ9AGI","BENCR","#?EJ9AGH","IRI  ","DANUSR01","DANUSR01","2020-11-07 02:47:21","2020-11-07 02:47:21","","","","","","","ESPS1 2010632",""
"#?EJ9AOM","BENCR","#?EJ9AOL","IRI  ","DANUSR01","DANUSR01","2020-11-07 02:48:20","2020-11-07 02:48:20","","","","","","","ESPS1 2010632",""
"#?EJ9AON","ORCSR","#?EJ9AOL","IRI  ","DANUSR01","DANUSR01","2020-11-07 02:48:20","2020-11-07 02:48:20","","","","","","","ESPS1 2010632",""
"#XEJ9C4J","ORCSR","#XEJ9C4H","IRI  ","DANUSR01","DANUSR01","2020-11-07 03:27:02","2020-11-07 03:27:02","","","","","","","ESPS1 2010632",""
"#XEJ9C4I","BENCR","#XEJ9C4H","IRI  ","DANUSR01","DANUSR01","2020-11-07 03:27:02","2020-11-07 03:27:02","","","","","","","ESPS1 2010632",""
"#XEJ9CCN","ORCSR","#XEJ9CCL","IRI  ","DANUSR01","DANUSR01","2020-11-07 03:28:06","2020-11-07 03:28:06","","","","","","","ESPS1 2010632",""
"#XEJ9CCM","BENCR","#XEJ9CCL","IRI  ","DANUSR01","DANUSR01","2020-11-07 03:28:06","2020-11-07 03:28:06","","","","","","","ESPS1 2010632",""
"#XEJ9CLC","ORCSR","#XEJ9CLA","IRI  ","DANUSR01","DANUSR01","2020-11-07 03:32:30","2020-11-07 03:32:30","","","","","","","ESPS1 2010632",""
"#XEJ9CLB","BENCR","#XEJ9CLA","IRI  ","DANUSR01","DANUSR01","2020-11-07 03:32:30","2020-11-07 03:32:30","","","","","","","ESPS1 2010632",""
"#XEJ9CTF","BENCR","#XEJ9CTE","IRI  ","DANUSR01","DANUSR01","2020-11-07 03:33:31","2020-11-07 03:33:31","","","","","","","ESPS1 2010632",""
"#XEJ9CTG","ORCSR","#XEJ9CTE","IRI  ","DANUSR01","DANUSR01","2020-11-07 03:33:31","2020-11-07 03:33:31","","","","","","","ESPS1 2010632",""
"##EJ9E9B","BENCR","##EJ9E9A","IRI  ","DANUSR01","DANUSR01","2020-11-07 04:10:48","2020-11-07 04:10:48","","","","","","","ESPS1 2010632",""
"##EJ9E9C","ORCSR","##EJ9E9A","IRI  ","DANUSR01","DANUSR01","2020-11-07 04:10:48","2020-11-07 04:10:48","","","","","","","ESPS1 2010632",""
"##EJ9EHG","ORCSR","##EJ9EHE","IRI  ","DANUSR01","DANUSR01","2020-11-07 04:11:48","2020-11-07 04:11:48","","","","","","","ESPS1 2010632",""
"##EJ9EHF","BENCR","##EJ9EHE","IRI  ","DANUSR01","DANUSR01","2020-11-07 04:11:48","2020-11-07 04:11:48","","","","","","","ESPS1 2010632",""
"##EJ9EQ4","BENCR","##EJ9EQ3","IRI  ","DANUSR01","DANUSR01","2020-11-07 04:16:14","2020-11-07 04:16:14","","","","","","","ESPS1 2010632",""
"##EJ9EQ5","ORCSR","##EJ9EQ3","IRI  ","DANUSR01","DANUSR01","2020-11-07 04:16:14","2020-11-07 04:16:14","","","","","","","ESPS1 2010632",""
"##EJ9EY8","BENCR","##EJ9EY7","IRI  ","DANUSR01","DANUSR01","2020-11-07 04:17:14","2020-11-07 04:17:14","","","","","","","ESPS1 2010632",""
"##EJ9EY9","ORCSR","##EJ9EY7","IRI  ","DANUSR01","DANUSR01","2020-11-07 04:17:14","2020-11-07 04:17:14","","","","","","","ESPS1 2010632",""
"#5EJ9I7M","BENCR","#5EJ9I7L","IRI  ","DANUSR01","DANUSR01","2020-11-07 04:56:59","2020-11-07 04:56:59","","","","","","","ESPS1 2010632",""
"#5EJ9I7N","ORCSR","#5EJ9I7L","IRI  ","DANUSR01","DANUSR01","2020-11-07 04:56:59","2020-11-07 04:56:59","","","","","","","ESPS1 2010632",""
"#5EJ9IFR","ORCSR","#5EJ9IFP","IRI  ","DANUSR01","DANUSR01","2020-11-07 04:57:46","2020-11-07 04:57:46","","","","","","","ESPS1 2010632",""
"#5EJ9IFQ","BENCR","#5EJ9IFP","IRI  ","DANUSR01","DANUSR01","2020-11-07 04:57:46","2020-11-07 04:57:46","","","","","","","ESPS1 2010632",""
"#5EJ9IOG","ORCSR","#5EJ9IOE","IRI  ","DANUSR01","DANUSR01","2020-11-07 05:01:17","2020-11-07 05:01:17","","","","","","","ESPS1 2010632",""
"#5EJ9IOF","BENCR","#5EJ9IOE","IRI  ","DANUSR01","DANUSR01","2020-11-07 05:01:17","2020-11-07 05:01:17","","","","","","","ESPS1 2010632",""
"#5EJ9IWJ","BENCR","#5EJ9IWI","IRI  ","DANUSR01","DANUSR01","2020-11-07 05:02:03","2020-11-07 05:02:03","","","","","","","ESPS1 2010632",""
"#5EJ9IWK","ORCSR","#5EJ9IWI","IRI  ","DANUSR01","DANUSR01","2020-11-07 05:02:03","2020-11-07 05:02:03","","","","","","","ESPS1 2010632",""
"#+EJ9KL0","BENCR","#+EJ9KKZ","IRI  ","DANUSR01","DANUSR01","2020-11-07 05:29:12","2020-11-07 05:29:12","","","","","","","ESPS1 2010632",""
"#+EJ9KL1","ORCSR","#+EJ9KKZ","IRI  ","DANUSR01","DANUSR01","2020-11-07 05:29:12","2020-11-07 05:29:12","","","","","","","ESPS1 2010632",""
"#+EJ9KT4","BENCR","#+EJ9KT3","IRI  ","DANUSR01","DANUSR01","2020-11-07 05:29:58","2020-11-07 05:29:58","","","","","","","ESPS1 2010632",""
"#+EJ9KT5","ORCSR","#+EJ9KT3","IRI  ","DANUSR01","DANUSR01","2020-11-07 05:29:58","2020-11-07 05:29:58","","","","","","","ESPS1 2010632",""
"#+EJ9L1U","ORCSR","#+EJ9L1S","IRI  ","DANUSR01","DANUSR01","2020-11-07 05:33:30","2020-11-07 05:33:30","","","","","","","ESPS1 2010632",""
"#+EJ9L1T","BENCR","#+EJ9L1S","IRI  ","DANUSR01","DANUSR01","2020-11-07 05:33:30","2020-11-07 05:33:30","","","","","","","ESPS1 2010632",""
"#+EJ9L9Y","ORCSR","#+EJ9L9W","IRI  ","DANUSR01","DANUSR01","2020-11-07 05:34:16","2020-11-07 05:34:16","","","","","","","ESPS1 2010632",""
"#+EJ9L9X","BENCR","#+EJ9L9W","IRI  ","DANUSR01","DANUSR01","2020-11-07 05:34:16","2020-11-07 05:34:16","","","","","","","ESPS1 2010632",""
"BPEJ9MQ1","BENCR","BPEJ9MQ0","IRI  ","DANUSR01","DANUSR01","2020-11-07 06:12:55","2020-11-07 06:12:55","","","","","","","ESPS1 2010632",""
"BPEJ9MQ2","ORCSR","BPEJ9MQ0","IRI  ","DANUSR01","DANUSR01","2020-11-07 06:12:55","2020-11-07 06:12:55","","","","","","","ESPS1 2010632",""
"BPEJ9MY5","BENCR","BPEJ9MY4","IRI  ","DANUSR01","DANUSR01","2020-11-07 06:13:43","2020-11-07 06:13:43","","","","","","","ESPS1 2010632",""
"BPEJ9MY6","ORCSR","BPEJ9MY4","IRI  ","DANUSR01","DANUSR01","2020-11-07 06:13:43","2020-11-07 06:13:43","","","","","","","ESPS1 2010632",""
"BPEJ9N6U","BENCR","BPEJ9N6T","IRI  ","DANUSR01","DANUSR01","2020-11-07 06:17:24","2020-11-07 06:17:24","","","","","","","ESPS1 2010632",""
"BPEJ9N6V","ORCSR","BPEJ9N6T","IRI  ","DANUSR01","DANUSR01","2020-11-07 06:17:24","2020-11-07 06:17:24","","","","","","","ESPS1 2010632",""
"BPEJ9NEY","BENCR","BPEJ9NEX","IRI  ","DANUSR01","DANUSR01","2020-11-07 06:18:13","2020-11-07 06:18:13","","","","","","","ESPS1 2010632",""
"BPEJ9NEZ","ORCSR","BPEJ9NEX","IRI  ","DANUSR01","DANUSR01","2020-11-07 06:18:13","2020-11-07 06:18:13","","","","","","","ESPS1 2010632",""
"W:EHL8VV","ORCSR","W:EHL8VT","IRI  ","MIGGY_IN","MIGGY_IN","2020-10-05 16:28:26","2020-10-05 16:28:26","","","","","","","CUSTLEGAL05131",""
"W:EHL8VU","BENCR","W:EHL8VT","IRI  ","MIGGY_IN","MIGGY_IN","2020-10-05 16:28:26","2020-10-05 16:28:26","","","","","","","CUSTLEGAL05131",""
"7REHN2X7","BENCR","7REHN2X6","IRI  ","INPELY01","INPELY01","2020-10-06 15:53:33","2020-10-06 15:53:33","","","","","","","CUSTLEGAL23158",""
"7REHN2X8","ORCSR","7REHN2X6","IRI  ","INPELY01","INPELY01","2020-10-06 15:53:33","2020-10-06 15:53:33","","","","","","","CUSTLEGAL23158",""
"NSEHN5IX","BENCR","NSEHN5IW","IRI  ","MIGGY_IN","MIGGY_IN","2020-10-06 17:52:22","2020-10-06 17:52:22","","","","","","","CUSTLEGAL29144",""
"NSEHN5IY","ORCSR","NSEHN5IW","IRI  ","MIGGY_IN","MIGGY_IN","2020-10-06 17:52:22","2020-10-06 17:52:22","","","","","","","CUSTLEGAL29144",""
":JEHOOF3","BENCR",":JEHOOF2","IRI  ","MIGGY_IN","MIGGY_IN","2020-10-07 12:49:00","2020-10-07 12:49:00","","","","","","","CUSTLEGAL29114",""
":JEHOOF4","ORCSR",":JEHOOF2","IRI  ","MIGGY_IN","MIGGY_IN","2020-10-07 12:49:00","2020-10-07 12:49:00","","","","","","","CUSTLEGAL29114",""
":JEHOON7","BENCR",":JEHOON6","IRI  ","MIGGY_IN","MIGGY_IN","2020-10-07 12:49:57","2020-10-07 12:49:57","","","","","","","CUSTLEGAL29114",""
":JEHOON8","ORCSR",":JEHOON6","IRI  ","MIGGY_IN","MIGGY_IN","2020-10-07 12:49:57","2020-10-07 12:49:57","","","","","","","CUSTLEGAL29114",""
"V(EHPJ23","ORCSR","V(EHPJ21","IRI  ","MIGGY_IN","MIGGY_IN","2020-10-08 00:45:33","2020-10-08 00:45:33","","","","","","","ESPS1 1211533",""
"V(EHPJ22","BENCR","V(EHPJ21","IRI  ","MIGGY_IN","MIGGY_IN","2020-10-08 00:45:33","2020-10-08 00:45:33","","","","","","","ESPS1 1211533",""
"V(EHPJA7","ORCSR","V(EHPJA5","IRI  ","MIGGY_IN","MIGGY_IN","2020-10-08 00:46:38","2020-10-08 00:46:38","","","","","","","ESPS1 1211533",""
"V(EHPJA6","BENCR","V(EHPJA5","IRI  ","MIGGY_IN","MIGGY_IN","2020-10-08 00:46:38","2020-10-08 00:46:38","","","","","","","ESPS1 1211533",""
"+PEHQGN3","BENCR","+PEHQGN2","IRI  ","ARFELI01","ARFELI01","2020-10-08 12:01:48","2020-10-08 12:01:48","","","","","","","Sanseera Electronics Ltd 2313921",""
"+PEHQGN4","ORCSR","+PEHQGN2","IRI  ","ARFELI01","ARFELI01","2020-10-08 12:01:48","2020-10-08 12:01:48","","","","","","","Sanseera Electronics Ltd 2313921",""
"+PEHQGV8","ORCSR","+PEHQGV6","IRI  ","ARFELI01","ARFELI01","2020-10-08 12:02:36","2020-10-08 12:02:36","","","","","","","Sanseera Electronics Ltd 2313921",""
"+PEHQGV7","BENCR","+PEHQGV6","IRI  ","ARFELI01","ARFELI01","2020-10-08 12:02:36","2020-10-08 12:02:36","","","","","","","Sanseera Electronics Ltd 2313921",""
"A@EHQNSM","ORCSR","A@EHQNSK","IRI  ","MIGGY_IN","MIGGY_IN","2020-10-08 15:21:44","2020-10-08 15:21:44","","","","","","","ESPS1 1913125",""
"A@EHQNSL","BENCR","A@EHQNSK","IRI  ","MIGGY_IN","MIGGY_IN","2020-10-08 15:21:44","2020-10-08 15:21:44","","","","","","","ESPS1 1913125",""
"ACEHQQKK","BENCR","ACEHQQKJ","IRI  ","CESSINP1","CESSINP1","2020-10-08 15:23:27","2020-10-08 15:23:27","","","","","","","CBANLDCUST0001 1910651",""
"ACEHQQKL","ORCSR","ACEHQQKJ","IRI  ","CESSINP1","CESSINP1","2020-10-08 15:23:27","2020-10-08 15:23:27","","","","","","","CBANLDCUST0001 1910651",""
"FMEHSG8R","ORCSR","FMEHSG8P","IRI  ","ARFELI01","ARFELI01","2020-10-09 14:30:54","2020-10-09 14:30:54","","","","","","","Sanseera Electronics Ltd 2111356",""
"FMEHSG8Q","BENCR","FMEHSG8P","IRI  ","ARFELI01","ARFELI01","2020-10-09 14:30:54","2020-10-09 14:30:54","","","","","","","Sanseera Electronics Ltd 2111356",""
"FMEHSGGU","BENCR","FMEHSGGT","IRI  ","ARFELI01","ARFELI01","2020-10-09 14:31:54","2020-10-09 14:31:54","","","","","","","Sanseera Electronics Ltd 2111356",""
"FMEHSGGV","ORCSR","FMEHSGGT","IRI  ","ARFELI01","ARFELI01","2020-10-09 14:31:54","2020-10-09 14:31:54","","","","","","","Sanseera Electronics Ltd 2111356",""
"FQEHSIS9","BENCR","FQEHSIS8","IRI  ","ARFELI01","ARFELI01","2020-10-09 15:31:22","2020-10-09 15:31:22","","","","","","","Sanseera Electronics Ltd 1313341",""
"FQEHSISA","ORCSR","FQEHSIS8","IRI  ","ARFELI01","ARFELI01","2020-10-09 15:31:22","2020-10-09 15:31:22","","","","","","","Sanseera Electronics Ltd 1313341",""
"Z8EHSLQ1","BENCR","Z8EHSLQ0","IRI  ","MIGGY_IN","MIGGY_IN","2020-10-09 16:32:32","2020-10-09 16:32:32","","","","","","","ESPS1 1413545",""
"Z8EHSLQ2","ORCSR","Z8EHSLQ0","IRI  ","MIGGY_IN","MIGGY_IN","2020-10-09 16:32:32","2020-10-09 16:32:32","","","","","","","ESPS1 1413545",""
";UEI0659","ORCSR",";UEI0657","IRI  ","SMANZANO","SMANZANO","2020-10-13 18:39:02","2020-10-13 18:39:02","","","","","","","Commonwealth Bank of Australia OBU (External)",""
";UEI0658","BENCR",";UEI0657","IRI  ","SMANZANO","SMANZANO","2020-10-13 18:39:02","2020-10-13 18:39:02","","","","","","","Commonwealth Bank of Australia OBU (External)",""
";UEI06ED","BENIN",";UEI06EC","IRI  ","SMANZANO","SMANZANO","2020-10-13 18:39:17","2020-10-13 18:39:17","","","","","","","Commonwealth Bank of Australia OBU (External)",""
";UEI06LH","ORINS",";UEI06LG","IRI  ","SMANZANO","SMANZANO","2020-10-13 18:39:45","2020-10-13 18:39:45","","","","","","","Commonwealth Bank of Australia OBU (External)",""
"3FEICQUQ","BENCR","3FEICQUP","IRI  ","DANUSR01","DANUSR01","2020-10-20 12:11:10","2020-10-20 12:11:10","","","","","","","CUSTLEGAL27103",""
"CUEIDBU3","BENCR","CUEIDBU2","IRI  ","MIGGY_IN","MIGGY_IN","2020-10-20 19:46:34","2020-10-20 19:46:34","","","","","","","CUSTLEGAL36103",""
"CUEIDBU4","ORCSR","CUEIDBU2","IRI  ","MIGGY_IN","MIGGY_IN","2020-10-20 19:46:34","2020-10-20 19:46:34","","","","","","","CUSTLEGAL36103",""
"W!EIVMYX","ORCSR","W!EIVMYV","IRI  ","INPAMT01","INPAMT01","2020-10-30 17:12:31","2020-10-30 17:12:31","","","","","","","CUSTLEGAL00121",""
"W!EIVN71","ORCSR","W!EIVN6Z","IRI  ","INPAMT01","INPAMT01","2020-10-30 17:13:55","2020-10-30 17:13:55","","","","","","","CUSTLEGAL00121",""
"W!EIVN70","BENCR","W!EIVN6Z","IRI  ","INPAMT01","INPAMT01","2020-10-30 17:13:55","2020-10-30 17:13:55","","","","","","","CUSTLEGAL00121",""
"1#EJ2Z1J","BENCR","1#EJ2Z1I","IRI  ","INPAMT01","INPAMT01","2020-11-03 17:02:06","2020-11-03 17:02:06","","","","","","","CUSTLEGAL48146",""
"1#EJ2Z1K","ORCSR","1#EJ2Z1I","IRI  ","INPAMT01","INPAMT01","2020-11-03 17:02:06","2020-11-03 17:02:06","","","","","","","CUSTLEGAL48146",""
"1#EJ2Z9N","BENCR","1#EJ2Z9M","IRI  ","INPAMT01","INPAMT01","2020-11-03 17:03:23","2020-11-03 17:03:23","","","","","","","CUSTLEGAL48146",""
"1#EJ2Z9O","ORCSR","1#EJ2Z9M","IRI  ","INPAMT01","INPAMT01","2020-11-03 17:03:23","2020-11-03 17:03:23","","","","","","","CUSTLEGAL48146",""
"7VEJ77NA","BENCR","7VEJ77N9","IRI  ","DANUSR01","DANUSR01","2020-11-06 00:19:05","2020-11-06 00:19:05","","","","","","","ESPS1 2314059",""
"7VEJ77NB","ORCSR","7VEJ77N9","IRI  ","DANUSR01","DANUSR01","2020-11-06 00:19:05","2020-11-06 00:19:05","","","","","","","ESPS1 2314059",""
"7VEJ77VF","ORCSR","7VEJ77VD","IRI  ","DANUSR01","DANUSR01","2020-11-06 00:20:03","2020-11-06 00:20:03","","","","","","","ESPS1 2314059",""
"7VEJ77VE","BENCR","7VEJ77VD","IRI  ","DANUSR01","DANUSR01","2020-11-06 00:20:03","2020-11-06 00:20:03","","","","","","","ESPS1 2314059",""
"7VEJ7843","BENCR","7VEJ7842","IRI  ","DANUSR01","DANUSR01","2020-11-06 00:24:25","2020-11-06 00:24:25","","","","","","","ESPS1 2314059",""
"7VEJ7844","ORCSR","7VEJ7842","IRI  ","DANUSR01","DANUSR01","2020-11-06 00:24:25","2020-11-06 00:24:25","","","","","","","ESPS1 2314059",""
"7VEJ78C7","BENCR","7VEJ78C6","IRI  ","DANUSR01","DANUSR01","2020-11-06 00:25:23","2020-11-06 00:25:23","","","","","","","ESPS1 2314059",""
"7VEJ78C8","ORCSR","7VEJ78C6","IRI  ","DANUSR01","DANUSR01","2020-11-06 00:25:23","2020-11-06 00:25:23","","","","","","","ESPS1 2314059",""
"N.EJ8248","ORCSR","N.EJ8246","IRI  ","INPRON01","INPRON01","2020-11-06 10:10:27","2020-11-06 10:10:27","","","","","","","ESPS1 1811045",""
"N.EJ8247","BENCR","N.EJ8246","IRI  ","INPRON01","INPRON01","2020-11-06 10:10:27","2020-11-06 10:10:27","","","","","","","ESPS1 1811045",""
"N.EJ82CC","ORCSR","N.EJ82CA","IRI  ","INPRON01","INPRON01","2020-11-06 10:11:32","2020-11-06 10:11:32","","","","","","","ESPS1 1811045",""
"N.EJ82CB","BENCR","N.EJ82CA","IRI  ","INPRON01","INPRON01","2020-11-06 10:11:32","2020-11-06 10:11:32","","","","","","","ESPS1 1811045",""
"-SEJ8SQJ","BENCR","-SEJ8SQI","IRI  ","DANUSR01","DANUSR01","2020-11-06 20:52:54","2020-11-06 20:52:54","","","","","","","ESPS1 2010632",""
"-SEJ8SQK","ORCSR","-SEJ8SQI","IRI  ","DANUSR01","DANUSR01","2020-11-06 20:52:54","2020-11-06 20:52:54","","","","","","","ESPS1 2010632",""
"-SEJ8SYO","ORCSR","-SEJ8SYM","IRI  ","DANUSR01","DANUSR01","2020-11-06 20:53:50","2020-11-06 20:53:50","","","","","","","ESPS1 2010632",""
"-SEJ8SYN","BENCR","-SEJ8SYM","IRI  ","DANUSR01","DANUSR01","2020-11-06 20:53:50","2020-11-06 20:53:50","","","","","","","ESPS1 2010632",""
"-SEJ8T7D","ORCSR","-SEJ8T7B","IRI  ","DANUSR01","DANUSR01","2020-11-06 20:57:58","2020-11-06 20:57:58","","","","","","","ESPS1 2010632",""
"-SEJ8T7C","BENCR","-SEJ8T7B","IRI  ","DANUSR01","DANUSR01","2020-11-06 20:57:58","2020-11-06 20:57:58","","","","","","","ESPS1 2010632",""
"-SEJ8TFH","ORCSR","-SEJ8TFF","IRI  ","DANUSR01","DANUSR01","2020-11-06 20:58:56","2020-11-06 20:58:56","","","","","","","ESPS1 2010632",""
"-SEJ8TFG","BENCR","-SEJ8TFF","IRI  ","DANUSR01","DANUSR01","2020-11-06 20:58:56","2020-11-06 20:58:56","","","","","","","ESPS1 2010632",""
"#MEJ9696","ORCSR","#MEJ9694","IRI  ","DANUSR01","DANUSR01","2020-11-07 01:25:54","2020-11-07 01:25:54","","","","","","","ESPS1 2010632",""
"#MEJ9695","BENCR","#MEJ9694","IRI  ","DANUSR01","DANUSR01","2020-11-07 01:25:54","2020-11-07 01:25:54","","","","","","","ESPS1 2010632",""
"#MEJ96H9","BENCR","#MEJ96H8","IRI  ","DANUSR01","DANUSR01","2020-11-07 01:26:53","2020-11-07 01:26:53","","","","","","","ESPS1 2010632",""
"#MEJ96HA","ORCSR","#MEJ96H8","IRI  ","DANUSR01","DANUSR01","2020-11-07 01:26:53","2020-11-07 01:26:53","","","","","","","ESPS1 2010632",""
"#MEJ96PZ","ORCSR","#MEJ96PX","IRI  ","DANUSR01","DANUSR01","2020-11-07 01:30:57","2020-11-07 01:30:57","","","","","","","ESPS1 2010632",""
"#MEJ96PY","BENCR","#MEJ96PX","IRI  ","DANUSR01","DANUSR01","2020-11-07 01:30:57","2020-11-07 01:30:57","","","","","","","ESPS1 2010632",""
"#MEJ96Y2","BENCR","#MEJ96Y1","IRI  ","DANUSR01","DANUSR01","2020-11-07 01:31:53","2020-11-07 01:31:53","","","","","","","ESPS1 2010632",""
"#MEJ96Y3","ORCSR","#MEJ96Y1","IRI  ","DANUSR01","DANUSR01","2020-11-07 01:31:53","2020-11-07 01:31:53","","","","","","","ESPS1 2010632",""
"#1EJ984F","BENCR","#1EJ984E","IRI  ","DANUSR01","DANUSR01","2020-11-07 01:58:18","2020-11-07 01:58:18","","","","","","","ESPS1 2010632",""
"#1EJ984G","ORCSR","#1EJ984E","IRI  ","DANUSR01","DANUSR01","2020-11-07 01:58:18","2020-11-07 01:58:18","","","","","","","ESPS1 2010632",""
"#1EJ98CK","ORCSR","#1EJ98CI","IRI  ","DANUSR01","DANUSR01","2020-11-07 01:59:16","2020-11-07 01:59:16","","","","","","","ESPS1 2010632",""
"#1EJ98CJ","BENCR","#1EJ98CI","IRI  ","DANUSR01","DANUSR01","2020-11-07 01:59:16","2020-11-07 01:59:16","","","","","","","ESPS1 2010632",""
"#1EJ98L8","BENCR","#1EJ98L7","IRI  ","DANUSR01","DANUSR01","2020-11-07 02:03:32","2020-11-07 02:03:32","","","","","","","ESPS1 2010632",""
"?EEHN5JJ","ORCSR","?EEHN5JH","IRI  ","LIQUSR05","LIQUSR05","2020-10-06 14:03:10","2020-10-06 14:03:10","","","","","","","AMS CUSTOMER",""
"?EEHN5JI","BENCR","?EEHN5JH","IRI  ","LIQUSR05","LIQUSR05","2020-10-06 14:03:10","2020-10-06 14:03:10","","","","","","","AMS CUSTOMER",""
"?SEHMV3E","BENCR","?SEHMV3D","IRI  ","ARFELI01","ARFELI01","2020-10-06 14:11:23","2020-10-06 14:11:23","","","","","","","Sanseera Electronics Ltd 1110323",""
"?SEHMV3F","ORCSR","?SEHMV3D","IRI  ","ARFELI01","ARFELI01","2020-10-06 14:11:23","2020-10-06 14:11:23","","","","","","","Sanseera Electronics Ltd 1110323",""
"N1EHN7GL","BENCR","N1EHN7GK","IRI  ","ARFELI01","ARFELI01","2020-10-06 17:39:37","2020-10-06 17:39:37","","","","","","","Sanseera Electronics Ltd 1110323",""
"N1EHN7GM","ORCSR","N1EHN7GK","IRI  ","ARFELI01","ARFELI01","2020-10-06 17:39:37","2020-10-06 17:39:37","","","","","","","Sanseera Electronics Ltd 1110323",""
":IEHOR7W","BENCR",":IEHOR7V","IRI  ","LIQUSR03","LIQUSR03","2020-10-07 14:39:03","2020-10-07 14:39:03","","","","","","","CL08132",""
":IEHOR7X","ORCSR",":IEHOR7V","IRI  ","LIQUSR03","LIQUSR03","2020-10-07 14:39:03","2020-10-07 14:39:03","","","","","","","CL08132",""
":IEHORFN","BENIN",":IEHORFM","IRI  ","LIQUSR03","LIQUSR03","2020-10-07 14:39:11","2020-10-07 14:39:11","","","","","","","CL08132",""
