ABA_CDE_FED_ABA,ABA_NME_SHORT,ABA_CDE_STATE,ABA_NME_CITY,ABA_IND_ACTIVE,ABA_IND_MAY_DEACT,ABA_TSP_REC_CREATE,ABA_UID_REC_CREATE,ABA_TSP_REC_UPDATE,ABA_UID_REC_UPDATE,ABA_NME_FULL
124300741,BARNES BKG CO KAYS,UT,"KAYSVILLE           ",Y,Y,2005-08-31 16:31:20,LS2BATCH,2005-08-31 16:31:20,LS2BATCH,BARNES BANKING COMPANY
125000024,"BK AMERICA WA     ",WA,"SEATTLE             ",Y,Y,2005-08-31 16:31:20,LS2BATCH,2005-08-31 16:55:47,"ADMIN2  ","BANK OF AMERICA, N.A."
125000105,"US BK WASH SEA    ",WA,"SEATTLE             ",Y,Y,2005-08-31 16:31:20,LS2BATCH,2005-08-31 16:55:55,"ADMIN2  ","UNITED STATES BANK, N.A."
125000574,"KEY BK WASH TAC   ",WA,"SEATTLE             ",Y,Y,2005-08-31 16:31:20,LS2BATCH,2005-08-31 16:56:02,"ADMIN2  ","KEYBANK, N.A."
125107626,"FRONT BK EVE      ",WA,"EVERETT             ",Y,Y,2005-08-31 16:31:20,LS2BATCH,2005-08-31 16:31:20,LS2BATCH,FRONTIER BANK
125108272,COLUM ST BK LKWOOD,WA,"TACOMA              ",Y,Y,2005-08-31 16:31:20,LS2BATCH,2005-08-31 16:31:20,LS2BATCH,COLUMBIA STATE BANK
125200057,"WELLS FARGO BK AK ",AK,"ANCHORAGE           ",Y,Y,2005-08-31 16:31:20,LS2BATCH,2005-08-31 16:56:07,"ADMIN2  ","WELLS FARGO BANK ALASKA, N.A."
211170279,"PEOPLES NEW BRIT  ",CT,"NEW BRITAIN         ",Y,Y,2005-08-31 16:31:20,LS2BATCH,2005-08-31 16:31:20,LS2BATCH,WEBSTER BANK
211173438,"CITIZENS CT       ",CT,"NEW LONDON          ",Y,Y,2005-08-31 16:31:20,LS2BATCH,2005-08-31 16:31:20,LS2BATCH,CITIZENS BANK CONNECTICUT
211370095,"BOS FSB LEXINGTON ",MA,"BURLINGTON          ",Y,Y,2005-08-31 16:31:20,LS2BATCH,2005-08-31 16:31:20,LS2BATCH,BOSTON FEDERAL SAV.BANK
211672531,"KEY BK BURLINGTON ",NY,"NEWBURGH            ",Y,Y,2005-08-31 16:31:20,LS2BATCH,2005-08-31 16:56:15,"ADMIN2  ","KEYBANK, N.A."
221172186,"PEOPLES BANK      ",CT,"BRIDGEPORT          ",Y,Y,2005-08-31 16:31:21,LS2BATCH,2005-08-31 16:31:21,LS2BATCH,PEOPLES BANK
221172610,"CITIBANK FSB CT   ",NY,"NEW YORK            ",Y,Y,2005-08-31 16:31:21,LS2BATCH,2005-08-31 16:31:21,LS2BATCH,CITIBANK FSB CONNECTICUT
221272303,"PROVIDENT BANK    ",NJ,"JERSEY CITY         ",Y,Y,2005-08-31 16:31:21,LS2BATCH,2005-08-31 16:31:21,LS2BATCH,THE PROVIDENT BANK
221370030,"ALBANK            ",NY,"ALBANY              ",Y,Y,2005-08-31 16:31:21,LS2BATCH,2005-08-31 16:56:21,"ADMIN2  ","CHARTER ONE BANK,F.S.B."
221472815,"ASTORIA FED SAV   ",NY,"LAKE SUCCESS        ",Y,Y,2005-08-31 16:31:21,LS2BATCH,2005-08-31 16:31:21,LS2BATCH,ASTORIA FEDERAL S/L ASSOC
221572728,"PONCE FED FSB PR  ",PR,"PONCE               ",Y,Y,2005-08-31 16:31:21,LS2BATCH,2005-08-31 16:31:21,LS2BATCH,BANCO BILBAO VIZCAYA ARGENTARIA P.R.
221572838,"DORAL FSB PR      ",PR,"CANTANO             ",Y,Y,2005-08-31 16:31:21,LS2BATCH,2005-08-31 16:31:21,LS2BATCH,DORAL BANK
221970443,"PROVIDENT SVGS    ",NY,"MONTEBELLO          ",Y,Y,2005-08-31 16:31:21,LS2BATCH,2005-08-31 16:31:21,LS2BATCH,PROVIDENT BANK
221970980,"PUTNAM COUNTY SAV ",NY,"BREWSTER            ",Y,Y,2005-08-31 16:31:21,LS2BATCH,2005-08-31 16:31:21,LS2BATCH,PUTNAM COUNTY SAVINGS BANK
221971316,"WALDEN SVGS       ",NY,"WALDEN              ",Y,Y,2005-08-31 16:31:21,LS2BATCH,2005-08-31 16:31:21,LS2BATCH,WALDEN SAVINGS BANK
222371054,"CHARTER ONE BK, NA",NY,"ROCHESTER           ",Y,Y,2005-08-31 16:33:47,LS2BATCH,2005-08-31 16:33:47,LS2BATCH,"CHARTER ONE BANK, FSB"
226070296,"WASHINGTON MUTUAL ",NY,"UNIONDALE           ",Y,Y,2005-08-31 16:31:22,LS2BATCH,2005-08-31 16:56:32,"ADMIN2  ","WASHINGTON MUTUAL BANK, F.A."
226070403,"EMIGRANT SVGS BK  ",NY,"NEW YORK            ",Y,Y,2005-08-31 16:31:22,LS2BATCH,2005-08-31 16:31:22,LS2BATCH,EMIGRANT SAVINGS BANK
226070474,"FLUSHING SVGS BK  ",NY,"FLUSHING            ",Y,Y,2005-08-31 16:31:22,LS2BATCH,2005-08-31 16:56:39,"ADMIN2  ","FLUSHING SAVINGS BANK,FSB"
226070555,"GREENPOINT SAV BK ",NY,"NEW YORK            ",Y,Y,2005-08-31 16:31:22,LS2BATCH,2005-08-31 16:31:22,LS2BATCH,GREENPOINT BANK
226070584,"APPLE BANK NYC    ",NY,"NEW YORK            ",Y,Y,2005-08-31 16:31:22,LS2BATCH,2005-08-31 16:31:22,LS2BATCH,APPLE BANK FOR SAVINGS
226071004,"NEW YORK COMM BK  ",NY,"FLUSHING            ",Y,Y,2005-08-31 16:31:22,LS2BATCH,2005-08-31 16:31:22,LS2BATCH,NEW YORK COMMUNITY BANK
226071211,"INDEPENDENCE SAV  ",NY,"BROOKLYN            ",Y,Y,2005-08-31 16:31:22,LS2BATCH,2005-08-31 16:31:22,LS2BATCH,INDEPENDENCE COMMUNITY BANK
231170136,LEHMAN BROS BK FSB,DE,"WILMINGTON          ",Y,Y,2005-08-31 16:31:22,LS2BATCH,2005-08-31 16:56:46,"ADMIN2  ","LEHMAN BROTHERS BANK, FSB"
231375436,"ALLIANCE BANK     ",PA,"BROOMALL            ",Y,Y,2005-08-31 16:31:22,LS2BATCH,2005-08-31 16:31:22,LS2BATCH,ALLIANCE BANK
236073801,FIRSTRUST SAV PHIL,PA,"CONSHOHOCKEN        ",Y,Y,2005-08-31 16:31:23,LS2BATCH,2005-08-31 16:31:23,LS2BATCH,FIRST TRUST SAVINGS BANK
241070417,"CHARTER ONE CLEVE ",OH,"CLEVELAND           ",Y,Y,2005-08-31 16:31:23,LS2BATCH,2005-08-31 16:56:52,"ADMIN2  ","CHARTER ONE BANK, N.A."
252073018,"PROVIDENT BK BALT ",MD,"BALTIMORE           ",Y,Y,2005-08-31 16:31:23,LS2BATCH,2005-08-31 16:31:23,LS2BATCH,PROVIDENT BANK OF MARYLAND
254070116,"CITIBANK FSB WASH ",DC,"WASHINGTON          ",Y,Y,2005-08-31 16:31:23,LS2BATCH,2005-08-31 16:31:23,LS2BATCH,CITIBANK FEDERAL SAVINGS BANK
255071981,CHEVY CHASE SAV BK,MD,"LAUREL              ",Y,Y,2005-08-31 16:31:23,LS2BATCH,2005-08-31 16:57:08,"ADMIN2  ","CHEVY CHASE SAVINGS BANK, FSB"
255072427,"KEY BT OWINGS MLS ",MD,"BALTIMORE           ",Y,Y,2005-08-31 16:31:23,LS2BATCH,2005-08-31 16:31:23,LS2BATCH,KEY BANK AND TRUST
255077370,TOW CU ANNAPOLS JT,MD,"ANNAPOLIS JUNCTION  ",Y,Y,2005-08-31 16:31:23,LS2BATCH,2005-08-31 16:31:23,LS2BATCH,TOWER FCU
266086554,"CITICORP FL       ",FL,"MIAMI               ",Y,Y,2005-08-31 16:31:23,LS2BATCH,2005-08-31 16:57:14,"ADMIN2  ","CITIBANK, FEDERAL SAVINGS BANK"
267090536,"FLEET BK BOCA     ",FL,"BOCA RATON          ",Y,Y,2005-08-31 16:31:23,LS2BATCH,2005-08-31 16:31:23,LS2BATCH,FLEET BANK BRANCH
271070801,"CITIBANK FSB CHGO ",MO,"BALLWIN             ",Y,Y,2005-08-31 16:31:23,LS2BATCH,2005-08-31 16:31:23,LS2BATCH,CITIBANK
271071321,"CHARTER ONE BK NA ",IL,"CHICAGO             ",Y,Y,2005-08-31 16:31:24,LS2BATCH,2005-08-31 16:57:22,"ADMIN2  ","CHARTER ONE BANK,FSB,ST PAUL FEDL SV"
271970011,"BANKONE           ",IL,"WOODALE             ",Y,Y,2005-08-31 16:31:24,LS2BATCH,2005-08-31 16:57:33,"ADMIN2  ","BANK ONE, N.A., 700 N. WOODALE RD."
071004420,"IRVING BANK CHGO  ",IL,"CHICAGO             ",Y,Y,2005-08-31 16:30:57,LS2BATCH,2005-08-31 16:30:57,LS2BATCH,BANCO POPULAR- IRVING BANK
071004543,"BANCO POPULAR     ",IL,"CHICAGO             ",Y,Y,2005-08-31 16:30:57,LS2BATCH,2005-08-31 16:30:57,LS2BATCH,BANCO POPULAR-CAPITOL BANK
071100010,"COMMERCE PEORIA   ",MO,"KANSAS CITY         ",Y,Y,2005-08-31 16:30:57,LS2BATCH,2005-08-31 16:47:28,"ADMIN2  ","COMMERCE BANK, NATIONAL ASSOCIATION"
071100269,"BANK ONE ILLINOIS ",IN,"INDIANAPOLIS        ",Y,Y,2005-08-31 16:30:58,LS2BATCH,2005-08-31 16:47:37,"ADMIN2  ","BANK ONE,N.A., 1 OLD CPTL PLAZA OFF"
071103619,"BK AMERICA IL     ",IL,"CHICAGO             ",Y,Y,2005-08-31 16:30:58,LS2BATCH,2005-08-31 16:30:58,LS2BATCH,BANK OF AMERICA N.A.
071900799,"MERCHANTS AURORA  ",IL,"AURORA              ",Y,Y,2005-08-31 16:30:58,LS2BATCH,2005-08-31 16:47:50,"ADMIN2  ","FIFTH THIRD BANK, 34 S BROADWAY"
065305436,"DEP GUAR JACKSON  ",MS,"LAUREL              ",Y,Y,2005-08-31 16:30:52,LS2BATCH,2005-08-31 16:30:52,LS2BATCH,AMSOUTH BANK
065400137,BANK ONE LOUISIANA,LA,"BATON ROUGE         ",Y,Y,2005-08-31 16:30:52,LS2BATCH,2005-08-31 16:45:42,"ADMIN2  ","BANK ONE, N.A., 415 FLORIDA ST OFC"
065402517,"FST NATL BK USA   ",LA,"BOUTTE              ",Y,Y,2005-08-31 16:30:52,LS2BATCH,2005-08-31 16:30:52,LS2BATCH,FIRST NATIONAL BANK USA
065405349,"ALLIANCE BANK     ",LA,"BATON ROUGE         ",Y,Y,2005-08-31 16:30:52,LS2BATCH,2005-08-31 16:30:52,LS2BATCH,ALLIANCE BANK
066002194,"UNION PLANTERS BK ",FL,"MIAMI               ",Y,Y,2005-08-31 16:30:52,LS2BATCH,2005-08-31 16:45:50,"ADMIN2  ","UNION PLANTERS BANK, N.A."
066004367,"CITY NB OF FLA    ",FL,"MIAMI               ",Y,Y,2005-08-31 16:30:52,LS2BATCH,2005-08-31 16:30:52,LS2BATCH,CITY NATL BK FLORIDA
066007720,"CITIBANK INTL MIA ",FL,"MIAMI               ",Y,Y,2005-08-31 16:30:52,LS2BATCH,2005-08-31 16:30:52,LS2BATCH,CITIBANK INTERNATIONAL
066009650,"NORTHERN TR MIA   ",FL,"MIAMI               ",Y,Y,2005-08-31 16:30:52,LS2BATCH,2005-08-31 16:30:52,LS2BATCH,NORTHERN TRUST BANK OF FLORIDA NA
066010296,"LLOYDS TSB BK MIA ",FL,"MIAMI               ",Y,Y,2005-08-31 16:30:52,LS2BATCH,2005-08-31 16:45:59,"ADMIN2  ","LLOYDS TBS BANK, PLC"
066010445,HSBC REPUBLIC INTL,FL,"MIAMI               ",Y,Y,2005-08-31 16:30:53,LS2BATCH,2005-08-31 16:30:53,LS2BATCH,HSBC REPUBLIC INTERNATL BK (MIAMI)
066010490,"BANCO DO BRASIL   ",FL,"MIAMI               ",Y,Y,2005-08-31 16:30:53,LS2BATCH,2005-08-31 16:30:53,LS2BATCH,BANCO DO BRASIL
066010568,"ISRAEL DICS MIAMI ",FL,"AVENTURA            ",Y,Y,2005-08-31 16:30:53,LS2BATCH,2005-08-31 16:30:53,LS2BATCH,ISRAEL DISCOUNT BANK LTD
066010597,BCO SANTAN CEN HIS,FL,"MIAMI               ",Y,Y,2005-08-31 16:30:53,LS2BATCH,2005-08-31 16:30:53,LS2BATCH,BANCO SANTANDER CENTRAL HISPANO INTL
066010607,BCO BILBOA VIZCAYA,FL,"MIAMI               ",Y,Y,2005-08-31 16:30:53,LS2BATCH,2005-08-31 16:30:53,LS2BATCH,BANCO BILBAO VIZCAYA ARGENTARIA S A
066010694,"ROYAL BK CAN MIA  ",FL,"MIAMI               ",Y,Y,2005-08-31 16:30:53,LS2BATCH,2005-08-31 16:30:53,LS2BATCH,ROYAL BANK OF CANADA
066010720,BCO BOGOTA INT MIA,FL,"MIAMI               ",Y,Y,2005-08-31 16:30:53,LS2BATCH,2005-08-31 16:30:53,LS2BATCH,BANCO DE BOGOTA MIAMI AGENCY
066010746,"BARCLAYS BANK PLC ",FL,"MIAMI               ",Y,Y,2005-08-31 16:30:53,LS2BATCH,2005-08-31 16:30:53,LS2BATCH,BARCLAYS BANK PLC
066010856,"DRESDNER BK       ",FL,"MIAMI               ",Y,Y,2005-08-31 16:30:53,LS2BATCH,2005-08-31 16:30:53,LS2BATCH,DRESDNER BANK LATEINAMERIKA AG
066010869,"ABN AMRO MIA      ",FL,"MIAMI               ",Y,Y,2005-08-31 16:30:53,LS2BATCH,2005-08-31 16:30:53,LS2BATCH,ABN AMRO BANK NV
066010924,"BCO ATLANTICO MIA ",FL,"MIAMI               ",Y,Y,2005-08-31 16:30:53,LS2BATCH,2005-08-31 16:46:07,"ADMIN2  ","BANCO ATLANTICO, S.A."
066011017,CREDIT LYONNAISMIA,FL,"MIAMI               ",Y,Y,2005-08-31 16:30:54,LS2BATCH,2005-08-31 16:30:54,LS2BATCH,CREDIT LYONNAIS SA
066011350,"PACIFIC MIAMI     ",FL,"MIAMI               ",Y,Y,2005-08-31 16:30:54,LS2BATCH,2005-08-31 16:30:54,LS2BATCH,PACIFIC NATIONAL BANK
066011392,"OCEAN BANK MIA    ",FL,"MIAMI               ",Y,Y,2005-08-31 16:30:54,LS2BATCH,2005-08-31 16:30:54,LS2BATCH,OCEAN BANK
066011570,"BNP PARIBAS       ",FL,"MIAMI               ",Y,Y,2005-08-31 16:30:54,LS2BATCH,2005-08-31 16:30:54,LS2BATCH,BNP PARIBAS
066012207,"AMERICAN EXP INT  ",FL,"MIAMI               ",Y,Y,2005-08-31 16:30:54,LS2BATCH,2005-08-31 16:30:54,LS2BATCH,AMERICAN EXPRESS BANK INTERNATIONAL
066014085,"BANCO DE CHILE    ",FL,"MIAMI               ",Y,Y,2005-08-31 16:30:54,LS2BATCH,2005-08-31 16:30:54,LS2BATCH,BANCO DE CHILE
066014409,"BANCAJA           ",FL,"MIAMI               ",Y,Y,2005-08-31 16:30:54,LS2BATCH,2005-08-31 16:30:54,LS2BATCH,BANCAJA
066015330,"CAJA MADRID       ","  ","                    ",Y,Y,2005-08-31 16:30:54,LS2BATCH,2005-08-31 16:30:54,LS2BATCH,CAJA MADRID (MIAMI AGENCY)
067000438,"FST ST BK FL KEY  ",FL,"KEY WEST            ",Y,Y,2005-08-31 16:30:54,LS2BATCH,2005-08-31 16:30:54,LS2BATCH,FIRST STATE BANK OF THE FLORIDA KEYS
074000065,"NATIONAL CITY IN  ",OH,"CLEVELAND           ",Y,Y,2005-08-31 16:31:00,LS2BATCH,2005-08-31 16:31:00,LS2BATCH,NATIONAL CITY BANK INDIANA
074900783,"US BANK INDIANA   ",IN,"RICHMOND            ",Y,Y,2005-08-31 16:31:00,LS2BATCH,2005-08-31 16:31:00,LS2BATCH,US BANK NATIONAL ASSOCIATION
074905225,"CITIZENS BANK     ",IN,"MOORESVILLE         ",Y,Y,2005-08-31 16:31:00,LS2BATCH,2005-08-31 16:31:00,LS2BATCH,CITIZENS BANK
074908594,"FIFTH THIRD BK    ",IN,"INDIANAPOLIS        ",Y,Y,2005-08-31 16:31:01,LS2BATCH,2005-08-31 16:49:24,"ADMIN2  ","FIFTH THIRD BANK, INDIANA"
075000019,BANK ONE WISCONSIN,WI,"MILWAUKEE           ",Y,Y,2005-08-31 16:31:01,LS2BATCH,2005-08-31 16:49:34,"ADMIN2  ","BANK ONE,NA, 111 E. WISC AVE OFFICE"
075000022,"US BANK WISCONSIN ",OH,"CINCINNATI          ",Y,Y,2005-08-31 16:31:01,LS2BATCH,2005-08-31 16:31:01,LS2BATCH,US BANK WISCONSIN
075000051,"MARSHALL & ILSLEY ",WI,"MILWAUKEE           ",Y,Y,2005-08-31 16:31:01,LS2BATCH,2005-08-31 16:31:01,LS2BATCH,MARSHALL & ILSLEY BANK
075900575,ASSOCIATED GRN BAY,WI,"GREEN BAY           ",Y,Y,2005-08-31 16:31:01,LS2BATCH,2005-08-31 16:49:41,"ADMIN2  ","ASSOCIATED BANK GREEN BAY, N.A."
081000032,"BK AMERICA MO     ",MO,"ST. LOUIS           ",Y,Y,2005-08-31 16:31:01,LS2BATCH,2005-08-31 16:31:01,LS2BATCH,BANK OF AMERICA N.A.
081000045,"FRB STL           ",MO,"ST. LOUIS           ",Y,Y,2005-08-31 16:31:01,LS2BATCH,2005-08-31 16:31:01,LS2BATCH,FEDERAL RESERVE BANK OF ST. LOUIS
081000210,"US BANK MISSOURI  ",MO,"ST. LOUIS           ",Y,Y,2005-08-31 16:31:01,LS2BATCH,2005-08-31 16:31:01,LS2BATCH,US BANK MISSOURI
081004591,"COMMERCE ST.LOU   ",MO,"CLAYTON             ",Y,Y,2005-08-31 16:31:01,LS2BATCH,2005-08-31 16:49:49,"ADMIN2  ","COMMERCE BANK, N.A."
081006162,"ENTRP CLAYTON MO  ",MO,"ST. LOUIS           ",Y,Y,2005-08-31 16:31:01,LS2BATCH,2005-08-31 16:31:01,LS2BATCH,ENTERPRISE BANK
081015218,"CITIZENS GRTR STL ",MO,"MAPLEWOOD           ",Y,Y,2005-08-31 16:31:01,LS2BATCH,2005-08-31 16:31:01,LS2BATCH,CITIZENS NATIONAL BANK
081221549,"CITIZENS ALBION   ",IL,"ALBION              ",Y,Y,2005-08-31 16:31:02,LS2BATCH,2005-08-31 16:31:02,LS2BATCH,CITIZENS NATIONAL BANK
081504172,"CITZ BK EDINA MO  ",MO,"EDINA               ",Y,Y,2005-08-31 16:31:02,LS2BATCH,2005-08-31 16:31:02,LS2BATCH,CITIZENS BANK
081512232,"COMMUNITY BK N.A. ",MO,"SUMMERSVILLE        ",Y,Y,2005-08-31 16:31:02,LS2BATCH,2005-08-31 16:49:57,"ADMIN2  ","COMMUNITY BANK, N.A."
081518773,ALLIANCE CAPE G MO,MO,"CAPE GIRARDEAU      ",Y,Y,2005-08-31 16:31:02,LS2BATCH,2005-08-31 16:31:02,LS2BATCH,ALLIANCE BANK
082000073,"BK AMERICA AR     ",AR,"LITTLE ROCK         ",Y,Y,2005-08-31 16:31:02,LS2BATCH,2005-08-31 16:31:02,LS2BATCH,BANK OF AMERICA N.A.
082901907,ALLIANCE HOTSPRING,AR,"HOT SPRINGS         ",Y,Y,2005-08-31 16:31:02,LS2BATCH,2005-08-31 16:31:02,LS2BATCH,ALLIANCE BANK OF HOT SPRINGS
082902579,"ALLIED BANK       ",AR,"MULBERRY            ",Y,Y,2005-08-31 16:31:02,LS2BATCH,2005-08-31 16:31:02,LS2BATCH,ALLIED BANK
082907736,CITZ BATESVILLE AR,AR,"BATESVILLE          ",Y,Y,2005-08-31 16:31:02,LS2BATCH,2005-08-31 16:31:02,LS2BATCH,CITIZENS BANK
083000056,"NATIONAL CITY KY  ",KY,"LOUISVILLE          ",Y,Y,2005-08-31 16:31:02,LS2BATCH,2005-08-31 16:31:02,LS2BATCH,NATIONAL CITY BANK KY
083000108,"PNC BK, KY INC    ",KY,"LOUISVILLE          ",Y,Y,2005-08-31 16:31:02,LS2BATCH,2005-08-31 16:50:06,"ADMIN2  ","PNC BANK, N.A./LOUISVILLE BRANCH"
083000137,"BANK ONE KY       ",OH,"COLUMBUS            ",Y,Y,2005-08-31 16:31:03,LS2BATCH,2005-08-31 16:50:12,"ADMIN2  ","BANK ONE, KENTUCKY, N. A."
083900363,"US BANK LSVL      ",KY,"PADUCAH             ",Y,Y,2005-08-31 16:31:03,LS2BATCH,2005-08-31 16:31:03,LS2BATCH,U. S. BANK
083901692,CITZ RUSSELLVLE KY,KY,"RUSSELLVILLE        ",Y,Y,2005-08-31 16:31:03,LS2BATCH,2005-08-31 16:31:03,LS2BATCH,CITIZENS NATIONAL BANK
083903713,CITIZENS ALBANY KY,KY,"ALBANY              ",Y,Y,2005-08-31 16:31:03,LS2BATCH,2005-08-31 16:31:03,LS2BATCH,CITIZENS BANK
083907913,"CITZ CAMPBLVLE KY ",KY,"CAMPBELLSVILLE      ",Y,Y,2005-08-31 16:31:03,LS2BATCH,2005-08-31 16:31:03,LS2BATCH,CITIZENS BANK & TRUST COMPANY
084000026,"FIRST TENN        ",TN,"MEMPHIS             ",Y,Y,2005-08-31 16:31:03,LS2BATCH,2005-08-31 16:31:03,LS2BATCH,FIRST TENNESSEE BANK NATL ASSN
084000039,"FRB MEM           ",TN,"MEMPHIS             ",Y,Y,2005-08-31 16:31:03,LS2BATCH,2005-08-31 16:31:03,LS2BATCH,FRB ST. LOUIS/MEMPHIS BRANCH
084001148,FIDELITY W MEMPHIS,AR,"WEST MEMPHIS        ",Y,Y,2005-08-31 16:31:03,LS2BATCH,2005-08-31 16:31:03,LS2BATCH,FIDELITY NATIONAL BANK
084204709,"CITZ B&T MARKS MS ",MS,"MARKS               ",Y,Y,2005-08-31 16:31:03,LS2BATCH,2005-08-31 16:31:03,LS2BATCH,CITIZENS BANK AND TRUST COMPANY
084206082,COM NATL BK COR MS,MS,"CORINTH             ",Y,Y,2005-08-31 16:31:03,LS2BATCH,2005-08-31 16:31:03,LS2BATCH,COMMERCE NATIONAL BANK
084303189,CITIZENS BK & TRST,TN,"ATWOOD              ",Y,Y,2005-08-31 16:31:04,LS2BATCH,2005-08-31 16:31:04,LS2BATCH,CITIZENS BANK & TRUST COMPANY
086500634,"CENT TR JEFF CITY ",MO,"JEFFERSON CITY      ",Y,Y,2005-08-31 16:31:04,LS2BATCH,2005-08-31 16:31:04,LS2BATCH,CENTRAL TRUST BANK
091000019,"WELLS FARGO MN    ",MN,"MINNEAPOLIS         ",Y,Y,2005-08-31 16:31:04,LS2BATCH,2005-08-31 16:50:25,"ADMIN2  ","WELLS FARGO BANK MINNESOTA, NA"
091000022,"US BANK MINNESOTA ",MN,"ST PAUL             ",Y,Y,2005-08-31 16:31:04,LS2BATCH,2005-08-31 16:31:04,LS2BATCH,U. S. BANK MINNEAPOLIS
091014924,"FIDELITY EDINA    ",MN,"EDINA               ",Y,Y,2005-08-31 16:31:04,LS2BATCH,2005-08-31 16:31:04,LS2BATCH,FIDELITY BANK
091036177,FRBM BK OF AMERICA,MN,"MINNEAPOLIS         ",Y,Y,2005-08-31 16:31:04,LS2BATCH,2005-08-31 16:31:04,LS2BATCH,FRBM/BK OF AMERICA
091036180,"FRBM BANK ONE     ",MN,"MINNEAPOLIS         ",Y,Y,2005-08-31 16:31:04,LS2BATCH,2005-08-31 16:31:04,LS2BATCH,FRBM/BANK ONE
091202325,"CITIZEN PK RAPIDS ",MN,"PARK RAPIDS         ",Y,Y,2005-08-31 16:31:04,LS2BATCH,2005-08-31 16:31:04,LS2BATCH,CITIZENS NATIONAL BANK
091202888,"MERCHANTS BK NA   ",MN,"CALEDONIA           ",Y,Y,2005-08-31 16:31:04,LS2BATCH,2005-08-31 16:50:34,"ADMIN2  ","MERCHANTS BANK, NA"
091408983,CITIBK USA SX FALL,SD,"SIOUX FALLS         ",Y,Y,2005-08-31 16:31:04,LS2BATCH,2005-08-31 16:50:40,"ADMIN2  ","CITIBANK USA, NATIONAL ASSOCIATION"
091409571,"CITIBANK SX FALLS ",SD,"SIOUX FALLS         ",Y,Y,2005-08-31 16:31:05,LS2BATCH,2005-08-31 16:50:45,"ADMIN2  ","CITIBANK (SOUTH DAKOTA), NA"
091512251,"FIDELITY MEDFORD  ",WI,"MEDFORD             ",Y,Y,2005-08-31 16:31:05,LS2BATCH,2005-08-31 16:31:05,LS2BATCH,FIDELITY NATIONAL BANK
067005158,FST NTL TRES COAST,FL,"STUART              ",Y,Y,2005-08-31 16:30:54,LS2BATCH,2005-08-31 16:30:54,LS2BATCH,FIRST NATL BK & TR CO TREASURE COAST
067008414,UNION PLANTERS FLA,FL,"MIAMI               ",Y,Y,2005-08-31 16:30:55,LS2BATCH,2005-08-31 16:30:55,LS2BATCH,UNION PLANTERS BK NA BRICKELL AVE BR
067009390,"SAFRABANK MIA     ",FL,"MIAMI               ",Y,Y,2005-08-31 16:30:55,LS2BATCH,2005-08-31 16:30:55,LS2BATCH,HSBC BANK USA FLORIDA
067010509,"COMM BK MIA       ",FL,"CORAL GABLES        ",Y,Y,2005-08-31 16:30:55,LS2BATCH,2005-08-31 16:46:17,"ADMIN2  ","COMMERCEBANK, N.A."
067010635,BK HAPOALIM MIABCH,FL,"MIAMI BEACH         ",Y,Y,2005-08-31 16:30:55,LS2BATCH,2005-08-31 16:30:55,LS2BATCH,BANK HAPOALIM
067011090,"DEUTSCHE BK OF FL ",FL,"PALM BEACH          ",Y,Y,2005-08-31 16:30:55,LS2BATCH,2005-08-31 16:30:55,LS2BATCH,BANKERS TRUST CO OF FLORIDA N A
067012471,"BANK LEUMI USA    ",FL,"BOCA RATON          ",Y,Y,2005-08-31 16:30:55,LS2BATCH,2005-08-31 16:30:55,LS2BATCH,BANK LEUMI USA
067015232,ISRAEL DISC BK MIA,FL,"AVENTURA            ",Y,Y,2005-08-31 16:30:55,LS2BATCH,2005-08-31 16:46:24,"ADMIN2  ","ISRAEL DISCOUNT BANK OF NY, MIAMI"
067091719,FIFTH THIRD NAPLES,FL,"NAPLES              ",Y,Y,2005-08-31 16:30:55,LS2BATCH,2005-08-31 16:46:29,"ADMIN2  ","FIFTH THIRD BANK, FLORIDA"
071000013,"BANK ONE NA CHGO  ",IL,"CHICAGO             ",Y,Y,2005-08-31 16:30:55,LS2BATCH,2005-08-31 16:46:36,"ADMIN2  ","BANK ONE, N.A."
071000039,"BKAM IL CGO       ",IL,"CHICAGO             ",Y,Y,2005-08-31 16:30:55,LS2BATCH,2005-08-31 16:46:41,"ADMIN2  ","BANK OF AMERICA, 231 S. LASALLE OFF"
071000152,"NORTHERN CHGO     ",IL,"CHICAGO             ",Y,Y,2005-08-31 16:30:56,LS2BATCH,2005-08-31 16:30:56,LS2BATCH,THE NORTHERN TRUST COMPANY
071000288,"HARRIS BANK       ",IL,"CHICAGO             ",Y,Y,2005-08-31 16:30:56,LS2BATCH,2005-08-31 16:30:56,LS2BATCH,HARRIS BANK
071000301,"FRB CHGO          ",IL,"CHICAGO             ",Y,Y,2005-08-31 16:30:56,LS2BATCH,2005-08-31 16:30:56,LS2BATCH,FEDERAL RESERVE BANK OF CHICAGO
071000343,COLETAYLOR BK CHGO,IL,"WHEELING            ",Y,Y,2005-08-31 16:30:56,LS2BATCH,2005-08-31 16:30:56,LS2BATCH,COLE TAYLOR BANK
071000505,"LASALLE NATL BK   ",IL,"CHICAGO             ",Y,Y,2005-08-31 16:30:56,LS2BATCH,2005-08-31 16:30:56,LS2BATCH,LASALLE BANK N.A.
071000770,"AMER NATL CHGO    ",IL,"CHICAGO             ",Y,Y,2005-08-31 16:30:56,LS2BATCH,2005-08-31 16:46:51,"ADMIN2  ","BANK ONE, N.A., 120 S LASALLE ST OFF"
