CFL_RID_CASHFLOW,CFL_AMT_CASHFLOW,CFL_AMT_MATCHED,CFL_AMT_PRINCIPAL,CFL_AMT_FEE,CFL_AMT_INTEREST,CFL_IND_BORR_AGENT,CFL_CDE_BRANCH,CFL_CDE_BUS_TRAN,CFL_CDE_CURRENCY,CFL_CID_CUSTOMER,CFL_RID_REM_INSTR,CFL_RID_CUS_SVC_GR,CFL_RID_TRANS,CFL_CDE_TRAN_TYPE,CFL_CDE_DIRECTION,CFL_TSP_REC_CREATE,CFL_TSP_REC_UPDATE,CFL_UID_REC_CREATE,CFL_UID_REC_UPDATE,CFL_CDE_PRIORITY,CFL_IND_FLOAT,CFL_IND_BENEFCIARY,CFL_AMT_OVER_SHORT,CFL_CDE_STATUS,CFL_CDE_EXPENSE,CFL_XID_BENF_ACCT,CFL_CDE_BENF_TYPE,CFL_XID_CHIPS_UID,CFL_NME_DDA_ACCT,CFL_CDE_DIVISION,CFL_CDE_PAY_METHOD,CFL_TXT_CASH_NUM,CFL_PID_DEAL,CFL_PID_FACILITY,CFL_RID_PART_AGR,CFL_XID_ACCOUNT,CFL_RID_CHILD_TRAN,CFL_RID_CASH_TEMPL,CFL_DTE_TARGET,CFL_RID_PARENT,CFL_TXT_PAY_REFNCE,CFL_TXT_COMMENT,CFL_CDE_SETTLE_CCY,CFL_RTE_FX_RATE,CFL_AMT_SETTLEMENT,CFL_AMT_VAT,CFL_AMT_LATE_FEE,CFL_AMT_ESCROW,CFL_XID_CUSTODY_AC,CFL_IND_SAVINGS_AC,CFL_TXT_CHK_NUM
"#:EHOMY3",22500,0,22500,0,0,Y,CG852,PAPER,EUR,5QEF3VVU,"NONE    ",V8EF470J,"#:EHOMSI",PCP,"TO   ",2020-10-07 09:46:39,2020-10-15 10:42:15,LIQSVR05,LIQUSR05,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,V8EF4706,"NONE    ",,,,,,"#:EHOMY3"," ",,EUR,1,22500,0,0,0,,N,
BKEHOEGQ,100,0,0,0,100,Y,CG852,INTPY,EUR,SIEESUTN,SIEESUUM,S#EESVPO,"#VEHODNG",ACP,"TO   ",2020-10-07 09:55:25,2020-10-07 09:55:25,LIQUSR03,LIQUSR03,"     ",N,N,0,"PEND ",,"                                  ",,,,,"NONE ",,0REF4EYL,0REF4FMA,,,,,,BKEHOEGQ," ",,EUR,1,100,0,0,0,,N,
B5EHOP3K,74900,0,74900,0,0,Y,CG852,"LNDR ",EUR,SIEESUTN,"NONE    ",S#EESVPO,B5EHOOJ8,OTR,"TO   ",2020-10-07 13:49:47,2020-10-07 14:10:35,CMARTILL,CMARTILL,"     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,(7EFGXIA,(7EFGXST,,,,,2020-07-09 00:00:00,B5EHOP3K," ",,EUR,1,74900,0,0,0,,N,
B5EHONO2,13600,0,13600,0,0,Y,CG852,"LNDR ",GBP,SIEESUTN,"NONE    ",S#EESVPO,B5EHONF9,OTR,"TO   ",2020-10-07 13:10:55,2020-10-07 13:29:18,CMARTILL,RPTSUP01,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,(7EFGXIA,(7EFGXST,,,,,,B5EHONO2," ",,GBP,1,13600,0,0,0,,N,
:IEHOP3R,10000,0,10000,0,0,Y,CG852,PRINP,EUR,SIEESUTN,"NONE    ",S#EESVPO,:MEHOOCR,OTR,"FROM ",2020-10-07 13:27:41,2020-10-07 13:33:44,LIQUSR03,LIQUSR03,"     ",N,N,0,RLSED,,"                                  ",,,,,"IMT  ",,0REF4EYL,0REF4FMA,,,,,,:IEHOP3R," ",,EUR,1,10000,0,0,0,,N,
5+EHOSTM,10,0,10,0,0,Y,CG852,"LNDR ",EUR,ZHEF7YY1,"NONE    ",9ZEF82FE,5+EHOSR2,OTR,"TO   ",2020-10-07 17:21:51,2020-10-07 19:18:41,"C116594 ","B116594 ","     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,3.EFFDYP,3.EFFDZL,,,,,2020-07-10 00:00:00,5+EHOSTM," ",,EUR,1,10,0,0,0,,N,
L7EHOZ2T,10,0,10,0,0,Y,CG852,"LNDR ",EUR,ZHEF7YY1,"NONE    ",9ZEF82FE,5+EHOSR2,OTR,"TO   ",2020-10-07 19:28:35,2020-10-07 19:39:13,"B116594 ","B116594 ","     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,3.EFFDYP,3.EFFDZL,,,,,,L7EHOZ2T," ",,EUR,1,10,0,0,0,,N,
A;EHQKGP,20,0,20,0,0,Y,CG852,"LNDR ",EUR,ZHEF7YY1,"NONE    ",9ZEF82FE,+REHQEDP,OTR,"TO   ",2020-10-08 15:56:34,2020-10-08 16:15:58,"A116594 ","A116594 ","     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,3.EFFDYP,3.EFFDZL,,,,,,A;EHQKGP," ",,EUR,1,20,0,0,0,,N,
$OEI1LYS,676116.48,0,0,676116.48,0,Y,CG852,FEEPY,EUR,)?EF8978,)?EF897Y,)0EF8ARV,=+EI1LI9,ACP,"FROM ",2020-10-14 11:57:06,2020-10-14 11:57:06,MANZANOS,MANZANOS,"     ",N,N,0,"PEND ",,"                                  ",,,,,"NONE ",,YZEFEWH5,YZEFEXAM,,,,,,$OEI1LYS," ",,EUR,1,676116.48,0,0,0,,N,
$;EI1MKR,1000000,0,1000000,0,0,Y,CG852,"LNDR ",EUR,)?EF8978,"NONE    ",)0EF8ARV,$;EI1ME8,OTR,"TO   ",2020-10-14 12:11:07,2020-10-14 12:16:32,SMANZANO,MANZANOM,"     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,YZEFEWH5,YZEFEXAM,,,,,2021-03-03 00:00:00,$;EI1MKR," ",,EUR,1,1000000,0,0,0,,N,
$?EI1VNX,200,0,0,200,0,Y,CG852,ADFPY,AUD,5QEF3VVU,"NONE    ",V8EF470J,$?EI1VN5,ACP,"FROM ",2020-10-14 12:35:05,2020-10-14 12:39:11,LIQUSR05,LIQSVR05,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,@EEI01UV,"NONE    ",,,,,2021-03-03 00:00:00,$?EI1VNX," ",,AUD,1,200,0,0,0,,N,
STEI1SEY,8000000,0,8000000,0,0,Y,CG852,"LNDR ",NOK,FPE4MRNP,"NONE    ",FPE4MSO6,STEI1SC9,OTR,"TO   ",2020-10-14 15:33:48,2020-10-14 15:53:16,JAQUITAN,JANICEA2,"     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,D3EI1MRL,DXEI1OOP,,,,,2021-03-05 00:00:00,STEI1SEY," ",,NOK,1,8000000,0,0,0,,N,
S)EI1XW3,400000,0,400000,0,0,Y,CG852,"LNDR ",AUD,U!EG6TSS,?5EI1U5R,U.EG6VXH,S)EI1XT5,OTR,"TO   ",2020-10-14 15:46:58,2020-10-14 15:47:06,LIQUSR03,LIQUSR03,"     ",N,N,0,"PEND ",,,,,,,"NONE ",,$QEI1OJW,$QEI1OLY,,,,,,S)EI1XW3," ",,AUD,1,400000,0,0,0,,N,
SDEI1XM4,90.03,0,0,90.03,0,Y,CG852,ADFPY,AUD,5QEF3VVU,"NONE    ",V8EF470J,SDEI1XLC,ACP,"FROM ",2020-10-14 15:50:38,2020-10-14 15:51:34,SMANZANO,MANZANOS,"     ",N,N,0,RLSED,,"                                  ",,,,,"IMT  ",,@EEI01UV,"NONE    ",,,,,2021-03-03 00:00:00,SDEI1XM4," ",,AUD,1,90.03,0,0,0,,N,
S6EI1T84,8000000,0,8000000,0,0,Y,CG852,"LNDR ",NOK,FPE4MRNP,"NONE    ",FPE4MSO6,STEI1SC9,OTR,"TO   ",2020-10-14 15:53:16,2020-10-14 19:21:02,JANICEA2,JAQUITAN,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,D3EI1MRL,DXEI1OOP,,,,,,S6EI1T84," ",,NOK,1,8000000,0,0,0,,N,
IKEI2203,37.87,0,37.87,0,0,Y,CG852,"LNDR ",USD,FPE4MRNP,$NEI1PH9,FPE4MSO6,IKEI21VW,OTR,"TO   ",2020-10-14 19:02:34,2020-10-14 19:02:34,SMANZANO,SMANZANO,"     ",N,N,0,"DOIT ",,,,,,,"NONE ",,D3EI1MRL,X-EI206K,,,,,,IKEI2203," ",,USD,1,37.87,0,0,0,,N,
I6EI23TL,110123.45,0,110123.45,0,0,Y,CG852,"LNDR ",EUR,)?EF8978,"NONE    ",)0EF8ARV,I6EI23N2,OTR,"TO   ",2020-10-14 19:42:11,2020-10-14 19:47:05,SMANZANO,MANZANOM,"     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,YZEFEWH5,YZEFEXAM,,,,,2021-03-05 00:00:00,I6EI23TL," ",,EUR,1,110123.45,0,0,0,,N,
I-EI257V,36241.17,0,36241.17,0,0,Y,CG852,"LNDR ",USD,FPE4MRNP,$NEI1PH9,FPE4MSO6,I-EI2559,OTR,"TO   ",2020-10-14 19:54:59,2020-10-14 19:54:59,SMANZANO,SMANZANO,"     ",N,N,0,"DOIT ",,,,,,,"NONE ",,D3EI1MRL,X-EI206K,,,,,,I-EI257V," ",,USD,1,36241.17,0,0,0,,N,
BZEI38NY,400000.26,0,400000.26,0,0,Y,CG852,"LNDR ",USD,FPE4MRNP,"NONE    ",FPE4MSO6,BZEI38LB,OTR,"TO   ",2020-10-15 09:37:44,2020-10-15 09:43:30,SMANZANO,MANZANOM,"     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,"#+EI35Q6",BPEI37NY,,,,,2021-03-09 00:00:00,BZEI38NY," ",,USD,1,400000.26,0,0,0,,N,
B)EI39GR,400000.26,0,400000.26,0,0,Y,CG852,"LNDR ",USD,FPE4MRNP,$NEI1PH9,FPE4MSO6,BZEI38LB,OTR,"TO   ",2020-10-15 09:43:30,2020-10-15 09:43:30,MANZANOM,MANZANOM,"     ",N,N,0,"PEND ",,"                                  ",,,,,"NONE ",,"#+EI35Q6",BPEI37NY,,,,,,B)EI39GR," ",,USD,1,400000.26,0,0,0,,N,
BAEI3H34,10.13,0,0,10.13,0,Y,CG852,ADFPY,AUD,5QEF3VVU,"NONE    ",V8EF470J,BAEI3H17,ACP,"FROM ",2020-10-15 10:29:00,2020-10-15 10:35:28,LIQUSR05,LIQUSR05,"     ",N,N,0,RLSED,,"                                  ",,,,,"IMT  ",,@EEI01UV,"NONE    ",,,,,2021-03-08 00:00:00,BAEI3H34," ",,AUD,1,10.13,0,0,0,,N,
F)EHSEFH,16.44,0,0,0,16.44,N,CG852,REPRC,EUR,Y@EFF0L8,Y@EFF0LT,Y@EFF16S,FAEHSD5D,LRP,"TO   ",2020-10-09 13:52:36,2020-10-09 13:52:36,MANZANOM,MANZANOM,"     ",N,N,0,"PEND ",,"                                  ",,,,,"NONE ",,"#!EFTROA","NONE    ","#!EFU7Y6",,,,,F)EHSEFH," ",,EUR,1,16.44,0,0,0,,N,
F)EHSEFD,32.88,0,0,0,32.88,Y,CG852,REPRC,EUR,SIEESUTN,SIEESUUM,S#EESVPO,FAEHSD5D,LRP,"FROM ",2020-10-09 13:52:36,2020-10-09 13:52:36,MANZANOM,MANZANOM,"     ",N,N,0,"PEND ",,"                                  ",,,,,"NONE ",,"#!EFTROA","NONE    ",,,"I       ",,,F)EHSEFD," ",,EUR,1,32.88,0,0,0,,N,
F;EHSRO6,100000,0,100000,0,0,Y,CG852,"LNDR ",EUR,SIEESUTN,"NONE    ",S#EESVPO,F;EHSRKX,OTR,"TO   ",2020-10-09 14:38:04,2020-10-09 16:21:15,LIQUSR03,LIQUSR03,"     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,"#!EFTROA","#!EFTRT9",,,,,2020-07-15 00:00:00,F;EHSRO6," ",,EUR,1,100000,0,0,0,,N,
FNEHSIKU,10000,0,10000,0,0,Y,CG852,REPRC,EUR,ZHEF7YY1,ZXEF80SO,9ZEF82FE,F)EHSGO4,LRP,"TO   ",2020-10-09 15:25:41,2020-10-09 15:25:41,MANZANOS,MANZANOS,"     ",N,N,0,"PEND ",,"                                  ",,,,,"NONE ",,+OEH9ZC4,"NONE    ",,,"P       ",,,FNEHSIKU," ",,EUR,1,10000,0,0,0,,N,
FNEHSIKQ,3984.22,0,4000,0,-15.78,N,CG852,REPRC,EUR,A$DPARLG,@+EFH8AE,U)E9BKCG,F)EHSGO4,LRP,"FROM ",2020-10-09 15:25:41,2020-10-09 15:25:41,MANZANOS,MANZANOS,"     ",N,N,0,"PEND ",,"                                  ",,,,,"NONE ",,+OEH9ZC4,"NONE    ",+6EHA0BC,,,,,FNEHSIKQ," ",,EUR,1,3984.22,0,0,0,,N,
FNEHSIKM,39.45,0,0,0,39.45,Y,CG852,REPRC,EUR,ZHEF7YY1,ZXEF80SO,9ZEF82FE,F)EHSGO4,LRP,"FROM ",2020-10-09 15:25:41,2020-10-09 15:25:41,MANZANOS,MANZANOS,"     ",N,N,0,"PEND ",,"                                  ",,,,,"NONE ",,+OEH9ZC4,"NONE    ",,,"I       ",,,FNEHSIKM," ",,EUR,1,39.45,0,0,0,,N,
F2EHSKQR,21000,0,21000,0,0,Y,CG852,REPRC,EUR,SIEESUTN,SIEESUUM,S#EESVPO,F2EHSIH5,LRP,"TO   ",2020-10-09 16:14:54,2020-10-09 16:14:54,CMARTILL,CMARTILL,"     ",N,N,0,"PEND ",,"                                  ",,,,,"NONE ",,"#!EFTROA","NONE    ",,,"P       ",,,F2EHSKQR," ",,EUR,1,21000,0,0,0,,N,
F2EHSKQV,32.88,0,0,0,32.88,Y,CG852,REPRC,EUR,SIEESUTN,SIEESUUM,S#EESVPO,F2EHSIH5,LRP,"FROM ",2020-10-09 16:14:54,2020-10-09 16:14:54,CMARTILL,CMARTILL,"     ",N,N,0,"PEND ",,"                                  ",,,,,"NONE ",,"#!EFTROA","NONE    ",,,"I       ",,,F2EHSKQV," ",,EUR,1,32.88,0,0,0,,N,
F2EHSKQZ,10483.56,0,10500,0,-16.44,N,CG852,REPRC,EUR,Y@EFF0L8,"NONE    ",Y@EFF16S,F2EHSIH5,LRP,"FROM ",2020-10-09 16:14:54,2020-10-09 16:14:54,CMARTILL,CMARTILL,"     ",N,N,0,"PEND ",,"                                  ",,,,,"NONE ",,"#!EFTROA","NONE    ","#!EFU7Y6",,,,,F2EHSKQZ," ",,EUR,1,10483.56,0,0,0,,N,
FLEHSMLL,100000,0,100000,0,0,Y,CG852,"LNDR ",EUR,SIEESUTN,SIEESUUM,S#EESVPO,F;EHSRKX,OTR,"TO   ",2020-10-09 16:21:15,2020-10-09 16:21:15,LIQUSR03,LIQUSR03,"     ",N,N,0,"PEND ",,"                                  ",,,,,"NONE ",,"#!EFTROA","#!EFTRT9",,,,,,FLEHSMLL," ",,EUR,1,100000,0,0,0,,N,
FLEHSMLP,50000,0,50000,0,0,N,CG852,"LNDR ",EUR,Y@EFF0L8,"NONE    ",Y@EFF16S,F;EHSRKX,OTR,"FROM ",2020-10-09 16:21:15,2020-10-09 16:21:15,LIQUSR03,LIQUSR03,"     ",N,N,0,"PEND ",,"                                  ",,,,,"NONE ",,"#!EFTROA","#!EFTRT9","#!EFU7Y6",,,,,FLEHSMLP," ",,EUR,1,50000,0,0,0,,N,
=+EI1LJF,676116.48,0,0,676116.48,0,Y,CG852,FEEPY,EUR,)?EF8978,"NONE    ",)0EF8ARV,=+EI1LI9,ACP,"FROM ",2020-10-14 11:55:08,2020-10-14 11:57:06,SMANZANO,MANZANOS,"     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,YZEFEWH5,YZEFEXAM,,,,,2021-03-03 00:00:00,=+EI1LJF," ",,EUR,1,676116.48,0,0,0,,N,
$MEI1NIR,1000000,0,1000000,0,0,Y,CG852,"LNDR ",EUR,)?EF8978,)?EF897Y,)0EF8ARV,$;EI1ME8,OTR,"TO   ",2020-10-14 12:16:32,2020-10-14 12:16:32,MANZANOM,MANZANOM,"     ",N,N,0,"PEND ",,"                                  ",,,,,"NONE ",,YZEFEWH5,YZEFEXAM,,,,,,$MEI1NIR," ",,EUR,1,1000000,0,0,0,,N,
?5EI1TG1,400000,0,400000,0,0,Y,CG852,"LNDR ",AUD,U!EG6TSS,"NONE    ",U.EG6VXH,?5EI1TD3,OTR,"TO   ",2020-10-14 14:41:02,2020-10-14 15:27:57,LIQUSR03,LIQUSR03,"     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,$QEI1OJW,$QEI1OLY,,,,,2021-03-05 00:00:00,?5EI1TG1," ",,AUD,1,400000,0,0,0,,N,
IEEI2315,8000000,0,8000000,0,0,Y,CG852,PRINP,NOK,FPE4MRNP,"NONE    ",FPE4MSO6,IEEI2302,OTR,"FROM ",2020-10-14 19:28:22,2020-10-14 19:46:06,JAQUITAN,JAQUITAN,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,D3EI1MRL,DXEI1OOP,,,,,,IEEI2315," ",,NOK,1,8000000,0,0,0,,N,
FFEHSAOG,30,0,30,0,0,Y,CG852,"LNDR ",EUR,ZHEF7YY1,"NONE    ",9ZEF82FE,FFEHSALW,OTR,"TO   ",2020-10-09 14:20:23,2020-10-09 16:44:04,"C116594 ","B116594 ","     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,3.EFFDYP,3.EFFDZL,,,,,2020-07-13 00:00:00,FFEHSAOG," ",,EUR,1,30,0,0,0,,N,
F2EHSIRO,21000,0,21000,0,0,Y,CG852,REPRC,EUR,SIEESUTN,"NONE    ",S#EESVPO,F2EHSIH5,LRP,"TO   ",2020-10-09 15:32:04,2020-10-09 16:14:54,CMARTILL,CMARTILL,"     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,"#!EFTROA","NONE    ",,,"P       ",,2020-07-13 00:00:00,F2EHSIRO," ",,EUR,1,21000,0,0,0,,N,
F2EHSIRQ,32.88,0,0,0,32.88,Y,CG852,REPRC,EUR,SIEESUTN,"NONE    ",S#EESVPO,F2EHSIH5,LRP,"FROM ",2020-10-09 15:32:04,2020-10-09 16:14:54,CMARTILL,CMARTILL,"     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,"#!EFTROA","NONE    ",,,"I       ",,2020-07-13 00:00:00,F2EHSIRQ," ",,EUR,1,32.88,0,0,0,,N,
F2EHSIRM,10483.56,0,10500,0,-16.44,N,CG852,REPRC,EUR,Y@EFF0L8,"NONE    ",Y@EFF16S,F2EHSIH5,LRP,"FROM ",2020-10-09 15:32:04,2020-10-09 16:14:54,CMARTILL,CMARTILL,"     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,"#!EFTROA","NONE    ","#!EFU7Y6",,,,2020-07-13 00:00:00,F2EHSIRM," ",,EUR,1,10483.56,0,0,0,,N,
FVEHSFRV,30,0,30,0,0,Y,CG852,"LNDR ",EUR,ZHEF7YY1,"NONE    ",9ZEF82FE,FFEHSALW,OTR,"TO   ",2020-10-09 16:44:04,2020-10-10 13:28:00,"B116594 ","B116594 ","     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,3.EFFDYP,3.EFFDZL,,,,,,FVEHSFRV," ",,EUR,1,30,0,0,0,,N,
;5EI0DB7,16000,0,16000,0,0,Y,CG852,PRINP,USD,SIEESUTN,"NONE    ",S#EESVPO,;5EI0D99,OTR,"FROM ",2020-10-13 21:15:07,2020-10-13 21:53:08,SMANZANO,MANZANOS,"     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,"#!EFTROA","#!EFTRT9",,,,,2021-03-03 00:00:00,;5EI0DB7," ",,USD,1,16000,0,0,0,,N,
;5EI0DB9,8000,0,8000,0,0,N,CG852,PRINP,USD,Y@EFF0L8,"NONE    ",Y@EFF16S,;5EI0D99,OTR,"TO   ",2020-10-13 21:15:07,2020-10-13 21:53:08,SMANZANO,MANZANOS,"     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,"#!EFTROA","#!EFTRT9","#!EFU7Y6",,,,2021-03-03 00:00:00,;5EI0DB9," ",,USD,1,8000,0,0,0,,N,
RVEI0HGY,8000,0,8000,0,0,N,CG852,PRINP,USD,Y@EFF0L8,;UEI0618,Y@EFF16S,;5EI0D99,OTR,"TO   ",2020-10-13 21:53:08,2020-10-13 21:53:08,MANZANOS,MANZANOS,"     ",N,N,0,"PEND ",,"                                  ",,,,,"NONE ",,"#!EFTROA","#!EFTRT9","#!EFU7Y6",,,,,RVEI0HGY," ",,USD,1,8000,0,0,0,,N,
RVEI0HGU,16000,0,16000,0,0,Y,CG852,PRINP,USD,SIEESUTN,-BEGM0IS,S#EESVPO,;5EI0D99,OTR,"FROM ",2020-10-13 21:53:08,2020-10-13 21:53:08,MANZANOS,MANZANOS,"     ",N,N,0,"PEND ",,"                                  ",,,,,"NONE ",,"#!EFTROA","#!EFTRT9",,,,,,RVEI0HGU," ",,USD,1,16000,0,0,0,,N,
S)EI1XM3,400000,0,400000,0,0,Y,CG852,"LNDR ",AUD,U!EG6TSS,"NONE    ",U.EG6VXH,?5EI1TD3,OTR,"TO   ",2020-10-14 15:27:57,2020-10-14 15:35:47,LIQUSR03,LIQUSR03,"     ",N,N,0,RLSED,,"                                  ",,,,,"IMT  ",,$QEI1OJW,$QEI1OLY,,,,,2021-03-05 00:00:00,S)EI1XM3," ",,AUD,1,400000,0,0,0,,N,
SWEI1WUL,105.56,0,0,105.56,0,Y,CG852,ADFPY,AUD,5QEF3VVU,"NONE    ",V8EF470J,SWEI1WTT,ACP,"FROM ",2020-10-14 15:43:21,2020-10-14 15:44:08,SMANZANO,MANZANOS,"     ",N,N,0,RLSED,,"                                  ",,,,,"IMT  ",,@EEI01UV,"NONE    ",,,,,2021-03-03 00:00:00,SWEI1WUL," ",,AUD,1,105.56,0,0,0,,N,
XDEI1ZPA,38975,0,38975,0,0,N,CG852,"LNDR ",EUR,Y@EFF0L8,"NONE    ",Y@EFF16S,XDEI1ZLL,OTR,"FROM ",2020-10-14 18:13:06,2020-10-14 19:00:18,CMARTILL,RPTMGR01,"     ",N,N,0,RLSED,,"                                  ",,,,,"IMT  ",,"#!EFTROA","#!EFTRT9","#!EFU7Y6",,,,2021-03-05 00:00:00,XDEI1ZPA," ",,EUR,1,38975,0,0,0,,N,
XDEI1ZPC,77950,0,77950,0,0,Y,CG852,"LNDR ",EUR,SIEESUTN,"NONE    ",S#EESVPO,XDEI1ZLL,OTR,"TO   ",2020-10-14 18:13:06,2020-10-14 19:00:18,CMARTILL,RPTMGR01,"     ",N,N,0,RLSED,,"                                  ",,,,,"IMT  ",,"#!EFTROA","#!EFTRT9",,,,,2021-03-05 00:00:00,XDEI1ZPC," ",,EUR,1,77950,0,0,0,,N,
CFEHZWDA,50000000,0,50000000,0,0,Y,CG852,"LNDR ",GBP,ZHEF7YY1,"NONE    ",9ZEF82FE,CFEHZWA1,OTR,"TO   ",2020-10-13 14:46:35,2020-10-13 15:07:18,JAQUITAN,JANICEA2,"     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,9ZEF82FK,CKEHZVC2,,,,,2021-03-03 00:00:00,CFEHZWDA," ",,GBP,1,50000000,0,0,0,,N,
CJEHZXX3,50000000,0,50000000,0,0,Y,CG852,"LNDR ",GBP,ZHEF7YY1,B3EGLYTT,9ZEF82FE,CFEHZWA1,OTR,"TO   ",2020-10-13 15:07:18,2020-10-13 15:07:18,JANICEA2,JANICEA2,"     ",N,N,0,"PEND ",,"                                  ",,,,,"NONE ",,9ZEF82FK,CKEHZVC2,,,,,,CJEHZXX3," ",,GBP,1,50000000,0,0,0,,N,
C@EHZYQ5,764876.71,0,0,764876.71,0,Y,CG852,FEEPY,GBP,ZHEF7YY1,"NONE    ",9ZEF82FE,C(EHZYAT,ACP,"FROM ",2020-10-13 15:17:07,2020-10-13 15:19:46,JANICEA1,JANICEA1,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,9ZEF82FK,GREGNHU7,,,,,,C@EHZYQ5," ",,GBP,1,764876.71,0,0,0,,N,
(VEHZXOK,86200,0,86200,0,0,Y,CG852,"LNDR ",EUR,SIEESUTN,"NONE    ",S#EESVPO,(VEHZXHT,OTR,"TO   ",2020-10-13 15:36:17,2020-10-13 16:01:48,CMARTILL,RPTSUP01,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,(7EFGXIA,(7EFGXST,,,,,2021-03-01 00:00:00,(VEHZXOK," ",,EUR,1,86200,0,0,0,,N,
CXEI01K4,100821.92,0,0,100821.92,0,Y,CG852,FEEPY,GBP,ZHEF7YY1,"NONE    ",9ZEF82FE,CDEI0149,ACP,"FROM ",2020-10-13 16:20:51,2020-10-13 16:23:46,JANICEA1,JANICEA1,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,9ZEF82FK,C6EHZZZO,,,,,,CXEI01K4," ",,GBP,1,100821.92,0,0,0,,N,
C2EI0222,100821.92,0,0,100821.92,0,Y,CG852,FEEPY,GBP,ZHEF7YY1,B3EGLYTT,9ZEF82FE,CXEI01MO,ACP,"TO   ",2020-10-13 16:26:16,2020-10-13 16:26:16,JANICEA2,JANICEA2,"     ",N,N,0,"PEND ",,"                                  ",,,,,"NONE ",,9ZEF82FK,C6EHZZZO,,,,,,C2EI0222," ",,GBP,1,100821.92,0,0,0,,N,
CBEHZYEE,30,0,30,0,0,Y,CG852,"LNDR ",EUR,ZHEF7YY1,"NONE    ",9ZEF82FE,CBEHZYBU,OTR,"TO   ",2020-10-13 17:25:08,2020-10-13 19:18:34,"C116594 ","B116594 ","     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,3.EFFDYP,3.EFFDZL,,,,,2021-03-01 00:00:00,CBEHZYEE," ",,EUR,1,30,0,0,0,,N,
;9EI01ZO,30,0,30,0,0,Y,CG852,"LNDR ",EUR,ZHEF7YY1,"NONE    ",9ZEF82FE,CBEHZYBU,OTR,"TO   ",2020-10-13 19:18:34,2020-10-13 19:43:34,"B116594 ","B116594 ","     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,3.EFFDYP,3.EFFDZL,,,,,,;9EI01ZO," ",,EUR,1,30,0,0,0,,N,
;#EI09HE,16000,0,16000,0,0,Y,CG852,"LNDR ",USD,SIEESUTN,"NONE    ",S#EESVPO,;UEI04S6,OTR,"TO   ",2020-10-13 19:51:48,2020-10-13 21:10:32,MANZANOM,SMANZANO,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,"#!EFTROA","#!EFTRT9",,,,,,;#EI09HE," ",,USD,1,16000,0,0,0,,N,
;#EI09HI,8000,0,8000,0,0,N,CG852,"LNDR ",USD,Y@EFF0L8,"NONE    ",Y@EFF16S,;UEI04S6,OTR,"FROM ",2020-10-13 19:51:48,2020-10-13 21:10:32,MANZANOM,SMANZANO,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,"#!EFTROA","#!EFTRT9","#!EFU7Y6",,,,,;#EI09HI," ",,USD,1,8000,0,0,0,,N,
:LEI3GUF,1250000,0,1250000,0,0,Y,CG852,"LNDR ",EUR,)?EF8978,"NONE    ",)0EF8ARV,:LEI3GOQ,OTR,"TO   ",2020-10-15 12:06:22,2020-10-15 12:46:51,CMARTILL,RPTMGR01,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,IREFMCO3,I:EFMEGK,,,,,2021-03-08 00:00:00,:LEI3GUF," ",,EUR,1,1250000,0,0,0,,N,
