"PRE_PID_PRODUCT_ID","PRE_CDE_PROD_TYPE","PRE_CDE_EVENT_TYPE","PRE_TSP_REC_CREATE","PRE_TSP_REC_UPDATE","PRE_UID_REC_CREATE","PRE_UID_REC_UPDATE","PRE_DTE_EFFECTIVE","PRE_RID_PROD_EVENT","PRE_TXT_AMEND_NUM","PRE_RID_OLD_PRD_EV","PRE_CDE_OWNER_TYPE","PRE_RID_OWNER","PRE_DTE_PREVIOUS","PRE_TXT_USER_DATA","PRE_TXT_EVENT_CMT","PRE_CDE_BRANCH"
":*EDG12Y","DEA  ","URDEA","2020-07-17 03:27:34","2020-07-17 03:27:34","FJUSRAM ","FJUSRAM ","2020-05-27 00:00:00",":*EDG1BC","","","","","","","","CG852"
":+EJEFS6","DEA  ","CRTE ","2020-11-09 20:51:32","2020-11-09 20:51:32","CESSINP1","CESSINP1","2021-10-15 00:00:00",":+EJEFSB","","","","","","","Host Bank Deal.","CG852"
":+EJEFS6","DEA  ","FRHCH","2020-11-09 21:03:48","2020-11-09 21:03:48","CESSINP1","CESSINP1","2021-10-15 00:00:00",":+EJEFUO","","","","","","","Debt Service Coverage Ratio (DSCR) changed to 1 beginning 15-Oct-2021.","CG852"
":+EJEFS6","DEA  ","FRHCH","2020-11-09 21:04:20","2020-11-09 21:04:20","CESSINP1","CESSINP1","2021-10-15 00:00:00",":+EJEFUT","","","","","","","Loan to Value Ratio (LVR) changed to 1 beginning 15-Oct-2021.","CG852"
":+EJEFS6","DEA  ","URDEA","2020-11-09 20:51:50","2020-11-09 20:51:50","CESSINP1","CESSINP1","2021-10-15 00:00:00",":+EJEFSH","","","","","","","","CG852"
":+EJEFUX","FAC  ","CRTE ","2020-11-09 21:06:05","2020-11-09 21:06:05","CESSINP1","CESSINP1","2021-10-15 00:00:00",":+EJEFUY","","","","","","","","CG852"
":6EI3G1H","FAC  ","AMSSC","2020-10-15 11:21:40","2020-10-15 11:21:40","LIQUSR03","LIQUSR03","2021-03-08 00:00:00",":6EI3G53","","","","","","","The schedule Indicator has been changed from:  to: Draft.","CG852"
":6EI3G1H","FAC  ","CRTE ","2020-10-15 11:15:43","2020-10-15 11:15:43","LIQUSR03","LIQUSR03","2021-03-08 00:00:00",":6EI3G1I","","","","","","","","CG852"
":6EI3G1H","FAC  ","IPRC ","2020-10-15 11:19:50","2020-10-15 11:19:50","LIQUSR03","LIQUSR03","2021-03-08 00:00:00",":6EI3G3L","","","","","","","AUD Bank Accepted Bill: added","CG852"
":6EI3G1H","FAC  ","OPRC ","2020-10-15 11:19:31","2020-10-15 11:19:31","LIQUSR03","LIQUSR03","2021-03-08 00:00:00",":6EI3G2V","","","","","","","Facility Ongoing Fee - Commitment Fee: added","CG852"
":6EI3GEF","DEA  ","APRVD","2020-10-15 12:19:36","2020-10-15 12:19:36","LIQAPCP3","LIQAPCP3","2021-03-08 00:00:00","QKEI3HU8","","","","","","","Approval completed.  Approver: MANUAL CP APPROVER 3, LIQ. Job Function: Deal Administration Manager; Ranking: 10. Location: Amsterdam, Netherlands.","CG852"
":6EI3GEF","DEA  ","CLDT ","2020-10-15 12:20:25","2020-10-15 12:20:25","LIQAPCP3","LIQAPCP3","2021-03-08 00:00:00","QKEI3HY8","","","","","","","","CG852"
":6EI3GEF","DEA  ","CRTE ","2020-10-15 11:53:38","2020-10-15 11:53:38","LIQUSR03","LIQUSR03","2021-03-08 00:00:00",":6EI3GEK","","","","","","","Host Bank Deal.","CG852"
":6EI3GEF","DEA  ","PSPDU","2020-10-15 12:20:24","2020-10-15 12:20:24","LIQAPCP3","LIQAPCP3","2021-03-08 00:00:00","QKEI3HWM","","","","","","","Autoapply Penalty Spread when Past Due Updated to False beginning 08-Mar-2021","CG852"
":6EI3GEF","DEA  ","RENME","2020-10-15 12:10:03","2020-10-15 12:10:03","LIQUSR03","LIQUSR03","2021-03-08 00:00:00",":6EI3GIH","","","","","","","Name changed from WSS SAMPLE NON HB SYNDICATED DEAL AUD 2B to WSS SAMPLE NON HB SYNDICATED DEAL AUD 2M Alias changed from WSSNHBSYNDAUD2B to WSSNHBSYNDAUD2M ANSI ID changed from :6EI3GEF to :6EI3GEF","CG852"
":6EI3GEF","DEA  ","STA  ","2020-10-15 12:18:40","2020-10-15 12:18:40","LIQUSR03","LIQUSR03","2021-03-08 00:00:00","Q4EI3HH7","","","","","","","Warnings occurred during validation: N","CG852"
":6EI3GEF","DEA  ","URDEA","2020-10-15 12:17:00","2020-10-15 12:17:00","LIQUSR03","LIQUSR03","2021-03-08 00:00:00","Q4EI3HG9","","","","","","","","CG852"
":6EI3GFB","FAC  ","CRTE ","2020-10-15 12:04:42","2020-10-15 12:04:42","LIQUSR03","LIQUSR03","2021-03-08 00:00:00",":6EI3GFC","","","","","","","","CG852"
":6EI3GI8","FAC  ","CRTE ","2020-10-15 12:09:23","2020-10-15 12:09:23","LIQUSR03","LIQUSR03","2021-03-08 00:00:00",":6EI3GI9","","","","","","","","CG852"
":6EI3GI8","FAC  ","FDDCH","2020-10-15 12:54:12","2020-10-15 12:54:12","LIQAPCP3","LIQAPCP3","2021-03-08 00:00:00","Q@EI3LU2","","","","","","","First loan drawdown date changed to 08-Mar-2021.","CG852"
":6EI3GI8","FAC  ","RECLS","2020-10-15 12:54:12","2020-10-15 12:54:12","LIQAPCP3","LIQAPCP3","2021-03-08 00:00:00","Q@EI3LU3","","","DPRCL","","","","Automatic discount P/L reclass due to release of AUD Bank Accepted Bill Initial Drawdown (60001235).","CG852"
":@EDDZTB","DEA  ","CRTE ","2020-07-16 00:04:25","2020-07-16 00:04:25","FJUSRAM ","FJUSRAM ","2020-05-27 00:00:00",":@EDDZTG","","","","","","","Host Bank Deal.","CG852"
":@EDDZTB","DEA  ","FRHCH","2020-07-16 00:13:21","2020-07-16 00:13:21","FJUSRAM ","FJUSRAM ","2020-05-27 00:00:00",":@EDDZUA","","","","","","","Debt Service Coverage Ratio (DSCR) changed to 1 beginning 27-May-2020.","CG852"
":@EDDZTB","DEA  ","URDEA","2020-07-16 00:09:35","2020-07-16 00:09:35","FJUSRAM ","FJUSRAM ","2020-05-27 00:00:00",":@EDDZU4","","","","","","","","CG852"
":IEHOPBI","FAC  ","CRTE ","2020-10-07 14:03:06","2020-10-07 14:03:06","LIQUSR03","LIQUSR03","2020-07-09 00:00:00",":IEHOPBJ","","","","","","","","CG852"
":VEJEE29","DEA  ","CRTE ","2020-11-09 20:34:08","2020-11-09 20:34:08","CESSSUP1","CESSSUP1","2021-10-15 00:00:00",":VEJEE2E","","","","","","","Host Bank Deal.","CG852"
":VEJEE29","DEA  ","URDEA","2020-11-09 20:34:27","2020-11-09 20:34:27","CESSSUP1","CESSSUP1","2021-10-15 00:00:00",":VEJEE2K","","","","","","","","CG852"
":YEI3DT4","DEA  ","CRTE ","2020-10-15 11:28:07","2020-10-15 11:28:07","CESSINP1","CESSINP1","2021-03-08 00:00:00",":YEI3DT9","","","","","","","Host Bank Deal.","CG852"
":YEI3DT4","DEA  ","FRHCH","2020-10-15 11:47:05","2020-10-15 11:47:05","CESSINP1","CESSINP1","2021-03-08 00:00:00",":YEI3DVM","","","","","","","Debt Service Coverage Ratio (DSCR) changed to 1 beginning 08-Mar-2021.","CG852"
":YEI3DT4","DEA  ","FRHCH","2020-10-15 11:47:44","2020-10-15 11:47:44","CESSINP1","CESSINP1","2021-03-08 00:00:00",":YEI3DVR","","","","","","","Loan to Value Ratio (LVR) changed to 1 beginning 08-Mar-2021.","CG852"
":YEI3DT4","DEA  ","URDEA","2020-10-15 11:28:46","2020-10-15 11:28:46","CESSINP1","CESSINP1","2021-03-08 00:00:00",":YEI3DTF","","","","","","","","CG852"
":YEI3DVV","FAC  ","CRTE ","2020-10-15 11:50:08","2020-10-15 11:50:08","CESSINP1","CESSINP1","2021-03-08 00:00:00",":YEI3DVW","","","","","","","","CG852"
":YEI3DWN","DEA  ","CRTE ","2020-10-15 12:08:34","2020-10-15 12:08:34","CESSINP1","CESSINP1","2021-03-08 00:00:00",":YEI3DWS","","","","","","","Host Bank Deal.","CG852"
":YEI3DWN","DEA  ","FRHCH","2020-10-15 12:25:36","2020-10-15 12:25:36","CESSINP1","CESSINP1","2021-03-08 00:00:00",":YEI3E5E","","","","","","","Debt Service Coverage Ratio (DSCR) changed to 1 beginning 08-Mar-2021.","CG852"
":YEI3DWN","DEA  ","FRHCH","2020-10-15 12:26:07","2020-10-15 12:26:07","CESSINP1","CESSINP1","2021-03-08 00:00:00",":YEI3E69","","","","","","","Loan to Value Ratio (LVR) changed to 1 beginning 08-Mar-2021.","CG852"
":YEI3DWN","DEA  ","URDEA","2020-10-15 12:09:35","2020-10-15 12:09:35","CESSINP1","CESSINP1","2021-03-08 00:00:00",":YEI3DWY","","","","","","","","CG852"
":YEI3E8R","FAC  ","CRTE ","2020-10-15 12:27:48","2020-10-15 12:27:48","CESSINP1","CESSINP1","2021-03-08 00:00:00",":YEI3E8X","","","","","","","","CG852"
":YEI3F1E","DEA  ","CRTE ","2020-10-15 12:44:51","2020-10-15 12:44:51","CESSINP1","CESSINP1","2021-03-08 00:00:00",":YEI3F1J","","","","","","","Host Bank Deal.","CG852"
":YEI3F1E","DEA  ","FRHCH","2020-10-15 12:58:47","2020-10-15 12:58:47","CESSINP1","CESSINP1","2021-03-08 00:00:00",":YEI3FOQ","","","","","","","Debt Service Coverage Ratio (DSCR) changed to 1 beginning 08-Mar-2021.","CG852"
":YEI3F1E","DEA  ","FRHCH","2020-10-15 12:59:19","2020-10-15 12:59:19","CESSINP1","CESSINP1","2021-03-08 00:00:00",":YEI3FPL","","","","","","","Loan to Value Ratio (LVR) changed to 1 beginning 08-Mar-2021.","CG852"
":YEI3F1E","DEA  ","URDEA","2020-10-15 12:45:22","2020-10-15 12:45:22","CESSINP1","CESSINP1","2021-03-08 00:00:00",":YEI3F2B","","","","","","","","CG852"
":YEI3FS1","FAC  ","CRTE ","2020-10-15 13:00:59","2020-10-15 13:00:59","CESSINP1","CESSINP1","2021-03-08 00:00:00",":YEI3FS7","","","","","","","","CG852"
":YEI3G9Q","DEA  ","CRTE ","2020-10-15 13:11:28","2020-10-15 13:11:28","CESSINP1","CESSINP1","2021-03-08 00:00:00",":YEI3G9V","","","","","","","Host Bank Deal.","CG852"
":YEI3G9Q","DEA  ","FRHCH","2020-10-15 13:25:37","2020-10-15 13:25:37","CESSINP1","CESSINP1","2021-03-08 00:00:00",":YEI3GXF","","","","","","","Debt Service Coverage Ratio (DSCR) changed to 1 beginning 08-Mar-2021.","CG852"
":YEI3G9Q","DEA  ","FRHCH","2020-10-15 13:26:09","2020-10-15 13:26:09","CESSINP1","CESSINP1","2021-03-08 00:00:00",":YEI3GYB","","","","","","","Loan to Value Ratio (LVR) changed to 1 beginning 08-Mar-2021.","CG852"
":YEI3G9Q","DEA  ","URDEA","2020-10-15 13:11:58","2020-10-15 13:11:58","CESSINP1","CESSINP1","2021-03-08 00:00:00",":YEI3GAN","","","","","","","","CG852"
":YEI3H0U","FAC  ","CRTE ","2020-10-15 13:27:52","2020-10-15 13:27:52","CESSINP1","CESSINP1","2021-03-08 00:00:00",":YEI3H10","","","","","","","","CG852"
":YEI3J7H","DEA  ","CRTE ","2020-10-15 14:14:55","2020-10-15 14:14:55","CESSINP1","CESSINP1","2021-03-08 00:00:00",":YEI3J7M","","","","","","","Host Bank Deal.","CG852"
":YEI3J7H","DEA  ","FRHCH","2020-10-15 14:29:20","2020-10-15 14:29:20","CESSINP1","CESSINP1","2021-03-08 00:00:00",":YEI3JVL","","","","","","","Debt Service Coverage Ratio (DSCR) changed to 1 beginning 08-Mar-2021.","CG852"
":YEI3J7H","DEA  ","FRHCH","2020-10-15 14:29:52","2020-10-15 14:29:52","CESSINP1","CESSINP1","2021-03-08 00:00:00",":YEI3JWH","","","","","","","Loan to Value Ratio (LVR) changed to 1 beginning 08-Mar-2021.","CG852"
":YEI3J7H","DEA  ","URDEA","2020-10-15 14:15:26","2020-10-15 14:15:26","CESSINP1","CESSINP1","2021-03-08 00:00:00",":YEI3J8F","","","","","","","","CG852"
":YEI3JZ1","FAC  ","CRTE ","2020-10-15 14:31:33","2020-10-15 14:31:33","CESSINP1","CESSINP1","2021-03-08 00:00:00",":YEI3JZ7","","","","","","","","CG852"
":YEI3LNB","DEA  ","CRTE ","2020-10-15 15:07:38","2020-10-15 15:07:38","CESSINP1","CESSINP1","2021-03-08 00:00:00",":YEI3LNG","","","","","","","Host Bank Deal.","CG852"
":YEI3LNB","DEA  ","FRHCH","2020-10-15 15:21:35","2020-10-15 15:21:35","CESSINP1","CESSINP1","2021-03-08 00:00:00",":YEI3MAP","","","","","","","Debt Service Coverage Ratio (DSCR) changed to 1 beginning 08-Mar-2021.","CG852"
":YEI3LNB","DEA  ","FRHCH","2020-10-15 15:22:06","2020-10-15 15:22:06","CESSINP1","CESSINP1","2021-03-08 00:00:00",":YEI3MBK","","","","","","","Loan to Value Ratio (LVR) changed to 1 beginning 08-Mar-2021.","CG852"
":YEI3LNB","DEA  ","URDEA","2020-10-15 15:08:08","2020-10-15 15:08:08","CESSINP1","CESSINP1","2021-03-08 00:00:00",":YEI3LO8","","","","","","","","CG852"
":YEI3MDQ","FAC  ","CRTE ","2020-10-15 15:23:34","2020-10-15 15:23:34","CESSINP1","CESSINP1","2021-03-08 00:00:00",":YEI3MDW","","","","","","","","CG852"
"=+EI1JPZ","FAC  ","CMI  ","2020-10-14 11:47:37","2020-10-14 11:47:37","JAQUITAN","JAQUITAN","2021-03-09 00:00:00","$UEI1KC6","1    ","","FTR  ","=+EI1L52","","","Unscheduled increase of 100,000,000.00, under amendment number 1","CG852"
"=+EI1JPZ","FAC  ","CRTE ","2020-10-14 11:16:28","2020-10-14 11:16:28","SMANZANO","SMANZANO","2021-03-09 00:00:00","=+EI1JQ0","","","","","","","","CG852"
"=+EI1JPZ","FAC  ","EFDTE","2020-10-14 13:05:09","2020-10-14 13:05:09","MANZANOS","MANZANOS","2021-03-03 00:00:00","D!EI1SYY","","","","","2021-03-09 00:00:00","","Effective date changed from 09-Mar-2021 to 03-Mar-2021.","CG852"
"=+EI1JPZ","FAC  ","FCTRD","2020-10-14 13:05:09","2020-10-14 13:05:09","MANZANOS","MANZANOS","2021-03-09 00:00:00","D!EI1SYX","","","FCTRN","DAEI1SJP","","","Facility Change Transaction for FAC_USD released.","CG852"
"=+EI1JPZ","FAC  ","FCTRD","2020-10-14 13:12:43","2020-10-14 13:12:43","MANZANOS","MANZANOS","2021-03-09 00:00:00","D)EI1TS4","","","FCTRN","DKEI1TCW","","","Facility Change Transaction for FAC_USD released.","CG852"
"=+EI1JPZ","FAC  ","FCTRD","2020-10-14 13:50:22","2020-10-14 13:50:22","MANZANOS","MANZANOS","2021-03-09 00:00:00","DIEI1UT5","","","FCTRN","DTEI1UDQ","","","Facility Change Transaction for FAC_USD released.","CG852"
"=+EI1JPZ","FAC  ","FCTRD","2020-10-14 15:38:53","2020-10-14 15:38:53","MANZANOS","MANZANOS","2021-03-10 00:00:00","SMEI1WH4","","","FCTRN","SREI1W1V","","","Facility Change Transaction for FAC_USD released.","CG852"
"=+EI1JPZ","FAC  ","IPRC ","2020-10-14 11:17:50","2020-10-14 11:17:50","SMANZANO","SMANZANO","2021-03-09 00:00:00","=+EI1JRM","","","","","","","USD LIBOR Option: added","CG852"
"=+EI1JPZ","FAC  ","OPRC ","2020-10-14 11:17:33","2020-10-14 11:17:33","SMANZANO","SMANZANO","2021-03-09 00:00:00","=+EI1JQV","","","","","","","Facility Ongoing Fee - Commitment Fee: added","CG852"
"=+EI1JPZ","FAC  ","RVSCH","2020-10-14 13:12:43","2020-10-14 13:12:43","MANZANOS","MANZANOS","2021-03-09 00:00:00","D)EI1TS1","","","","","","","","CG852"
"=+EI1JPZ","FAC  ","RVSCH","2020-10-14 13:50:22","2020-10-14 13:50:22","MANZANOS","MANZANOS","2021-03-09 00:00:00","DIEI1UT2","","","","","","","Schedule was updated through Facility Change Transaction.","CG852"
"=+EI1JPZ","FAC  ","RVSCH","2020-10-14 15:38:53","2020-10-14 15:38:53","MANZANOS","MANZANOS","2021-03-03 00:00:00","SMEI1WH1","","","","","","","","CG852"
"=+EI1JPZ","FAC  ","SCNRV","2020-10-14 13:04:02","2020-10-14 13:04:02","SMANZANO","SMANZANO","2021-03-09 00:00:00","DAEI1SLN","","","","","","","Facility Change Transaction is created.","CG852"
"=+EI1JPZ","FAC  ","SCNRV","2020-10-14 13:48:19","2020-10-14 13:48:19","SMANZANO","SMANZANO","2021-03-09 00:00:00","DTEI1UFO","","","","","","","Facility Change Transaction is created.","CG852"
"=+EI1JPZ","FAC  ","SCNRV","2020-10-14 15:37:47","2020-10-14 15:37:47","SMANZANO","SMANZANO","2021-03-10 00:00:00","SREI1W3T","","","","","","","Facility Change Transaction is created.","CG852"
"?.EBVNFE","DEA  ","APRVD","2020-06-16 20:45:39","2020-06-16 20:45:39","RPTSUPAM","RPTSUPAM","2020-05-27 00:00:00","?IEBVYZO","","","","","","","Approval completed.  Approver: SUPAMSTERDAM, RODEL. Job Function: Deal Administration Manager; Ranking: 10. Location: Amsterdam, Netherlands.","CG852"
"?.EBVNFE","DEA  ","CLDT ","2020-06-16 20:48:00","2020-06-16 20:48:00","RPTSUPAM","RPTSUPAM","2020-05-27 00:00:00","?IEBVZ26","","","","","","","","CG852"
"?.EBVNFE","DEA  ","CRTE ","2020-06-16 16:21:22","2020-06-16 16:21:22","RPTINPAM","RPTINPAM","2013-04-01 00:00:00","?.EBVNFJ","","","","","","","Host Bank Deal.","CG852"
"?.EBVNFE","DEA  ","PSPDU","2020-06-16 20:47:35","2020-06-16 20:47:35","RPTSUPAM","RPTSUPAM","2020-05-27 00:00:00","?IEBVZ0O","","","","","","","Autoapply Penalty Spread when Past Due Updated to False beginning 27-May-2020","CG852"
"?.EBVNFE","DEA  ","STA  ","2020-06-16 20:40:26","2020-06-16 20:40:26","RPTINPAM","RPTINPAM","2020-05-27 00:00:00","?XEBVYKV","","","","","","","Warnings occurred during validation: N","CG852"
"?.EBVNFE","DEA  ","URDEA","2020-06-16 16:54:03","2020-06-16 16:54:03","RPTINPAM","RPTINPAM","2013-04-01 00:00:00","?REBVOY2","","","","","","","","CG852"
"?REBVOYO","FAC  ","CRTE ","2020-06-16 17:05:50","2020-06-16 17:05:50","RPTINPAM","RPTINPAM","2013-04-01 00:00:00","?REBVOYP","","","","","","","","CG852"
"?REBVOYO","FAC  ","FDDCH","2020-06-18 11:15:22","2020-06-18 11:15:22","RPTINPAM","RPTINPAM","2020-05-27 00:00:00","SREBYXS7","","","","","","","First loan drawdown date changed to 27-May-2020.","CG852"
"?REBVOYO","FAC  ","RECLS","2020-06-18 11:15:22","2020-06-18 11:15:22","RPTINPAM","RPTINPAM","2020-05-27 00:00:00","SREBYXS8","","","DPRCL","","","","Automatic discount P/L reclass due to release of Euro LIBOR Option Initial Drawdown (60000027).","CG852"
"?REBVOYO","FAC  ","RENME","2020-06-16 20:30:23","2020-06-16 20:30:23","RPTINPAM","RPTINPAM","2020-05-27 00:00:00","?XEBVY76","","","","","","","Name changed from CBANLD_TESTFAC to CBANLD_FACTEST_400M","CG852"
"?REBVOYO","FAC  ","TGDTE","2020-06-16 20:48:00","2020-06-16 20:48:00","RPTSUPAM","RPTSUPAM","2020-05-27 00:00:00","?IEBVZ16","","","","","","","Delayed trigger date modified (27-May-2020)","CG852"
"?XEBVXIH","FAC  ","CRTE ","2020-06-16 20:17:40","2020-06-16 20:17:40","RPTINPAM","RPTINPAM","2020-05-27 00:00:00","?XEBVXIL","","","","","","","","CG852"
"?XEBVXIH","FAC  ","FDDCH","2020-06-18 11:35:30","2020-06-18 11:35:30","RPTSUPAM","RPTSUPAM","2020-05-27 00:00:00","SWEBYZXM","","","","","","","First loan drawdown date changed to 27-May-2020.","CG852"
"?XEBVXIH","FAC  ","RECLS","2020-06-18 11:35:30","2020-06-18 11:35:30","RPTSUPAM","RPTSUPAM","2020-05-27 00:00:00","SWEBYZXN","","","DPRCL","","","","Automatic discount P/L reclass due to release of Fixed Rate Option Initial Drawdown (60000029).","CG852"
"?XEBVXIH","FAC  ","TGDTE","2020-06-16 20:48:00","2020-06-16 20:48:00","RPTSUPAM","RPTSUPAM","2020-05-27 00:00:00","?IEBVZ15","","","","","","","Delayed trigger date modified (27-May-2020)","CG852"
"@+EFH6WT","FAC  ","CRTE ","2020-08-25 14:50:44","2020-08-25 14:50:44","LIQUSR03","LIQUSR03","2020-05-27 00:00:00","@+EFH6WU","","","","","","","","CG852"
"@-EFH363","DEA  ","APRVD","2020-08-25 16:00:52","2020-08-25 16:00:52","JANICEA1","JANICEA1","2020-05-27 00:00:00","COEFH8L0","","","","","","","Approval completed.  Approver: JANICEA1, JANICEA1. Job Function: Deal Administration Manager; Ranking: 10. Location: Amsterdam, Netherlands.","CG852"
"@-EFH363","DEA  ","CLDT ","2020-08-25 16:01:45","2020-08-25 16:01:45","JANICEA1","JANICEA1","2020-05-27 00:00:00","COEFH8NC","","","","","","","","CG852"
"@-EFH363","DEA  ","CRTE ","2020-08-25 14:02:21","2020-08-25 14:02:21","JAQUITAN","JAQUITAN","2020-05-27 00:00:00","@-EFH368","","","","","","","Host Bank Deal.","CG852"
"@-EFH363","DEA  ","PCTRL","2020-08-27 14:28:28","2020-08-27 14:28:28","JANICEA1","JANICEA1","2020-05-28 00:00:00","?5EFKVNI","","","PCP  ","?MEFKUYA","","","Paper Clip for WSS_JATEST_IN_DEAL4 of 848,794.52 has been applied.","CG852"
"@-EFH363","DEA  ","PCTRL","2020-09-11 15:13:00","2020-09-11 15:13:00","JANICEA1","JANICEA1","2020-06-19 00:00:00","YIEH6FPY","","","PCP  ","Y?EH6F05","","","Paper Clip for WSS_JATEST_IN_DEAL4 of 100,920.54 has been applied.","CG852"
"@-EFH363","DEA  ","PSPDU","2020-08-25 16:01:43","2020-08-25 16:01:43","JANICEA1","JANICEA1","2020-05-27 00:00:00","COEFH8ME","","","","","","","Autoapply Penalty Spread when Past Due Updated to False beginning 27-May-2020","CG852"
"@-EFH363","DEA  ","STA  ","2020-08-25 15:58:03","2020-08-25 15:58:03","JAQUITAN","JAQUITAN","2020-05-27 00:00:00","@-EFH87N","","","","","","","Warnings occurred during validation: N","CG852"
"@-EFH363","DEA  ","URDEA","2020-08-25 14:02:30","2020-08-25 14:02:30","JAQUITAN","JAQUITAN","2020-05-27 00:00:00","@-EFH36E","","","","","","","","CG852"
"@-EFH76E","FAC  ","CRTE ","2020-08-25 15:35:46","2020-08-25 15:35:46","JAQUITAN","JAQUITAN","2020-05-27 00:00:00","@-EFH76F","","","","","","","","CG852"
"@-EFH76E","FAC  ","FDDCH","2020-08-25 16:08:08","2020-08-25 16:08:08","JANICEA1","JANICEA1","2020-05-27 00:00:00","CREFHABE","","","","","","","First loan drawdown date changed to 27-May-2020.","CG852"
"@-EFH76E","FAC  ","RECLS","2020-08-25 16:08:08","2020-08-25 16:08:08","JANICEA1","JANICEA1","2020-05-27 00:00:00","CREFHABF","","","DPRCL","","","","Automatic discount P/L reclass due to release of Euro LIBOR Option Initial Drawdown (60000489).","CG852"
"@-EFH76E","FAC  ","TGDTE","2020-08-25 16:01:45","2020-08-25 16:01:45","JANICEA1","JANICEA1","2020-05-27 00:00:00","COEFH8MT","","","","","","","Delayed trigger date modified (27-May-2020)","CG852"
"@5EI038S","FAC  ","CRTE ","2020-10-13 14:36:58","2020-10-13 14:36:58","LIQUSR05","LIQUSR05","2021-03-01 00:00:00","@5EI038U","","","","","","","","CG852"
"@5EI038S","FAC  ","TGDTE","2020-10-13 14:51:53","2020-10-13 14:51:53","LIQSVR04","LIQSVR04","2021-03-01 00:00:00","C9EI044L","","","","","","","Delayed trigger date modified (01-Mar-2021)","CG852"
"@9EHZSR7","FAC  ","CMI  ","2020-10-13 13:06:02","2020-10-13 13:06:02","JANICEA1","JANICEA1","2021-03-01 00:00:00","@;EHZTBG","4    ","","FTR  ","@9EHZSTN","","","Unscheduled increase of 250,000,000.00, under amendment number 4","CG852"
"@9EHZSR7","FAC  ","CRTE ","2020-10-13 12:43:41","2020-10-13 12:43:41","JAQUITAN","JAQUITAN","2021-03-01 00:00:00","@9EHZSR8","","","","","","","","CG852"
"@9EHZSR7","FAC  ","IPRC ","2020-10-13 12:59:25","2020-10-13 12:59:25","JAQUITAN","JAQUITAN","2021-03-01 00:00:00","@9EHZSSU","","","","","","","GBP LIBOR Option: added","CG852"
"@9EHZSR7","FAC  ","OPRC ","2020-10-13 12:57:00","2020-10-13 12:57:00","JAQUITAN","JAQUITAN","2021-03-01 00:00:00","@9EHZSS3","","","","","","","Facility Ongoing Fee - Commitment Fee: added","CG852"
"@EEFGXO8","DEA  ","APRVD","2020-08-25 16:36:42","2020-08-25 16:36:42","MANZANOS","MANZANOS","2020-05-27 00:00:00","C0EFHA5O","","","","","","","Approval completed.  Approver: APPROVER1, SHINE. Job Function: Deal Administration Manager; Ranking: 10. Location: Amsterdam, Netherlands.","CG852"
"@EEFGXO8","DEA  ","CLDT ","2020-08-25 16:41:18","2020-08-25 16:41:18","MANZANOS","MANZANOS","2020-05-27 00:00:00","C0EFHA8L","","","","","","","","CG852"
"@EEFGXO8","DEA  ","CRTE ","2020-08-25 11:57:45","2020-08-25 11:57:45","SMANZANO","SMANZANO","2020-05-27 00:00:00","@EEFGXOD","","","","","","","Host Bank Deal.","CG852"
"@EEFGXO8","DEA  ","PSPDU","2020-08-25 16:40:15","2020-08-25 16:40:15","MANZANOS","MANZANOS","2020-05-27 00:00:00","C0EFHA72","","","","","","","Autoapply Penalty Spread when Past Due Updated to False beginning 27-May-2020","CG852"
"@EEFGXO8","DEA  ","STA  ","2020-08-25 16:31:13","2020-08-25 16:31:13","SMANZANO","SMANZANO","2020-05-27 00:00:00","@EEFH9QK","","","","","","","Warnings occurred during validation: N","CG852"
"@EEFGXO8","DEA  ","URDEA","2020-08-25 12:41:48","2020-08-25 12:41:48","SMANZANO","SMANZANO","2020-05-27 00:00:00","@EEFGZ4F","","","","","","","","CG852"
"@EEFH10F","FAC  ","CRTE ","2020-08-25 13:23:31","2020-08-25 13:23:31","SMANZANO","SMANZANO","2020-05-27 00:00:00","@EEFH10Z","","","","","","","","CG852"
"@EEFH10F","FAC  ","FDDCH","2020-08-27 14:37:43","2020-08-27 14:37:43","MANZANOM","MANZANOM","2020-05-28 00:00:00","?:EFKWSI","","","","","","","First loan drawdown date changed to 28-May-2020.","CG852"
"@EEFH10F","FAC  ","RECLS","2020-08-27 14:37:43","2020-08-27 14:37:43","MANZANOM","MANZANOM","2020-05-28 00:00:00","?:EFKWSJ","","","DPRCL","","","","Automatic discount P/L reclass due to release of Euro LIBOR Option Initial Drawdown (60000555).","CG852"
"@EEFH10F","FAC  ","TGDTE","2020-08-25 16:41:18","2020-08-25 16:41:18","MANZANOS","MANZANOS","2020-05-27 00:00:00","C0EFHA7E","","","","","","","Delayed trigger date modified (27-May-2020)","CG852"
"@EEI01UV","DEA  ","APRVD","2020-10-13 14:48:24","2020-10-13 14:48:24","LIQSVR05","LIQSVR05","2021-03-01 00:00:00","@2EI04IW","","","","","","","Approval completed.  Approver: AMSTERDAM, LIQSVR. Job Function: Senior Deal Administrator; Ranking: 10. Location: Amsterdam, Netherlands.","CG852"
"@EEI01UV","DEA  ","CLDT ","2020-10-13 14:51:53","2020-10-13 14:51:53","LIQSVR04","LIQSVR04","2021-03-01 00:00:00","C9EI0454","","","","","","","","CG852"
"@EEI01UV","DEA  ","CRTE ","2020-10-13 14:04:50","2020-10-13 14:04:50","LIQUSR05","LIQUSR05","2021-03-01 00:00:00","@EEI01V0","","","","","","","Host Bank Deal. Copied from: 5MDEAL","CG852"
