"PHC_RID_CALENDAR","PHC_IND_BORR_INT","PHC_CDE_CALENDAR","PHC_IND_EFFEC_DATE","PHC_IND_FXRATE_STG","PHC_IND_INTRTE_STG","PHC_RID_OWNER","PHC_CDE_OWNER_TYPE","PHC_IND_PADV_DATES","PHC_IND_BILLING","PHC_TSP_REC_CREATE","PHC_TSP_REC_UPDATE","PHC_UID_REC_CREATE","PHC_UID_REC_UPDATE","PHC_CDE_BRANCH"
"H@EFIU5C","Y","NLAMS","Y","Y","Y","H@EFIU5B","OST  ","Y","Y","2020-08-26 12:49:34","2020-08-26 12:49:34","SMANZANO","SMANZANO","CG852"
"HREFIU63","Y","NLAMS","Y","Y","Y","HREFIU62","LRP  ","Y","Y","2020-08-26 11:52:31","2020-08-26 11:52:31","JAQUITAN","JAQUITAN","CG852"
"HREFIU8F","Y","NLAMS","Y","Y","Y","HREFIU8E","OST  ","Y","Y","2020-08-26 11:53:45","2020-08-26 11:53:45","JAQUITAN","JAQUITAN","CG852"
"HREFIUF8","Y","NLAMS","Y","Y","Y","HREFIUF7","OST  ","Y","Y","2020-08-26 11:56:11","2020-08-26 11:56:11","JAQUITAN","JAQUITAN","CG852"
"HZEFIXZ9","Y","NLAMS","Y","Y","Y","HZEFIXZ8","LRP  ","Y","Y","2020-08-26 14:12:23","2020-08-26 14:12:23","CMARTILL","CMARTILL","CG852"
"HZEFIZFZ","Y","NLAMS","Y","Y","Y","HZEFIZFY","OST  ","Y","Y","2020-08-26 14:45:08","2020-08-26 14:45:08","CMARTILL","CMARTILL","CG852"
"HZEFJ0N9","Y","NLAMS","Y","Y","Y","HZEFJ0N8","LRP  ","Y","Y","2020-08-26 15:10:03","2020-08-26 15:10:03","CMARTILL","CMARTILL",""
"HZEFJ1FT","Y","AUSYD","Y","Y","Y","HZEFJ1FS","LRP  ","Y","Y","2020-08-26 15:27:11","2020-08-26 15:27:11","CMARTILL","CMARTILL","CG852"
"HZEFJ1HD","Y","AUSYD","Y","Y","Y","HZEFJ1HC","OST  ","Y","Y","2020-08-26 15:28:40","2020-08-26 15:28:40","CMARTILL","CMARTILL","CG852"
"HZEFJ55K","Y","AUSYD","Y","Y","Y","HZEFJ55J","LRP  ","Y","Y","2020-08-26 16:47:24","2020-08-26 16:47:24","CMARTILL","CMARTILL",""
"HZEFJ9H6","Y","NLAMS","Y","Y","Y","HZEFJ9H5","OST  ","Y","Y","2020-08-26 18:22:33","2020-08-26 18:22:33","CMARTILL","CMARTILL","CG852"
"HZEFJ9SU","Y","NLAMS","Y","Y","Y","HZEFJ9ST","OST  ","Y","Y","2020-08-26 18:28:51","2020-08-26 18:28:51","CMARTILL","CMARTILL","CG852"
"HZEFJAAZ","Y","NLAMS","Y","Y","Y","HZEFJAAY","OST  ","Y","Y","2020-08-26 18:39:38","2020-08-26 18:39:38","CMARTILL","CMARTILL","CG852"
"I-EI254S","Y","AUSYD","Y","Y","Y","I-EI254R","OST  ","Y","Y","2020-10-14 19:54:41","2020-10-14 19:54:41","SMANZANO","SMANZANO","CG852"
"I1EI2754","Y","NLAMS","Y","Y","Y","I1EI2752","DEA  ","Y","Y","2020-10-14 19:50:51","2020-10-14 19:50:51","CESSINP1","CESSINP1","CG852"
"I1EI275Z","Y","AUSYD","Y","Y","Y","I1EI2752","DEA  ","Y","Y","2020-10-14 19:58:01","2020-10-14 19:58:01","CESSINP1","CESSINP1","CG852"
"I1EI2760","Y","GBLON","Y","Y","Y","I1EI2752","DEA  ","Y","Y","2020-10-14 19:58:28","2020-10-14 19:58:28","CESSINP1","CESSINP1","CG852"
"I1EI2761","Y","NOOSL","Y","Y","Y","I1EI2752","DEA  ","Y","Y","2020-10-14 19:59:19","2020-10-14 19:59:19","CESSINP1","CESSINP1","CG852"
"I1EI2762","Y","USNYC","Y","Y","Y","I1EI2752","DEA  ","Y","Y","2020-10-14 19:59:45","2020-10-14 19:59:45","CESSINP1","CESSINP1","CG852"
"I1EI277V","Y","NLAMS","Y","Y","Y","I1EI277T","DEA  ","Y","Y","2020-10-14 20:21:08","2020-10-14 20:21:08","CESSINP1","CESSINP1","CG852"
"I1EI278Q","Y","AUSYD","Y","Y","Y","I1EI277T","DEA  ","Y","Y","2020-10-14 20:28:54","2020-10-14 20:28:54","CESSINP1","CESSINP1","CG852"
"I1EI278R","Y","GBLON","Y","Y","Y","I1EI277T","DEA  ","Y","Y","2020-10-14 20:29:23","2020-10-14 20:29:23","CESSINP1","CESSINP1","CG852"
"I1EI278S","Y","NOOSL","Y","Y","Y","I1EI277T","DEA  ","Y","Y","2020-10-14 20:30:19","2020-10-14 20:30:19","CESSINP1","CESSINP1","CG852"
"I1EI278T","Y","USNYC","Y","Y","Y","I1EI277T","DEA  ","Y","Y","2020-10-14 20:30:48","2020-10-14 20:30:48","CESSINP1","CESSINP1","CG852"
"I2EI24U8","Y","AUSYD","Y","Y","Y","I2EI24U7","OST  ","Y","Y","2020-10-14 19:48:58","2020-10-14 19:48:58","JAQUITAN","JAQUITAN","CG852"
"I5EI25PM","Y","AUSYD","Y","Y","Y","I5EI25PL","OST  ","Y","Y","2020-10-14 19:58:28","2020-10-14 19:58:28","JAQUITAN","JAQUITAN","CG852"
"I6EI23LW","Y","NLAMS","Y","Y","Y","I6EI23LV","OST  ","Y","Y","2020-10-14 19:41:46","2020-10-14 19:41:46","SMANZANO","SMANZANO","CG852"
"IHEFMJGV","Y","NLAMS","Y","Y","Y","IHEFMJGU","LRP  ","Y","Y","2020-08-28 10:17:48","2020-08-28 10:17:48","LIQUSR05","LIQUSR05","CG852"
"IHEFMJJ9","Y","NLAMS","Y","Y","Y","IHEFMJJ8","OST  ","Y","Y","2020-08-28 10:20:23","2020-08-28 10:20:23","LIQUSR05","LIQUSR05","CG852"
"IHEFMJRB","Y","NLAMS","Y","Y","Y","IHEFMJRA","LRP  ","Y","Y","2020-08-28 10:43:07","2020-08-28 10:43:07","LIQUSR05","LIQUSR05","CG852"
"IHEFMJUC","Y","NLAMS","Y","Y","Y","IHEFMJUB","OST  ","Y","Y","2020-08-28 10:46:11","2020-08-28 10:46:11","LIQUSR05","LIQUSR05","CG852"
"IHEFMKVY","Y","NLAMS","Y","Y","Y","IHEFMKVX","LRP  ","Y","Y","2020-08-28 11:20:20","2020-08-28 11:20:20","LIQUSR05","LIQUSR05","CG852"
"IHEFMKYB","Y","NLAMS","Y","Y","Y","IHEFMKYA","OST  ","Y","Y","2020-08-28 11:22:50","2020-08-28 11:22:50","LIQUSR05","LIQUSR05","CG852"
"IKEI21Q2","Y","AUSYD","Y","Y","Y","IKEI21Q1","OST  ","Y","Y","2020-10-14 18:48:59","2020-10-14 18:48:59","SMANZANO","SMANZANO","CG852"
"IKEI21VF","Y","AUSYD","Y","Y","Y","IKEI21VE","OST  ","Y","Y","2020-10-14 19:00:14","2020-10-14 19:00:14","SMANZANO","SMANZANO","CG852"
"IREFMCOI","Y","NLAMS","Y","Y","Y","IREFMCO3","DEA  ","Y","Y","2020-08-28 10:24:14","2020-08-28 10:24:14","SMANZANO","SMANZANO","CG852"
"IVEJ8DJP","Y","NLAMS","Y","Y","Y","IVEJ8DJO","OST  ","Y","Y","2020-11-06 16:46:56","2020-11-06 16:46:56","B116594 ","B116594 ","CG852"
"IXEIGRR5","Y","NLAMS","Y","Y","Y","IXEIGRR4","OST  ","Y","Y","2020-10-22 18:52:38","2020-10-22 18:52:38","A116594 ","A116594 ","CG852"
"J!EFFAZP","Y","NLAMS","Y","Y","Y","J!EFFAZO","LRP  ","Y","Y","2020-08-24 11:56:32","2020-08-24 11:56:32","LIQUSR05","LIQUSR05","CG852"
"J!EFFB22","Y","NLAMS","Y","Y","Y","J!EFFB21","OST  ","Y","Y","2020-08-24 12:20:43","2020-08-24 12:20:43","LIQUSR05","LIQUSR05","CG852"
"J+EFFDRN","Y","NLAMS","Y","Y","Y","J+EFFDRM","LRP  ","Y","Y","2020-08-24 14:01:00","2020-08-24 14:01:00","LIQUSR05","LIQUSR05","CG852"
"J+EFFDUM","Y","NLAMS","Y","Y","Y","J+EFFDUL","OST  ","Y","Y","2020-08-24 14:04:13","2020-08-24 14:04:13","LIQUSR05","LIQUSR05","CG852"
"J+EFFE2D","Y","NLAMS","Y","Y","Y","J+EFFE2C","LRP  ","Y","Y","2020-08-24 14:09:18","2020-08-24 14:09:18","LIQUSR05","LIQUSR05","CG852"
"J+EFFE7A","Y","NLAMS","Y","Y","Y","J+EFFE78","OST  ","Y","Y","2020-08-24 14:13:01","2020-08-24 14:13:01","LIQUSR05","LIQUSR05","CG852"
"J+EFFEKU","Y","NLAMS","Y","Y","Y","J+EFFEKT","LRP  ","Y","Y","2020-08-24 14:20:38","2020-08-24 14:20:38","LIQUSR05","LIQUSR05","CG852"
"J+EFFES8","Y","NLAMS","Y","Y","Y","J+EFFES6","OST  ","Y","Y","2020-08-24 14:25:28","2020-08-24 14:25:28","LIQUSR05","LIQUSR05","CG852"
"JIEHZR6W","Y","NLAMS","Y","Y","Y","JIEHZR6V","OST  ","Y","Y","2020-10-13 09:37:57","2020-10-13 09:37:57","LIQUSR05","LIQUSR05","CG852"
"JLEFFB51","Y","NLAMS","Y","Y","Y","JLEFFB50","OST  ","Y","Y","2020-08-24 13:13:13","2020-08-24 13:13:13","LIQUSR03","LIQUSR03","CG852"
"K1EG6O94","Y","NLAMS","Y","Y","Y","K1EG6O8V","OST  ","Y","Y","2020-09-08 09:48:37","2020-09-08 09:48:37","SMANZANO","SMANZANO","CG852"
"K1EG6P9W","Y","NLAMS","Y","Y","Y","K1EG6P9T","OST  ","Y","Y","2020-09-08 10:13:26","2020-09-08 10:13:26","SMANZANO","SMANZANO","CG852"
"K2EG6TLH","Y","NLAMS","Y","Y","Y","K2EG6TLG","OST  ","Y","Y","2020-09-08 11:43:00","2020-09-08 11:43:00","CMARTILL","CMARTILL","CG852"
"KIEGPC1T","Y","NLAMS","Y","Y","Y","KIEGPC1S","LRP  ","Y","Y","2020-09-18 10:13:24","2020-09-18 10:13:24","SMANZANO","SMANZANO","CG852"
"KIEGPC53","Y","NLAMS","Y","Y","Y","KIEGPC52","OST  ","Y","Y","2020-09-18 10:15:08","2020-09-18 10:15:08","SMANZANO","SMANZANO","CG852"
"KIEGPCDQ","Y","NLAMS","Y","Y","Y","KIEGPCDP","OST  ","Y","Y","2020-09-18 10:17:13","2020-09-18 10:17:13","SMANZANO","SMANZANO","CG852"
"KLEG6TZ2","Y","NLAMS","Y","Y","Y","KLEG6TZ1","OST  ","Y","Y","2020-09-08 10:22:27","2020-09-08 10:22:27","JAQUITAN","JAQUITAN","CG852"
"KREG5NDI","Y","NLAMS","Y","Y","Y","KREG5NDH","LRP  ","Y","Y","2020-09-07 19:32:20","2020-09-07 19:32:20","SMANZANO","SMANZANO","CG852"
"KREG5NFR","Y","NLAMS","Y","Y","Y","KREG5NFQ","LRP  ","Y","Y","2020-09-07 19:37:40","2020-09-07 19:37:40","SMANZANO","SMANZANO","CG852"
"KREG5NHQ","Y","NLAMS","Y","Y","Y","KREG5NHP","OST  ","Y","Y","2020-09-07 19:40:41","2020-09-07 19:40:41","SMANZANO","SMANZANO","CG852"
"L)EHP0DX","Y","NLAMS","Y","Y","Y","L)EHP0DW","LRP  ","Y","Y","2020-10-07 17:15:17","2020-10-07 17:15:17","RPTSUP01","RPTSUP01",""
"L)EHP0FF","Y","NLAMS","Y","Y","Y","L)EHP0FE","LRP  ","Y","Y","2020-10-07 17:18:23","2020-10-07 17:18:23","RPTSUP01","RPTSUP01",""
"L)EHP0ZL","Y","NLAMS","Y","Y","Y","L)EHP0ZK","LRP  ","Y","Y","2020-10-07 17:36:33","2020-10-07 17:36:33","RPTSUP01","RPTSUP01","CG852"
"L)EHP11U","Y","NLAMS","Y","Y","Y","L)EHP11T","OST  ","Y","Y","2020-10-07 17:38:02","2020-10-07 17:38:02","RPTSUP01","RPTSUP01","CG852"
"L*EGNKLP","Y","NLAMS","Y","Y","Y","L*EGNKLO","OST  ","Y","Y","2020-09-17 12:48:52","2020-09-17 12:48:52","CMARTILL","CMARTILL","CG852"
"L*EGNLMO","Y","NLAMS","Y","Y","Y","L*EGNLMN","OST  ","Y","Y","2020-09-17 13:07:47","2020-09-17 13:07:47","CMARTILL","CMARTILL","CG852"
"L*EGNM1E","Y","NLAMS","Y","Y","Y","L*EGNM1D","OST  ","Y","Y","2020-09-17 13:13:05","2020-09-17 13:13:05","CMARTILL","CMARTILL","CG852"
"L*EGNMFO","Y","NLAMS","Y","Y","Y","L*EGNMFN","OST  ","Y","Y","2020-09-17 13:17:37","2020-09-17 13:17:37","CMARTILL","CMARTILL","CG852"
"LCEFY008","Y","NLAMS","Y","Y","Y","LCEFY007","OST  ","Y","Y","2020-09-03 16:32:03","2020-09-03 16:32:03","CMARTILL","CMARTILL","CG852"
"LVEGNF9J","Y","NLAMS","Y","Y","Y","LVEGNF9I","OST  ","Y","Y","2020-09-17 09:20:18","2020-09-17 09:20:18","SMANZANO","SMANZANO","CG852"
"MWEFINF2","Y","NLAMS","Y","Y","Y","MWEFINF0","OST  ","Y","Y","2020-08-26 10:26:56","2020-08-26 10:26:56","SMANZANO","SMANZANO","CG852"
"N#EJUIKZ","Y","AUSYD","Y","Y","Y","N#EJUIKY","OST  ","Y","Y","2020-11-18 13:03:22","2020-11-18 13:03:22","CMARTILL","CMARTILL","CG852"
"N$EHN5Q7","Y","NLAMS","Y","Y","Y","N$EHN5Q6","LRP  ","Y","Y","2020-10-06 18:03:03","2020-10-06 18:03:03","CMARTILL","CMARTILL","CG852"
"N$EHN5XN","Y","NLAMS","Y","Y","Y","N$EHN5XM","OST  ","Y","Y","2020-10-06 18:07:00","2020-10-06 18:07:00","CMARTILL","CMARTILL","CG852"
"N$EHN65E","Y","NLAMS","Y","Y","Y","N$EHN65D","LRP  ","Y","Y","2020-10-06 18:10:42","2020-10-06 18:10:42","CMARTILL","CMARTILL","CG852"
"N$EHN6FC","Y","NLAMS","Y","Y","Y","N$EHN6FB","OST  ","Y","Y","2020-10-06 18:15:49","2020-10-06 18:15:49","CMARTILL","CMARTILL","CG852"
"N$EHN6P5","Y","NLAMS","Y","Y","Y","N$EHN6P4","LRP  ","Y","Y","2020-10-06 18:22:56","2020-10-06 18:22:56","CMARTILL","CMARTILL","CG852"
"N$EHN6TD","Y","NLAMS","Y","Y","Y","N$EHN6TC","OST  ","Y","Y","2020-10-06 18:27:31","2020-10-06 18:27:31","CMARTILL","CMARTILL","CG852"
"NJEHN9CS","Y","NLAMS","Y","Y","Y","NJEHN9CR","OST  ","Y","Y","2020-10-06 19:22:01","2020-10-06 19:22:01","LIQUSR03","LIQUSR03","CG852"
"NPEFL5X2","Y","AUSYD","Y","Y","Y","NPEFL5X1","LRP  ","Y","Y","2020-08-27 17:42:53","2020-08-27 17:42:53","DJRHINPT","DJRHINPT",""
"NPEFL5X3","Y","USNYC","Y","Y","Y","NPEFL5X1","LRP  ","Y","Y","2020-08-27 17:42:53","2020-08-27 17:42:53","DJRHINPT","DJRHINPT",""
"O#EIBD82","Y","NLAMS","Y","Y","Y","O#EIBD80","DEA  ","Y","Y","2020-10-19 18:46:40","2020-10-19 18:46:40","CESSINP1","CESSINP1","CG852"
"O#EIBD8X","Y","AUSYD","Y","Y","Y","O#EIBD80","DEA  ","Y","Y","2020-10-19 18:52:09","2020-10-19 18:52:09","CESSINP1","CESSINP1","CG852"
"O#EIBD8Y","Y","GBLON","Y","Y","Y","O#EIBD80","DEA  ","Y","Y","2020-10-19 18:52:34","2020-10-19 18:52:34","CESSINP1","CESSINP1","CG852"
"O#EIBD8Z","Y","NOOSL","Y","Y","Y","O#EIBD80","DEA  ","Y","Y","2020-10-19 18:53:25","2020-10-19 18:53:25","CESSINP1","CESSINP1","CG852"
"O#EIBD90","Y","USNYC","Y","Y","Y","O#EIBD80","DEA  ","Y","Y","2020-10-19 18:53:53","2020-10-19 18:53:53","CESSINP1","CESSINP1","CG852"
"OCEGCG79","Y","NLAMS","Y","Y","Y","OCEGCG78","OST  ","Y","Y","2020-09-11 12:42:22","2020-09-11 12:42:22","SMANZANO","SMANZANO","CG852"
"OCEGCH23","Y","NLAMS","Y","Y","Y","OCEGCH22","OST  ","Y","Y","2020-09-11 13:04:37","2020-09-11 13:04:37","SMANZANO","SMANZANO","CG852"
"OGEGCLGC","Y","NLAMS","Y","Y","Y","OGEGCLGB","OST  ","Y","Y","2020-09-11 13:20:59","2020-09-11 13:20:59","JAQUITAN","JAQUITAN","CG852"
"OSEGCH4D","Y","NLAMS","Y","Y","Y","OSEGCH4C","OST  ","Y","Y","2020-09-11 12:15:44","2020-09-11 12:15:44","JAQUITAN","JAQUITAN","CG852"
"OWEGCGLF","Y","AUSYD","Y","Y","Y","OWEGCGLE","OST  ","Y","Y","2020-09-11 11:56:57","2020-09-11 11:56:57","CMARTILL","CMARTILL","CG852"
"OWEGCGRB","Y","AUSYD","Y","Y","Y","OWEGCGRA","OST  ","Y","Y","2020-09-11 12:04:28","2020-09-11 12:04:28","CMARTILL","CMARTILL","CG852"
"OWEGCGX5","Y","AUSYD","Y","Y","Y","OWEGCGX4","OST  ","Y","Y","2020-09-11 12:11:32","2020-09-11 12:11:32","CMARTILL","CMARTILL","CG852"
"OWEGCHFS","Y","AUSYD","Y","Y","Y","OWEGCHFR","OST  ","Y","Y","2020-09-11 12:25:31","2020-09-11 12:25:31","CMARTILL","CMARTILL","CG852"
"P!EGO46O","Y","NLAMS","Y","Y","Y","P!EGO46N","LRP  ","Y","Y","2020-09-17 18:37:10","2020-09-17 18:37:10","SMANZANO","SMANZANO","CG852"
"P!EGO49S","Y","NLAMS","Y","Y","Y","P!EGO49R","LRP  ","Y","Y","2020-09-17 18:40:33","2020-09-17 18:40:33","SMANZANO","SMANZANO","CG852"
"P!EGO4DB","Y","NLAMS","Y","Y","Y","P!EGO4DA","LRP  ","Y","Y","2020-09-17 18:45:52","2020-09-17 18:45:52","SMANZANO","SMANZANO","CG852"
"P!EGO4FU","Y","NLAMS","Y","Y","Y","P!EGO4FT","OST  ","Y","Y","2020-09-17 18:56:02","2020-09-17 18:56:02","SMANZANO","SMANZANO","CG852"
"P!EGO4Q6","Y","NLAMS","Y","Y","Y","P!EGO4Q5","OST  ","Y","Y","2020-09-17 18:58:18","2020-09-17 18:58:18","SMANZANO","SMANZANO","CG852"
"P!EGO4Z6","Y","NLAMS","Y","Y","Y","P!EGO4Z5","LRP  ","Y","Y","2020-09-17 19:01:45","2020-09-17 19:01:45","SMANZANO","SMANZANO","CG852"
"P!EGO52I","Y","NLAMS","Y","Y","Y","P!EGO52H","OST  ","Y","Y","2020-09-17 19:07:03","2020-09-17 19:07:03","SMANZANO","SMANZANO","CG852"
"P!EGO5B2","Y","NLAMS","Y","Y","Y","P!EGO5B1","OST  ","Y","Y","2020-09-17 19:10:49","2020-09-17 19:10:49","SMANZANO","SMANZANO","CG852"
"P3EGO6VK","Y","NLAMS","Y","Y","Y","P3EGO6VJ","OST  ","Y","Y","2020-09-17 19:18:18","2020-09-17 19:18:18","JAQUITAN","JAQUITAN","CG852"
"PHEGO8R2","Y","NLAMS","Y","Y","Y","PHEGO8R1","OST  ","Y","Y","2020-09-17 19:32:09","2020-09-17 19:32:09","JAQUITAN","JAQUITAN","CG852"
"Q)EI3K3I","Y","NLAMS","Y","Y","Y","Q)EI3K3H","OST  ","Y","Y","2020-10-15 12:47:06","2020-10-15 12:47:06","LIQAPCP3","LIQAPCP3","CG852"
"Q+EDKVDT","Y","NLAMS","Y","Y","Y","Q+EDKVCZ","DEA  ","Y","Y","2020-07-19 17:36:12","2020-07-19 17:36:12","FJUSRAM ","FJUSRAM ","CG852"
"Q+EDKVDU","Y","AUSYD","Y","Y","Y","Q+EDKVCZ","DEA  ","Y","Y","2020-07-19 17:36:27","2020-07-19 17:36:27","FJUSRAM ","FJUSRAM ","CG852"
"Q-EH8CKF","Y","NLAMS","Y","Y","Y","Q-EH8CKE","OST  ","Y","Y","2020-09-28 15:17:26","2020-09-28 15:17:26","LIQUSR05","LIQUSR05","CG852"
"Q.EJEGLL","Y","NLAMS","Y","Y","Y","Q.EJEGLJ","DEA  ","Y","Y","2020-11-09 21:42:55","2020-11-09 21:42:55","CESSINP1","CESSINP1","CG852"
"Q.EJEGMG","Y","AUSYD","Y","Y","Y","Q.EJEGLJ","DEA  ","Y","Y","2020-11-09 21:48:37","2020-11-09 21:48:37","CESSINP1","CESSINP1","CG852"
"Q.EJEGMH","Y","GBLON","Y","Y","Y","Q.EJEGLJ","DEA  ","Y","Y","2020-11-09 21:49:07","2020-11-09 21:49:07","CESSINP1","CESSINP1","CG852"
"Q.EJEGMI","Y","NOOSL","Y","Y","Y","Q.EJEGLJ","DEA  ","Y","Y","2020-11-09 21:50:07","2020-11-09 21:50:07","CESSINP1","CESSINP1","CG852"
"Q.EJEGMJ","Y","USNYC","Y","Y","Y","Q.EJEGLJ","DEA  ","Y","Y","2020-11-09 21:50:38","2020-11-09 21:50:38","CESSINP1","CESSINP1","CG852"
"Q=EFW8J6","Y","AUSYD","Y","Y","Y","Q=EFW8J5","LRP  ","Y","Y","2020-09-02 17:22:02","2020-09-02 17:22:02","DJRHINPT","DJRHINPT",""
"Q=EFW8J7","Y","USNYC","Y","Y","Y","Q=EFW8J5","LRP  ","Y","Y","2020-09-02 17:22:02","2020-09-02 17:22:02","DJRHINPT","DJRHINPT",""
"Q=EI3KRC","Y","NLAMS","Y","Y","Y","Q=EI3KRB","LRP  ","Y","Y","2020-10-15 13:36:31","2020-10-15 13:36:31","LIQUSR03","LIQUSR03","CG852"
"Q=EI3KXT","Y","NLAMS","Y","Y","Y","Q=EI3KXS","OST  ","Y","Y","2020-10-15 13:38:09","2020-10-15 13:38:09","LIQUSR03","LIQUSR03","CG852"
"Q?EH8BEJ","Y","NLAMS","Y","Y","Y","Q?EH8BEI","OST  ","Y","Y","2020-09-28 14:25:17","2020-09-28 14:25:17","LIQUSR05","LIQUSR05","CG852"
"QJEI3KKI","Y","NLAMS","Y","Y","Y","QJEI3KKH","OST  ","Y","Y","2020-10-15 12:49:30","2020-10-15 12:49:30","LIQUSR03","LIQUSR03","CG852"
"QKEH83US","Y","NLAMS","Y","Y","Y","QKEH83UQ","OST  ","Y","Y","2020-09-28 12:58:14","2020-09-28 12:58:14","LIQUSR05","LIQUSR05","CG852"
"QKEI3HZA","Y","NLAMS","Y","Y","Y","QKEI3HZ9","OST  ","Y","Y","2020-10-15 12:22:51","2020-10-15 12:22:51","LIQAPCP3","LIQAPCP3","CG852"
"QNEFW8IO","Y","NLAMS","Y","Y","Y","QNEFW8IN","OST  ","Y","Y","2020-09-02 18:32:38","2020-09-02 18:32:38","SMANZANO","SMANZANO","CG852"
"QWEH86Y1","Y","NLAMS","Y","Y","Y","QWEH86Y0","OST  ","Y","Y","2020-09-28 13:47:07","2020-09-28 13:47:07","LIQUSR05","LIQUSR05","CG852"
"QYEI3KXZ","Y","NLAMS","Y","Y","Y","QYEI3KXW","OST  ","Y","Y","2020-10-15 14:56:38","2020-10-15 14:56:38","SMANZANO","SMANZANO","CG852"
"RZEFHIPI","Y","NLAMS","Y","Y","Y","RZEFHIPH","OST  ","Y","Y","2020-08-25 19:12:12","2020-08-25 19:12:12","SMANZANO","SMANZANO","CG852"
"S!EFKY0U","Y","NLAMS","Y","Y","Y","S!EFKY0T","OST  ","Y","Y","2020-08-27 15:18:39","2020-08-27 15:18:39","SMANZANO","SMANZANO","CG852"
"S#EESVQ0","Y","AUSYD","Y","Y","Y","S#EESVPY","DEA  ","Y","Y","2020-08-12 11:30:26","2020-08-12 11:30:26","CMARTILL","CMARTILL","CG852"
"S)EI1XRH","Y","NLAMS","Y","Y","Y","S)EI1XRG","OST  ","Y","Y","2020-10-14 15:46:49","2020-10-14 15:46:49","LIQUSR03","LIQUSR03","CG852"
"S+EJ6GW4","Y","AUSYD","Y","Y","Y","S+EJ6GW3","CDECH","Y","Y","2020-11-05 17:12:46","2020-11-05 17:12:46","LOANIQ01","LOANIQ01",""
"S+EJ6GW5","Y","AUSYD","Y","Y","Y","S+EJ6GW2","GTR  ","Y","Y","2020-11-05 17:12:46","2020-11-05 17:12:46","LOANIQ01","LOANIQ01",""
"S3EI20GZ","Y","AUSYD","Y","Y","Y","S3EI20GY","OST  ","Y","Y","2020-10-14 15:31:10","2020-10-14 15:31:10","SMANZANO","SMANZANO","CG852"
"SAEFKYJS","Y","AUSYD","Y","Y","Y","SAEFKYJR","LRP  ","Y","Y","2020-08-27 15:04:55","2020-08-27 15:04:55","DJRHINPT","DJRHINPT",""
"SAEFKYJT","Y","USNYC","Y","Y","Y","SAEFKYJR","LRP  ","Y","Y","2020-08-27 15:04:55","2020-08-27 15:04:55","DJRHINPT","DJRHINPT",""
"SDEBZ23L","Y","NLAMS","Y","Y","Y","SDEBZ23K","OST  ","Y","Y","2020-06-18 12:03:29","2020-06-18 12:03:29","RPTINPAM","RPTINPAM","CG852"
"SHEBZ0E1","Y","NLAMS","Y","Y","Y","SHEBZ0E0","OST  ","Y","Y","2020-06-18 11:42:53","2020-06-18 11:42:53","RPTINPAM","RPTINPAM","CG852"
"SJEBYUH6","Y","NLAMS","Y","Y","Y","SJEBYUH5","OST  ","Y","Y","2020-06-18 10:05:49","2020-06-18 10:05:49","RPTINPAM","RPTINPAM","CG852"
"SREBYXUO","Y","NLAMS","Y","Y","Y","SREBYXUN","OST  ","Y","Y","2020-06-18 11:19:59","2020-06-18 11:19:59","RPTINPAM","RPTINPAM","CG852"
"STEI1SBS","Y","AUSYD","Y","Y","Y","STEI1SBR","OST  ","Y","Y","2020-10-14 15:33:26","2020-10-14 15:33:26","JAQUITAN","JAQUITAN","CG852"
"SUEBXL0K","Y","NLAMS","Y","Y","Y","SUEBXL0I","DEA  ","Y","Y","2020-06-17 17:36:54","2020-06-17 17:36:54","RPTINPAM","RPTINPAM","CG852"
"T@EHY3MM","Y","NLAMS","Y","Y","Y","T@EHY3MK","DEA  ","Y","Y","2020-10-12 15:46:03","2020-10-12 15:46:03","CESSINP1","CESSINP1","CG852"
"T@EHY3SQ","Y","AUSYD","Y","Y","Y","T@EHY3MK","DEA  ","Y","Y","2020-10-12 15:53:35","2020-10-12 15:53:35","CESSINP1","CESSINP1","CG852"
"T@EHY3TI","Y","GBLON","Y","Y","Y","T@EHY3MK","DEA  ","Y","Y","2020-10-12 15:54:03","2020-10-12 15:54:03","CESSINP1","CESSINP1","CG852"
"T@EHY3UZ","Y","NOOSL","Y","Y","Y","T@EHY3MK","DEA  ","Y","Y","2020-10-12 15:54:55","2020-10-12 15:54:55","CESSINP1","CESSINP1","CG852"
"T@EHY3VQ","Y","USNYC","Y","Y","Y","T@EHY3MK","DEA  ","Y","Y","2020-10-12 15:55:23","2020-10-12 15:55:23","CESSINP1","CESSINP1","CG852"
"TAEHY1D4","Y","NLAMS","Y","Y","Y","TAEHY1D2","DEA  ","Y","Y","2020-10-12 14:58:32","2020-10-12 14:58:32","CESSINP1","CESSINP1","CG852"
"TREHY7Q0","Y","NLAMS","Y","Y","Y","TREHY7PZ","OST  ","Y","Y","2020-10-12 15:46:24","2020-10-12 15:46:24","LIQUSR03","LIQUSR03","CG852"
"TZEHY292","Y","NLAMS","Y","Y","Y","TZEHY290","DEA  ","Y","Y","2020-10-12 15:16:37","2020-10-12 15:16:37","CESSINP1","CESSINP1","CG852"
"UKEG6TAX","Y","NLAMS","Y","Y","Y","UKEG6TAW","OST  ","Y","Y","2020-09-08 11:36:41","2020-09-08 11:36:41","SMANZANO","SMANZANO","CG852"
