"IMT_RID_IMT_OUT","IMT_CDE_MSG_TYPE","IMT_RID_OWNER","IMT_CDE_OWNER_TYPE","IMT_RID_CASHFLOW","IMT_CDE_CURRENCY","IMT_AMT_OUT_TOT","IMT_TSP_REC_CREATE","IMT_TSP_REC_UPDATE","IMT_UID_REC_CREATE","IMT_UID_REC_UPDATE","IMT_CDE_INST_CODE","IMT_TXT_REG_REF","IMT_TXT_ADD_INFO","IMT_TSP_ITEM_SENT","IMT_DTE_BUSINESS","IMT_DTE_VALUE_DATE","IMT_PID_DEAL","IMT_PID_FACILITY","IMT_NUM_SEQUENCE","IMT_CDE_QUEUE_STAT","IMT_CDE_BRANCH","IMT_CDE_SERVICE","IMT_CDE_DTLS_CHGES","IMT_IND_SDAY_FUNDS","IMT_CDE_BNK_OP","IMT_TXT_ADD_PARTY","IMT_TXT_PAYMT_DTLS","IMT_TXT_SDR_RVR_TX","IMT_DSC_NARRATIVE","IMT_TXT_UETR_CDE"
"OTEGUS7T","MT103","FIEGPMW3","MAT  ","9-EGPNYG","NZD","1400","2020-09-21 09:55:18","2020-09-21 09:55:18","LIQAPCP3","LIQAPCP3","     ","                                   ","                              ","","2020-06-30 00:00:00","2020-06-30 00:00:00","Y5EFF54H","Y5EFF559","","PEND ","CG852","MANL ","BEN  ","","SPAY "," "," "," "," ","9aa1ac57-b999-4018-8592-79c1712e99d4"
"OTEGUSA2","MT202","FIEGPMYE","MAT  ","FIEGPMZJ","SEK","1500","2020-09-21 09:55:31","2020-09-21 09:55:31","LIQAPCP3","LIQAPCP3","     ","                                   ","                              ","","2020-06-30 00:00:00","2020-06-30 00:00:00","Y5EFF54H","Y5EFF559","","PEND ","CG852","MANL ","     ","","     "," "," "," "," ","dc04ea62-9d57-4c12-a230-91f5ce55ae27"
"OTEGUS9W","MT103","FIEGPMYE","MAT  ","FIEGPMZJ","SEK","1500","2020-09-21 09:55:31","2020-09-21 09:55:31","LIQAPCP3","LIQAPCP3","     ","                                   ","                              ","","2020-06-30 00:00:00","2020-06-30 00:00:00","Y5EFF54H","Y5EFF559","","PEND ","CG852","MANL ","BEN  ","","SPAY "," "," "," "," ","dc04ea62-9d57-4c12-a230-91f5ce55ae27"
"OTEGUSBZ","MT103","FIEGPN0T","MAT  ","9-EGPO0R","SGD","1400","2020-09-21 09:55:42","2020-09-21 09:55:42","LIQAPCP3","LIQAPCP3","     ","                                   ","                              ","","2020-06-30 00:00:00","2020-06-30 00:00:00","Y5EFF54H","Y5EFF559","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","180a9d4b-b1f1-4439-99b5-a4ed9d8532a5"
"OTEGUSDY","MT103","FIEGPN3M","MAT  ","FIEGPN4X","THB","1600","2020-09-21 09:55:59","2020-09-21 09:55:59","LIQAPCP3","LIQAPCP3","     ","                                   ","                              ","","2020-06-30 00:00:00","2020-06-30 00:00:00","Y5EFF54H","Y5EFF559","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","990fa05f-a91b-40d1-94f6-995719ba48b1"
"OTEGUSFX","MT103","FIEGPN67","MAT  ","FIEGPN79","ZAR","1700","2020-09-21 09:56:10","2020-09-21 09:56:10","LIQAPCP3","LIQAPCP3","     ","                                   ","                              ","","2020-06-30 00:00:00","2020-06-30 00:00:00","Y5EFF54H","Y5EFF559","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","1f31d504-1fd7-47b0-b039-c48fb49abd00"
"OJEGUSQW","MT210","OEEGUSBK","EFP  ","OEEGUSD8","EUR","1000","2020-09-21 10:19:47","2020-09-21 10:19:47","JANICEA1","JANICEA1","     ","                                   ","                              ","","2020-06-30 00:00:00","2020-06-30 00:00:00","9ZEF82FK","9ZEF82GL","","PEND ","CG852","MANL ","BEN  ","","     "," "," "," "," ",""
"JYEGUYRH","MT210","JOEGUYBE","EFP  ","JOEGUYD2","EUR","1000","2020-09-21 12:21:44","2020-09-21 12:21:44","JANICEA1","JANICEA1","     ","                                   ","                              ","","2020-07-01 00:00:00","2020-07-01 00:00:00","9ZEF82FK","9ZEF82GL","","PEND ","CG852","MANL ","BEN  ","","     "," "," "," "," ",""
"@4EGVD71","MT210","(.EGVD1K","IDE  ","(.EGVD8A","EUR","200000","2020-09-21 16:25:27","2020-09-21 16:25:27","LIQAPCP3","LIQAPCP3","     ","                                   ","                              ","","2020-07-02 00:00:00","2020-07-02 00:00:00","Y5EFF54H","NONE    ","","PEND ","CG852","MANL ","BEN  ","","     "," "," "," "," ",""
"CQEGWUAK","MT103","CBEGWTIL","PCP  ","CBEGWTLG","EUR","10256.6","2020-09-22 12:42:44","2020-09-22 12:42:44","MANZANOM","MANZANOM","     ","                                   ","                              ","","2020-07-03 00:00:00","2020-07-03 00:00:00","YZEFEWH5","NONE    ","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","60041f46-7f17-406a-92f8-113a86e4127c"
"CQEGWUAQ","MT202","CBEGWTIL","PCP  ","CBEGWTLG","EUR","10256.6","2020-09-22 12:42:44","2020-09-22 12:42:44","MANZANOM","MANZANOM","     ","                                   ","                              ","","2020-07-03 00:00:00","2020-07-03 00:00:00","YZEFEWH5","NONE    ","","PEND ","CG852","MANL ","     ","","     "," "," "," "," ","60041f46-7f17-406a-92f8-113a86e4127c"
"WHEGYSP6","MT202","W;EGYS26","OTR  ","W;EGYS49","EUR","100","2020-09-23 15:27:23","2020-09-23 15:27:23","A116594 ","A116594 ","     ","                                   ","                              ","","2020-07-07 00:00:00","2020-07-07 00:00:00","3.EFFDYP","3.EFFDZL","","PEND ","CG852","MANL ","     ","","     "," "," "," "," ","0466f95e-a52e-4ca7-96a3-2abda328c885"
"WHEGYSP0","MT103","W;EGYS26","OTR  ","W;EGYS49","EUR","100","2020-09-23 15:27:23","2020-09-23 15:27:23","A116594 ","A116594 ","     ","                                   ","                              ","","2020-07-07 00:00:00","2020-07-07 00:00:00","3.EFFDYP","3.EFFDZL","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","0466f95e-a52e-4ca7-96a3-2abda328c885"
"WHEGYSQK","MT202","W;EGYS26","OTR  ","WHEGYSPM","EUR","100","2020-09-23 15:28:56","2020-09-23 15:28:56","A116594 ","A116594 ","     ","                                   ","                              ","","2020-07-07 00:00:00","2020-07-07 00:00:00","3.EFFDYP","3.EFFDZL","","PEND ","CG852","MANL ","     ","","     "," "," "," "," ","3b674cc3-0644-48ae-bb09-03ca7101fa15"
"WHEGYSQE","MT103","W;EGYS26","OTR  ","WHEGYSPM","EUR","100","2020-09-23 15:28:56","2020-09-23 15:28:56","A116594 ","A116594 ","     ","                                   ","                              ","","2020-07-07 00:00:00","2020-07-07 00:00:00","3.EFFDYP","3.EFFDZL","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","3b674cc3-0644-48ae-bb09-03ca7101fa15"
"H#EGYZPG","MT202","W1EGYT8O","OTR  ","W1EGYTAR","EUR","100","2020-09-23 18:13:39","2020-09-23 18:13:39","B116594 ","B116594 ","     ","                                   ","                              ","","2020-07-07 00:00:00","2020-07-07 00:00:00","3.EFFDYP","3.EFFDZL","","PEND ","CG852","MANL ","     ","","     "," "," "," "," ","24f9f3e9-1549-4406-aceb-6ebc433d1283"
"H#EGYZPA","MT103","W1EGYT8O","OTR  ","W1EGYTAR","EUR","100","2020-09-23 18:13:39","2020-09-23 18:13:39","B116594 ","B116594 ","     ","                                   ","                              ","","2020-07-07 00:00:00","2020-07-07 00:00:00","3.EFFDYP","3.EFFDZL","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","24f9f3e9-1549-4406-aceb-6ebc433d1283"
"Y9EH67TU","MT202","OGEGCLGY","OTR  ","OGEH66M8","EUR","660000","2020-09-11 14:03:46","2020-09-11 14:03:46","JANICEA1","JANICEA1","     ","                                   ","                              ","","2020-06-19 00:00:00","2020-06-19 00:00:00","C6EFHAQ1","C6EFHAR6","","PEND ","CG852","MANL ","     ","","     "," "," "," "," ","e68eefd2-e6c8-4379-9e34-0a26eebf01ae"
"YHEGCPPF","MT202","OWEGCGXQ","OTR  ","OWEGCHDU","EUR","9200","2020-09-11 15:09:38","2020-09-11 15:09:38","RPTSUP01","RPTSUP01","     ","                                   ","                              ","","2020-06-19 00:00:00","2020-06-19 00:00:00","S#EESVPY","S#EESVR1","","PEND ","CG852","MANL ","     ","","     "," "," "," "," ","c8d3e1b1-bfee-4310-80f3-3a855b5524a5"
"YHEGCPP9","MT103","OWEGCGXQ","OTR  ","OWEGCHDU","EUR","9200","2020-09-11 15:09:38","2020-09-11 15:09:38","RPTSUP01","RPTSUP01","     ","                                   ","                              ","","2020-06-19 00:00:00","2020-06-19 00:00:00","S#EESVPY","S#EESVR1","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","c8d3e1b1-bfee-4310-80f3-3a855b5524a5"
"YHEGCPV9","MT202","OWEGCHGD","OTR  ","OWEGCWVU","EUR","21000","2020-09-11 15:15:39","2020-09-11 15:15:39","RPTSUP01","RPTSUP01","     ","                                   ","                              ","","2020-06-19 00:00:00","2020-06-19 00:00:00","S#EESVPY","S#EESVR1","","PEND ","CG852","MANL ","     ","","     "," "," "," "," ","a5783f23-d1b0-44ee-8e60-e43d99ed1b92"
"YHEGCPV3","MT103","OWEGCHGD","OTR  ","OWEGCWVU","EUR","21000","2020-09-11 15:15:39","2020-09-11 15:15:39","RPTSUP01","RPTSUP01","     ","                                   ","                              ","","2020-06-19 00:00:00","2020-06-19 00:00:00","S#EESVPY","S#EESVR1","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","a5783f23-d1b0-44ee-8e60-e43d99ed1b92"
"YBEH6GXT","MT202","OCEGCG7V","OTR  ","OCEGCGP7","EUR","1230000","2020-09-11 16:12:04","2020-09-11 16:12:04","JAQUITAN","JAQUITAN","     ","                                   ","                              ","","2020-06-19 00:00:00","2020-06-19 00:00:00","IREFMCO3","I:EFMEGK","","PEND ","CG852","MANL ","     ","","     "," "," "," "," ","7f70adb1-7b59-4a5d-8287-257915a5b1c5"
"YBEH6GXN","MT103","OCEGCG7V","OTR  ","OCEGCGP7","EUR","1230000","2020-09-11 16:12:04","2020-09-11 16:12:04","JAQUITAN","JAQUITAN","     ","                                   ","                              ","","2020-06-19 00:00:00","2020-06-19 00:00:00","IREFMCO3","I:EFMEGK","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","7f70adb1-7b59-4a5d-8287-257915a5b1c5"
"YBEH6GY3","MT210","OCEGCG7V","OTR  ","OCEGCGP9","EUR","615000","2020-09-11 16:12:04","2020-09-11 16:12:04","JAQUITAN","JAQUITAN","     ","                                   ","                              ","","2020-06-19 00:00:00","2020-06-19 00:00:00","IREFMCO3","I:EFMEGK","","PEND ","CG852","MANL ","BEN  ","","     "," "," "," "," ",""
";VEGHRZC","MT202",";2EGHRBX","PCP  ",";2EGHRFH","EUR","522.6","2020-09-14 08:49:23","2020-09-14 08:49:23","MANZANOS","MANZANOS","     ","                                   ","                              ","","2020-06-22 00:00:00","2020-06-22 00:00:00","IREFMCO3","NONE    ","","PEND ","CG852","MANL ","     ","","     "," "," "," "," ","8fe44360-263a-4837-b501-a5fa555d6f49"
";VEGHRZ1","MT103",";2EGHRBX","PCP  ",";2EGHRFH","EUR","522.6","2020-09-14 08:49:23","2020-09-14 08:49:23","MANZANOS","MANZANOS","     ","                                   ","                              ","","2020-06-22 00:00:00","2020-06-22 00:00:00","IREFMCO3","NONE    ","","PEND ","CG852","MANL ","BEN  ","","SPAY "," "," "," "," ","8fe44360-263a-4837-b501-a5fa555d6f49"
";VEGHRYF","MT103",";2EGHRBX","PCP  ",";2EGHRFD","EUR","50000","2020-09-14 08:49:23","2020-09-14 08:49:23","MANZANOS","MANZANOS","     ","                                   ","                              ","","2020-06-22 00:00:00","2020-06-22 00:00:00","IREFMCO3","NONE    ","","PEND ","CG852","MANL ","BEN  ","","SPAY "," "," "," "," ","fb87f941-0958-4be2-bd70-5faff08c3634"
";VEGHRYQ","MT202",";2EGHRBX","PCP  ",";2EGHRFD","EUR","50000","2020-09-14 08:49:23","2020-09-14 08:49:23","MANZANOS","MANZANOS","     ","                                   ","                              ","","2020-06-22 00:00:00","2020-06-22 00:00:00","IREFMCO3","NONE    ","","PEND ","CG852","MANL ","     ","","     "," "," "," "," ","fb87f941-0958-4be2-bd70-5faff08c3634"
";VEGHRZN","MT103",";2EGHRBX","PCP  ",";2EGHRFL","EUR","374515.68","2020-09-14 08:49:23","2020-09-14 08:49:23","MANZANOS","MANZANOS","     ","                                   ","                              ","","2020-06-22 00:00:00","2020-06-22 00:00:00","IREFMCO3","NONE    ","","PEND ","CG852","MANL ","BEN  ","","SPAY "," "," "," "," ","660305df-91d2-4e55-a921-84b69a08a042"
";VEGHRZY","MT202",";2EGHRBX","PCP  ",";2EGHRFL","EUR","374515.68","2020-09-14 08:49:23","2020-09-14 08:49:23","MANZANOS","MANZANOS","     ","                                   ","                              ","","2020-06-22 00:00:00","2020-06-22 00:00:00","IREFMCO3","NONE    ","","PEND ","CG852","MANL ","     ","","     "," "," "," "," ","660305df-91d2-4e55-a921-84b69a08a042"
"Y;EGCQQO","MT202","Y(EGCPHH","OTR  ","Y(EGCPKR","EUR","690000","2020-09-11 14:27:56","2020-09-11 14:27:56","JANICEA1","JANICEA1","     ","                                   ","                              ","","2020-06-19 00:00:00","2020-06-19 00:00:00","C6EFHAQ1","C6EFHAR6","","PEND ","CG852","MANL ","     ","","     "," "," "," "," ","50edf67d-46bc-4422-a87c-99f5dd3a6a10"
"YWEH6DKL","MT202","YREGCR9S","OTR  ","YREH6CEC","EUR","720000","2020-09-11 14:36:08","2020-09-11 14:36:08","JANICEA1","JANICEA1","     ","                                   ","                              ","","2020-06-19 00:00:00","2020-06-19 00:00:00","C6EFHAQ1","C6EFHAR6","","PEND ","CG852","MANL ","     ","","     "," "," "," "," ","1117bb43-74ce-49d6-8dc7-c92dfbc1d806"
"#AEGLQ59","MT202","-VEGLP9C","OTR  ","-VEGLPC4","EUR","125000","2020-09-16 12:20:55","2020-09-16 12:20:55","MANZANOM","MANZANOM","     ","                                   ","                              ","","2020-06-24 00:00:00","2020-06-24 00:00:00","YZEFEWH5","YZEFEXAM","","PEND ","CG852","MANL ","     ","","     "," "," "," "," ","aff93155-6e9d-48de-8658-e28db361e8a4"
"#AEGLQ53","MT103","-VEGLP9C","OTR  ","-VEGLPC4","EUR","125000","2020-09-16 12:20:55","2020-09-16 12:20:55","MANZANOM","MANZANOM","     ","                                   ","                              ","","2020-06-24 00:00:00","2020-06-24 00:00:00","YZEFEWH5","YZEFEXAM","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","aff93155-6e9d-48de-8658-e28db361e8a4"
":JEGMBMV","MT103","B+EGM7RV","OTR  ","B+EGM8IG","CAD","5000","2020-09-16 20:36:13","2020-09-16 20:36:13","RPTSUP01","RPTSUP01","     ","                                   ","                              ","","2020-06-25 00:00:00","2020-06-25 00:00:00","S#EESVPY","S#EESVR1","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","e6d58713-22c4-45d8-af02-514efac3a4bd"
":JEGMBU9","MT103","B+EGM98T","OTR  ","B+EGM9LC","CHF","7500","2020-09-16 20:40:13","2020-09-16 20:40:13","RPTSUP01","RPTSUP01","     ","                                   ","                              ","","2020-06-25 00:00:00","2020-06-25 00:00:00","S#EESVPY","S#EESVR1","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","badc8e8b-eebe-46fb-8c20-90c14ef8ac9a"
":JEGMC0U","MT103","B+EGMA9L","OTR  ","B+EGMAI9","CHF","9800","2020-09-16 20:43:27","2020-09-16 20:43:27","RPTSUP01","RPTSUP01","     ","                                   ","                              ","","2020-06-25 00:00:00","2020-06-25 00:00:00","S#EESVPY","S#EESVR1","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","c606e32a-2dae-415a-a873-256f094e32fd"
":JEGMCDU","MT103","B+EGM9Z5","OTR  ","B+EGMA5W","THB","11500","2020-09-16 20:50:20","2020-09-16 20:50:20","RPTSUP01","RPTSUP01","     ","                                   ","                              ","","2020-06-25 00:00:00","2020-06-25 00:00:00","S#EESVPY","S#EESVR1","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","ffdae744-a230-45bc-911f-aa5c687e37b7"
"VAEGNGAU","MT103","LVEGNFAJ","OTR  ","LVEGNFG5","HKD","211000","2020-09-17 09:33:25","2020-09-17 09:33:25","MANZANOM","MANZANOM","     ","                                   ","                              ","","2020-06-25 00:00:00","2020-06-25 00:00:00","YZEFEWH5","YZEFEXAM","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","be5dec4b-4849-4e72-8ebe-018699a20011"
"0YEGNN5B","MT210","G2EGNMP5","EFP  ","G2EGNMQT","EUR","1000","2020-09-17 12:56:49","2020-09-17 12:56:49","JANICEA1","JANICEA1","     ","                                   ","                              ","","2020-06-25 00:00:00","2020-06-25 00:00:00","9ZEF82FK","9ZEF82GL","","PEND ","CG852","MANL ","BEN  ","","     "," "," "," "," ",""
"0WEGNRW7","MT202","0JEGNPAX","OTR  ","0JEGNPFX","EUR","216000","2020-09-17 13:23:21","2020-09-17 13:23:21","MANZANOM","MANZANOM","     ","                                   ","                              ","","2020-06-25 00:00:00","2020-06-25 00:00:00","YZEFEWH5","YZEFEXAM","","PEND ","CG852","MANL ","     ","","     "," "," "," "," ","fd0de892-ed0f-402c-a83e-8c1f3bf9a510"
"0WEGNRW1","MT103","0JEGNPAX","OTR  ","0JEGNPFX","EUR","216000","2020-09-17 13:23:21","2020-09-17 13:23:21","MANZANOM","MANZANOM","     ","                                   ","                              ","","2020-06-25 00:00:00","2020-06-25 00:00:00","YZEFEWH5","YZEFEXAM","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","fd0de892-ed0f-402c-a83e-8c1f3bf9a510"
"0WEGNS8R","MT202","0JEGNPRF","OTR  ","0JEGNPWF","EUR","218000","2020-09-17 13:25:29","2020-09-17 13:25:29","MANZANOM","MANZANOM","     ","                                   ","                              ","","2020-06-25 00:00:00","2020-06-25 00:00:00","YZEFEWH5","YZEFEXAM","","PEND ","CG852","MANL ","     ","","     "," "," "," "," ","118a98fa-0d42-44f2-9408-8fbc5e81fce1"
"0WEGNS8L","MT103","0JEGNPRF","OTR  ","0JEGNPWF","EUR","218000","2020-09-17 13:25:29","2020-09-17 13:25:29","MANZANOM","MANZANOM","     ","                                   ","                              ","","2020-06-25 00:00:00","2020-06-25 00:00:00","YZEFEWH5","YZEFEXAM","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","118a98fa-0d42-44f2-9408-8fbc5e81fce1"
"03EGNNEQ","MT202","L*EGNMGX","OTR  ","L*EGNMOC","EUR","4000","2020-09-17 13:47:39","2020-09-17 13:47:39","RPTSUP01","RPTSUP01","     ","                                   ","                              ","","2020-06-25 00:00:00","2020-06-25 00:00:00","(7EFGXIA","(7EFGXST","","PEND ","CG852","MANL ","     ","","     "," "," "," "," ","51a47d4b-947a-4e67-a127-f2ef334c1879"
"03EGNNEK","MT103","L*EGNMGX","OTR  ","L*EGNMOC","EUR","4000","2020-09-17 13:47:39","2020-09-17 13:47:39","RPTSUP01","RPTSUP01","     ","                                   ","                              ","","2020-06-25 00:00:00","2020-06-25 00:00:00","(7EFGXIA","(7EFGXST","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","51a47d4b-947a-4e67-a127-f2ef334c1879"
"+-EGNXHB","MT202","0AEGNRHB","OTR  ","0HEGNU1R","EUR","2210","2020-09-17 14:18:02","2020-09-17 14:18:02","LIQSVR05","LIQSVR05","     ","                                   ","                              ","","2020-06-25 00:00:00","2020-06-25 00:00:00","0REF4EYL","0REF4FMA","","PEND ","CG852","MANL ","     ","","     "," "," "," "," ","ce7dbe68-00fa-4090-a441-dd131a2485d6"
"+-EGNXH5","MT103","0AEGNRHB","OTR  ","0HEGNU1R","EUR","2210","2020-09-17 14:18:02","2020-09-17 14:18:02","LIQSVR05","LIQSVR05","     ","                                   ","                              ","","2020-06-25 00:00:00","2020-06-25 00:00:00","0REF4EYL","0REF4FMA","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","ce7dbe68-00fa-4090-a441-dd131a2485d6"
"!-EGO1RE","MT103","ACEGO0CL","OTR  ","ACEGO0K8","EUR","219000","2020-09-17 18:02:24","2020-09-17 18:02:24","MANZANOM","MANZANOM","     ","                                   ","                              ","","2020-06-26 00:00:00","2020-06-26 00:00:00","YZEFEWH5","YZEFEXAM","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","754fa00c-7a76-4f84-83d4-f540aeeedf92"
"!-EGO1RK","MT202","ACEGO0CL","OTR  ","ACEGO0K8","EUR","219000","2020-09-17 18:02:24","2020-09-17 18:02:24","MANZANOM","MANZANOM","     ","                                   ","                              ","","2020-06-26 00:00:00","2020-06-26 00:00:00","YZEFEWH5","YZEFEXAM","","PEND ","CG852","MANL ","     ","","     "," "," "," "," ","754fa00c-7a76-4f84-83d4-f540aeeedf92"
"!-EGO1Y0","MT202","ACEGO0NN","OTR  ","ACEGO0SO","EUR","220000","2020-09-17 18:10:49","2020-09-17 18:10:49","MANZANOM","MANZANOM","     ","                                   ","                              ","","2020-06-26 00:00:00","2020-06-26 00:00:00","YZEFEWH5","YZEFEXAM","","PEND ","CG852","MANL ","     ","","     "," "," "," "," ","6acb6c77-d431-4707-b7c2-7d8949958dbd"
"!-EGO1XU","MT103","ACEGO0NN","OTR  ","ACEGO0SO","EUR","220000","2020-09-17 18:10:49","2020-09-17 18:10:49","MANZANOM","MANZANOM","     ","                                   ","                              ","","2020-06-26 00:00:00","2020-06-26 00:00:00","YZEFEWH5","YZEFEXAM","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","6acb6c77-d431-4707-b7c2-7d8949958dbd"
"!*EGO3Q1","MT103","!0EGO2F8","PTR  ","!0EGO2FL","USD","219000","2020-09-17 18:26:27","2020-09-17 18:26:27","MANZANOS","MANZANOS","     ","                                   ","                              ","","2020-06-26 00:00:00","2020-06-26 00:00:00","YZEFEWH5","NONE    ","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","cca5d2b7-0f85-4e35-8579-4cf641abc273"
"PYEGO6G5","MT103","P!EGO53K","OTR  ","P!EGO58L","EUR","300000","2020-09-17 19:14:01","2020-09-17 19:14:01","MANZANOM","MANZANOM","     ","                                   ","                              ","","2020-06-26 00:00:00","2020-06-26 00:00:00","YZEFEWH5","YZEFEXAM","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","6a80004c-890f-4ccc-9249-f5a3e64be3ca"
"PYEGO6GB","MT202","P!EGO53K","OTR  ","P!EGO58L","EUR","300000","2020-09-17 19:14:01","2020-09-17 19:14:01","MANZANOM","MANZANOM","     ","                                   ","                              ","","2020-06-26 00:00:00","2020-06-26 00:00:00","YZEFEWH5","YZEFEXAM","","PEND ","CG852","MANL ","     ","","     "," "," "," "," ","6a80004c-890f-4ccc-9249-f5a3e64be3ca"
"PYEGO6MP","MT103","P!EGO5C4","OTR  ","P!EGO5H4","EUR","310000","2020-09-17 19:16:55","2020-09-17 19:16:55","MANZANOM","MANZANOM","     ","                                   ","                              ","","2020-06-26 00:00:00","2020-06-26 00:00:00","YZEFEWH5","YZEFEXAM","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","88ef1ff7-aba3-4332-9b7a-7bd07f49b017"
"PYEGO6MV","MT202","P!EGO5C4","OTR  ","P!EGO5H4","EUR","310000","2020-09-17 19:16:55","2020-09-17 19:16:55","MANZANOM","MANZANOM","     ","                                   ","                              ","","2020-06-26 00:00:00","2020-06-26 00:00:00","YZEFEWH5","YZEFEXAM","","PEND ","CG852","MANL ","     ","","     "," "," "," "," ","88ef1ff7-aba3-4332-9b7a-7bd07f49b017"
"PDEGO9OY","MT103","PHEGO8RM","OTR  ","PHEGO8WJ","GBP","1200000","2020-09-17 19:35:20","2020-09-17 19:35:20","JANICEA2","JANICEA2","     ","                                   ","                              ","","2020-06-26 00:00:00","2020-06-26 00:00:00","9ZEF82FK","GREGNHU7","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","817ef812-3434-42a3-a562-ab3698aa3b2f"
"KQEGPDPZ","MT103","KIEGPCES","OTR  ","KIEGPCJS","EUR","223000","2020-09-18 10:23:07","2020-09-18 10:23:07","MANZANOM","MANZANOM","     ","                                   ","                              ","","2020-06-26 00:00:00","2020-06-26 00:00:00","YZEFEWH5","YZEFEXAM","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","d9d864a3-32ba-4526-9da3-14e56a06e133"
"KQEGPDQ5","MT202","KIEGPCES","OTR  ","KIEGPCJS","EUR","223000","2020-09-18 10:23:07","2020-09-18 10:23:07","MANZANOM","MANZANOM","     ","                                   ","                              ","","2020-06-26 00:00:00","2020-06-26 00:00:00","YZEFEWH5","YZEFEXAM","","PEND ","CG852","MANL ","     ","","     "," "," "," "," ","d9d864a3-32ba-4526-9da3-14e56a06e133"
"USEGPGSG","MT103","UMEGPG24","ACP  ","UMEGPG2U","NOK","0.77","2020-09-18 12:23:11","2020-09-18 12:23:11","RPTMGR01","RPTMGR01","     ","                                   ","                              ","","2020-06-26 00:00:00","2020-06-26 00:00:00","(7EFGXIA","(7EFGXST","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","9bf6de71-c0fd-4466-b987-5e60126e3cfc"
")6EGPT30","MT202","9GEGPS8T","PCP  ","9GEGPSBA","EUR","10047.78","2020-09-18 16:21:11","2020-09-18 16:21:11","MANZANOS","MANZANOS","     ","                                   ","                              ","","2020-06-29 00:00:00","2020-06-29 00:00:00","YZEFEWH5","NONE    ","","PEND ","CG852","MANL ","     ","","     "," "," "," "," ","d7a87250-406b-4757-a921-8ef4df1d1641"
")6EGPT2U","MT103","9GEGPS8T","PCP  ","9GEGPSBA","EUR","10047.78","2020-09-18 16:21:11","2020-09-18 16:21:11","MANZANOS","MANZANOS","     ","                                   ","                              ","","2020-06-29 00:00:00","2020-06-29 00:00:00","YZEFEWH5","NONE    ","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","d7a87250-406b-4757-a921-8ef4df1d1641"
")VEGPS3S","MT103","9MEGPRNZ","ACP  ","9MEGPROU","GBP","756164.38","2020-09-18 17:07:15","2020-09-18 17:07:15","JANICEA1","JANICEA1","     ","                                   ","                              ","","2020-06-29 00:00:00","2020-06-29 00:00:00","9ZEF82FK","GREGNHU7","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","64b1ef93-846e-4391-bfbf-e2786ce90abe"
"OTEGURN0","MT103","FIEGPJN5","MAT  ","FIEGPJNL","CAD","300","2020-09-21 09:52:54","2020-09-21 09:52:54","LIQAPCP3","LIQAPCP3","     ","                                   ","                              ","","2020-06-30 00:00:00","2020-06-30 00:00:00","Y5EFF54H","Y5EFF559","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","b115fdb2-fe61-4def-bec8-2d738d31987d"
"OTEGUROZ","MT103","FIEGPJPF","MAT  ","FIEGPJPV","CHF","400","2020-09-21 09:53:14","2020-09-21 09:53:14","LIQAPCP3","LIQAPCP3","     ","                                   ","                              ","","2020-06-30 00:00:00","2020-06-30 00:00:00","Y5EFF54H","Y5EFF559","","PEND ","CG852","MANL ","BEN  ","","CRED "," "," "," "," ","834f21f7-ab2a-4388-bba1-13fbfcfc2e82"
