ORT_RID_MF_RATES,ORT_RID_OUTSTANDNG,ORT_TSP_REC_CREATE,ORT_TSP_REC_UPDATE,ORT_UID_REC_CREATE,ORT_UID_REC_UPDATE,ORT_CDE_OWNER_TYPE,ORT_IND_ADVANCE,ORT_IND_FLAT_AMT,ORT_IND_AVG_RATE,ORT_PCT_MARGIN,ORT_IND_AUTO_COF,ORT_AMT_MINIMUM,ORT_PCT_BASE_RATE,ORT_PCT_COST_FUND,ORT_PCT_SPREAD,ORT_CDE_RATE_BASIS,ORT_DTE_FLT_RTE_ST,ORT_DTE_FLT_SPR_ST,ORT_CDE_MFCF_RT_BS,ORT_CDE_FEE_TYPE,ORT_PCT_RAC_RATE,ORT_NUM_OVRD_PRCSN,ORT_RTE_EFFECTIVE,ORT_AMT_NET_PR_VAL,ORT_PCT_SWAP_RCVE,ORT_IND_FIX_SPREAD,ORT_PCT_PRIOR_BASE,ORT_PCT_PRIOR_SPRD,ORT_NUM_SPCFC_DAY,ORT_IND_SYNC_BILL,ORT_PCT_PRF_FORMLA,ORT_CDE_PRF_USAGE,ORT_PCT_BALI_RATE,ORT_IND_CAP_OVRIDE,ORT_IND_FLR_OVRIDE,ORT_PCT_PNLTY_SPRD,ORT_CDE_PNLTY_STAT,ORT_IND_INTPL_RATE,ORT_CDE_BASE_RATE,ORT_CDE_BRANCH
STEI1SBW,STEI1SBR,2020-10-14 15:33:26,2020-10-14 19:20:54,JAQUITAN,JAQUITAN,"LOAN ",N,N,N,0,N,,0.02,,0.03,"G365 ",,2021-03-05 00:00:00,"G365 ",,,,,,,N,,,,N,1,"LAST ",0.05,N,N,0,"OFF  ",N,NIBOR,CG852
TREHY7RC,TREHY7PZ,2020-10-12 15:46:24,2020-10-12 15:46:33,LIQUSR03,LIQUSR03,"LOAN ",N,N,N,0,N,,0.035,,,"BANK ",,,"BANK ",,,,,,,N,,,,N,,,0.055,N,N,0,"OFF  ",N,"BAB  ",CG852
UKEG6TB3,UKEG6TAW,2020-09-08 11:36:41,2020-09-08 12:26:48,SMANZANO,MANZANOM,"LOAN ",N,N,N,0,N,,0.03,,0.04,"G365 ",,2020-06-03 00:00:00,"G365 ",,,,,,,N,,,,N,1,"LAST ",0.07,N,N,0,"OFF  ",N,LIBOR,CG852
UKEGPJB2,UKEGPJAV,2020-09-18 12:16:26,2020-09-18 12:16:47,LIQSVR04,LIQSVR04,"LOAN ",N,N,N,0,N,,0.00712,,,"G365 ",,,"G365 ",,,,,,,N,,,,N,,,0.01512,N,N,0,"OFF  ",N,"FIX  ",CG852
UMEGPG52,UMEGPG4V,2020-09-18 12:31:29,2020-09-18 12:50:10,CMARTILL,RPTMGR01,"LOAN ",N,N,N,0,N,,0.02,,0.02,"G365 ",,2020-06-26 00:00:00,"G365 ",,,,,,,N,,,,N,1,"LAST ",0.04,N,N,0,"OFF  ",N,NIBOR,CG852
V:EH9SES,V:EH9SEM,2020-09-29 10:45:23,2020-10-09 12:56:19,LIQUSR05,LS2BATCH,"LOAN ",N,N,N,0,N,,0.00415,,0.02,"G365 ",,2020-07-07 00:00:00,"G365 ",,,,,,,N,,,,N,,,,N,N,0,"OFF  ",N,LIBOR,CG852
V:EH9VG8,V:EH9VG2,2020-09-29 11:51:14,2020-09-29 12:46:07,LIQUSR05,LS2BATCH,"LOAN ",N,N,N,0,N,,0.00416,,0.02,"G365 ",,2020-06-22 00:00:00,"G365 ",,,,,,,N,,,,N,,,,N,N,0,"OFF  ",N,LIBOR,CG852
VJEGNL0I,VJEGNL0B,2020-09-17 10:57:42,2020-09-18 05:34:02,LIQUSR05,LIQSVR05,"LOAN ",N,N,N,0,N,,0.00361,,0.008,"G365 ",,2020-06-25 00:00:00,"G365 ",,,,,,,N,,,,N,1,"LAST ",0.01161,N,N,0,"OFF  ",N,"FIX  ",CG852
W1EGYT8B,W1EGYT84,2020-09-23 15:43:17,2020-10-07 17:08:09,"A116594 ","C116594 ","LOAN ",N,N,N,0,N,,0.02,,,"G365 ",,,"G365 ",,,,,,,N,,,,N,,,0.04,N,N,0,"OFF  ",N,LIBOR,CG852
W1EJ0UHS,W1EJ0UHL,2020-11-02 15:16:09,2020-11-02 15:16:24,"C116594 ","C116594 ","LOAN ",N,N,N,0,N,,0.02,,,"G365 ",,,"G365 ",,,,,,,N,,,,N,,,0.04,N,N,0,"OFF  ",N,LIBOR,CG852
W;EGYS1T,W;EGYS1M,2020-09-23 15:15:51,2020-09-23 15:15:51,"B116594 ","B116594 ","LOAN ",N,N,N,0,N,,,,,"G365 ",,,"G365 ",,,,,,,N,,,,N,,,0,N,N,0,"OFF  ",N,,CG852
W?EJ0WRP,W?EJ0WRI,2020-11-02 15:57:40,2020-11-02 15:57:53,"A116594 ","A116594 ","LOAN ",N,N,N,0,N,,0.03,,,"G365 ",,,"G365 ",,,,,,,N,,,,N,,,0.05,N,N,0,"OFF  ",N,LIBOR,CG852
WBEJ14O7,WBEJ14O0,2020-11-02 18:51:37,2020-11-02 18:51:50,"C116594 ","C116594 ","LOAN ",N,N,N,0,N,,0.05,,,"G365 ",,,"G365 ",,,,,,,N,,,,N,,,0.07,N,N,0,"OFF  ",N,LIBOR,CG852
WMEJ0RT9,WMEJ0RT2,2020-11-02 14:25:26,2020-11-02 14:28:04,"A116594 ","A116594 ","LOAN ",N,N,N,0,N,,0.02,,,"G365 ",,,"G365 ",,,,,,,N,,,,N,,,0.04,N,N,0,"OFF  ",N,LIBOR,CG852
WNEJ0ZPH,WNEJ0ZPA,2020-11-02 17:09:51,2020-11-02 17:10:05,"C116594 ","C116594 ","LOAN ",N,N,N,0,N,,0.03,,,"G365 ",,,"G365 ",,,,,,,N,,,,N,,,0.05,N,N,0,"OFF  ",N,LIBOR,CG852
WOEGYP5P,WOEGYP5I,2020-09-23 14:54:45,2020-09-23 15:02:19,"A116594 ","A116594 ","LOAN ",N,N,N,0,N,,0,,,"G365 ",,,"G365 ",,,,,,,N,,,,N,,,0.02,N,N,0,"OFF  ",N,LIBOR,CG852
WOEGYPDD,WOEGYPD6,2020-09-23 15:06:34,2020-09-23 15:07:34,"A116594 ","A116594 ","LOAN ",N,N,N,0,N,,0,,,"G365 ",,,"G365 ",,,,,,,N,,,,N,,,0.02,N,N,0,"OFF  ",N,LIBOR,CG852
WQEJ15TW,WQEJ15TP,2020-11-02 19:29:09,2020-11-02 19:29:38,"A116594 ","A116594 ","LOAN ",N,N,N,0,N,,0.02,,,"G365 ",,,"G365 ",,,,,,,N,,,,N,,,0.04,N,N,0,"OFF  ",N,LIBOR,CG852
WXEJ10S8,WXEJ10S1,2020-11-02 17:54:27,2020-11-02 17:54:40,"B116594 ","B116594 ","LOAN ",N,N,N,0,N,,0.02,,,"G365 ",,,"G365 ",,,,,,,N,,,,N,,,0.04,N,N,0,"OFF  ",N,LIBOR,CG852
X=EFL8BX,X=EFL8BR,2020-08-27 19:49:33,2020-09-04 13:06:45,SMANZANO,LS2BATCH,"LOAN ",N,N,N,0,N,,0.03,,0.04,"G365 ",,2020-05-29 00:00:00,"G365 ",,,,,,,N,,,,N,,,,N,N,0,"OFF  ",N,LIBOR,CG852
X?EFLAPH,X?EFLAP8,2020-08-27 20:46:20,2020-08-27 20:53:14,SMANZANO,SMANZANO,"LOAN ",N,N,N,0,N,,0.02,,,"G365 ",,,"G365 ",,,,,,,N,,,,N,,,0.06,N,N,0,"OFF  ",N,LIBOR,CG852
XDEI1ZL5,XDEI1ZKY,2020-10-14 18:12:19,2020-10-14 18:12:39,CMARTILL,CMARTILL,"LOAN ",N,N,N,0,N,,0.05,,,"G365 ",,,"G365 ",,,,,,,N,,,,N,,,0.07,N,N,0,"OFF  ",N,LIBOR,CG852
XHEFLBN5,XHEFLBMZ,2020-08-27 20:28:04,2020-09-04 13:06:44,CMARTILL,LS2BATCH,"LOAN ",N,N,N,0,N,,0.022,,0.02,"G365 ",,2020-05-29 00:00:00,"G365 ",,,,,,,N,,,,N,,,,N,N,0,"OFF  ",N,LIBOR,CG852
XKEFL4ZD,XKEFL4Z3,2020-08-27 18:40:50,2020-08-27 19:03:14,SMANZANO,MANZANOM,"LOAN ",N,N,N,0,N,,0.03,,0.04,"G365 ",,2020-05-29 00:00:00,"G365 ",,,,,,,N,,,,N,1,"LAST ",0.07,N,N,0,"OFF  ",N,LIBOR,CG852
Y(EGCPH1,Y(EGCPGU,2020-09-11 14:24:59,2020-09-11 14:28:21,JAQUITAN,JANICEA1,"LOAN ",N,N,N,0,N,,0.02,,0.04,"G365 ",,2020-06-19 00:00:00,"G365 ",,,,,,,N,,,,N,1,"LAST ",0.06,N,N,0,"OFF  ",N,LIBOR,CG852
Y.EFF24W,Y.EFF24P,2020-08-24 09:53:52,2020-08-24 09:54:35,LIQUSR05,LIQUSR05,"LOAN ",N,N,N,0,N,,0.00375,,,"G365 ",,,"G365 ",,,,,,,N,,,,N,,,0.02895,N,N,0,"OFF  ",N,LIBOR,CG852
Y2EFF2ME,Y2EFF2M7,2020-08-24 11:23:56,2020-08-24 11:27:21,JAQUITAN,JANICEA1,"LOAN ",N,N,N,0,N,,0.02,,0.04,"G365 ",,2020-05-27 00:00:00,"G365 ",,,,,,,N,,,,N,1,"LAST ",0.06,N,N,0,"OFF  ",N,LIBOR,CG852
Y@EFF7NG,Y@EFF7N9,2020-08-24 13:53:30,2020-08-24 14:12:12,CMARTILL,RPTSUP01,"LOAN ",N,N,N,0,N,,0.018,,0.03,"G365 ",,2020-05-27 00:00:00,"G365 ",,,,,,,N,,,,N,1,"LAST ",0.048,N,N,0,"OFF  ",N,LIBOR,CG852
YREGCR9C,YREGCR95,2020-09-11 14:31:08,2020-09-11 14:36:31,JAQUITAN,JANICEA1,"LOAN ",N,N,N,0,N,,0.02,,0.03,"G365 ",,2020-06-19 00:00:00,"G365 ",,,,,,,N,,,,N,1,"LAST ",0.05,N,N,0,"OFF  ",N,"FIX  ",CG852
YVEGDOS8,YVEGDOS1,2020-09-11 16:24:17,2020-09-11 16:56:21,CMARTILL,RPTSUP01,"LOAN ",N,N,N,0,N,,0.02,,0.02,"G365 ",,2020-06-19 00:00:00,"G365 ",,,,,,,N,,,,N,1,"LAST ",0.04,N,N,0,"OFF  ",N,LIBOR,CG852
YVEGDP01,YVEGDOZV,2020-09-11 16:28:06,2020-09-11 17:00:40,CMARTILL,RPTSUP01,"LOAN ",N,N,N,0,N,,0.02,,0.03,"G365 ",,2020-06-19 00:00:00,"G365 ",,,,,,,N,,,,N,1,"LAST ",0.05,N,N,0,"OFF  ",N,"FIX  ",CG852
YVEGE4LD,YVEGE4L6,2020-09-11 16:35:59,2020-09-11 16:36:26,CMARTILL,CMARTILL,"LOAN ",N,N,N,0,N,,0.02,,,"G365 ",,,"G365 ",,,,,,,N,,,,N,,,0.04,N,N,0,"OFF  ",N,LIBOR,CG852
YVEGE4PO,YVEGE4PI,2020-09-11 16:41:06,2020-09-11 17:04:03,CMARTILL,RPTSUP01,"LOAN ",N,N,N,0,N,,0.02,,0.02,"G365 ",,2020-06-19 00:00:00,"G365 ",,,,,,,N,,,,N,1,"LAST ",0.04,N,N,0,"OFF  ",N,LIBOR,CG852
Z5EF829S,Z5EF829L,2020-08-20 16:35:31,2020-08-20 16:36:06,CMARTILL,CMARTILL,"LOAN ",N,N,N,0,N,,0.025,,,"G365 ",,,"G365 ",,,,,,,N,,,,N,,,0.05,N,N,0,"OFF  ",N,"FIX  ",CG852
Z;EF7YBP,Z;EF7YBJ,2020-08-20 15:19:58,2020-08-20 15:27:32,LIQUSR03,LIQUSR03,"LOAN ",N,N,N,0,N,,0.01125,,0.01,"BANK ",,2020-05-27 00:00:00,"BANK ",,,,,,,N,,,,N,1,"LAST ",0.02125,N,N,0,"OFF  ",N,LIBOR,CG852
Z;EF7ZNG,Z;EF7ZNA,2020-08-20 16:14:29,2020-08-20 16:18:00,LIQUSR03,LIQUSR03,"LOAN ",N,N,N,0,N,,0.0125,,0.01,"BANK ",,2020-05-27 00:00:00,"BANK ",,,,,,,N,,,,N,1,"LAST ",0.0225,N,N,0,"OFF  ",N,LIBOR,CG852
Z@EF81CL,Z@EF81CF,2020-08-20 14:51:36,2020-08-20 14:52:23,LIQUSR05,LIQUSR05,"LOAN ",N,N,N,0,N,,0.00375,,,"G365 ",,,"G365 ",,,,,,,N,,,,N,,,0.02895,N,N,0,"OFF  ",N,LIBOR,CG852
ZFEF7YYV,ZFEF7YYO,2020-08-20 13:29:24,2020-08-20 15:18:03,LIQUSR03,LIQUSR03,"LOAN ",N,N,N,0,N,,0.01,,0.01,"BANK ",,2020-05-27 00:00:00,"BANK ",,,,,,,N,,,,N,1,"LAST ",0.02,N,N,0,"OFF  ",N,LIBOR,CG852
ZIEF9MA7,ZIEF9M9Y,2020-08-21 11:23:36,2020-08-24 09:26:04,LIQSVR05,LIQUSR05,"LOAN ",N,N,N,0,N,,0.00375,,0.0252,"G365 ",,2020-05-27 00:00:00,"G365 ",,,,,,,N,,,,N,1,"LAST ",0.02895,N,N,0,"OFF  ",N,LIBOR,CG852
ZIEF9MNT,ZIEF9MNN,2020-08-21 11:30:04,2020-08-24 09:22:37,LIQSVR05,LIQUSR05,"LOAN ",N,N,N,0,N,,0.00375,,0.0252,"G365 ",,2020-05-27 00:00:00,"G365 ",,,,,,,N,,,,N,1,"LAST ",0.02895,N,N,0,"OFF  ",N,LIBOR,CG852
ZIEF9NPE,ZIEF9NP7,2020-08-21 11:52:30,2020-08-24 09:17:10,LIQSVR05,LIQUSR05,"LOAN ",N,N,N,0,N,,0.00375,,0.0252,"G365 ",,2020-05-27 00:00:00,"G365 ",,,,,,,N,,,,N,1,"LAST ",0.02895,N,N,0,"OFF  ",N,LIBOR,CG852
ZIEF9NY6,ZIEF9NY0,2020-08-21 12:01:34,2020-08-24 08:58:18,LIQSVR05,LIQSVR04,"LOAN ",N,N,N,0,N,,0.00375,,0.0252,"G365 ",,2020-05-27 00:00:00,"G365 ",,,,,,,N,,,,N,1,"LAST ",0.02895,N,N,0,"OFF  ",N,LIBOR,CG852
