"CUS_CID_CUST_ID","CUS_XID_CUST_ID","CUS_NME_SHORT_NAME","CUS_NME_FULL_NAME","CUS_CDE_COUNTRY","CUS_CDE_CUST_STAT","CUS_IND_INVESTOR","CUS_IND_BORROWER","CUS_IND_GUARANTOR","CUS_IND_BENEFIC","CUS_IND_INTRL_ENT","CUS_IND_RESTRICT","CUS_CDE_BANK","CUS_TSP_REC_CREATE","CUS_TSP_REC_UPDATE","CUS_UID_REC_CREATE","CUS_UID_REC_UPDATE","CUS_IND_SLG","CUS_IND_MAJ_UNDWRT","CUS_IND_CRA","CUS_CDE_TRS_RPT_AR","CUS_IND_SIMPLIFIED","CUS_CDE_CUST_DESC","CUS_CID_ULT_PARENT","CUS_CDE_DEPT","CUS_CID_IMM_PARENT","CUS_CDE_EXPENSE","CUS_CDE_PRIM_SIC","CUS_CDE_PROSPECT","CUS_CDE_LEGAL","CUS_CDE_SIC_CNTRY","CUS_CDE_BRANCH","CUS_CDE_ORIGIN","CUS_CDE_LANGUAGE","CUS_IND_VAT_SUBJCT","CUS_TXT_VAT_NUMBER","CUS_AMT_OS_LIMIT","CUS_CDE_OS_LIM_CCY","CUS_IND_OS_LIM_ERL","CUS_CDE_MASTER_ACT","CUS_IND_BROKER","CUS_CDE_DEP_SUBTYP","CUS_IND_THRD_PTYON","CUS_IND_THRD_PRF"
"I?EI27OR","117            ","CUSTSHORT35118                ","CUSTLEGAL35119","AU","SKEL ","N","Y","N","N","N","N","CBA  ","2020-10-14 19:46:13","2020-10-15 00:08:14","KIDUENAS","KIDUENAS","N","N","N","AU   ","N","FORG ","I?EI27OR","GLB  ","I?EI27OR","BG_COL         ","3620      ","","","AU","","","","N","               ","0","","N","","N","","N","N"
"J7EID57E","1811014        ","ESPS1 7120655 1811014         ","ESPS1 1811014","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-10-20 18:40:20","2020-10-20 18:40:20","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","BFPR ","J7EID57E","     ","J7EID57E","","3620      ","","","AU","","","ENG  ","Y","67895843245    ","0","","N","","N","","N","N"
"J7EIDCLC","2014956        ","ESPS1 7120655 2014956         ","ESPS1 2014956","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-10-20 21:19:52","2020-10-20 21:19:52","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","BFPR ","J7EIDCLC","     ","J7EIDCLC","","3620      ","","","AU","","","ENG  ","Y","67895843245    ","0","","N","","N","","N","N"
"1.EIEUFN","136            ","CUSTSHORT22127                ","CUSTLEGAL22127","AU","SKEL ","N","Y","N","N","N","N","CBA  ","2020-10-21 15:24:26","2020-10-21 16:21:40","INPAMT01","INPAMT01","N","N","N","AU   ","N","FORG ","1.EIEUFN","GLB  ","1.EIEUFN","BG_COL         ","3620      ","","","AU","","","","N","               ","0","","N","","N","","N","N"
":REIIK9J","137            ","IEEBRW7642S524118             ","IEEBRW7642S524119","AU","SKEL ","N","Y","N","N","N","N","CBA  ","2020-10-23 16:24:44","2020-10-23 20:08:02","INPALN01","INPALN01","N","N","N","AU   ","N","BFPR ",":REIIK9J","GLB  ",":REIIK9J","BG_COL         ","8431      ","","","AU","","","","N","               ","0","","N","","N","","N","N"
"4;EIQ81F","142            ","IEEBRW7642S548114             ","IEEBRW7642S548115","AU","SKEL ","N","Y","N","N","N","N","CBA  ","2020-10-27 18:49:18","2020-10-27 19:18:40","INPALN01","INPALN01","N","N","N","AU   ","N","BFPR ","4;EIQ81F","GLB  ","4;EIQ81F","BG_COL         ","8431      ","","","AU","","","","N","               ","0","","N","","N","","N","N"
"4ZEIQ1E8","141            ","IEEBRW7642S630117             ","IEEBRW7642S630118","AU","SKEL ","N","Y","N","N","N","N","CBA  ","2020-10-27 17:33:17","2020-11-05 18:12:13","TESTINP ","INPAMT01","N","N","N","AU   ","N","FORG ","4ZEIQ1E8","GLB  ","4ZEIQ1E8","BG_COL         ","3620      ","","","AU","","","","N","               ","0","","N","","N","","N","N"
")HEIRQW9","146            ","CUSTSHORT47159                ","CUSTLEGAL48100","AU","SKEL ","N","Y","N","N","N","N","CBA  ","2020-10-28 15:50:09","2020-10-28 16:04:29","INPRON01","INPRON01","N","N","N","AU   ","N","FORG ",")HEIRQW9","GLB  ",")HEIRQW9","BG_COL         ","3620      ","","","AU","","","","N","               ","0","","N","","N","","N","N"
"OQEIT5A0","147            ","IEEBRW7642S542122             ","IEEBRW7642S542123","AU","SKEL ","N","Y","N","N","N","N","CBA  ","2020-10-29 08:43:38","2020-10-29 09:13:38","INPALN01","INPALN01","N","N","N","AU   ","N","BFPR ","OQEIT5A0","GLB  ","OQEIT5A0","BG_COL         ","8431      ","","","AU","","","","N","               ","0","","N","","N","","N","N"
"YAEIT9TU","148            ","CUSTSHORT21120                ","CUSTLEGAL21120","AU","SKEL ","N","Y","N","N","N","N","CBA  ","2020-10-29 10:23:50","2020-10-29 10:48:28","INPAMT01","INPAMT01","N","N","N","AU   ","N","FORG ","YAEIT9TU","GLB  ","YAEIT9TU","BG_COL         ","3620      ","","","AU","","","","N","               ","0","","N","","N","","N","N"
"JMEITF16","150            ","CUSTSHORT56149                ","CUSTLEGAL56150","AU","SKEL ","N","Y","N","N","N","N","CBA  ","2020-10-29 11:59:20","2020-10-29 20:17:12","INPAMT01","INPAMT01","N","N","N","AU   ","N","FORG ","JMEITF16","GLB  ","JMEITF16","BG_COL         ","3620      ","","","AU","","","","N","               ","0","","N","","N","","N","N"
"RYEIUH32","152            ","CUSTSHORT55134                ","CUSTLEGAL55135","AU","SKEL ","N","Y","N","N","N","N","CBA  ","2020-10-30 01:58:02","2020-10-30 02:12:34","INPRON01","INPRON01","N","N","N","AU   ","N","FORG ","RYEIUH32","GLB  ","RYEIUH32","BG_COL         ","3620      ","","","AU","","","","N","               ","0","","N","","N","","N","N"
"MNEIVISL","155            ","CUSTSHORT31132                ","CUSTLEGAL31133","AU","SKEL ","N","N","N","N","N","N","CBA  ","2020-10-30 15:34:04","2020-10-30 15:34:46","INPAMT01","INPAMT01","N","N","N","AU   ","N","","MNEIVISL","GLB  ","MNEIVISL","","3620      ","","","AU","","","","Y","               ","0","","N","","N","","N","N"
"M2EIVJHN","156            ","CUSTSHORT37141                ","CUSTLEGAL37142","AU","SKEL ","N","Y","N","N","N","N","CBA  ","2020-10-30 15:40:13","2020-10-30 16:04:33","INPAMT01","INPAMT01","N","N","N","AU   ","N","FORG ","M2EIVJHN","GLB  ","M2EIVJHN","BG_COL         ","3620      ","","","AU","","","","N","               ","0","","N","","N","","N","N"
"M0EIVLWP","157            ","CUSTSHORT34128                ","CUSTLEGAL34128","AU","SKEL ","N","Y","N","N","N","N","CBA  ","2020-10-30 16:36:02","2020-10-30 16:41:16","INPAMT01","INPAMT01","N","N","N","AU   ","N","FORG ","M0EIVLWP","GLB  ","M0EIVLWP","BG_COL         ","3620      ","","","AU","","","","N","               ","0","","N","","N","","N","N"
"M*EIVM8L","158            ","CUSTSHORT45130                ","CUSTLEGAL45131","AU","SKEL ","N","N","N","N","N","N","CBA  ","2020-10-30 16:47:20","2020-10-30 16:47:20","INPAMT01","INPAMT01","N","N","N","AU   ","N","","M*EIVM8L","GLB  ","M*EIVM8L","","","","","","","","","Y","               ","0","","N","","N","","N","N"
"WAEIVMLA","159            ","CUSTSHORT00120                ","CUSTLEGAL00121","AU","SKEL ","N","Y","N","N","N","N","CBA  ","2020-10-30 17:01:46","2020-10-30 22:13:56","INPAMT01","INPAMT01","N","N","N","AU   ","N","FORG ","WAEIVMLA","GLB  ","WAEIVMLA","BG_COL         ","3620      ","","","AU","","","","N","               ","0","","N","","N","","N","N"
"HFEJ2RLB","6059607        ","NN 6059608                    ","NETEREN 6059608","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-11-03 14:43:51","2020-11-03 14:50:25","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","BFPR ","HFEJ2RLB","     ","HFEJ2RLB","","5710      ","","","AU","","","ENG  ","Y","04930596078    ","0","","N","","N","","N","N"
"HFEJ2U77","201103         ","201103                        ","XML CAPTURE","GB","ACT  ","N","N","N","N","N","N","CBA  ","2020-11-03 15:40:12","2020-11-03 15:50:10","LOANIQ01","LOANIQ01","N","N","N","GB   ","N","LCDP ","HFEJ2U77","     ","HFEJ2U77","","1520      ","","","AU","","","ENG  ","N","               ","0","","N","","N","","N","N"
"HFEJ4E83","1111851        ","IW INC 1111851                ","Inner Works Inc 1111851","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-11-04 11:50:21","2020-11-04 11:50:21","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","UFPCA","HFEJ4E83","     ","HFEJ4E83","","3620      ","","","AU","","","ENG  ","Y","67895843245    ","0","","N","","N","","N","N"
"HFEJ4FCF","200144758      ","CBA LONDON                    ","Commonwealth Bank of Australia - London","GB","ACT  ","Y","N","N","N","Y","N","CBA  ","2020-11-04 12:14:31","2020-11-10 09:39:56","LOANIQ01","FOULISTR","N","N","N","GB   ","N","BDMPC","HFEJ4FCF","GLB  ","HFEJ4FCF","BG_COL         ","7321      ","","","AU","","","ENG  ","N","12345678901    ","0","","N","","N","","N","N"
"HFEJ4FP2","1114457        ","IW INC 1114457                ","Inner Works Inc 1114457","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-11-04 12:22:07","2020-11-04 12:22:07","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","UFPCA","HFEJ4FP2","     ","HFEJ4FP2","","3620      ","","","AU","","","ENG  ","Y","67895843245    ","0","","N","","N","","N","N"
"HFEJ4HDR","24557555       ","SHTRT5325                     ","ENT2252522","GB","ACT  ","N","N","N","N","N","N","CBA  ","2020-11-04 12:58:32","2020-11-04 12:58:32","LOANIQ01","LOANIQ01","N","N","N","GB   ","N","AGF  ","HFEJ4HDR","     ","HFEJ4HDR","","7321      ","","","AU","","","ENG  ","N","12345678901    ","0","","N","","N","","N","N"
"HFEJ4M62","1411117        ","IW INC 1411117                ","Inner Works Inc 1411117","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-11-04 14:41:55","2020-11-04 14:41:55","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","UFPCA","HFEJ4M62","     ","HFEJ4M62","","3620      ","","","AU","","","ENG  ","Y","67895843245    ","0","","N","","N","","N","N"
"HFEJ4Z3M","1815109        ","IW INC 1815109                ","Inner Works Inc 1815109","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-11-04 19:21:14","2020-11-04 19:21:14","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","UFPCA","HFEJ4Z3M","     ","HFEJ4Z3M","","3620      ","","","AU","","","ENG  ","Y","67895843245    ","0","","N","","N","","N","N"
"HFEJ69JC","1113501        ","ESPS1 7120655 1113501         ","ESPS1 1113501","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-11-05 12:04:17","2020-11-05 12:04:17","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","BFPR ","HFEJ69JC","     ","HFEJ69JC","","3620      ","","","AU","","","ENG  ","Y","67895843245    ","0","","N","","N","","N","N"
"HFEJ6BHG","1211425        ","ESPS1 7120655 1211425         ","ESPS1 1211425","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-11-05 12:43:28","2020-11-05 12:43:28","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","BFPR ","HFEJ6BHG","     ","HFEJ6BHG","","3620      ","","","AU","","","ENG  ","Y","67895843245    ","0","","N","","N","","N","N"
"$$EHRN2R","0312201        ","SHORTNAME 0312201             ","ESPS1 0312201","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-10-09 03:59:08","2020-10-09 03:59:08","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","BFPR ","$$EHRN2R","     ","$$EHRN2R","","3620      ","","","AU","","","ENG  ","Y","10075843210    ","0","","N","","N","","N","N"
"$$EHRND5","0312855        ","SHORTNAME 0312855             ","ESPS1 0312855","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-10-09 04:05:22","2020-10-09 04:05:22","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","BFPR ","$$EHRND5","     ","$$EHRND5","","3620      ","","","AU","","","ENG  ","Y","10075843210    ","0","","N","","N","","N","N"
"$$EHRQJI","0413746        ","SHORTNAME 0413746             ","ESPS1 0413746","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-10-09 05:13:59","2020-10-09 05:13:59","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","BFPR ","$$EHRQJI","     ","$$EHRQJI","","3620      ","","","AU","","","ENG  ","Y","10075843210    ","0","","N","","N","","N","N"
"$$EHRSRM","0512602        ","SHORTNAME 0512602             ","ESPS1 0512602","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-10-09 06:02:03","2020-10-09 06:02:03","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","BFPR ","$$EHRSRM","     ","$$EHRSRM","","3620      ","","","AU","","","ENG  ","Y","10075843210    ","0","","N","","N","","N","N"
"$$EHS61I","1011138        ","SHORTNAME 1011138             ","ESPS1 1011138","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-10-09 10:48:47","2020-10-09 10:48:47","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","BFPR ","$$EHS61I","     ","$$EHS61I","","3620      ","","","AU","","","ENG  ","Y","10075843210    ","0","","N","","N","","N","N"
"$$EHSB7J","1210440        ","SHORTNAME 1210440             ","ESPS1 1210440","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-10-09 12:40:23","2020-10-09 22:05:07","LOANIQ01","DANUSR01","N","N","N","AU   ","N","BFPR ","$$EHSB7J","GLB  ","$$EHSB7J","BG_COL         ","3620      ","","","AU","","","ENG  ","N","10075843210    ","0","","N","","N","","N","N"
"$$EHSCF1","1212910        ","SHORTNAME 1212910             ","ESPS1 1212910","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-10-09 13:06:30","2020-10-09 13:06:30","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","BFPR ","$$EHSCF1","     ","$$EHSCF1","","3620      ","","","AU","","","ENG  ","Y","10075843210    ","0","","N","","N","","N","N"
"$$EHSE3T","1310751        ","SHORTNAME 1310751             ","ESPS1 1310751","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-10-09 13:42:58","2020-10-09 13:42:58","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","BFPR ","$$EHSE3T","     ","$$EHSE3T","","3620      ","","","AU","","","ENG  ","Y","10075843210    ","0","","N","","N","","N","N"
"$$EHSEMR","1311413        ","SE LTD 1311413                ","Sanseera Electronics Ltd 1311413","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-10-09 13:54:20","2020-10-28 00:17:06","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","FPJV ","$$EHSEMR","     ","$$EHSEMR","","8431      ","","","AU","","","ENG  ","Y","10075843210    ","0","","N","","N","","N","N"
"$$EHSFB1","1313341        ","SE LTD 1313341                ","Sanseera Electronics Ltd 1313341","GB","ACT  ","N","Y","N","N","N","N","CBA  ","2020-10-09 14:08:54","2020-10-28 00:14:05","LOANIQ01","LOANIQ01","N","N","N","GB   ","N","FPJV ","$$EHSFB1","GLB  ","$$EHSFB1","BP_CML         ","8431      ","","","AU","","","ENG  ","N","10075843210    ","0","","N","","N","","N","N"
"$$EHSG02","1314733        ","SHORTNAME 1314733             ","ESPS1 1314733","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-10-09 14:23:54","2020-10-09 14:23:54","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","BFPR ","$$EHSG02","     ","$$EHSG02","","3620      ","","","AU","","","ENG  ","Y","10075843210    ","0","","N","","N","","N","N"
"$$EHSHY6","1413047        ","SHORTNAME 1413047             ","ESPS1 1413047","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-10-09 15:05:58","2020-10-09 15:05:58","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","BFPR ","$$EHSHY6","     ","$$EHSHY6","","3620      ","","","AU","","","ENG  ","Y","10075843210    ","0","","N","","N","","N","N"
"$$EHSIFX","1413545        ","SHORTNAME 1413545             ","ESPS1 1413545","AU","ACT  ","N","Y","N","N","N","N","CBA  ","2020-10-09 15:16:37","2020-10-09 17:45:38","LOANIQ01","MIGGY_IN","N","N","N","AU   ","N","BFPR ","$$EHSIFX","GLB  ","$$EHSIFX","BG_COL         ","3620      ","","","AU","","","ENG  ","N","10075843210    ","0","","N","","N","","N","N"
"$$EHSIS5","1414626        ","SHORTNAME 1414626             ","ESPS1 1414626","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-10-09 15:23:58","2020-10-09 15:23:58","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","BFPR ","$$EHSIS5","     ","$$EHSIS5","","3620      ","","","AU","","","ENG  ","Y","10075843210    ","0","","N","","N","","N","N"
"$$EHSJQX","1510852        ","SHORTNAME 1510852             ","ESPS1 1510852","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-10-09 15:44:49","2020-10-09 15:44:49","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","BFPR ","$$EHSJQX","     ","$$EHSJQX","","3620      ","","","AU","","","ENG  ","Y","10075843210    ","0","","N","","N","","N","N"
"$$EHSN4W","1612256        ","SHORTNAME 1612256             ","ESPS1 1612256","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-10-09 16:58:01","2020-10-09 16:58:01","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","BFPR ","$$EHSN4W","     ","$$EHSN4W","","3620      ","","","AU","","","ENG  ","Y","10075843210    ","0","","N","","N","","N","N"
"$$EHSOAG","1614812        ","SHORTNAME 1614812             ","ESPS1 1614812","AU","ACT  ","N","Y","N","N","N","N","CBA  ","2020-10-09 17:22:57","2020-10-09 20:24:28","LOANIQ01","DANUSR01","N","N","N","AU   ","N","BFPR ","$$EHSOAG","GLB  ","$$EHSOAG","BG_COL         ","3620      ","","","AU","","","ENG  ","N","10075843210    ","0","","N","","N","","N","N"
"$$EHXWV7","9809899        ","SHRT NME 12345                ","TEST ENT NM 12345","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-10-12 13:16:12","2020-10-12 13:16:12","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","FPJV ","$$EHXWV7","     ","$$EHXWV7","","8200      ","","","AU","","","ENG  ","Y","66666666578    ","0","","N","","N","","N","N"
"$9EI1KOO","115            ","CUSTSHORT37145                ","CUSTLEGAL37146","AU","SKEL ","N","Y","N","N","N","N","CBA  ","2020-10-14 11:46:31","2020-10-16 06:36:21","DANUSR01","DANUSR01","N","N","N","AU   ","N","FORG ","$9EI1KOO","GLB  ","$9EI1KOO","BG_COL         ","3620      ","","","AU","","","","N","               ","0","","N","","N","","N","N"
"M-EIELTM","132            ","CUSTSHORT16129                ","CUSTLEGAL16130","AU","SKEL ","N","N","N","N","N","N","CBA  ","2020-10-21 12:18:38","2020-10-21 12:19:29","INPAMT01","INPAMT01","N","N","N","AU   ","N","","M-EIELTM","GLB  ","M-EIELTM","","3620      ","","","AU","","","","Y","               ","0","","N","","N","","N","N"
"+2EIPLQY","139            ","CUSTSHORT14141                ","CUSTLEGAL14141","AU","SKEL ","N","Y","N","N","N","N","CBA  ","2020-10-27 11:15:55","2020-10-27 12:04:07","INPAMT01","INPAMT01","N","N","N","AU   ","N","FORG ","+2EIPLQY","GLB  ","+2EIPLQY","BG_COL         ","3620      ","","","AU","","","","N","               ","0","","N","","N","","N","N"
")REIRQA4","145            ","CUSTSHORT34142                ","CUSTLEGAL34142","AU","SKEL ","N","N","N","N","N","N","CBA  ","2020-10-28 15:36:51","2020-10-28 15:37:22","INPRON01","INPRON01","N","N","N","AU   ","N","",")REIRQA4","GLB  ",")REIRQA4","","3620      ","","","AU","","","","Y","               ","0","","N","","N","","N","N"
"YJEITCGS","149            ","CUSTSHORT08146                ","CUSTLEGAL08146","AU","SKEL ","N","Y","N","N","N","N","CBA  ","2020-10-29 11:11:15","2020-10-29 11:32:22","INPAMT01","INPAMT01","N","N","N","AU   ","N","FORG ","YJEITCGS","GLB  ","YJEITCGS","BG_COL         ","3620      ","","","AU","","","","N","               ","0","","N","","N","","N","N"
"HFEJ6DDU","1215324        ","ESPS1 7120655 1215324         ","ESPS1 1215324","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-11-05 13:22:07","2020-11-05 13:22:07","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","BFPR ","HFEJ6DDU","     ","HFEJ6DDU","","3620      ","","","AU","","","ENG  ","Y","67895843245    ","0","","N","","N","","N","N"
"HFEJ6DZ3","1311055        ","ESPS1 7120655 1311055         ","ESPS1 1311055","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-11-05 13:40:07","2020-11-05 13:40:07","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","BFPR ","HFEJ6DZ3","     ","HFEJ6DZ3","","3620      ","","","AU","","","ENG  ","Y","67895843245    ","0","","N","","N","","N","N"
"HFEJ6E8Z","1311431        ","ESPS1 7120655 1311431         ","ESPS1 1311431","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-11-05 13:46:03","2020-11-05 13:46:03","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","BFPR ","HFEJ6E8Z","     ","HFEJ6E8Z","","3620      ","","","AU","","","ENG  ","Y","67895843245    ","0","","N","","N","","N","N"
"HFEJ6FD9","1314056        ","ESPS1 7120655 1314056         ","ESPS1 1314056","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-11-05 14:10:13","2020-11-05 14:10:13","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","BFPR ","HFEJ6FD9","     ","HFEJ6FD9","","3620      ","","","AU","","","ENG  ","Y","67895843245    ","0","","N","","N","","N","N"
"JYEHYUP9","109            ","CUSTSHORT12142                ","CUSTLEGAL12142","AU","SKEL ","N","N","N","N","N","N","CBA  ","2020-10-13 01:21:20","2020-10-13 01:21:56","DANUSR01","DANUSR01","N","N","N","AU   ","N","","JYEHYUP9","GLB  ","JYEHYUP9","","3620      ","","","AU","","","","Y","               ","0","","N","","N","","N","N"
"J3EHYV6G","110            ","CUSTSHORT17105                ","CUSTLEGAL17105","AU","SKEL ","N","N","N","N","N","N","CBA  ","2020-10-13 01:25:45","2020-10-13 01:26:18","DANUSR01","DANUSR01","N","N","N","AU   ","N","","J3EHYV6G","GLB  ","J3EHYV6G","","3620      ","","","AU","","","","Y","               ","0","","N","","N","","N","N"
"MBEIEMIJ","133            ","CUSTSHORT32134                ","CUSTLEGAL32134","AU","SKEL ","N","N","N","N","N","N","CBA  ","2020-10-21 12:34:38","2020-10-21 12:35:26","INPAMT01","INPAMT01","N","N","N","AU   ","N","","MBEIEMIJ","GLB  ","MBEIEMIJ","","3620      ","","","AU","","","","Y","               ","0","","N","","N","","N","N"
"M*EIEN7I","134            ","CUSTSHORT02103                ","CUSTLEGAL02104","AU","SKEL ","N","Y","N","N","N","N","CBA  ","2020-10-21 13:04:03","2020-10-21 13:11:32","INPAMT01","INPAMT01","N","N","N","AU   ","N","FORG ","M*EIEN7I","GLB  ","M*EIEN7I","BG_COL         ","3620      ","","","AU","","","","N","               ","0","","N","","N","","N","N"
"HJEIEPFA","135            ","CUSTSHORT30116                ","CUSTLEGAL30117","AU","SKEL ","N","N","N","N","N","N","CBA  ","2020-10-21 14:32:16","2020-10-21 14:33:08","INPAMT01","INPAMT01","N","N","N","AU   ","N","","HJEIEPFA","GLB  ","HJEIEPFA","","3620      ","","","AU","","","","Y","               ","0","","N","","N","","N","N"
"CXEIU5IL","151            ","CUSTSHORT49125                ","CUSTLEGAL49126","AU","SKEL ","N","Y","N","N","N","N","CBA  ","2020-10-29 21:51:58","2020-10-30 14:50:22","INPAMT01","INPAMT01","N","N","N","AU   ","N","FORG ","CXEIU5IL","GLB  ","CXEIU5IL","BG_COL         ","3620      ","","","AU","","","","N","               ","0","","N","","N","","N","N"
"RIEIV8RR","153            ","TEST_CUSTOMER                 ","Test Customer","AU","SKEL ","N","Y","N","N","N","N","CBA  ","2020-10-30 11:59:31","2020-10-30 12:15:57","DANUSR01","DANUSR01","N","N","N","AU   ","N","UNKNW","RIEIV8RR","GLB  ","RIEIV8RR","BG_COL         ","0000      ","","","AU","","","","Y","               ","0","","N","","N","","N","N"
"R:EIVB7O","154            ","CUSTSHORT46120                ","CUSTLEGAL46120","AU","SKEL ","N","Y","N","N","N","N","CBA  ","2020-10-30 12:48:47","2020-10-30 13:03:09","INPRON01","INPRON01","N","N","N","AU   ","N","FORG ","R:EIVB7O","GLB  ","R:EIVB7O","BG_COL         ","3620      ","","","AU","","","","N","               ","0","","N","","N","","N","N"
"1-EJ2YO0","162            ","CUSTSHORT48146                ","CUSTLEGAL48146","AU","SKEL ","N","Y","N","N","N","N","CBA  ","2020-11-03 16:50:50","2020-11-03 17:20:53","INPAMT01","INPAMT01","N","N","N","AU   ","N","FORG ","1-EJ2YO0","GLB  ","1-EJ2YO0","BG_COL         ","3620      ","","","AU","","","","N","               ","0","","N","","N","","N","N"
"HFEJ6GM9","1410804        ","ESPS1 7120655 1410804         ","ESPS1 1410804","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-11-05 14:37:13","2020-11-05 14:37:13","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","BFPR ","HFEJ6GM9","     ","HFEJ6GM9","","3620      ","","","AU","","","ENG  ","Y","67895843245    ","0","","N","","N","","N","N"
"HFEJ6I2H","1413559        ","ESPS1 7120655 1413559         ","ESPS1 1413559","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-11-05 15:07:03","2020-11-05 15:07:03","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","BFPR ","HFEJ6I2H","     ","HFEJ6I2H","","3620      ","","","AU","","","ENG  ","Y","67895843245    ","0","","N","","N","","N","N"
"HFEJ6IA5","1414338        ","ESPS1 7120655 1414338         ","ESPS1 1414338","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-11-05 15:13:10","2020-11-05 15:13:10","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","BFPR ","HFEJ6IA5","     ","HFEJ6IA5","","3620      ","","","AU","","","ENG  ","Y","67895843245    ","0","","N","","N","","N","N"
"HFEJ6L0V","1514359        ","CUSTSHORT 1514359             ","ESPS1 1514359","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-11-05 16:12:24","2020-11-05 16:12:24","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","BFPR ","HFEJ6L0V","     ","HFEJ6L0V","","3620      ","","","AU","","","ENG  ","Y","10075843210    ","0","","N","","N","","N","N"
"HFEJ6N05","1612419        ","ESPS1 7120655 1612419         ","ESPS1 1612419","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-11-05 16:55:10","2020-11-05 16:55:10","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","BFPR ","HFEJ6N05","     ","HFEJ6N05","","3620      ","","","AU","","","ENG  ","Y","67895843245    ","0","","N","","N","","N","N"
"HFEJ6NE6","1613522        ","CUSTSHORT 1613522             ","ESPS1 1613522","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-11-05 17:03:35","2020-11-05 17:03:35","LOANIQ01","LOANIQ01","N","N","N","AU   ","N","BFPR ","HFEJ6NE6","     ","HFEJ6NE6","","3620      ","","","AU","","","ENG  ","Y","10075843210    ","0","","N","","N","","N","N"
