"ACCOUNTID"|"NOMINALCODE"|"NOMINALDESCRIPTION"|"TRANSACTIONSRID"|"TRANSACTIONID"|"HOSTTRANCODE"|"SOURCETRANCODE"|"TRANSACTIONDATE"|"POSTINGDATE"|"VALUEDATE"|"ISOCURRENCYCODE"|"DEBITCREDITFLAG"|"AMOUNT"|"AMOUNTCREDIT"|"AMOUNTDEBIT"|"HOSTBRANCH"|"UBCHANNELID"|"SUBPRODUCTCODE"|"CUSTOMERCODE"|"SOURCEREF1"|"SOURCEREF2"|"NARRATION"|"SOURCEBRANCH"|"SOURCECOSTCENTERCODE"|"AFFILIATECODE"|"SOURCEDEALNO"|"SOURCECUSTOMERCODE"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d82997192jM"|"01174d82997082j1"|"CRV"|"INTAC"|"2020-09-29 06:40:38"|"2020-07-12 23:20:46"|"2020-07-07 00:00:00"|"EUR"|"C"|"279.45"|"279.45"|"0"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"08EH9SZM"|"08EH9SZB"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OSTF?EG7BYL"|"53"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d82999172lo"|"01174d82999052lT"|"CRV"|"INTAC"|"2020-09-29 06:40:38"|"2020-07-12 23:20:47"|"2020-07-07 00:00:00"|"EUR"|"C"|"41.62"|"41.62"|"0"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"0TEH9T9R"|"0TEH9T9G"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OST0JEGNPI3"|"57"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d829a00d2oi"|"01174d8299ff72oN"|"CRV"|"INTAC"|"2020-09-29 06:40:40"|"2020-07-12 23:20:48"|"2020-07-07 00:00:00"|"EUR"|"C"|"21.81"|"21.81"|"0"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"0TEH9STV"|"0TEH9STK"|"Interest Accrual"|"CG852"|"BP_COL"|"OTHER"|"OST7)EETAU9"|"37"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d829a2ea2qr"|"01174d829a2d02qW"|"CRV"|"INTAC"|"2020-09-29 06:40:41"|"2020-07-12 23:20:49"|"2020-07-07 00:00:00"|"EUR"|"C"|"0.69"|"0.69"|"0"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"0TEH9SVF"|"0TEH9SV4"|"Interest Accrual"|"CG852"|"BP_COL"|"OTHER"|"OST04EFZE6G"|"37"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d829a3c62rp"|"01174d829a3ad2rU"|"CRV"|"INTAC"|"2020-09-29 06:40:41"|"2020-07-12 23:20:49"|"2020-07-07 00:00:00"|"EUR"|"C"|"55.55"|"55.55"|"0"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"08EH9SUW"|"WCEFIOO9"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OST.FEF9T99"|"37"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d829acc12sL"|"01174d829a4272ry"|"CRV"|"INTAC"|"2020-09-29 06:40:43"|"2020-07-12 23:20:52"|"2020-07-07 00:00:00"|"EUR"|"C"|"136.99"|"136.99"|"0"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"08EH9SVE"|"08EH9SV3"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OST3SEFFFII"|"53"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d829c4742ta"|"01174d829c3972tD"|"CRV"|"INTAC"|"2020-09-29 06:40:50"|"2020-07-12 23:20:58"|"2020-07-07 00:00:00"|"EUR"|"C"|"0.26"|"0.26"|"0"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"0TEH9T10"|"0TEH9T0P"|"Interest Accrual"|"CG852"|"BP_COL"|"OTHER"|"OST-LEFSEVP"|"37"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d829ccd12wQ"|"01174d829cbf42w5"|"CRV"|"INTAC"|"2020-09-29 06:40:52"|"2020-07-12 23:21:00"|"2020-07-07 00:00:00"|"EUR"|"C"|"326.03"|"326.03"|"0"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"0TEH9T7F"|"0TEH9T74"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OSTX=EFL8BR"|"57"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d829ce442xP"|"01174d829ce1e2x4"|"CRV"|"INTAC"|"2020-09-29 06:40:52"|"2020-07-12 23:21:00"|"2020-07-07 00:00:00"|"EUR"|"C"|"50.95"|"50.95"|"0"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"0TEH9TA7"|";;EGWXGS"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OSTP!EGO5B1"|"57"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d829cef62xt"|"01174d829cec42xY"|"CRV"|"INTAC"|"2020-09-29 06:40:52"|"2020-07-12 23:21:00"|"2020-07-07 00:00:00"|"EUR"|"C"|"56.99"|"56.99"|"0"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"0TEH9TB3"|"0TEH9TAS"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OST9$EGPQEM"|"57"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d829d3172yt"|"01174d829d2a82yY"|"CRV"|"INTAC"|"2020-09-29 06:40:53"|"2020-07-12 23:21:01"|"2020-07-07 00:00:00"|"EUR"|"C"|"67.81"|"67.81"|"0"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"0TEH9TF4"|";;EGWXPE"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OST-AEFMZGX"|"57"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d829d3ea2zN"|"01174d829d3bc2z2"|"DRV"|"INTAC"|"2020-09-29 06:40:54"|"2020-07-12 23:21:02"|"2020-07-07 00:00:00"|"EUR"|"D"|"-28.8"|"0"|"28.8"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"0TEH9TG3"|"MAEGYOBA"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OSTYVEGDOS1"|"57"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d829db6330N"|"01174d829db16302"|"CRV"|"INTAC"|"2020-09-29 06:40:55"|"2020-07-12 23:21:04"|"2020-07-07 00:00:00"|"EUR"|"C"|"109.59"|"109.59"|"0"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"0TEH9U1R"|"0TEH9U1G"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OSTSJEBYUH5"|"4"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d829ea6b35y"|"01174d829ea5635d"|"CRV"|"INTAC"|"2020-09-29 06:40:59"|"2020-07-12 23:21:07"|"2020-07-07 00:00:00"|"EUR"|"C"|"36.66"|"36.66"|"0"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"0TEH9TAB"|";;EGWXHK"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OSTKIEGPCDP"|"57"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d829ec5837u"|"01174d829ec3b37Z"|"CRV"|"INTAC"|"2020-09-29 06:41:00"|"2020-07-12 23:21:08"|"2020-07-07 00:00:00"|"EUR"|"C"|"7.53"|"7.53"|"0"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"0TEH9SU9"|"0TEH9STY"|"Interest Accrual"|"CG852"|"BP_COL"|"OTHER"|"OST86EFDXX2"|"37"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d829ee4d39l"|"01174d829ee3739Q"|"CRV"|"INTAC"|"2020-09-29 06:41:00"|"2020-07-12 23:21:08"|"2020-07-07 00:00:00"|"EUR"|"C"|"0.36"|"0.36"|"0"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"0TEH9T1E"|"0TEH9T13"|"Interest Accrual"|"CG852"|"BP_COL"|"OTHER"|"OSTHZEFJAAY"|"37"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d829f1003BQ"|"01174d829f0eb3B5"|"CRV"|"INTAC"|"2020-09-29 06:41:01"|"2020-07-12 23:21:09"|"2020-07-07 00:00:00"|"EUR"|"C"|"0.02"|"0.02"|"0"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"0TEH9STC"|"J-EGV0B2"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OSTJ!EFFB21"|"43"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d829f56d3D5"|"01174d829f5563Ck"|"CRV"|"INTAC"|"2020-09-29 06:41:02"|"2020-07-12 23:21:10"|"2020-07-07 00:00:00"|"EUR"|"C"|"0.61"|"0.61"|"0"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"0TEH9T63"|"0TEH9T5P"|"Interest Accrual"|"CG852"|"BP_COL"|"OTHER"|"OSTYVEGE4PI"|"37"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d829f5e43DZ"|"01174d829f5c53DE"|"CRV"|"INTAC"|"2020-09-29 06:41:02"|"2020-07-12 23:21:10"|"2020-07-07 00:00:00"|"EUR"|"C"|"164.38"|"164.38"|"0"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"08EH9T0E"|"08EH9T03"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OSTBGEGM4DB"|"53"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d829f6713E3"|"01174d829f6593Di"|"CRV"|"INTAC"|"2020-09-29 06:41:02"|"2020-07-12 23:21:10"|"2020-07-07 00:00:00"|"EUR"|"C"|"213.7"|"213.7"|"0"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"08EH9T15"|"08EH9T0U"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OSTG)EH9SQ0"|"53"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d829f6e43EX"|"01174d829f6ce3EC"|"CRV"|"INTAC"|"2020-09-29 06:41:02"|"2020-07-12 23:21:11"|"2020-07-07 00:00:00"|"EUR"|"C"|"182.63"|"182.63"|"0"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"0TEH9T7T"|"0TEH9T7I"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OSTFJEG71OI"|"57"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d829f74d3F1"|"01174d829f7383Eg"|"CRV"|"INTAC"|"2020-09-29 06:41:03"|"2020-07-12 23:21:11"|"2020-07-07 00:00:00"|"EUR"|"C"|"479.45"|"479.45"|"0"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"0TEH9T87"|"0TEH9T7W"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OSTFJEG73SD"|"57"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d829f89c3GG"|"01174d829f8853Fv"|"CRV"|"INTAC"|"2020-09-29 06:41:03"|"2020-07-12 23:21:11"|"2020-07-07 00:00:00"|"EUR"|"C"|"47.78"|"47.78"|"0"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"0TEH9TA5"|"0TEH9T9U"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OST0JEGNPQC"|"57"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d829f90d3Gk"|"01174d829f8f23GP"|"CRV"|"INTAC"|"2020-09-29 06:41:03"|"2020-07-12 23:21:11"|"2020-07-07 00:00:00"|"EUR"|"C"|"42.58"|"42.58"|"0"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"0TEH9TA9"|";;EGWXH6"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OSTKIEGPC52"|"57"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d829f9e13HE"|"01174d829f9683Gt"|"DRV"|"INTAC"|"2020-09-29 06:41:03"|"2020-07-12 23:21:11"|"2020-07-07 00:00:00"|"EUR"|"D"|"-909.89"|"0"|"909.89"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"0TEH9TF8"|"MAEGYO9V"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OSTOCEGCG78"|"57"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d829fa853Hi"|"01174d829fa5c3HN"|"CRV"|"INTAC"|"2020-09-29 06:41:03"|"2020-07-12 23:21:12"|"2020-07-07 00:00:00"|"EUR"|"C"|"604.65"|"604.65"|"0"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"0TEH9TOZ"|"0TEH9TJD"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OSTV:EH9VG2"|"57"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d829fd4c3KL"|"01174d829fd373K0"|"CRV"|"INTAC"|"2020-09-29 06:41:04"|"2020-07-12 23:21:12"|"2020-07-07 00:00:00"|"EUR"|"C"|"1.27"|"1.27"|"0"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"0TEH9SUN"|"0TEH9SUC"|"Interest Accrual"|"CG852"|"BP_COL"|"OTHER"|"OSTHZEFJ1HC"|"37"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d829fdc93Kp"|"01174d829fdb03KU"|"CRV"|"INTAC"|"2020-09-29 06:41:04"|"2020-07-12 23:21:12"|"2020-07-07 00:00:00"|"EUR"|"C"|"0.44"|"0.44"|"0"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"0TEH9SV1"|"0TEH9SUQ"|"Interest Accrual"|"CG852"|"BP_COL"|"OTHER"|"OST04EFZDZF"|"37"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d829ff383Ln"|"01174d829ff1e3LS"|"CRV"|"INTAC"|"2020-09-29 06:41:05"|"2020-07-12 23:21:13"|"2020-07-07 00:00:00"|"EUR"|"C"|"15.61"|"15.61"|"0"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"08EH9SUS"|"WCEFIOP7"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OSTJLEFFB50"|"37"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d82a04da3Nm"|"01174d82a04c23NR"|"CRV"|"INTAC"|"2020-09-29 06:41:06"|"2020-07-12 23:21:14"|"2020-07-07 00:00:00"|"EUR"|"C"|"0.59"|"0.59"|"0"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"0TEH9T2L"|"0TEH9T2A"|"Interest Accrual"|"CG852"|"BP_COL"|"OTHER"|"OSTXHEFLBMZ"|"37"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d82a053e3OG"|"01174d82a05293Nv"|"CRV"|"INTAC"|"2020-09-29 06:41:06"|"2020-07-12 23:21:14"|"2020-07-07 00:00:00"|"EUR"|"C"|"153.42"|"153.42"|"0"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"08EH9SVS"|"08EH9SVH"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OST4IEG5FAI"|"53"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d82a05b63Ok"|"01174d82a059b3OP"|"CRV"|"INTAC"|"2020-09-29 06:41:06"|"2020-07-12 23:21:14"|"2020-07-07 00:00:00"|"EUR"|"C"|"205.48"|"205.48"|"0"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"08EH9SXO"|"08EH9SXD"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OSTHREFIUF7"|"53"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d82a17ea3R9"|"01174d82a17ce3Qo"|"CRV"|"INTAC"|"2020-09-29 06:41:11"|"2020-07-12 23:21:19"|"2020-07-07 00:00:00"|"EUR"|"C"|"20.55"|"20.55"|"0"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"0TEH9T8L"|"0TEH9T8A"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OST-VEGLP8S"|"57"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d82a1da93S9"|"01174d82a1cdd3Ro"|"CRV"|"INTAC"|"2020-09-29 06:41:12"|"2020-07-12 23:21:21"|"2020-07-07 00:00:00"|"EUR"|"C"|"166.19"|"166.19"|"0"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"0TEH9TET"|"0TEH9TEI"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OSTS!EFKY0T"|"57"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d82a21fa3T8"|"01174d82a21c73Sn"|"CRV"|"INTAC"|"2020-09-29 06:41:13"|"2020-07-12 23:21:22"|"2020-07-07 00:00:00"|"EUR"|"C"|"136.99"|"136.99"|"0"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"0TEH9U2V"|"0TEH9U2K"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OST?2EBX2O1"|"4"
"089401000085200"|"INCMINTEVAR"|"Interest Income LAR - Loans Variable"|"01174d82a34163Vj"|"01174d82a33f73VO"|"CRV"|"INTAC"|"2020-09-29 06:41:18"|"2020-07-12 23:21:26"|"2020-07-07 00:00:00"|"EUR"|"C"|"0.03"|"0.03"|"0"|"00000852"|"LIQ"|"94010InternalEUR"|"000852"|"0TEH9STE"|";;EGWWAK"|"Interest Accrual"|"CG852"|"BG_COL"|"OTHER"|"OSTIHEFMJUB"|"43"
"089401100085200"|"INCMINTEFIX"|"Interest Income LAR - Loans Fixed"|"01174d8296c5f2JO"|"01174d8296c442J3"|"CRV"|"INTAC"|"2020-09-29 06:40:27"|"2020-07-12 23:20:35"|"2020-07-07 00:00:00"|"EUR"|"C"|"75"|"75"|"0"|"00000852"|"LIQ"|"94011InternalEUR"|"000852"|"08EH9STF"|"WCEFIOMM"|"Interest Accrual"|"CG852"|"BG_COL"|"FIXED"|"OSTZ;EF7ZNA"|"37"
"089401100085200"|"INCMINTEFIX"|"Interest Income LAR - Loans Fixed"|"01174d82971fa2PL"|"01174d82971e62P0"|"CRV"|"INTAC"|"2020-09-29 06:40:28"|"2020-07-12 23:20:37"|"2020-07-07 00:00:00"|"EUR"|"C"|"98.63"|"98.63"|"0"|"00000852"|"LIQ"|"94011InternalEUR"|"000852"|"08EH9T4V"|"08EH9T4K"|"Interest Accrual"|"CG852"|"BG_COL"|"FIXED"|"OSTYREGCR95"|"53"
"089401100085200"|"INCMINTEFIX"|"Interest Income LAR - Loans Fixed"|"01174d82a3b133aJ"|"01174d82a38a63Zx"|"CRV"|"INTAC"|"2020-09-29 06:41:20"|"2020-07-12 23:21:28"|"2020-07-07 00:00:00"|"EUR"|"C"|"0.61"|"0.61"|"0"|"00000852"|"LIQ"|"94011InternalEUR"|"000852"|"0TEH9T27"|"0TEH9T1W"|"Interest Accrual"|"CG852"|"BP_COL"|"FIXED"|"OST(7EFHHE2"|"37"
"089401100085200"|"INCMINTEFIX"|"Interest Income LAR - Loans Fixed"|"01174d82a36f83Yd"|"01174d82a36dc3YI"|"CRV"|"INTAC"|"2020-09-29 06:41:19"|"2020-07-12 23:21:27"|"2020-07-07 00:00:00"|"EUR"|"C"|"29.53"|"29.53"|"0"|"00000852"|"LIQ"|"94011InternalEUR"|"000852"|"08EH9SU9"|"08EH9STY"|"Interest Accrual"|"CG852"|"BG_COL"|"FIXED"|"OSTH+EFJ2J9"|"37"
"089401100085200"|"INCMINTEFIX"|"Interest Income LAR - Loans Fixed"|"01174d82a36873Y9"|"01174d82a36713Xo"|"CRV"|"INTAC"|"2020-09-29 06:41:19"|"2020-07-12 23:21:27"|"2020-07-07 00:00:00"|"EUR"|"C"|"2.59"|"2.59"|"0"|"00000852"|"LIQ"|"94011InternalEUR"|"000852"|"0TEH9SXD"|"0TEH9SX2"|"Interest Accrual"|"CG852"|"BP_COL"|"FIXED"|"OSTOWEGCHFR"|"37"
"089401100085200"|"INCMINTEFIX"|"Interest Income LAR - Loans Fixed"|"01174d82a359b3XB"|"01174d82a35823Wq"|"CRV"|"INTAC"|"2020-09-29 06:41:19"|"2020-07-12 23:21:27"|"2020-07-07 00:00:00"|"EUR"|"C"|"55.55"|"55.55"|"0"|"00000852"|"LIQ"|"94011InternalEUR"|"000852"|"08EH9STB"|"WCEFIOLW"|"Interest Accrual"|"CG852"|"BG_COL"|"FIXED"|"OSTZFEF7YYO"|"37"
"089401100085200"|"INCMINTEFIX"|"Interest Income LAR - Loans Fixed"|"01174d829febc3LJ"|"01174d829fe183Ky"|"CRV"|"INTAC"|"2020-09-29 06:41:04"|"2020-07-12 23:21:13"|"2020-07-07 00:00:00"|"EUR"|"C"|"0.08"|"0.08"|"0"|"00000852"|"LIQ"|"94011InternalEUR"|"000852"|"08EH9SUB"|"*$EGNTWV"|"Interest Accrual"|"CG852"|"BG_COL"|"FIXED"|"OST0AEGNRGP"|"37"
"089401100085200"|"INCMINTEFIX"|"Interest Income LAR - Loans Fixed"|"01174d829fc313JA"|"01174d829fc173Ip"|"CRV"|"INTAC"|"2020-09-29 06:41:04"|"2020-07-12 23:21:12"|"2020-07-07 00:00:00"|"EUR"|"C"|"34.42"|"34.42"|"0"|"00000852"|"LIQ"|"94011InternalEUR"|"000852"|"08EH9STH"|"SWEFKWCS"|"Interest Accrual"|"CG852"|"BG_COL"|"FIXED"|"OSTH+EFJ1OL"|"37"
"089401100085200"|"INCMINTEFIX"|"Interest Income LAR - Loans Fixed"|"01174d829eb5936w"|"01174d829eb3f36b"|"CRV"|"INTAC"|"2020-09-29 06:41:00"|"2020-07-12 23:21:08"|"2020-07-07 00:00:00"|"EUR"|"C"|"684.93"|"684.93"|"0"|"00000852"|"LIQ"|"94011InternalEUR"|"000852"|"0TEH9U34"|"W@EFIPL1"|"Interest Accrual"|"CG852"|"BG_COL"|"FIXED"|"OSTSREBYXUN"|"4"
"089401100085200"|"INCMINTEFIX"|"Interest Income LAR - Loans Fixed"|"01174d829eadb36S"|"01174d829eac3367"|"CRV"|"INTAC"|"2020-09-29 06:40:59"|"2020-07-12 23:21:08"|"2020-07-07 00:00:00"|"EUR"|"C"|"40.27"|"40.27"|"0"|"00000852"|"LIQ"|"94011InternalEUR"|"000852"|"0TEH9TC6"|"0TEH9TBV"|"Interest Accrual"|"CG852"|"BG_COL"|"FIXED"|"OST:+EH8RLZ"|"57"
"089401100085200"|"INCMINTEFIX"|"Interest Income LAR - Loans Fixed"|"01174d829d0a42yO"|"01174d829cf852y2"|"CRV"|"INTAC"|"2020-09-29 06:40:53"|"2020-07-12 23:21:01"|"2020-07-07 00:00:00"|"EUR"|"C"|"32.88"|"32.88"|"0"|"00000852"|"LIQ"|"94011InternalEUR"|"000852"|"0TEH9TBT"|"0TEH9TBI"|"Interest Accrual"|"CG852"|"BG_COL"|"FIXED"|"OST:+EH7WYB"|"57"
"089401100085200"|"INCMINTEFIX"|"Interest Income LAR - Loans Fixed"|"01174d829a35d2rL"|"01174d829a3482r0"|"CRV"|"INTAC"|"2020-09-29 06:40:41"|"2020-07-12 23:20:49"|"2020-07-07 00:00:00"|"EUR"|"C"|"1.13"|"1.13"|"0"|"00000852"|"LIQ"|"94011InternalEUR"|"000852"|"0TEH9SWZ"|"0TEH9SWO"|"Interest Accrual"|"CG852"|"BP_COL"|"FIXED"|"OSTOWEGCGX4"|"37"
"089401100085200"|"INCMINTEFIX"|"Interest Income LAR - Loans Fixed"|"01174d829a14a2pg"|"01174d829a1342pL"|"CRV"|"INTAC"|"2020-09-29 06:40:41"|"2020-07-12 23:20:49"|"2020-07-07 00:00:00"|"EUR"|"C"|"83.12"|"83.12"|"0"|"00000852"|"LIQ"|"94011InternalEUR"|"000852"|"08EH9STV"|"08EH9STK"|"Interest Accrual"|"CG852"|"BG_COL"|"FIXED"|"OSTH+EFJ25O"|"37"
"089401100085200"|"INCMINTEFIX"|"Interest Income LAR - Loans Fixed"|"01174d829957b2hD"|"01174d82995622gs"|"CRV"|"INTAC"|"2020-09-29 06:40:38"|"2020-07-12 23:20:46"|"2020-07-07 00:00:00"|"EUR"|"C"|"0.04"|"0.04"|"0"|"00000852"|"LIQ"|"94011InternalEUR"|"000852"|"08EH9SUD"|"*$EGNTX8"|"Interest Accrual"|"CG852"|"BG_COL"|"FIXED"|"OST0HEGNTQ8"|"37"
"089401100085200"|"INCMINTEFIX"|"Interest Income LAR - Loans Fixed"|"01174d8298d9d2cj"|"01174d8298d892cO"|"CRV"|"INTAC"|"2020-09-29 06:40:36"|"2020-07-12 23:20:44"|"2020-07-07 00:00:00"|"EUR"|"C"|"101.92"|"101.92"|"0"|"00000852"|"LIQ"|"94011InternalEUR"|"000852"|"0TEH9TFZ"|"0TEH9TFE"|"Interest Accrual"|"CG852"|"BG_COL"|"FIXED"|"OSTOCEGCH22"|"57"
"089401100085200"|"INCMINTEFIX"|"Interest Income LAR - Loans Fixed"|"01174d8298b6f2aP"|"01174d8298b5b2a4"|"CRV"|"INTAC"|"2020-09-29 06:40:35"|"2020-07-12 23:20:43"|"2020-07-07 00:00:00"|"EUR"|"C"|"90.41"|"90.41"|"0"|"00000852"|"LIQ"|"94011InternalEUR"|"000852"|"08EH9T43"|"08EH9T3S"|"Interest Accrual"|"CG852"|"BG_COL"|"FIXED"|"OSTOGEGCLGB"|"53"
"089401100085200"|"INCMINTEFIX"|"Interest Income LAR - Loans Fixed"|"01174d82975cb2Tu"|"01174d82975b62TZ"|"CRV"|"INTAC"|"2020-09-29 06:40:29"|"2020-07-12 23:20:38"|"2020-07-07 00:00:00"|"EUR"|"C"|"64.93"|"64.93"|"0"|"00000852"|"LIQ"|"94011InternalEUR"|"000852"|"08EH9STD"|"WCEFIOM9"|"Interest Accrual"|"CG852"|"BG_COL"|"FIXED"|"OSTZ;EF7YBJ"|"37"
"089401100085200"|"INCMINTEFIX"|"Interest Income LAR - Loans Fixed"|"01174d829733c2Qo"|"01174d82973282QS"|"CRV"|"INTAC"|"2020-09-29 06:40:29"|"2020-07-12 23:20:37"|"2020-07-07 00:00:00"|"EUR"|"C"|"1.37"|"1.37"|"0"|"00000852"|"LIQ"|"94011InternalEUR"|"000852"|"0TEH9TGQ"|"0TEH9TG6"|"Interest Accrual"|"CG852"|"BG_COL"|"FIXED"|"OSTYVEGDOZV"|"57"
"089401100085200"|"INCMINTEFIX"|"Interest Income LAR - Loans Fixed"|"01174d82a45a53fr"|"01174d82a45903fW"|"CRV"|"INTAC"|"2020-09-29 06:41:23"|"2020-07-12 23:21:31"|"2020-07-07 00:00:00"|"EUR"|"C"|"26.03"|"26.03"|"0"|"00000852"|"LIQ"|"94011InternalEUR"|"000852"|"0TEH9TBG"|"0TEH9TB5"|"Interest Accrual"|"CG852"|"BG_COL"|"FIXED"|"OST:+EH7WBA"|"57"
